arm,metric,from_batch,to_batch,scope,numerator_delta,denominator_delta,rate_delta,request_denominator_delta,pair_strict_num_delta,ties_delta,new_nll_prompt_n_delta,new_nll_prompt_mean_delta,new_nll_prompt_median_delta,new_nll_prompt_q25_delta,new_nll_prompt_q75_delta,new_nll_prompt_p90_delta,new_nll_prompt_max_delta,new_nll_request_n_delta,new_nll_request_mean_delta,new_nll_request_median_delta,new_nll_request_q25_delta,new_nll_request_q75_delta,new_nll_request_p90_delta,new_nll_request_max_delta,new_strict_num_delta,new_strict_den_delta,new_token_correct_delta,new_token_den_delta,true_nll_prompt_n_delta,true_nll_prompt_mean_delta,true_nll_prompt_median_delta,true_nll_prompt_q25_delta,true_nll_prompt_q75_delta,true_nll_prompt_p90_delta,true_nll_prompt_max_delta,true_nll_request_n_delta,true_nll_request_mean_delta,true_nll_request_median_delta,true_nll_request_q25_delta,true_nll_request_q75_delta,true_nll_request_p90_delta,true_nll_request_max_delta,true_strict_num_delta,true_strict_den_delta,true_token_correct_delta,true_token_den_delta,margin_prompt_n_delta,margin_prompt_mean_delta,margin_prompt_median_delta,margin_prompt_q25_delta,margin_prompt_q75_delta,margin_prompt_p90_delta,margin_prompt_max_delta,margin_request_n_delta,margin_request_mean_delta,margin_request_median_delta,margin_request_q25_delta,margin_request_q75_delta,margin_request_p90_delta,margin_request_max_delta,arm_display_label
AlphaEdit_ORIGINAL,PS,10,20,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1947,2000,0.0020000000000000018,1000,952,0,2000,-0.09855641749013744,-0.06872445344924927,-0.005239258054643869,-0.3209192752838135,-0.42292585372925107,4.240442276000977,1000,-0.09855641749013744,-0.1405600756406784,-0.031382126500830054,-0.16639420296996832,-0.15339297056197898,5.026139259338379,1444,2000,1461,2018,2000,0.09207573699019811,0.04424333572387695,0.0016301870346069336,0.21020817756652832,0.2673429489135728,0.5511417388916016,1000,0.09207573699019811,0.1326909065246582,-0.006176948547363281,0.14632368087768555,0.01810355186462509,-0.3944053649902344,10,2000,40,2032,2000,0.1906321544803351,0.17114895209670067,0.1047870684415102,0.29765477549517527,0.42562769235810016,0.5722375633486081,1000,0.1906321544803351,0.12342554796487093,0.10134046897292137,0.3086063858354464,0.37907562986947774,-0.39347916496626567,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,20,30,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1923,2000,-0.0033333333333334103,1000,939,0,2000,0.06142994635268595,0.04495306313037872,0.005120270419865847,0.1058293879032135,0.17112669944763415,0.7588558197021484,1000,0.06142994635268595,0.0578319319174625,0.014780390716623515,0.01959546248690458,0.18329510465264054,3.7761921882629395,1336,2000,1368,2032,2000,-0.059347993694865764,-0.07949304580688477,-0.03613579273223877,-0.07770419120788574,-0.016099071502683415,-0.009454727172851562,1000,-0.059347993694865764,-0.09027743339538574,-0.022851407527923584,0.0097159743309021,-0.025774574279786577,0.21577835083007812,13,2000,32,2024,2000,-0.12077794004755305,-0.13521207123994827,-0.16207876056432724,-0.043083347904030234,-0.020078896149058778,-0.010637976607540622,1000,-0.12077794004755305,-0.09448567498475313,-0.11515195341780782,-0.09571592335123569,-0.018200888228607326,0.20859919498616364,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,30,40,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1923,2000,-0.0016666666666665941,1000,942,0,2000,0.02207395733524553,0.01811470091342926,0.0036927200853824615,0.017684876918792725,0.04582920074462926,5.277509689331055,1000,0.02207395733524553,0.026949336694087833,0.012570805614814162,-0.007369718638074119,-0.09173939693719158,1.8930330276489258,1350,2000,1377,2026,2000,-0.028386812799803707,-0.03484058380126953,-0.017696022987365723,-0.1393725872039795,-0.04039745330810618,0.7824668884277344,1000,-0.028386812799803707,-0.04653775691986084,-0.04725438356399536,-0.1418399214744568,-0.1759041309356686,0.16820812225341797,15,2000,31,2016,2000,-0.050460770135050126,0.025817129760980606,-0.035558645613491535,-0.08394811395555735,-0.1380362864583713,0.783818913216237,1000,-0.050460770135050126,-0.038521067006513476,0.04362046159803867,-0.09632589013199322,-0.14437995059415698,0.17327335925074294,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,40,50,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1911,2000,-0.0021999999999999797,1000,927,0,2000,0.005983034003632204,0.020428240299224854,0.003165644593536854,0.03730025887489319,-0.0011628627777078293,-0.31633949279785156,1000,0.005983034003632204,0.01727566495537758,0.009115196182392538,-7.474981248378754e-05,-0.02081240247934968,-0.3766450881958008,1345,2000,1377,2032,2000,-0.07707429156509171,-0.04098844528198242,-0.10587406158447266,-0.07333159446716309,-0.09123706817626953,2.9721317291259766,1000,-0.07707429156509171,-0.07502543926239014,-0.06815659999847412,-0.035951852798461914,0.02369918823242223,3.9799861907958984,6,2000,21,2018,2000,-0.08305732556872236,-0.09372952580451965,-0.05888242181390524,-0.10879606939852238,-0.09543750602752255,2.972136854808923,1000,-0.08305732556872236,-0.1161445511970669,-0.009998783934861422,-0.09443268438917585,-0.046329596417487906,3.9826555041163374,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,50,60,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1929,2000,3.333333333332966e-05,1000,948,0,2000,0.025879725022325495,0.01539832353591919,0.00456063449382782,0.05642968416213989,0.010273599624629703,0.5702953338623047,1000,0.025879725022325495,0.023638923245016485,0.007079842034727335,0.0058645219542086124,0.09373513385653798,0.3111858367919922,1321,2000,1352,2032,2000,-0.08336875735347071,-0.1287398338317871,-0.02562582492828369,-0.12080574035644531,-0.16064577102661026,1.0417938232421875,1000,-0.08336875735347071,-0.08511042594909668,-0.0167236328125,-0.06622660160064697,-0.18989768028259135,-0.26810455322265625,3,2000,33,2034,2000,-0.1092484823757971,-0.09534810483455658,-0.09511429443955421,-0.13819637894630432,-0.14030914483009838,1.0417633079159714,1000,-0.1092484823757971,-0.09685973264276981,-0.11993184499442577,-0.05928346514701843,-0.17268772613024375,-0.2683853600483417,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,60,70,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1906,2000,-0.001619047619047631,1000,923,0,2000,0.005262309379375996,0.0005143880844116211,0.00013772863894701004,0.009670436382293701,0.01914439201354945,-1.448080062866211,1000,0.005262309379375996,-0.010870412981603295,-0.00011286267545074224,0.004853580147027969,0.053912895917891834,-0.45940208435058594,1372,2000,1415,2042,2000,-0.007600782563612185,0.02215719223022461,-0.008370041847229004,0.034757375717163086,-0.007139682769777167,1.4493827819824219,1000,-0.007600782563612185,-0.0008852481842041016,-0.02172952890396118,-0.019406557083129883,-0.01919560432434153,0.9874763488769531,22,2000,44,2034,2000,-0.012863091942987737,-0.01632966473698616,-0.06891620811074972,0.05176481604576111,-0.015594182169296644,1.4494454824471177,1000,-0.012863091942987737,-0.0021937559358775616,-0.04207838233560324,0.05201236507855356,-0.059639891257388555,0.9876213609613842,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,70,80,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1897,2000,-0.0017767857142857446,1000,917,0,2000,0.018509459891300706,0.012377619743347168,0.0013967696577310562,-0.0027483105659484863,-0.015588140487670543,-0.9252986907958984,1000,0.018509459891300706,0.030005757231265306,0.006219996721483767,-0.02139458991587162,0.028305956348773975,-0.4289560317993164,1315,2000,1353,2042,2000,-0.017907309118751158,-0.05928325653076172,-0.009187579154968262,-0.06329488754272461,0.0009729385375987221,-2.850557327270508,1000,-0.017907309118751158,-0.04272198677062988,-0.03353685140609741,-0.0017604827880859375,0.04550466537475728,-0.730952262878418,13,2000,33,2030,2000,-0.0364167690100512,-0.02787662739865482,-0.025950509123504162,-0.013937095180153847,-0.012570185016377522,-2.8506213389136974,1000,-0.0364167690100512,-0.041087059769779444,-0.04863487649708986,-0.03897969936951995,0.008752608203208112,-0.7308036552576596,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,80,90,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1915,2000,-0.00038194444444439313,1000,924,0,2000,0.05644883136706946,0.040782615542411804,0.005663120187819004,0.07732486724853516,0.1510957241058355,-0.9147510528564453,1000,0.05644883136706946,0.025916021317243576,0.011376419104635715,0.09397723339498043,0.13658079206943707,-0.2237873077392578,1238,2000,1271,2036,2000,-0.047143321925267045,-0.0352020263671875,-0.011180400848388672,-0.03836417198181152,-0.07001838684081996,-0.16171646118164062,1000,-0.047143321925267045,-0.025449514389038086,-0.014864742755889893,-0.04008829593658447,-0.07317667007446538,-0.540369987487793,2,2000,8,2018,2000,-0.10359215329233784,-0.11371449683792889,-0.10582508705556393,-0.10771492903586477,-0.1359181147417985,-0.16255741050554207,1000,-0.10359215329233784,-0.1360492017120123,-0.07713633496314287,-0.09948663203977048,-0.12089749118313264,-0.54039912868393,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,90,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,1865,2000,-0.0028055555555556166,1000,893,0,2000,0.06465258526837658,0.03934834897518158,0.004095820710062981,0.11608296632766724,0.12296891212464,2.158222198486328,1000,0.06465258526837658,0.06416545063257217,0.018600550247356296,0.10655473917722702,0.15849413559771897,-0.06581497192382812,1161,2000,1190,2036,2000,-0.05112742921358304,-0.06318473815917969,-0.07542455196380615,-0.013022899627685547,-0.0651997566223077,0.8668041229248047,1000,-0.05112742921358304,-0.07575631141662598,-0.04079627990722656,-0.04278254508972168,-0.06807746887206712,-0.8612604141235352,24,2000,35,2026,2000,-0.11578001448195963,-0.11831313744187355,-0.15542129427194595,-0.08008115517441183,-0.03257450915407034,0.8677257728895711,1000,-0.11578001448195963,-0.06570487085264176,-0.12708344124257565,-0.11185207121889107,-0.005541711091064272,-0.8616716531505517,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,PS,10,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,17216,18000,-0.011750000000000038,9000,8365,0,18000,0.1616834311298745,0.12319284677505493,0.022593450732529163,0.09665489196777344,0.08076167106628862,9.400856018066406,9000,0.1616834311298745,0.09435259737074375,0.04824821144575253,0.03561227582395077,0.38837924846448013,9.451944828033447,11882,18000,12164,18296,18000,-0.2798809612442472,-0.37533140182495117,-0.287864089012146,-0.2809305191040039,-0.1824213027954027,4.641992568969727,9000,-0.2798809612442472,-0.30907320976257324,-0.2720903754234314,-0.1920166015625,-0.46471872329711594,2.556356430053711,108,18000,277,18232,18000,-0.4415643923741239,-0.40355754643678665,-0.6029601525515318,-0.22633749805390835,-0.16489113218849383,4.663311168599648,9000,-0.4415643923741239,-0.46762036613654345,-0.3950546868145466,-0.23545761473360471,-0.17984901682939558,2.5574104572078795,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,1,5,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,3323,4000,-0.029000000000000026,400,181,0,4000,-1.2624021540675177,-1.3639349937438965,-1.0219601392745972,-1.7281255722045898,-1.311057662963865,1.2078876495361328,400,-1.2624021540675159,-1.6973334074020379,-0.9299624428153042,-1.665483808517454,-1.3302728271484376,1.5663730621337884,54,4000,115,4060,4000,-0.33672632724302787,-0.5086266994476318,-0.38360685110092163,-0.49606192111968994,-0.3298527717590236,0.6002597808837891,400,-0.336726327243027,-0.4348556222394109,-0.24340543616563082,-0.07123404741287231,-0.3393716931343089,0.1405610084533695,787,4000,828,4040,4000,0.925675826824488,0.970409631729126,1.1609958112239838,0.7666428089141846,0.30892274379730233,4.771651601113263,400,0.9256758268244862,0.9642721286043532,1.5608339073136452,0.6352844119071959,0.235522377490997,1.4660724759101864,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,5,10,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,3867,5000,-0.032299999999999995,500,168,0,5000,-0.6173028980412241,-0.5199098587036133,-0.6970741748809814,-0.394061803817749,-0.5003769874572761,1.070709228515625,500,-0.6173028980412223,-0.3849326610565189,-0.6566011592745777,-0.40415719747543477,-0.7657782745361335,-0.16223125457763743,185,5000,265,5080,5000,0.14177385758464833,0.06077861785888672,0.2054814100265503,0.16077399253845215,0.22777109146117347,3.9002742767333984,500,0.14177385758464744,0.13333291411399895,0.21550701148807994,0.11467307806015015,0.045604789257049916,0.3012553215026852,874,5000,914,5040,5000,0.7590767556258728,0.6433286666870117,0.7473297715187073,0.5534211993217468,0.8255862712860118,4.110700874924078,500,0.7590767556258728,0.8526783235371105,0.7765332860872141,0.699105111353856,0.5790856337547311,0.6885141730308533,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,10,20,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,7260,10000,-0.03984999999999994,1000,306,0,10000,-0.4595411814511827,-0.47766637802124023,-0.5036277770996094,-0.4432094097137451,-0.29128904342651474,1.9275493621826172,1000,-0.4595411814511827,-0.38459854125976456,-0.535124886035919,-0.4199612855911248,-0.1706746435165396,-1.5064750671386733,435,10000,511,10090,10000,0.24282726884206873,0.2723519802093506,0.3005807399749756,0.22587525844573975,0.2606853485107461,4.6429443359375,1000,0.2428272688420705,0.19331728219985944,0.05968292113393581,0.3200182974338528,0.38076434135437154,1.9838629722595211,1262,10000,1422,10160,10000,0.7023684502932528,0.703974723815918,0.777571052312851,0.6554439663887024,0.6559709072113025,4.346249648140656,1000,0.7023684502932528,0.6666002914309503,0.5995364641770724,0.514014401442546,0.810032038092612,1.8125658392906185,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,20,30,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,6749,10000,-0.03031666666666666,1000,221,0,10000,-0.2088103264083241,-0.19867610931396484,-0.23082983493804932,-0.20021605491638184,-0.283536434173584,-1.8307514190673828,1000,-0.20881032640832586,-0.23903493881225657,-0.1318088963627817,-0.1797614872455604,-0.2780114984512352,-0.1435453414916985,480,10000,634,10160,10000,0.2523710006123361,0.3270843029022217,0.2357727289199829,0.2662630081176758,0.20636777877807155,-1.9574604034423828,1000,0.2523710006123352,0.20671148896217328,0.24914692137390348,0.29234316349029577,0.3388309760764212,2.928376483917237,1094,10000,1198,10120,10000,0.4611813270206593,0.41781294345855713,0.478998601436615,0.44014620780944824,0.4668983936309812,-0.6723240612227528,1000,0.4611813270206593,0.3549745336174963,0.5345868721604345,0.372611355781555,0.486269268281758,1.076571762561798,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,30,40,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,6654,10000,-0.0175333333333334,1000,207,1,10000,-0.10902309749227967,-0.10284852981567383,-0.11048352718353271,-0.11668252944946289,-0.06044301986694478,-0.6909980773925781,1000,-0.10902309749228145,-0.09088084697723353,-0.16117221117019653,-0.13633267283439565,-0.08396474838256651,-0.1103313446044929,429,10000,529,10130,10000,0.12792842023384488,0.12426018714904785,0.20034432411193848,0.1301112174987793,0.04582815170287802,3.451202392578125,1000,0.12792842023384488,0.16568532586097717,0.22890649475157288,-0.013993692398071467,0.04970106642693395,0.6885010719299309,766,10000,841,10080,10000,0.23695151772612633,0.22906744480133057,0.3168391287326813,0.27798324823379517,0.1778064250946021,0.8259801860258449,1000,0.23695151772612677,0.21287169456481925,0.3150272019673137,0.17610783278942116,0.2981311541423197,0.6442302227020278,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,40,50,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,6390,10000,-0.015799999999999925,1000,160,-1,10000,-0.06775398392950827,-0.1048421859741211,-0.10190284252166748,-0.03511381149291992,0.003565120697022195,4.687849044799805,1000,-0.06775398392950649,-0.11291849613189697,-0.09451125115156245,-0.04196009635925435,-0.012961921691895029,0.06984224319458221,589,10000,750,10160,10000,0.17272249003619233,0.19609928131103516,0.1385645866394043,0.18910431861877441,0.18870096206665288,3.968873977661133,1000,0.17272249003619056,0.12887918353080785,0.11917088478803617,0.2284037888050081,0.22921887397766305,-0.1666063308715806,851,10000,935,10090,10000,0.2404764739656975,0.28643274307250977,0.24667632579803467,0.15596431493759155,0.20644526481628533,-0.7844149973243475,1000,0.24047647396569705,0.3178970217704773,0.28446785849519074,0.2056099583161995,0.1440841288119563,0.005487424135207419,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,50,60,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,6134,10000,-0.014800000000000035,1000,143,0,10000,-0.006374673276200227,0.006092548370361328,-0.0353238582611084,-0.02300548553466797,-0.03886890411377131,0.2742462158203125,1000,-0.00637467327619845,0.03834147453308212,-0.012603968381881714,-0.046660685539244184,0.006059627532959411,-0.1862128257751472,548,10000,704,10160,10000,0.18251806337751475,0.2536356449127197,0.19477009773254395,0.1558237075805664,0.17584247589111257,-0.021881103515625,1000,0.18251806337751653,0.21315549314022064,0.2074887417256832,0.17483658194541896,0.25322903156280496,0.10592212677001811,562,10000,722,10170,10000,0.18889273665371453,0.1725417971611023,0.20467722415924072,0.19938349723815918,0.17944989204406703,0.06773101416547433,1000,0.1888927366537141,0.10055575072765377,0.23494362859055418,0.190151623939164,0.14263663761318002,2.6557026216294624,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,60,70,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,5829,10000,-0.014928571428571402,1000,130,0,10000,-0.05482501186256883,-0.04394102096557617,-0.056467413902282715,-0.02354145050048828,-0.030028724670408735,-0.34836387634277344,1000,-0.054825011862570605,-0.044642871618272295,-0.0824108988046639,-0.02200542688369822,-0.07586438179016142,-0.03897705078124858,609,10000,797,10210,10000,0.16080258066617859,0.17942404747009277,0.19024062156677246,0.16861653327941895,0.08431234359741246,-1.2190437316894531,1000,0.1608025806661777,0.15584025681018865,0.15534924790263194,0.09924088716507029,0.1370536518096923,0.5101356506347656,450,10000,602,10170,10000,0.21562759252874897,0.22509288787841797,0.2083585262298584,0.22193825244903564,0.27528030872345033,-1.1208640333497897,1000,0.2156275925287494,0.23227220177650443,0.174046590924263,0.2456156224012375,0.2688694481551641,-0.3502277649473413,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,70,80,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,5490,10000,-0.015433928571428557,1000,66,0,10000,-6.933384083929184e-05,0.0007166862487792969,-0.05559706687927246,0.03382444381713867,0.023173141479492898,-0.5506763458251953,1000,-6.933384083751548e-05,8.529424668779484e-06,0.014648171514272335,-0.005350208282470348,0.009614362716675373,-0.20438404083252237,541,10000,723,10210,10000,0.19436189838193663,0.2103264331817627,0.18314313888549805,0.19895458221435547,0.23339929580688512,-2.1431636810302734,1000,0.1943618983819384,0.2475659310817715,0.19960385411977732,0.23749687671661235,0.18881189823150457,-0.36377182006835795,519,10000,622,10150,10000,0.19443123222277525,0.18418127298355103,0.21422064304351807,0.17372643947601318,0.20060055255889964,1.294351854299748,1000,0.19443123222277525,0.19374986384063964,0.19731289148330688,0.13991027772426606,0.26365091413259556,-0.9196110963821411,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,80,90,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,5712,10000,-0.009537500000000088,1000,114,0,10000,-0.0031808073916312907,-0.005673408508300781,0.016162633895874023,-0.02059149742126465,-0.009919261932369139,0.10069465637207031,1000,-0.003180807391633067,0.0035380125045758604,0.018050320073962567,-0.06368660330772435,-0.030116462707519887,0.730118942260745,552,10000,688,10180,10000,0.14769945177755517,0.14911293983459473,0.1640866994857788,0.16333460807800293,0.17008476257324467,1.1203498840332031,1000,0.1476994517775525,0.1407555639743805,0.16469358075410145,0.1297488942742362,0.21247847557068056,1.2962901115417473,55,10000,80,10090,10000,0.15088025916918668,0.1315464973449707,0.17848575115203857,0.09634685516357422,0.13542938232422408,4.3659221194684505,1000,0.15088025916918668,0.1241022458299994,0.16447474509477633,0.1269062176346779,0.08581816852092539,-0.2452623141929493,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,90,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,5451,10000,-0.010239999999999916,1000,64,0,10000,0.02879023411338011,0.03066873550415039,0.008593916893005371,0.04954218864440918,0.11735296249389293,-1.1468009948730469,1000,0.028790234113381885,0.034706068038941496,-0.012331219669431626,0.08785598874092138,-0.009481873512267924,0.6834364891052225,563,10000,694,10180,10000,0.09830159487512269,0.12921595573425293,0.12037193775177002,0.12577080726623535,0.04577655792236257,-0.6724414825439453,1000,0.09830159487512358,0.08703553080558812,0.12373170983046222,0.1293272241950021,0.03626995086669815,1.457782363891603,653,10000,715,10130,10000,0.06951136076174236,0.08447265625,0.05364513397216797,0.12830591201782227,0.08856515884398863,-2.274511472438462,1000,0.06951136076174214,0.0710968274623156,0.10112894736230338,0.10647806823253636,0.03621382296085374,0.002670991327612171,AlphaEdit_BLUE (L4+L8)
AlphaEdit_ORIGINAL,NS,10,100,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,55669,90000,-0.16843999999999992,9000,1411,0,90000,-0.8807881815391543,-0.8961696624755859,-1.069475769996643,-0.7789936065673828,-0.5699941635131847,2.422748565673828,9000,-0.8807881815391543,-0.7954816102981557,-0.997264839988202,-0.8278624773025509,-0.6454015398025508,-0.7065279960632331,4746,90000,6030,91480,90000,1.5795327688027498,1.8415107727050781,1.7278748750686646,1.6238540410995483,1.410997676849366,7.169380187988281,9000,1.5795327688027498,1.5389460563659672,1.5077743563801045,1.597422021627425,1.8263582658767703,8.440492630004885,6212,90000,7137,91160,90000,2.4603209503419037,2.4351229667663574,2.6794723868370056,2.349238693714142,2.386446285247801,6.048120257764822,9000,2.4603209503419032,2.2741204310208563,2.605525200255215,2.077405358261603,2.535705580711365,4.682127686124295,AlphaEdit_BLUE (L4+L8)
MEMIT_L4_ONLY,RS,1,5,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,384,400,0.008000000000000007,400,384,0,400,-0.1627750866170391,-0.009778894949704409,-0.0024436821695417166,-0.058312841691076756,-1.591497206687929,5.867136001586914,400,-0.1627750866170391,-0.009778894949704409,-0.0024436821695417166,-0.058312841691076756,-1.591497206687929,5.867136001586914,379,400,385,406,400,0.6746911798529318,0.8969235420227051,0.7842737436294556,0.705155611038208,0.627802658081059,1.3616256713867188,400,0.6746911798529318,0.8969235420227051,0.7842737436294556,0.705155611038208,0.627802658081059,1.3616256713867188,7,400,11,404,400,0.8374662664699724,1.0533328260062262,1.3621932355454192,0.7074904104229063,0.650383738335222,1.3625623598927632,400,0.8374662664699724,1.0533328260062262,1.3621932355454192,0.7074904104229063,0.650383738335222,1.3625623598927632,MEMIT_BLUE_L4_ONLY
MEMIT_L4_ONLY,RS,5,10,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,489,500,0.010000000000000009,500,489,0,500,-0.15774555299503845,-0.0019713465590029955,-0.000665757805109024,-0.011393168941140175,-0.26704145073890695,-1.593277931213379,500,-0.15774555299503845,-0.0019713465590029955,-0.000665757805109024,-0.011393168941140175,-0.26704145073890695,-1.593277931213379,478,500,486,508,500,0.41659521747473605,0.22359943389892578,0.4816868305206299,0.5134134292602539,0.3092079162597621,0.8325481414794922,500,0.41659521747473605,0.22359943389892578,0.4816868305206299,0.5134134292602539,0.3092079162597621,0.8325481414794922,6,500,10,504,500,0.5743407704697745,0.20448173012118787,0.42783629579935223,0.4647640165349003,0.29253124403767217,0.8324792654602788,500,0.5743407704697745,0.20448173012118787,0.42783629579935223,0.4647640165349003,0.29253124403767217,0.8324792654602788,MEMIT_BLUE_L4_ONLY
MEMIT_L4_ONLY,RS,10,20,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,991,1000,0.011500000000000066,1000,991,0,1000,-0.0043989703796942226,0.0009615258313715458,1.0284362360835075e-05,0.0060098846442997456,0.035904921591282335,-0.8456954956054688,1000,-0.0043989703796942226,0.0009615258313715458,1.0284362360835075e-05,0.0060098846442997456,0.035904921591282335,-0.8456954956054688,949,1000,958,1009,1000,0.18599937858479088,0.20351791381835938,0.16628694534301758,0.04552507400512695,0.15014934539794922,0.03979682922363281,1000,0.18599937858479088,0.20351791381835938,0.16628694534301758,0.04552507400512695,0.15014934539794922,0.03979682922363281,-2,1000,14,1016,1000,0.19039834896448582,0.20981299877166748,0.08220513816922903,0.09972503042081371,0.13307832516730045,0.03896818665089086,1000,0.19039834896448582,0.20981299877166748,0.08220513816922903,0.09972503042081371,0.13307832516730045,0.03896818665089086,MEMIT_BLUE_L4_ONLY
MEMIT_L4_ONLY,RS,20,30,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,981,1000,0.0004999999999999449,1000,981,0,1000,0.08740040201162086,0.003479274222627282,0.0007222444983199239,0.01834150729700923,0.3176800712943066,1.2143774032592773,1000,0.08740040201162086,0.003479274222627282,0.0007222444983199239,0.01834150729700923,0.3176800712943066,1.2143774032592773,897,1000,913,1016,1000,-0.1423893224449504,-0.23029851913452148,-0.1284189224243164,-0.1687774658203125,0.003835868835448508,4.3582305908203125,1000,-0.1423893224449504,-0.23029851913452148,-0.1284189224243164,-0.1687774658203125,0.003835868835448508,4.3582305908203125,4,1000,13,1012,1000,-0.2297897244565732,-0.2766527329222299,-0.3710876709083095,-0.23701971446280368,0.028260061470788855,4.359415700149839,1000,-0.2297897244565732,-0.2766527329222299,-0.3710876709083095,-0.23701971446280368,0.028260061470788855,4.359415700149839,MEMIT_BLUE_L4_ONLY
MEMIT_L4_ONLY,RS,30,40,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,988,1000,0.0020000000000000018,1000,988,0,1000,0.08776326571710524,0.0025894236750900745,0.0003142222994938493,0.02424567472189665,0.342325729131699,0.3608064651489258,1000,0.08776326571710524,0.0025894236750900745,0.0003142222994938493,0.02424567472189665,0.342325729131699,0.3608064651489258,859,1000,872,1013,1000,-0.14559779644695503,-0.17754745483398438,-0.12369847297668457,-0.17379117012023926,-0.2067674636840806,-1.4110946655273438,1000,-0.14559779644695503,-0.17754745483398438,-0.12369847297668457,-0.17379117012023926,-0.2067674636840806,-1.4110946655273438,4,1000,12,1008,1000,-0.23336106216405916,-0.29879991261987016,-0.19936575775500387,-0.20338794513372704,-0.21527117877267443,-1.4116455801558914,1000,-0.23336106216405916,-0.29879991261987016,-0.19936575775500387,-0.20338794513372704,-0.21527117877267443,-1.4116455801558914,MEMIT_BLUE_L4_ONLY
MEMIT_L4_ONLY,RS,40,50,CHANGING_SEEN_PREFIX_DESCRIPTIVE_DELTA,957,1000,-0.0050000000000000044,1000,957,0,1000,0.10778075308206714,0.007801669184118509,0.00110316788777709,0.07420729286968708,0.595885193347934,1.9486265182495117,1000,0.10778075308206714,0.007801669184118509,0.00110316788777709,0.07420729286968708,0.595885193347934,1.9486265182495117,804,1000,820,1016,1000,-0.5367030316243877,-0.5507450103759766,-0.5483260154724121,-0.5651788711547852,-0.5485702514648381,1.2417526245117188,1000,-0.5367030316243877,-0.5507450103759766,-0.5483260154724121,-0.5651788711547852,-0.5485702514648381,1.2417526245117188,7,1000,16,1009,1000,-0.6444837847064555,-0.644156971713528,-0.7178531237877905,-0.6185330898151733,-0.6059962015831815,1.241783838486299,1000,-0.6444837847064555,-0.644156971713528,-0.7178531237877905,-0.6185330898151733,-0.6059962015831815,1.241783838486299,MEMIT_BLUE_L4_ONLY
