cell,arm,batch,build_identity,comparison,factor_rank,keys_norm,keys_sha256,layer,solve_backward_error,state_version,key_revisit_relative_difference,writer_revisit_relative_difference
LA,QCL,8,e071ac13c0ff25b748e4fbd4faae6ce961780eb1b95f69a1d0ba152df6ace977,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.718784121914297,75432ed8b3dcd13f291087509e4ea488f42b2be49c0a3347823556676cdd2915,8,1.1286404699717423e-08,9,0.18735003490882879,0.435789526821803
LA,QCL,8,ab4136d275ac8056a44c65c44c6e2df1fa7f62741a5ddfd3445658c81127f409,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.451041041130331,81fe90037543d965d6f7fe388c5869d5fb4ca55dd7a3fb8fef8169bdc1e0c92a,4,1.0145875251055259e-08,10,0,0.38745023904935993
LA,QCL,8,6df53c19980ce7d5a1a9ae4108cfa3012f0dd6b81b3c6865830693b8ac40e429,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.962301650121177,24728cedfd38cefa1e0ebf208332c31f1a915e5a52b686aa50628950623f3556,5,1.2034693241957939e-08,11,0.040405235746465963,0.37813845977912952
LA,QCL,8,534aaff85d302805dd8cae8a373cb416ec919c4b9cac7ae2f3893b839c1ca467,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.517014616689508,f80b43862a1c4976f34608d4e0cb11d5bbe6a759dad47fe2a7cbcaea278e0fd4,6,1.1175635528104522e-08,12,0.06725265056653433,0.372094221597287
LA,QCL,8,7ea79713f229a5e7ba57f6e5edbec29affedcd8c6877d6d2b15bded6d42b4b38,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.315154980801836,1baae8f15606cf685f4f413d48ca26b14932c191194f99f95950af0330a8c4e4,7,1.1765990848289221e-08,13,0.085808589029263041,0.3691963750065419
LA,QCL,8,05bc5dea330fb2ebac3722f549672a99b60e6ab032f99c72dd9b22db5b0dc199,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.537365319592453,d02cc0251be5eb144a8c5057594b91f8b0e4ffb50e1a3091733fa2ba1ce51e57,8,1.1357888851648568e-08,14,0.10951854206501958,0.37109312451322374
LA,QCL,8,e8cb1726b3eba3dbf5764604f9d9e401492fe7db34ae1e1dd80fbfa4f5921fc7,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.451041041130331,81fe90037543d965d6f7fe388c5869d5fb4ca55dd7a3fb8fef8169bdc1e0c92a,4,1.0145875251055259e-08,15,0,0.34875939275060436
LA,QCL,8,a3130759af1c5920c841274c6fc5c27010f3f00f577afbe1b906259acbb4f9ee,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.896482503041234,48d9a8730d7711cfacae6e9195d0d018ee177c18da1ce67f20cc22076b3c450a,5,1.3320780034575819e-08,16,0.027766685146358862,0.34360421258120133
LA,QCL,8,2d5704e34e66fa13b8ff225c065adc6399c7e45382b40a2535157c18f83f2fe3,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.359971506530627,53fb04cfdc38b98890a7ed28b807ac7b39f6da4e840f84b258b4cffef78b77d6,6,1.1058480353653977e-08,17,0.045243476110177858,0.33988263960474807
LA,QCL,8,4be5b3f38f707dfc6c1ccfc3e9c239dda4150494a2c3bcad9083cebea29e44e1,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.164304284054197,4a89e53e8568c830e3481d3a6eec9cdc3372651dc6099571cfa15284320a2e10,7,1.1845157743550772e-08,18,0.056140831264387028,0.33704939502060621
LA,QCL,8,e675e1b3218cc52a2e5d6cbb70d80934ec84d0bdba84db0fb8f21c35fae5fb77,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.449498780129922,946335bc59a44fac4dec75203ddedc84cc4567ac73b64f78558698e366d8bc08,8,1.0994382293461058e-08,19,0.067774350165137734,0.33664229583445132
LA,QCL,9,19f58897968f6b37a376c068f381f59a56d4c6328f86d2f9e823ef2168e3e61b,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.141476446912836,ef895c0e89db17ad524c9102b077eff082ec006c0814e1c3cc0d20df44c44428,4,9.944528756022919e-09,0,,
LA,QCL,9,9530f758eb574a862dec0e7e6411e27c17c6e91720a6932e42b1091b2a6cf4d3,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.958254886804376,6f0911547b6fe828f4a40699ff08fcb21231d33fcc415b42210b976eb1d6026e,5,1.1844919711734292e-08,1,,
LA,QCL,9,0b3c111270f9ca049a46bd20bc0926e02727f7db5dbb51638ff61c4586acd51a,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,39.043716293248671,d5ae096838ae2201d5afb6699703efe482dd5af61b989886f8fe4b263e0e302b,6,1.1471541938590235e-08,2,,
LA,QCL,9,4cdeb597ca84fbb8679c4eea71e2ec3fd1ae772e3d540eff119d8a9d98be57bd,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.945639757949841,7f7f69dfa9be6d2b7fef24fe55d25d63b1d537b41ada007c28cde723f4273b8a,7,1.1141919387114285e-08,3,,
LA,QCL,9,1761a5d134b078b649d6a87160b0352643d4901072d3fd76d5bbc7c11fb253f0,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.716855997195445,4ed995d8249a2ec4f3bb14d26cbf599374b8336f2989562acc7e6262f2a8ed66,8,1.1400250521376165e-08,4,,
LA,QCL,9,126e206027ab3e3a12539c6c6040bb6bbc47551694fc13b69ab052075f12c716,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.141476446912836,ef895c0e89db17ad524c9102b077eff082ec006c0814e1c3cc0d20df44c44428,4,9.944528756022919e-09,5,0,0.43244408020502628
LA,QCL,9,d666691ac7c4f8dbdcda707fb5e79c269ecd953f1df8e624cb42cb54191a2e9b,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.828708253134238,8f6321a80095a937556fe12b7ee04207ae090257a2c89d335f199c7b0a405a1c,5,1.2183556385991778e-08,6,0.060689879748899653,0.42350073500747748
LA,QCL,9,5ab57b662112190709229f8b394c11688f1b904bc913044be564ac7c39e5f8b2,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.75559251592091,d88668503687161892a526ff5e02a65471b393e1ad22029eb4eb600ce67a2303,6,1.1645562736362081e-08,7,0.1029441091301676,0.41956325997529792
LA,QCL,9,85084d288e3837165a53a015817bbd9df8c1fd6eb7020d40546a19d2ca1d1eb4,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.636694953539646,683d3f1b52f015026c0d12ffbce748b0b7f5eb1c2920185f71085bf37e4adb92,7,1.1107253783393389e-08,8,0.13684613092092238,0.4220463739802619
LA,QCL,9,cafb776c0765352b0ed8d9feee9e3c3449507e10f89debcbac265270e8e7cc03,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.395109507727234,dc22b6e8e632057062bc8265ed2cf21d647e1f2efe94424f3dbd633ba284ba66,8,1.1059362314824739e-08,9,0.1876379515193505,0.43402879551902468
LA,QCL,9,89beaebc3e52ad38a8a4bc084dea2a88d363c6da28319d9997f3fbe350ca1444,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.141476446912836,ef895c0e89db17ad524c9102b077eff082ec006c0814e1c3cc0d20df44c44428,4,9.944528756022919e-09,10,0,0.38658314909124197
LA,QCL,9,bdd84131b12c88806a4629d3dfb8e6ad55ef4ff1be83cb9235dab04d2b3157d6,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.723391041829004,6808d63538bd1076155384d1f0482b514fd97537060e815be38b53f4ad24f917,5,1.2445883434963889e-08,11,0.040001061593755646,0.37775159055227353
LA,QCL,9,1ecc66d896ba7e33377eafc20cabc0b703e5bc51fe06f0fb33c7579dcb5da40f,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.543283352148777,523aa26cd2e0ad68e721452fb02f2583dea960aaa0dc411a125763cca6e0f2b8,6,1.1502025110132763e-08,12,0.066719616351178124,0.37166999252772998
LA,QCL,9,605856206a887da671337734bec354a9b7c0d289ff29419fa59c6cfab1823953,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.401526496751721,cd73ebcbc3ee8914ca76057d226e30fa54ecedfe9efeb15b403b1d6877ddba02,7,1.2297380891368448e-08,13,0.086093687967068414,0.36857786013099525
LA,QCL,9,587b9c844fba2beecce0a9831d99221ee1b164ad351c6d21bc870ccd1fcab57d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.217675169266748,c91f5e0fa79c071705cc3597da34461014af28503f3b3362d62c6bfb0aa1afca,8,1.1057259108326889e-08,14,0.11054346973270002,0.36981405860721983
LA,QCL,9,4e6872dfad659d63b495eec10d9eead545fad4091c7dfc9f11fe9abcb0855243,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.141476446912836,ef895c0e89db17ad524c9102b077eff082ec006c0814e1c3cc0d20df44c44428,4,9.944528756022919e-09,15,0,0.34788400167947287
LA,QCL,9,329934ebcc8a0d1b4188d7118341e8ea77d85bb8041246b7a82afacf4cddab93,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.645587775366181,81364295fd8c0464af490a5be19bf58145efc69ca5823c332be0d2268556606b,5,1.2033331664440539e-08,16,0.027553921098062414,0.34292273282898955
LA,QCL,9,9c08a687102389e7ad699681cb2814dcd5337e4c358a4f4179ffee9f8c670910,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.398056684836519,83a99268c33771b9da2da9b0d0be756e024c59a4baec4ebaa44b0a763b2d2f22,6,1.1656511311741724e-08,17,0.045180351732577721,0.3389359658137715
LA,QCL,9,2311755ec1f8692c7e70c4dc767fda750f961b8f0ff64857d75f775f49b0f1b6,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.25040815284509,35607015d24b1a03f46d6633194f352974d8b6d5da2c59d00f6328496a32f8a4,7,1.150318951204099e-08,18,0.056860854672082073,0.3360028992080395
LA,QCL,9,4beec24e994a1fefbfb7368002f9a7c7369420b4f4bdb5af19a5a47a91bd5031,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.121241414656552,a04dd5b2e9a4536cc4d5dc08e0d17a526354709d01fd44cfb805d11e0d241cc6,8,1.1063959526325107e-08,19,0.068616903094646534,0.33521052093529657
LA,QCL,10,e815b7518c0e5753738bc54e60117173690cd12e7fedf28f078724ad42583250,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.929565871568105,15e6f9c670171b802e065d38022e60dffe2997916fc1ee16f821e96d98f927c5,4,1.0136545824934728e-08,0,,
LA,QCL,10,0599e58ad0afc67644e88563199fafe44048339dca6d691527c7c4340bba289e,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.197818903542718,90b1d39ace4f460c3ca4f763efa5f7a99c2faf0f8c319a076c8542dfaf92fc99,5,1.186506715100677e-08,1,,
LA,QCL,10,46a2e1905f62e74e4386151a3275e9c1619520c7d19fcea0d004c0e6eca7da33,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,39.089118018517908,c922610f11b1d96bcff58addb3612f1e72aa7bd5048bde1fcbb4f2a23166059e,6,1.0589859655851797e-08,2,,
LA,QCL,10,061edb6973292fc09a13204f24d77e6da4883c74faf6b597108a5f9104ceaf04,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.744420226239853,248f7c8cfc46062bed491331d2f698ef03e607851482da5890a0ea30872394e4,7,1.0561986840684767e-08,3,,
LA,QCL,10,b9301a938ff30c198c13448ae0cb88a724ee475ca5216fd82a6096b0229c48d2,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.323844322122724,1473991ce096dc1c28ba6ca17813931a43775f43883f65e7a8ec8d36e94147a6,8,1.0752152057591502e-08,4,,
LA,QCL,10,4a34148b5e483c3718df417b43cc5a296db253989ab58b806cb26418442de8ad,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.929565871568105,15e6f9c670171b802e065d38022e60dffe2997916fc1ee16f821e96d98f927c5,4,1.0136545824934728e-08,5,0,0.43382528961879696
LA,QCL,10,9e3cf14dfdbd9d601359fca57bdd36b6a59523b0d3887a9a60280b219817cbaf,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.054189331121549,d7ab4842592dcb447f101160ab10c599d9c7a7b36010237b4efe1551ae65a1d5,5,1.2204227850531879e-08,6,0.060733029410595524,0.42493120617530722
LA,QCL,10,90888f81bdd5908bc85a31a552ba05e7168d21c5ac9ed17e0fa6e6da5cf1140e,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.818992434798361,25cfb5d04598206c91f6f22874f5b012b5bba285085015c1768140aba87cb686,6,1.1132393673563001e-08,7,0.10143366417472047,0.42061783722448831
LA,QCL,10,f7463358476370c96677dec44c819b239be59db445f4653e1abcd7ea99217e15,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.440244150276008,55c2cfd86b819f03258701c1ff82d9977742fa6c94beb35323b6c2613a29c35f,7,1.0875155886935772e-08,8,0.13567583178764259,0.42248105169906419
LA,QCL,10,ab358c89db7b72f4685bac8de1f0584816da1e525f851b3dc0b4291c956cca8d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.056609033726524,2d197d5fb865cc4b3298e351eba285becd274473416156d6031def952e4b100c,8,1.0976298980835963e-08,9,0.18342249541306432,0.43341086171226839
LA,QCL,10,f039971a43a4e14770e89ccc8a24c4196551b72be52dc79897622551345df653,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.929565871568105,15e6f9c670171b802e065d38022e60dffe2997916fc1ee16f821e96d98f927c5,4,1.0136545824934728e-08,10,0,0.38822264081318053
LA,QCL,10,ec7b66f2df6f9230254ff9f65d11ca274fb0f24e7a8c5666f3e14a8e23c4814b,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.938250063045764,db50286ce096e1a2fcf19ca8cef3a05c54a68785a3009c12e11993631894c04b,5,1.2397471493841294e-08,11,0.039755393400106413,0.37876940899832667
LA,QCL,10,8d79ea3a8c99cf4480f90864f249f6f0536b0981a9ccb9d9c6ba317cdd41ffc9,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.608881417030922,45a55f559bfd52fdbd54ca035c3303e55301933cad49cc81fd9e6cbddc0a61ea,6,1.0716866505333655e-08,12,0.065067739142886202,0.37176051299579993
LA,QCL,10,e0296049112d02fd37e8afcbb5643b3b10fecd379069e6c01802f2d94143536f,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.219857206029559,16f60b651cc2c4c9e5f9baae1a42cf7fe41aa592d490e9d906ff6bee1c3908d5,7,1.0659744198449062e-08,13,0.084317973826537454,0.36903569776331113
LA,QCL,10,c5a715fabd0f421046eeebaeadc38e2e3825f4abcc0829d5e0bcd26ebb6de241,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.879119195781769,a5741aee9d376fa184188a6ca0e502c9bcadc7f680c5a260fc812aa7da07b0fa,8,1.0676508566120901e-08,14,0.10555917474008443,0.37074850291591421
LA,QCL,10,3f589ec5ed1894d9285ff389b6878b62fff4a09199a76ca00a0f3f931bc7aa8a,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.929565871568105,15e6f9c670171b802e065d38022e60dffe2997916fc1ee16f821e96d98f927c5,4,1.0136545824934728e-08,15,0,0.34948061574491451
LA,QCL,10,949e3e21c6e6b180cc11ea45ca8453f281baca0d71c02f5f8b7119adada1a413,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.852301612886755,9d26e8952d3e3ad00c34d432c6ba074de159c762052b25a68ec9b9217f664896,5,1.164464702441137e-08,16,0.027143840533722159,0.34450266234973809
LA,QCL,10,d03900ec0858cf1702b372f2c5105178e146e5d928978ba8bdf300a471f3336e,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.458996854846824,ba104c774120c9cc12a7e74acf5dd970ad02ffc447838634cb065603ac6d4321,6,1.0874032341234852e-08,17,0.043761102596870272,0.34108366046275868
LA,QCL,10,e6d41dd77dea0e89f0b4a2d053fb00e95621ebfdd5b74a4c14f9ef5309c777ab,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.077783344023651,b2c9daf7c643965e9b348ab76919c50d5ee4c278846e83944b4d584cbc1af397,7,1.0785606185947927e-08,18,0.055163658705088804,0.33901761721899265
LA,QCL,10,10500b7387ae631b7cb5965520810f652951ef5e0a703585a546cac8e75a4036,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.766961707086764,2608f230ba20e541b5ea69414949780b2bc4ad8fa11a9982ddee91b61bd3afd9,8,1.1116442877323607e-08,19,0.065448568772961263,0.33835819480595031
LA,NQFIX,1,02d185670dd4362a9d1f6dabbd074d6ecd63a034135d0f512b75c1ba92b7058e,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.77747097378737,6f677fbde18d778c355fee770d9a938461530cf30dd6a53aa35d6d45c1e84df1,4,1.4500135314676754e-08,0,,
LA,NQFIX,1,86a35dad427ef6713cf88a47c634d6ee03c13d43cc8d8e542b30b57b7b1bbd2e,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,33.98839248193908,ea5c5c3e6797ee6e9a23e93075d287b28c5ecaa84f8473342f7a492459d90b6e,5,1.7102625093912138e-08,1,,
LA,NQFIX,1,4c4312d28267517958f02710530833198c6c2e29145d09f2009a3aefe44a2145,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.849623624036603,f7407fb6168f66f74049a7bd4fee3403d09dd6949f72502766d7f327246e88d3,6,2.212908434273686e-08,2,,
LA,NQFIX,1,1715a390dfe0767a77a0e86c39fcdfc6d12f215578c81112c2f9c638777b3dc4,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.943877706282265,065ff0e5029630fb5f29bdbd35ee58d5654a8dd3d4b8a7144e059025605c4279,7,1.8818781200025114e-08,3,,
LA,NQFIX,1,5cebeffa0caa03655ad7b3c9769aa0dbd052be3bf5d7228727c27879f464bead,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.985992370605878,cccb7b19a086712a078980130d0878243c7e416b38f6337761b7d24fe5e4667f,8,1.5958796950599208e-08,4,,
LA,NQFIX,1,10c1258ac903a1c5746f84a0ae7a91f6f62b1f526d6e7e25ea158d668397f849,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.77747097378737,6f677fbde18d778c355fee770d9a938461530cf30dd6a53aa35d6d45c1e84df1,4,1.4500135314676754e-08,5,0,0.72868180185918296
LA,NQFIX,1,5066b57c42cabeba4bd78ee4035ed497c0c993ebeb07b55244faf9174ba5200b,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,33.410563680449293,9f1c8a1bde3fc836f9625c9f9fc5f80ff2dbcde8738d6372199ba912c0250792,5,1.6815176806517229e-08,6,0.19910194534462172,0.69112144755532323
LA,NQFIX,1,9604cb7bc36a5d3da464687c9ccf7b7c8b75b4f0f4c711a4fd4abbd77db01c3d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.219263578209215,f2de8366e164920f8adb2779abc674afb9795f42c00b6c5be4b964e8ddd27f84,6,2.2276713806945736e-08,7,0.28247958531340306,0.66442382065462813
LA,NQFIX,1,c54e731c652093536c20c4a8d3275b63e17fa100da04f5c79fb2a27c52213f86,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,36.806490998646716,7b71565c87b1f070cd7d1691a5dd8e50dee420db4028fa3b5b6bb2a57c33b32f,7,1.8839097393197335e-08,8,0.3101738939537812,0.64132706873235057
LA,NQFIX,1,6eda839bfaa4e31a324b78a2e4153df43b8ae905e5514b5f7b14213c561ec457,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.052187529209313,0ac32c3464fa4008333cbaa5eabb57b89bf104da75617ff63e934f128a97615a,8,1.6797748969565873e-08,9,0.33150707841763755,0.62169482139602983
LA,NQFIX,1,483041ece162507cbfecdf4b40baf35eab7077faf4b7960ee586edb46358cca4,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.77747097378737,6f677fbde18d778c355fee770d9a938461530cf30dd6a53aa35d6d45c1e84df1,4,1.4500135314676754e-08,10,0,0.56182154257978989
LA,NQFIX,1,b27c4b3fb17c5d66ee01472e81af028299a8b4f182bfca3574bea8d7f7387490,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,33.131860213430357,df84e58b9e47dd8c1b60fba09861e67d684c06cb55fde16b8e00038ec90bf5f8,5,1.6454624329753642e-08,11,0.12051984804007074,0.56256288075838778
LA,NQFIX,1,dc4d564ac4b170706a6fb1696e0ba02c15c3544b9675da279ac27d5026ac302b,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.937419187707754,8243fea11f7d45a9a9723bd6ecc60e1aa9fedd2261f855726caf3e40ffb744c6,6,2.2599051519023305e-08,12,0.16791103663723192,0.56510093412825591
LA,NQFIX,1,60debc1e2386f753bdb1cdaceeec45cfffc846851482c0a70d76653cc8cf1c3e,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.220001196435405,d48bd0c684dfb283a13ed462fe279e8a11fa234e0b74a6aab4cf827a7462505c,7,1.9214116520060998e-08,13,0.22207086203039836,0.56310608654733652
LA,NQFIX,1,32cdfc87ec5a221226b41fd1548b165230700caa5795c438c8a97f84e0506bc2,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,40.003075006844952,645fb63a38b4d21778916816acf2e4ae9c1c6f08dfe1c8eb85fefc09fe3637ce,8,1.863169529769948e-08,14,0.25327094742328637,0.53126340673729489
LA,NQFIX,1,4cecef6240e9567f1602ac2194f0d0ffa7545030fe24de0933bb59bc63de94e1,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,28.77747097378737,6f677fbde18d778c355fee770d9a938461530cf30dd6a53aa35d6d45c1e84df1,4,1.4500135314676754e-08,15,0,0.52499780804356311
LA,NQFIX,1,466529f9278c54daf92971996f59264cfd9ab56befa4b0b76894069d0e6b497a,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,32.981490008771715,39e42263a4c9f62e0da2243930e87343551e46938e13babe0ac8d79ddb864370,5,1.6125543567113709e-08,16,0.083806982643122474,0.70611060681942417
LA,NQFIX,1,673a0776cd98934c4b292f2bfd1c1478fb05702efe8cb014f759320da00063ee,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,35.796557922700757,1c808a092642e305f70148b8b62b1121bc0a444aae5faf2c74c29a22cb6aff20,6,2.2230389973287856e-08,17,0.12277540864669881,0.61131202304773458
LA,NQFIX,1,3cd9fc637c6fbd32aa821b6bcd12ab778813234d8982199fc3e170d7ae758652,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.278687532533247,5a80befba74fb65578a47617f18909bddbe010cc7acee950f4feaead53e1c8fa,7,1.9027835307383612e-08,18,0.16648586831192891,0.58156159877846358
LA,NQFIX,1,98aeb0a3fea896d2a030c4a8a0a4273a9573c88cf531b78bcfa24626e7b9029d,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,41.847950096080048,7cd1cb1e7e70bb60e889e47a9b3e79a256f0586f0f5a3877baacc23185cd4720,8,4.3597744081580458e-08,19,0.23937029559293843,0.49727186799907008
LA,NQFIX,2,ab600380a1a48f187050b400b31c1fd00e436e3effac8c05a0d5750d470db199,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,29.447592753548395,5168f35d7fd7c97d6b9f8d8dd116c67b1145a666deace75d4eda8294cded0371,4,1.5350165583072339e-08,0,,
LA,NQFIX,2,cb3dcb4211beb328ce7e385682d3371e669491f11a9bea8054c1881f3aaf16f4,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,34.45403301247935,11e3a3d1587793d30d5088ad8fc2bca2cb5a716ed17bb963da3a616f4898c019,5,1.4441340567827865e-08,1,,
LA,NQFIX,2,13681e67c55993e64debc34438c6f3b0e64edb90374a626ca5eb01213d755ff0,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.461741952212556,75e0780c9f2ea908c8759b5779e7a35ae70719140db4285e818e2b02dc100d7e,6,1.7600692459041056e-08,2,,
LA,NQFIX,2,dcc49d45f36b8c7a1cd531fef5cf9b65ead2113edc689fcdbaaa67ac20efb319,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,37.890495188031629,a72da7ad9adc4433753fe7b4dbad621f7f0c9c0d93a0c8fdfa5c704c0f53d910,7,1.7179194955474486e-08,3,,
LA,NQFIX,2,e2597da56bdde9c1413127202af8b9323d86c751bdc61e394a9081c8833f37db,SAME_LAYER_PREVIOUS_VISIT_NOT_SAME_ENTRY_COUNTERFACTUAL,100,38.124664584238637,f8eacd4645f7b0d9460499517281cc76adc95c4bd26f2619a95c9ee032fb1a8a,8,1.7135244334554045e-08,4,,
