phase,arm,unit,K,layer,telemetry_status,pi,beta,suffix_mass,applied_coefficient,entry_residual_norm,current_residual_norm,key_norm,q_norm,update_norm,update_energy,update_norm_share,update_energy_share,storage_dtype,alpha_cache_history_width,prepared_update_norm,prepared_update_energy,actual_delta_norm,actual_delta_energy,rounding_error_max_abs,rounding_error_norm,rounding_error_energy,prepared_vs_actual_byte_exact,prepared_vs_actual_cosine,official_reference_endpoint_byte_exact,storage_assignment_count,numeric_storage_cast_count,bf16_path_call_count,postcast_decision_influence_count,official_entrypoint,native_alphaedit_compute_z_call_count,edit_core_wall_seconds_per_K
2,c0,7,2,7,RECORDED,0.18979061097234914,0.49930995725525645,0.38010580044436143,0.06241374465690706,8.831452688196356,7.554497025076202,37.84036225702114,2.785847995468648,1.018569500267888,1.0374838268759752,0.2240359417371773,0.2133128321229541,torch.float32,0,1.0185694998202033,1.037483825963979,1.018569500267888,1.0374838268759752,2.421438694000244e-08,1.99151345753198e-06,3.96612585153098e-12,False,0.9999999999967518,True,1,0,0,0,,,
2,c0,7,2,8,RECORDED,0.19031518947201229,1.0,0.19031518947201229,0.125,8.831452688196356,6.099841889217455,38.09839891035256,2.778840310018453,1.598429339685949,2.554976353968859,0.35157701298015775,0.5253183017930834,torch.float32,0,1.5984293395497342,2.5549763535333994,1.598429339685949,2.554976353968859,1.4435499906539917e-08,1.985132284386003e-06,3.940750186511591e-12,False,0.9999999999895669,True,1,0,0,0,,,
2,c0,7,3,4,RECORDED,0.17475558262887436,0.17475558262887436,1.0,0.021844447828609295,15.873301884563555,15.873301884563555,28.271035228354854,3.2784935664486925,0.901632676951458,0.8129414841466522,0.11194318689569821,0.05206916103612999,torch.float32,0,0.9016326773589557,0.8129414848814787,0.901632676951458,0.8129414841466522,1.4362740330398083e-08,1.9560559683737645e-06,3.8261549514106255e-12,False,0.9999999999969544,True,1,0,0,0,,,
2,c0,7,3,5,RECORDED,0.20283511186265346,0.24578792366605642,0.8252444173711257,0.030723490458257053,15.873301884563555,15.167432643586194,34.48325757406434,2.8491421335495195,1.0582843266780066,1.1199657160923218,0.13139244306302164,0.07173416090011685,torch.float32,0,1.05828432687485,1.1199657165089547,1.0582843266780066,1.1199657160923218,2.019805833697319e-08,1.9649390273595835e-06,3.860985381240826e-12,False,0.9999999999938746,True,1,0,0,0,,,
2,c0,7,3,6,RECORDED,0.2134996696651032,0.3430213330288922,0.6224093055084723,0.042877666628611526,15.873301884563555,14.786004185904455,38.11785152799131,2.6899244194129337,1.350298157369921,1.823305113796604,0.16764773821913728,0.11678327338397725,torch.float32,0,1.350298157257406,1.8233051134927463,1.350298157369921,1.823305113796604,2.3283064365386963e-08,1.9643618827027097e-06,3.858717606215335e-12,False,0.9999999999883311,True,1,0,0,0,,,
2,c0,7,3,7,RECORDED,0.19631168514576536,0.4800857400703603,0.40890963584336903,0.06001071750879504,15.873301884563555,13.982715005359697,37.77726331420076,2.783504025428252,1.8230024667826652,3.323337993895682,0.22633685653493413,0.2128608572156799,torch.float32,0,1.8230024667044697,3.3233379936105814,1.8230024667826652,3.323337993895682,1.4668330550193787e-08,1.992809014564399e-06,3.971287768529131e-12,False,0.9999999999910507,True,1,0,0,0,,,
2,c0,7,3,8,RECORDED,0.2125979506976037,1.0,0.2125979506976037,0.125,15.873301884563555,11.44536246581896,38.61368461521588,2.7277191967259284,2.921159793074692,8.533174536676178,0.36267977528720885,0.546552547464096,torch.float32,0,2.921159793254524,8.533174537726813,2.921159793074692,8.533174536676178,1.4901161193847656e-08,1.98812818806316e-06,3.9526536921713044e-12,False,0.9999999999909077,True,1,0,0,0,,,
2,c0,7,4,4,RECORDED,0.1642910357791373,0.1642910357791373,1.0,0.020536379472392164,11.229246957961664,11.229246957961664,28.271035228354854,3.2784935664486925,0.606929228891798,0.3683630888831926,0.11438739793053702,0.05448250141774638,torch.float32,0,0.6069292289561027,0.36836308896124936,0.606929228891798,0.3683630888831926,1.4839315554127097e-08,1.956409397179071e-06,3.827537729370576e-12,False,0.9999999999983561,True,1,0,0,0,,,
2,c0,7,4,5,RECORDED,0.19744523862081742,0.23626076430195647,0.8357089642208627,0.02953259553774456,11.229246957961664,10.648476125480444,34.44470065250118,2.8511708512407274,0.717786451330945,0.5152173897142711,0.13528055748354553,0.07620289060627469,torch.float32,0,0.7177864513707962,0.5152173897714805,0.717786451330945,0.5152173897142711,1.4348188415169716e-08,1.9644034392368813e-06,3.858880872085687e-12,False,0.9999999999959178,True,1,0,0,0,,,
2,c0,7,4,6,RECORDED,0.20130029403662872,0.3153873327947347,0.6382637256000453,0.039423416599341836,11.229246957961664,10.128558780222077,37.99401524601729,2.695223054470984,0.862123846108776,0.7432575260293884,0.16248369456569817,0.10993101762290733,torch.float32,0,0.8621238460477334,0.7432575259241359,0.862123846108776,0.7432575260293884,1.4573743101209402e-08,1.9637395968737166e-06,3.856273204329747e-12,False,0.9999999999967805,True,1,0,0,0,,,
2,c0,7,4,7,RECORDED,0.2041690600661195,0.46724518648075575,0.43696343156341655,0.05840564831009447,11.229246957961664,9.202435620971553,37.72205682650089,2.782265414390425,1.1921195332820982,1.4211489816327274,0.2246776805976105,0.21019410940813923,torch.float32,0,1.1921195338705948,1.421148983035844,1.1921195332820982,1.4211489816327274,1.4435499906539917e-08,1.9924574975311433e-06,3.969886879468066e-12,False,0.9999999999901051,True,1,0,0,0,,,
2,c0,7,4,8,RECORDED,0.23279437149729704,1.0,0.23279437149729704,0.125,11.229246957961664,7.370726441827901,38.68700627923328,2.7150084346994614,1.9269508559206303,3.71313960113325,0.3631706694226088,0.5491894809449324,torch.float32,0,1.926950856395721,3.713139602964202,1.9269508559206303,3.71313960113325,2.514570951461792e-08,1.9870488268619755e-06,3.948363040333554e-12,False,0.9999999999917886,True,1,0,0,0,,,
2,c0,7,5,4,RECORDED,0.1642576757828744,0.16425767578287442,0.9999999999999999,0.020532209472859303,6.366310857932699,6.366310857932699,28.271035228354854,3.2784935664486925,0.34483483121303415,0.11891106081772176,0.11530493831727838,0.0567824116011121,torch.float32,0,0.3448348308477462,0.11891106056579372,0.34483483121303415,0.11891106081772176,1.9841536413878202e-08,1.9564635030902515e-06,3.827749438924179e-12,False,1.0,True,1,0,0,0,,,
2,c0,7,5,5,RECORDED,0.20013172897284276,0.23946582956692355,0.8357423242171256,0.029933228695865444,6.366310857932699,5.96717162294563,34.43952870832021,2.851823766477799,0.414706968964845,0.1719818701080089,0.13866859478210825,0.08212478527436165,torch.float32,0,0.41470696931707624,0.1719818704001544,0.414706968964845,0.1719818701080089,2.8725480660796165e-08,1.9648408635191168e-06,3.860599618954548e-12,False,1.0,True,1,0,0,0,,,
2,c0,7,5,6,RECORDED,0.2116544727358327,0.33299393420980977,0.6356105952442828,0.04162424177622622,6.366310857932699,5.573863578183654,37.92350766870929,2.699190996287631,0.5100570957884986,0.26015824096419754,0.1705515123321451,0.12423076724960795,torch.float32,0,0.5100570959568766,0.2601582411359624,0.5100570957884986,0.26015824096419754,1.5366822481155396e-08,1.964107293453296e-06,3.8577174601964324e-12,False,1.0,True,1,0,0,0,,,
2,c0,7,5,7,RECORDED,0.20845773737922976,0.4916964900656079,0.42395612250845005,0.06146206125820099,6.366310857932699,4.943450118107437,37.684642987597336,2.7824513256655394,0.6842767397707147,0.4682346565912383,0.22880660574124828,0.22359142045856376,torch.float32,0,0.6842767394539001,0.46823465615766063,0.6842767397707147,0.4682346565912383,2.8172507882118225e-08,1.9920434614840164e-06,3.968237152441222e-12,False,0.9999999999965947,True,1,0,0,0,,,
2,c0,7,5,8,RECORDED,0.2154983851292203,1.0,0.2154983851292203,0.125,6.366310857932699,3.935295294975903,38.66925911715001,2.7101826681071786,1.0367580374206933,1.0748672281564078,0.3466683488272199,0.5132706154163547,torch.float32,0,1.036758037104939,1.0748672275016862,1.0367580374206933,1.0748672281564078,2.6542693376541138e-08,1.987068066557991e-06,3.948439501134512e-12,False,0.9999999999968472,True,1,0,0,0,,,
2,c0,7,6,4,RECORDED,0.15960784360525257,0.1596078436052526,0.9999999999999999,0.019950980450656575,2.420801031422567,2.420801031422567,28.271035228354854,3.2784935664486925,0.12570363894418604,0.015801404843810287,0.11461206746188034,0.055964355034881966,torch.float32,0,0.12570363915131008,0.01580140489588278,0.12570363894418604,0.015801404843810287,2.1143932826817036e-08,1.955817370777315e-06,3.82522158783429e-12,False,0.9999999999010191,True,1,0,0,0,,,
2,c0,7,6,5,RECORDED,0.19867735799592418,0.23641029546044676,0.8403921563947473,0.029551286932555845,2.420801031422567,2.250916933457343,34.4279433849152,2.8523816317812103,0.15285717577970487,0.023365316187347596,0.13936968801893482,0.0827537085174561,torch.float32,0,0.15285717551059222,0.023365316105075997,0.15285717577970487,0.023365316187347596,2.548767952248454e-08,1.9649366892439747e-06,3.860976192737073e-12,False,0.9999999999354199,True,1,0,0,0,,,
2,c0,7,6,6,RECORDED,0.20589526715022138,0.3208516737715285,0.6417147983988232,0.040106459221441064,2.420801031422567,2.074759508736176,37.89755765333662,2.7002445973014484,0.1826584497433937,0.03336410926265989,0.16654142028273067,0.118166762680567,torch.float32,0,0.1826584495303994,0.033364109184849465,0.1826584497433937,0.03336410926265989,1.3751559890806675e-08,1.9639721745387437e-06,3.857186702362441e-12,False,0.9999999999604396,True,1,0,0,0,,,
2,c0,7,6,7,RECORDED,0.2152798066299592,0.49396548615706376,0.43581953124860173,0.06174568576963297,2.420801031422567,1.8217088466487676,37.677073712371126,2.7817982130920424,0.2551226152382821,0.06508754880602055,0.23261164620480324,0.23052271147632872,torch.float32,0,0.2551226150804483,0.0650875487254866,0.2551226152382821,0.06508754880602055,2.251545083709061e-08,1.992152697247017e-06,3.9686723691485636e-12,False,0.9999999999959779,True,1,0,0,0,,,
2,c0,7,6,8,RECORDED,0.22053972461864257,1.0,0.22053972461864257,0.125,2.420801031422567,1.4026744833024316,38.69119717457299,2.7081062260030193,0.3804330212968495,0.14472928369304916,0.34686517803165107,0.5125924622907663,torch.float32,0,0.3804330209394862,0.14472928342114355,0.3804330212968495,0.14472928369304916,1.4668330550193787e-08,1.986148822096269e-06,3.944787143514396e-12,False,1.0,True,1,0,0,0,,,
2,c0,7,7,4,RECORDED,0.173490599158865,0.173490599158865,1.0,0.021686324894858125,1.4530437437681545,1.4530437437681545,28.271035228354854,3.2784935664486925,0.07864784573086216,0.006185483638105492,0.11525661281140379,0.05884849929167062,torch.float32,0,0.0786478455234209,0.006185483605475877,0.07864784573086216,0.006185483638105492,2.7837813831865788e-08,1.9563571059619022e-06,3.82733312604763e-12,False,0.9999999997007302,True,1,0,0,0,,,
2,c0,7,7,5,RECORDED,0.2347243621362699,0.2839947880778996,0.8265094008411351,0.03549934850973745,1.4530437437681545,1.33551800204386,34.423006257677564,2.8526333617172974,0.10412592366314483,0.010842207978703064,0.15259415125420894,0.10315243009037785,torch.float32,0,0.1041259238615338,0.010842208020017933,0.10412592366314483,0.010842207978703064,1.8335413187742233e-08,1.964605957659703e-06,3.859676568871998e-12,False,0.9999999998419608,True,1,0,0,0,,,
2,c0,7,7,6,RECORDED,0.22296205898245874,0.37676190575959173,0.5917850387048651,0.047095238219948966,1.4530437437681545,1.2440452577193937,37.87496831493219,2.7012320340958516,0.12569051104529935,0.01579810456682852,0.18419655911733174,0.15030267636363775,torch.float32,0,0.1256905110334206,0.015798104563842428,0.12569051104529935,0.01579810456682852,1.391163095831871e-08,1.9638747111441042e-06,3.856803881071339e-12,False,0.9999999998993981,True,1,0,0,0,,,
2,c0,7,7,7,RECORDED,0.18377967018604766,0.4982869297470806,0.3688229797224064,0.062285866218385076,1.4530437437681545,1.1069883271230074,37.66815955824337,2.781509257572522,0.15246132885960312,0.023244456797636048,0.22342857818657189,0.2211470402999753,torch.float32,0,0.15246132857195321,0.023244456709925074,0.15246132885960312,0.023244456797636048,2.5625922717154026e-08,1.992337911047285e-06,3.96941035179626e-12,False,0.9999999999323065,True,1,0,0,0,,,
2,c0,7,7,8,RECORDED,0.18504330953635875,1.0,0.18504330953635875,0.125,1.4530437437681545,0.8089377340888085,38.699256358356074,2.7066857629071848,0.22144604654312777,0.04903835152958111,0.3245240986304837,0.4665493539543385,torch.float32,0,0.22144604604863688,0.04903835131057501,0.22144604654312777,0.04903835152958111,2.8114300221204758e-08,1.9863921722225614e-06,3.9457538618670655e-12,False,0.9999999999867744,True,1,0,0,0,,,
2,c0,7,8,4,RECORDED,0.1578461679474742,0.1578461679474742,1.0,0.019730770993434274,0.5210479570990825,0.5210479570990825,28.271035228354854,3.2784935664486925,0.025671760694297774,0.000659039297145292,0.10556076162870949,0.04584432127938529,torch.float32,0,0.025671760284142572,0.00065903927608648,0.025671760694297774,0.000659039297145292,1.4291799743659794e-08,1.9563277712376595e-06,3.827218348515709e-12,False,0.9999999971019203,True,1,0,0,0,,,
2,c0,7,8,5,RECORDED,0.19746456149649586,0.23447564326250053,0.8421538320525259,0.029309455407812567,0.5210479570990825,0.4972370685736108,34.419399147929255,2.8528295564474635,0.03190695250637191,0.0010180536182438729,0.13119950158197796,0.07081820060894405,torch.float32,0,0.03190695254522324,0.0010180536207231275,0.03190695250637191,0.0010180536182438729,2.6979250833392143e-08,1.964785539614258e-06,3.860382216677291e-12,False,0.9999999981102008,True,1,0,0,0,,,
2,c0,7,8,6,RECORDED,0.2004851622168066,0.31097952358334213,0.6446892705560301,0.03887244044791777,0.5210479570990825,0.47915798972147605,37.86409474940238,2.701709111493473,0.03947772614559403,0.0015584908616265184,0.16233007501601424,0.1084122844887665,torch.float32,0,0.03947772598212161,0.0015584908487194797,0.03947772614559403,0.0015584908616265184,2.977321855723858e-08,1.963220499466798e-06,3.8542347295266644e-12,False,0.9999999987684315,True,1,0,0,0,,,
2,c0,7,8,7,RECORDED,0.21915243566158107,0.4933597676098527,0.4442041083392234,0.061669970951231584,0.5210479570990825,0.43651109895535667,37.66368159181218,2.7813721355964174,0.057871944989946786,0.003349162016919427,0.2379660149851154,0.23297557548608328,torch.float32,0,0.05787194476972513,0.0033491619914301158,0.057871944989946786,0.003349162016919427,1.4842953532934189e-08,1.9924374358062425e-06,3.969806935602155e-12,False,0.9999999994193663,True,1,0,0,0,,,
2,c0,7,8,8,RECORDED,0.22505167267764237,1.0,0.22505167267764237,0.125,0.5210479570990825,0.3303750403554492,38.70024884923955,2.7061287316962264,0.08826577510528213,0.007790847054936243,0.36294364678818286,0.5419496181368209,torch.float32,0,0.08826577539947743,0.007790847106870996,0.08826577510528213,0.007790847054936243,1.9383151084184647e-08,1.9862007504234132e-06,3.944993420982529e-12,False,0.999999999755641,True,1,0,0,0,,,
2,c0,8,1,4,RECORDED,0.19018851538652398,0.190188515386524,0.9999999999999999,0.0237735644233155,7.663484976871019,7.663484976871019,28.24284511782906,3.2904366821832585,0.47053919066885086,0.22140712995529718,0.1169800342397842,0.05762689040676888,torch.float32,0,0.4705391908993082,0.2214071301721756,0.47053919066885086,0.22140712995529718,1.418811734765768e-08,1.954560459351224e-06,3.8203065892592685e-12,False,1.0,True,1,0,0,0,,,
2,c0,8,1,5,RECORDED,0.21462964001090049,0.26503654750382244,0.8098114846134759,0.033129568437977805,7.663484976871019,7.341618668596591,34.88685755034844,2.8246800249974617,0.5427433792038637,0.294570375669629,0.13493060799555442,0.07666950363893789,torch.float32,0,0.5427433791079772,0.29457037556554544,0.5427433792038637,0.294570375669629,2.176966518163681e-08,1.963629209095519e-06,3.855839670813094e-12,False,1.0,True,1,0,0,0,,,
2,c0,8,1,6,RECORDED,0.21459400907357304,0.36055200779329094,0.5951818446025754,0.04506900097416137,7.663484976871019,7.145595310006529,38.980662868250455,2.6501812375867346,0.6710472070313188,0.45030435406453373,0.1668280279554444,0.11720327013229906,torch.float32,0,0.67104720687633,0.450304353856524,0.6710472070313188,0.45030435406453373,2.805609256029129e-08,1.9628393025105996e-06,3.8527381274802976e-12,False,0.9999999999965743,True,1,0,0,0,,,
2,c0,8,1,7,RECORDED,0.19012909210997433,0.49956691822717414,0.3805878355290024,0.06244586477839677,7.663484976871019,6.656287687022367,38.195938550602335,2.776680623844582,0.9020669779899738,0.813724832779964,0.2242615026855644,0.21179278087993397,torch.float32,0,0.9020669779755202,0.8137248327538876,0.9020669779899738,0.813724832779964,2.421438694000244e-08,1.990959595968e-06,3.963920112777061e-12,False,0.9999999999975074,True,1,0,0,0,,,
2,c0,8,1,8,RECORDED,0.19045874341902805,1.0,0.19045874341902805,0.125,7.663484976871019,5.361827951990946,37.69718598322538,2.8379488729850575,1.4359921401574816,2.0620734265940643,0.35699982712365264,0.5367075549420602,torch.float32,0,1.435992140349608,2.0620734271458487,1.4359921401574816,2.0620734265940643,1.4435499906539917e-08,1.9849483407408293e-06,3.940019915409771e-12,False,0.999999999988695,True,1,0,0,0,,,
2,c0,8,2,4,RECORDED,0.1832991312108237,0.1832991312108237,1.0,0.022912391401352962,9.284932981474912,9.284932981474912,28.24284511782906,3.2904366821832585,0.5509946444555865,0.30359509821873826,0.11615672185955057,0.05712200120857549,torch.float32,0,0.5509946444526865,0.3035950982155424,0.5509946444555865,0.30359509821873826,1.7877027858048677e-08,1.9553572678539617e-06,3.823422044949309e-12,False,1.0,True,1,0,0,0,,,
2,c0,8,2,5,RECORDED,0.2158892763750806,0.2643431452389092,0.8167008687891764,0.03304289315486365,9.284932981474912,8.760070925234652,34.82974561972758,2.827453866370938,0.649010242878956,0.42121429536180155,0.13681966426475295,0.07925227920310687,torch.float32,0,0.6490102428112761,0.42121429527395154,0.649010242878956,0.42121429536180155,2.2962922230362892e-08,1.9642057303598696e-06,3.858104151178549e-12,False,0.9999999999968029,True,1,0,0,0,,,
2,c0,8,2,6,RECORDED,0.21635817154555828,0.36010984854040284,0.6008115924140958,0.045013731067550355,9.284932981474912,8.5089528011709,38.76295827250377,2.6611902729523043,0.8031593276251532,0.6450649055512881,0.16931626389950963,0.12137020172823082,torch.float32,0,0.8031593280630425,0.6450649062546779,0.8031593276251532,0.6450649055512881,1.4668330550193787e-08,1.963419915437399e-06,3.855017764336203e-12,False,0.9999999999964397,True,1,0,0,0,,,
2,c0,8,2,7,RECORDED,0.19258634979286737,0.5009354562583581,0.38445342086853745,0.06261693203229476,9.284932981474912,7.948634007776855,38.36444729248764,2.765459436173771,1.061859324016285,1.1275452240003216,0.22385353359577367,0.21214980092222901,torch.float32,0,1.061859323915546,1.1275452237863806,1.061859324016285,1.1275452240003216,2.7706846594810486e-08,1.992011404323072e-06,3.968109434953177e-12,False,0.999999999994406,True,1,0,0,0,,,
2,c0,8,2,8,RECORDED,0.19186707107567008,1.0,0.19186707107567008,0.125,9.284932981474912,6.510854746162572,38.25221157551211,2.791642354164549,1.678521523545796,2.8174345050065,0.3538538163804131,0.5301057169378577,torch.float32,0,1.6785215236254873,2.8174345052740275,1.678521523545796,2.8174345050065,2.8870999813079834e-08,1.986037459326761e-06,3.944344789849096e-12,False,0.999999999990205,True,1,0,0,0,,,
2,c0,8,3,4,RECORDED,0.17499136091622236,0.1749913609162224,0.9999999999999999,0.0218739201145278,11.798783029936581,11.798783029936581,28.24284511782906,3.2904366821832585,0.6721153361229362,0.45173902505164754,0.11368914914251413,0.05335969582510266,torch.float32,0,0.6721153358167058,0.45173902464000315,0.6721153361229362,0.45173902505164754,2.5112967705354095e-08,1.9558790560777204e-06,3.825462882003474e-12,False,0.9999999999960307,True,1,0,0,0,,,
2,c0,8,3,5,RECORDED,0.20266824403836536,0.2456559052077816,0.8250086390837775,0.0307069881509727,11.798783029936581,11.140398379414641,34.74895856018025,2.832607916863835,0.7740019925013958,0.5990790843961308,0.13092340441105343,0.070763595673196,torch.float32,0,0.7740019923948847,0.599079084231251,0.7740019925013958,0.5990790843961308,2.2308086045086384e-08,1.964700774949693e-06,3.860049135087923e-12,False,0.99999999999627,True,1,0,0,0,,,
2,c0,8,3,6,RECORDED,0.2086350838590392,0.3352427152729096,0.6223403950454122,0.0419053394091137,11.798783029936581,10.812427795182998,38.53873493093186,2.6727511490413103,0.9651795618464606,0.9315715866061257,0.16326132920734007,0.11003781773099626,torch.float32,0,0.9651795616246295,0.9315715861779119,0.9651795618464606,0.9315715866061257,1.442094799131155e-08,1.963391251255913e-06,3.85490520550826e-12,False,0.9999999999974085,True,1,0,0,0,,,
2,c0,8,3,7,RECORDED,0.20079204099149545,0.4853504065869709,0.413705311186373,0.06066880082337136,11.798783029936581,10.107769867641949,38.4226080218616,2.7611280790413377,1.3280713131364186,1.763773412775891,0.22464492249503423,0.20833801728634058,torch.float32,0,1.3280713133144637,1.7637734132488043,1.3280713131364186,1.763773412775891,2.561137080192566e-08,1.991982663417089e-06,3.967994931354239e-12,False,0.9999999999887279,True,1,0,0,0,,,
2,c0,8,3,8,RECORDED,0.21291327019487755,1.0,0.21291327019487755,0.125,11.798783029936581,8.327069590093013,38.65117977676333,2.754185590609136,2.1725006175800363,4.71975893338564,0.36748119474405816,0.5575008734843644,torch.float32,0,2.172500617472359,4.719758932917781,2.1725006175800363,4.71975893338564,2.7008354663848877e-08,1.987218159661179e-06,3.949036014087163e-12,False,0.9999999999907019,True,1,0,0,0,,,
2,c0,8,4,4,RECORDED,0.15579753408526206,0.15579753408526206,1.0,0.019474691760657758,9.196777243921915,9.196777243921915,28.24284511782906,3.2904366821832585,0.4641865292873092,0.21546913397179795,0.10789153853153405,0.04649357672918263,torch.float32,0,0.46418652961355455,0.21546913427467534,0.4641865292873092,0.21546913397179795,2.4156179279088974e-08,1.9560419868491696e-06,3.826100254316848e-12,False,1.0,True,1,0,0,0,,,
2,c0,8,4,5,RECORDED,0.17452016376848714,0.20672785358354212,0.8442024659147379,0.025840981697942765,9.196777243921915,8.780504842519722,34.69317287038927,2.835333164036472,0.5199361129741958,0.2703335615747157,0.12084949395886135,0.058332133033923775,torch.float32,0,0.5199361130354645,0.2703335616384273,0.5199361129741958,0.2703335615747157,1.5199475456029177e-08,1.964459010661392e-06,3.859099204568735e-12,False,1.0,True,1,0,0,0,,,
2,c0,8,4,6,RECORDED,0.20126782478882144,0.300542248382229,0.6696823021462508,0.03756778104777862,9.196777243921915,8.387167627781263,38.407492219160346,2.6795306343538474,0.6852226479334054,0.46953007724086765,0.15926727954750244,0.10131443084425541,torch.float32,0,0.6852226479010214,0.4695300771964871,0.6852226479334054,0.46953007724086765,2.5262124836444855e-08,1.963967859415458e-06,3.8571697528169366e-12,False,0.9999999999960859,True,1,0,0,0,,,
2,c0,8,4,7,RECORDED,0.2198907217133422,0.46943622014814873,0.4684144773574293,0.05867952751851859,9.196777243921915,7.632460352199896,38.379164403414975,2.7597036748475103,0.9903777297247257,0.9808480475347018,0.2301949114107776,0.21164578479111756,torch.float32,0,0.9903777297052172,0.9808480474960604,0.9903777297247257,0.9808480475347018,1.4078977983444929e-08,1.9919546470517606e-06,3.967883315911103e-12,False,0.9999999999976158,True,1,0,0,0,,,
2,c0,8,4,8,RECORDED,0.2485237556440871,1.0,0.2485237556440871,0.125,9.196777243921915,6.119441021739459,38.69475127376681,2.7398354901423136,1.6426211268517892,2.6982041663798415,0.38179677655132466,0.5822140746015206,torch.float32,0,1.6426211270494724,2.698204167029279,1.6426211268517892,2.6982041663798415,1.6298145055770874e-08,1.986551515008956e-06,3.946386921784378e-12,False,0.999999999989869,True,1,0,0,0,,,
2,c0,8,5,4,RECORDED,0.15320397542856523,0.15320397542856526,0.9999999999999998,0.019150496928570657,5.74384181534133,5.74384181534133,28.24284511782906,3.2904366821832585,0.28104890874704247,0.07898848910790342,0.10284988119001905,0.0414311392688127,torch.float32,0,0.28104890830786033,0.07898848886104008,0.28104890874704247,0.07898848910790342,1.9841536413878202e-08,1.9558873819701564e-06,3.825495450950072e-12,False,0.9999999999988833,True,1,0,0,0,,,
2,c0,8,5,5,RECORDED,0.16804168528214,0.1984441121664291,0.8467960245714345,0.024805514020803637,5.74384181534133,5.5233792858571915,34.66735886900384,2.8369832958984493,0.31453909796514634,0.09893484414872791,0.1151056198707674,0.05189342589987698,torch.float32,0,0.31453909795879564,0.09893484414473283,0.31453909796514634,0.09893484414872791,2.5262124836444855e-08,1.964874302623028e-06,3.860731025108331e-12,False,0.9999999999996513,True,1,0,0,0,,,
2,c0,8,5,6,RECORDED,0.20216061682361552,0.29784062527731675,0.6787543392892946,0.037230078159664594,5.74384181534133,5.339984633637809,38.336133022035035,2.683305578272974,0.43013786547238064,0.18501858331313584,0.15740900242733388,0.09704617443806708,torch.float32,0,0.4301378655690872,0.18501858339633012,0.43013786547238064,0.18501858331313584,2.2351741790771484e-08,1.963551712362568e-06,3.855535327121974e-12,False,1.0,True,1,0,0,0,,,
2,c0,8,5,7,RECORDED,0.22465051085034307,0.47136691118822027,0.4765937224656791,0.058920863898527534,5.74384181534133,4.9210543531344495,38.3325046552045,2.762634652745702,0.6450844211292407,0.41613391038364755,0.2360687197344359,0.21827106949758632,torch.float32,0,0.6450844211583836,0.4161339104212468,0.6450844211292407,0.41613391038364755,2.6790075935423374e-08,1.991935527997534e-06,3.9678071476988144e-12,False,0.9999999999974521,True,1,0,0,0,,,
2,c0,8,5,8,RECORDED,0.251943211615336,1.0,0.251943211615336,0.125,5.74384181534133,3.984523232489507,38.81860724027354,2.7305122041669567,1.061802574053474,1.1274247062665832,0.3885667767774437,0.5913581908956569,torch.float32,0,1.0618025745233584,1.127424707264432,1.061802574053474,1.1274247062665832,1.4901161193847656e-08,1.9860679851686063e-06,3.944466041711688e-12,False,0.9999999999948876,True,1,0,0,0,,,
2,c0,8,6,4,RECORDED,0.13624488081005165,0.13624488081005165,1.0,0.017030610101256456,2.6985825963460153,2.6985825963460153,28.24284511782906,3.2904366821832585,0.1206315524404278,0.014551971444187682,0.09200476054279987,0.031824009619348136,torch.float32,0,0.12063155225870494,0.014551971400344659,0.1206315524404278,0.014551971444187682,1.8611899577081203e-08,1.955716798768448e-06,3.824828196985107e-12,False,0.9999999998911364,True,1,0,0,0,,,
2,c0,8,6,5,RECORDED,0.15721232734417198,0.18201029881201714,0.8637551191899484,0.022751287351502142,2.6985825963460153,2.6516528575605705,34.65076774408587,2.837903088675704,0.13947829656470026,0.019454195212590474,0.10637902784754515,0.04254478494248554,torch.float32,0,0.13947829657133423,0.019454195214441063,0.13947829656470026,0.019454195212590474,2.1944288164377213e-08,1.9648787953743588e-06,3.860748680511792e-12,False,0.9999999999209788,True,1,0,0,0,,,
2,c0,8,6,6,RECORDED,0.2089305148783398,0.2957082250213445,0.7065427918457764,0.03696352812766806,2.6985825963460153,2.6083901862641437,38.29652855063158,2.685151037180155,0.21003089708315817,0.04411297772955618,0.16018895555761184,0.09647159032628595,torch.float32,0,0.21003089727350882,0.044112977809515216,0.21003089708315817,0.04411297772955618,1.9441358745098114e-08,1.963472304156258e-06,3.8552234891886846e-12,False,0.9999999999835208,True,1,0,0,0,,,
2,c0,8,6,7,RECORDED,0.22556156730454688,0.4532877859830365,0.4976122769674366,0.05666097324787956,2.6985825963460153,2.382863252282756,38.3015876304775,2.763072658897098,0.30758392690288144,0.09460787208899712,0.2345919037682021,0.20689992713178879,torch.float32,0,0.30758392720294003,0.09460787227358351,0.30758392690288144,0.09460787208899712,2.9365764930844307e-08,1.9921567017666285e-06,3.968688324393691e-12,False,0.9999999999986425,True,1,0,0,0,,,
2,c0,8,6,8,RECORDED,0.2720507096628897,1.0,0.2720507096628897,0.125,2.6985825963460153,1.9333593510433136,38.75996772109175,2.732102094686346,0.5334200083137849,0.2845369052694784,0.40683535228384105,0.6222596879800916,torch.float32,0,0.5334200083650559,0.28453690532417625,0.5334200083137849,0.2845369052694784,2.130400389432907e-08,1.9862207750028924e-06,3.94507296705309e-12,False,1.0,True,1,0,0,0,,,
