model,method,case_id,candidate_id,axis,sign,seed,rho,gamma,valid,failure,z_sha256,action,action_overhead_relative,functional_cvar,functional_cvar_drift,NK_E,NK_H,NK_T,target_activation_relative,target_logits_relative,rewrite_new_nll_mean,rewrite_new_strict_rate,rephrase_new_nll_mean,rephrase_new_strict_rate,locality_true_nll_mean
llama3-8b-inst,alphaedit,19041,axis-1-plus,1,1,3152109024992965546,0.05,0.26076729655678943,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,20.49521939344303,0.050000000000000044,0.007408787962049246,4.148995503783226e-05,4.946378595604983e-08,4.1418495300149516e-08,1.9710769905145753e-08,1.3982426594338904e-07,0.0003408001794014126,0.0015368566382676363,1.0,1.808945208787918,0.5,7.855839276313782
llama3-8b-inst,alphaedit,19041,axis-2-minus,2,-1,9003271188015472306,0.05,0.2601557487875584,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,20.49521939344303,0.050000000000000044,0.007367373909801245,7.59027898311615e-08,1.4122286451367927e-08,4.721984581124161e-08,2.4912074181315802e-08,1.4199136444403848e-07,8.900865213945508e-05,0.0015378089156001806,1.0,1.8072621179744601,0.5,7.855554258823394
llama3-8b-inst,alphaedit,19041,axis-2-plus,2,1,9003271188015472306,0.05,0.2601557487875584,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,20.49521939344303,0.050000000000000044,0.007367336191236973,3.818422555923462e-08,1.4122286451367927e-08,4.721984581124161e-08,2.4912074181315802e-08,1.4258921510190703e-07,8.903512207325548e-05,0.0015389991458505392,1.0,1.8096230803057551,0.5,7.855375480651856
llama3-8b-inst,alphaedit,19041,axis-3-minus,3,-1,8326758390337704837,0.05,0.2642385490991227,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,20.49521939344303,0.050000000000000044,0.007365286350250244,-2.0116567611694336e-06,4.518379626006208e-08,5.171300188067107e-08,2.7117890155636815e-08,1.389005603869009e-07,7.469959382433444e-05,0.00153840403072536,1.0,1.8068926054984331,0.5,7.855825245380402
llama3-8b-inst,alphaedit,19041,axis-3-plus,3,1,8326758390337704837,0.05,0.2642385490991227,True,,c7931ac25790eeca905f3ae91dc5f022fef1b6af91aef3f219fc79ef58a4ed5a,20.49521939344303,0.050000000000000044,0.00736961467191577,2.316664904356003e-06,4.518379626006208e-08,5.171300188067107e-08,2.7117890155636815e-08,1.4144445970032393e-07,7.464030932169408e-05,0.00153840403072536,1.0,1.8099863324314356,0.5,7.855106258392334
llama3-8b-inst,alphaedit,17609,reference-duplicate-0,,0,,0.0,0.0,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,,,0.014300281181931496,0.0,,,,,,0.00042000532266683877,1.0,1.9521117135882378,0.5,3.50034921169281
llama3-8b-inst,alphaedit,17609,reference-duplicate-1,,0,,0.0,0.0,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,,,0.014300281181931496,0.0,,,,,,0.00042000532266683877,1.0,1.9521117135882378,0.5,3.50034921169281
llama3-8b-inst,alphaedit,17609,axis-0-minus,0,-1,7587157625128841900,0.05,0.18533314922340735,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.014350879937410355,5.059875547885895e-05,3.481836685637063e-08,4.385021412645074e-08,6.115365547287865e-09,1.461234830912872e-07,0.00023014149337541312,0.00042012447374872863,1.0,1.9523295685648918,0.5,3.5004873991012575
llama3-8b-inst,alphaedit,17609,axis-0-plus,0,1,7587157625128841900,0.05,0.18533314922340735,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.014252736233174801,-4.7544948756694794e-05,3.481836685637063e-08,4.385021412645074e-08,6.115365547287865e-09,1.4639162770890835e-07,0.00023002480156719685,0.00041976699139922857,1.0,1.9519383236765862,0.5,3.5001975297927856
llama3-8b-inst,alphaedit,17609,axis-1-minus,1,-1,5334813646099653248,0.05,0.18398048736806258,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.014312808401882648,1.2527219951152802e-05,1.2732783716273843e-07,4.751733229113597e-08,6.812012998125283e-08,1.4465020115039806e-07,0.0003278335207141936,0.0004204819560982287,1.0,1.9523386284708977,0.5,3.500259554386139
llama3-8b-inst,alphaedit,17609,axis-1-plus,1,1,5334813646099653248,0.05,0.18398048736806258,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.014288599602878094,-1.1681579053401947e-05,1.2732783716273843e-07,4.751733229113597e-08,6.812012998125283e-08,1.484332869949867e-07,0.00032668764470145106,0.00041929035796783864,1.0,1.9519555941224098,0.5,3.5004307985305787
llama3-8b-inst,alphaedit,17609,axis-2-minus,2,-1,5000059737666145138,0.05,0.18795965875850873,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.014288835227489471,-1.1445954442024231e-05,7.694002768232622e-09,5.026286231668564e-08,3.006459792231908e-08,1.4598313669011986e-07,8.2296748587396e-05,0.00042000532266683877,1.0,1.9517492726445198,0.5,3.50013929605484
llama3-8b-inst,alphaedit,17609,axis-2-plus,2,1,5000059737666145138,0.05,0.18795965875850873,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.014311553910374641,1.1272728443145752e-05,7.694002768232622e-09,5.026286231668564e-08,3.006459792231908e-08,1.4212601229246502e-07,8.229508239310235e-05,0.0004198861715849489,1.0,1.952553540468216,0.5,3.5005452990531922
llama3-8b-inst,alphaedit,17609,axis-3-minus,3,-1,5731951710440937021,0.05,0.18586800201913822,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.0142752006649971,-2.5080516934394836e-05,1.5308122769397414e-08,4.8173813382845765e-08,4.408288489798906e-08,1.521452901442899e-07,8.658594015287235e-05,0.00042012447374872863,1.0,1.952138103544712,0.5,3.5006112575531008
llama3-8b-inst,alphaedit,17609,axis-3-plus,3,1,5731951710440937021,0.05,0.18586800201913822,True,,152f8b2d663985221b3800d16d9e63587c28979011ad9498f6d0aa83350b5ed7,10.64473692806888,0.050000000000000044,0.014325844123959541,2.5562942028045654e-05,1.5308122769397414e-08,4.8173813382845765e-08,4.408288489798906e-08,1.4284975691225554e-07,8.634647383587435e-05,0.00041976699139922857,1.0,1.952136717736721,0.5,3.5000774264335632
qwen2.5-7b-inst,alphaedit,21100,reference-duplicate-0,,0,,0.0,0.0,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,,,0.001627536490559578,0.0,,,,,,0.00813149381428957,1.0,1.6210880875587463,0.5,6.742515063285827
qwen2.5-7b-inst,alphaedit,21100,reference-duplicate-1,,0,,0.0,0.0,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,,,0.001627536490559578,0.0,,,,,,0.00813149381428957,1.0,1.6210880875587463,0.5,6.742515063285827
qwen2.5-7b-inst,alphaedit,21100,axis-0-minus,0,-1,2296222103107013938,0.05,0.5338660767255898,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.001645561307668686,1.802481710910797e-05,4.120187568901201e-08,3.859921449134163e-08,2.059781500918234e-08,1.3149764299669187e-07,7.392291445285082e-05,0.008126646280288696,1.0,1.6217880249023438,0.5,6.742976832389831
qwen2.5-7b-inst,alphaedit,21100,axis-0-plus,0,1,2296222103107013938,0.05,0.5338660767255898,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.0016242166748270392,-3.3198157325387e-06,4.120187568901201e-08,3.859921449134163e-08,2.059781500918234e-08,1.3551832012126397e-07,7.440483750542626e-05,0.00813645962625742,1.0,1.6203776597976685,0.5,6.742051148414612
qwen2.5-7b-inst,alphaedit,21100,axis-1-minus,1,-1,4741877802432723889,0.05,0.5359594612877092,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.001576566486619413,-5.097000394016504e-05,1.9637438342101632e-08,3.779150503646633e-08,3.3434996993264576e-08,1.3160173750748072e-07,6.157762982184067e-05,0.008133621886372566,1.0,1.6229100227355957,0.5,6.741849184036255
qwen2.5-7b-inst,alphaedit,21100,axis-1-plus,1,1,4741877802432723889,0.05,0.5359594612877092,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.0016842321492731571,5.669565871357918e-05,1.9637438342101632e-08,3.779150503646633e-08,3.3434996993264576e-08,1.320296689755196e-07,6.175658199936152e-05,0.008129010908305645,1.0,1.6192750930786133,0.5,6.743174314498901
qwen2.5-7b-inst,alphaedit,21100,axis-2-minus,2,-1,4508590459144424046,0.05,0.5365108246699385,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.001613325672224164,-1.4210818335413933e-05,1.5794896057741425e-08,4.422637900347581e-08,5.417685855491072e-08,1.3466714676724223e-07,0.00024335455964319408,0.008127709850668907,1.0,1.6198471784591675,0.5,6.742628836631775
qwen2.5-7b-inst,alphaedit,21100,axis-2-plus,2,1,4508590459144424046,0.05,0.5365108246699385,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.0016688299365341663,4.1293445974588394e-05,1.5794896057741425e-08,4.422637900347581e-08,5.417685855491072e-08,1.3406909715740767e-07,0.00024364452110603452,0.008135277777910233,1.0,1.622301697731018,0.5,6.742391514778137
qwen2.5-7b-inst,alphaedit,21100,axis-3-minus,3,-1,6050777793558116982,0.05,0.5342383699738172,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.0016275029629468918,-3.3527612686157227e-08,1.607234523248735e-08,4.225255523238047e-08,2.3035202190158088e-08,1.324200411545462e-07,0.00038438296178355813,0.008136932738125324,1.0,1.6173904538154602,0.5,6.7430438041687015
qwen2.5-7b-inst,alphaedit,21100,axis-3-plus,3,1,6050777793558116982,0.05,0.5342383699738172,True,,93e54a48d2ca1f1388514034e722facb9df2369034f85aad2666a4096254650e,944.3411206680792,0.050000000000000044,0.0016362180467694998,8.681556209921837e-06,1.607234523248735e-08,4.225255523238047e-08,2.3035202190158088e-08,1.3260664388781152e-07,0.00038450193824246526,0.008126054890453815,1.0,1.6247720122337341,0.5,6.741974496841431
qwen2.5-7b-inst,alphaedit,1477,reference-duplicate-0,,0,,0.0,0.0,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,,,0.0032285614870488644,0.0,,,,,,0.02934568002820015,1.0,0.01706182397902012,1.0,4.806607031822205
qwen2.5-7b-inst,alphaedit,1477,reference-duplicate-1,,0,,0.0,0.0,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,,,0.0032285614870488644,0.0,,,,,,0.02934568002820015,1.0,0.01706182397902012,1.0,4.806607031822205
qwen2.5-7b-inst,alphaedit,1477,axis-0-minus,0,-1,3355733292823243304,0.05,0.4870454886872676,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.003268666099756956,4.0104612708091736e-05,9.691616753570997e-08,3.284347016574429e-08,2.9316270300228098e-08,1.1727291138186047e-07,3.880420990753919e-05,0.029349036514759064,1.0,0.01706220442429185,1.0,4.806211018562317
qwen2.5-7b-inst,alphaedit,1477,axis-0-plus,0,1,3355733292823243304,0.05,0.4870454886872676,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.0031890268437564373,-3.953464329242706e-05,9.691616753570997e-08,3.284347016574429e-08,2.9316270300228098e-08,1.2076299071850372e-07,3.881264274241403e-05,0.02934197522699833,1.0,0.017060742247849703,1.0,4.807010126113892
qwen2.5-7b-inst,alphaedit,1477,axis-1-minus,1,-1,2372792888598139523,0.05,0.4872846019903842,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.0034935283474624157,0.00026496686041355133,4.536154563083983e-08,4.343015902463776e-08,9.42958067184918e-09,1.1945067512897367e-07,5.18452980031725e-05,0.029349151998758316,1.0,0.01706003164872527,1.0,4.806452965736389
qwen2.5-7b-inst,alphaedit,1477,axis-1-plus,1,1,2372792888598139523,0.05,0.4872846019903842,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.002988732885569334,-0.00023982860147953033,4.536154563083983e-08,4.343015902463776e-08,9.42958067184918e-09,1.1979400937889295e-07,5.196280108066276e-05,0.029341744258999825,1.0,0.01706273853778839,1.0,4.806763005256653
qwen2.5-7b-inst,alphaedit,1477,axis-2-minus,2,-1,7191843496099303750,0.05,0.488764952408701,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.003182012354955077,-4.654913209378719e-05,1.7870218016469153e-07,3.535392067988141e-08,1.5660865937405788e-09,1.1932500854072714e-07,7.738864951534197e-05,0.02935146726667881,1.0,0.01707163592800498,1.0,4.807188391685486
qwen2.5-7b-inst,alphaedit,1477,axis-2-plus,2,1,7191843496099303750,0.05,0.488764952408701,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.0032773769926279783,4.881550557911396e-05,1.7870218016469153e-07,3.535392067988141e-08,1.5660865937405788e-09,1.1819478373809034e-07,7.688659388804808e-05,0.029339659959077835,1.0,0.017051429487764835,1.0,4.806029891967773
qwen2.5-7b-inst,alphaedit,1477,axis-3-minus,3,-1,4808799167857185537,0.05,0.4916810800411554,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.003169485367834568,-5.907611921429634e-05,5.628011479075212e-08,3.206256948828923e-08,3.343700782920678e-08,1.1670906019389804e-07,4.191584594082087e-05,0.02934938482940197,1.0,0.01706400653347373,1.0,4.807046484947205
qwen2.5-7b-inst,alphaedit,1477,axis-3-plus,3,1,4808799167857185537,0.05,0.4916810800411554,True,,d81d6b1bcf04f74f47e49f7ff533208dd693173eacf7c849e05eb2a8f99853a3,788.9284886068382,0.050000000000000044,0.0032892986200749874,6.073713302612305e-05,5.628011479075212e-08,3.206256948828923e-08,3.343700782920678e-08,1.2410818328589812e-07,4.194412031210959e-05,0.029341744258999825,1.0,0.01705935038626194,1.0,4.806158661842346
qwen2.5-7b-inst,alphaedit,20838,reference-duplicate-0,,0,,0.0,0.0,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,,,0.0008616609266027808,0.0,,,,,,0.0072221397422254086,1.0,0.025180337950587273,1.0,9.848558783531189
qwen2.5-7b-inst,alphaedit,20838,reference-duplicate-1,,0,,0.0,0.0,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,,,0.0008616609266027808,0.0,,,,,,0.0072221397422254086,1.0,0.025180337950587273,1.0,9.848558783531189
qwen2.5-7b-inst,alphaedit,20838,axis-0-minus,0,-1,993142068374968150,0.05,0.3461158893837801,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.0008811139850877225,1.945305848494172e-05,2.5880670051492416e-08,3.241938273390588e-08,3.51853657321044e-08,1.1321575499323444e-07,5.318439070833847e-05,0.007225098554044962,1.0,0.025184175930917263,1.0,9.84887261390686
qwen2.5-7b-inst,alphaedit,20838,axis-0-plus,0,1,993142068374968150,0.05,0.3461158893837801,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.0008438993245363235,-1.776160206645727e-05,2.5880670051492416e-08,3.241938273390588e-08,3.51853657321044e-08,1.126259476791347e-07,5.304765363689512e-05,0.007219417952001095,1.0,0.025177023373544216,1.0,9.84824514389038
qwen2.5-7b-inst,alphaedit,20838,axis-1-minus,1,-1,4121863373367519384,0.05,0.3465243304506495,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.0008794852765277028,1.782434992492199e-05,2.2314459613426152e-08,3.0022054176015445e-08,3.0609296430839095e-08,1.1639650665529189e-07,0.0001917643821798265,0.007215038873255253,1.0,0.025212394073605537,1.0,9.848209595680236
qwen2.5-7b-inst,alphaedit,20838,axis-1-plus,1,1,4121863373367519384,0.05,0.3465243304506495,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.0008451610337942839,-1.6499892808496952e-05,2.2314459613426152e-08,3.0022054176015445e-08,3.0609296430839095e-08,1.1266998711789711e-07,0.00019157362112309784,0.007229359354823828,1.0,0.025149093940854073,1.0,9.84891335964203
qwen2.5-7b-inst,alphaedit,20838,axis-2-minus,2,-1,1693972505620662513,0.05,0.34610929568565824,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.0008544958545826375,-7.1650720201432705e-06,8.70307559353023e-09,3.744806420513669e-08,3.272980819701843e-08,1.1695568957748037e-07,0.00032508480944670737,0.0072486503049731255,1.0,0.025079479441046715,1.0,9.848594093322754
qwen2.5-7b-inst,alphaedit,20838,axis-2-plus,2,1,1693972505620662513,0.05,0.34610929568565824,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.0008694372372701764,7.776310667395592e-06,8.70307559353023e-09,3.744806420513669e-08,3.272980819701843e-08,1.1393935039905045e-07,0.00032485934207215905,0.007195628713816404,1.0,0.02528176549822092,1.0,9.848531985282898
qwen2.5-7b-inst,alphaedit,20838,axis-3-minus,3,-1,2355936752893591829,0.05,0.347582618003344,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.0008474712376482785,-1.4189688954502344e-05,1.2009184047201416e-07,3.445121876666235e-08,1.3628040917978979e-08,1.1178271819289876e-07,0.00043981027556583285,0.00722486199811101,1.0,0.025171903893351555,1.0,9.849417304992675
qwen2.5-7b-inst,alphaedit,20838,axis-3-plus,3,1,2355936752893591829,0.05,0.347582618003344,True,,dd963b7fc70e0318a4a7601152c62e1a8de4a3ac554cd9322652c7440c19cdc7,395.55490221910355,0.050000000000000044,0.000876452075317502,1.4791148714721203e-05,1.2009184047201416e-07,3.445121876666235e-08,1.3628040917978979e-08,1.1597792592965561e-07,0.0004407753876876086,0.007219417952001095,1.0,0.025189990177750587,1.0,9.847707033157349
qwen2.5-7b-inst,alphaedit,18707,reference-duplicate-0,,0,,0.0,0.0,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,,,0.001061346149072051,0.0,,,,,,0.014936516061425209,1.0,0.3778891833499074,1.0,4.412393045425415
qwen2.5-7b-inst,alphaedit,18707,reference-duplicate-1,,0,,0.0,0.0,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,,,0.001061346149072051,0.0,,,,,,0.014936516061425209,1.0,0.3778891833499074,1.0,4.412393045425415
qwen2.5-7b-inst,alphaedit,18707,axis-0-minus,0,-1,2698394053797006813,0.05,0.4179545720665631,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.0010813651606440544,2.0019011572003365e-05,7.313476046988399e-09,2.591388614803236e-08,2.6204906689031304e-08,1.348228551023567e-07,0.00023366545792669058,0.014941800385713577,1.0,0.37836996652185917,1.0,4.412242993712425
qwen2.5-7b-inst,alphaedit,18707,axis-0-plus,0,1,2698394053797006813,0.05,0.4179545720665631,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.0010496169561520219,-1.1729192920029163e-05,7.313476046988399e-09,2.591388614803236e-08,2.6204906689031304e-08,1.3492594064246077e-07,0.00023340340703725815,0.014931230805814266,1.0,0.37740721367299557,1.0,4.4125575691461565
qwen2.5-7b-inst,alphaedit,18707,axis-1-minus,1,-1,4696337628718551022,0.05,0.4135715703712771,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.001072699436917901,1.135328784584999e-05,1.4114556634581277e-08,3.186960739753886e-08,3.124924319308775e-08,1.3976566037854354e-07,6.539750029332936e-05,0.014934753999114037,1.0,0.3782363096252084,1.0,4.411603254079819
qwen2.5-7b-inst,alphaedit,18707,axis-1-plus,1,1,4696337628718551022,0.05,0.4135715703712771,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.0010515451431274414,-9.801005944609642e-06,1.4114556634581277e-08,3.186960739753886e-08,3.124924319308775e-08,1.38419039785731e-07,6.502054020529613e-05,0.014938394539058208,1.0,0.3775402680039406,1.0,4.413187184929848
qwen2.5-7b-inst,alphaedit,18707,axis-2-minus,2,-1,2556360195715026106,0.05,0.4158014915611888,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.0010795085690915585,1.8162420019507408e-05,3.60922172149003e-08,2.941219889862623e-08,2.2017875522806207e-08,1.3482321037372458e-07,0.00011408304999349639,0.014932287856936455,1.0,0.37771877832710743,1.0,4.412286993861199
qwen2.5-7b-inst,alphaedit,18707,axis-2-plus,2,1,2556360195715026106,0.05,0.4158014915611888,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.0010440879268571734,-1.7258222214877605e-05,3.60922172149003e-08,2.941219889862623e-08,2.2017875522806207e-08,1.363797679232448e-07,0.00011404951510485262,0.014940861612558365,1.0,0.37806251365691423,1.0,4.412497171759606
qwen2.5-7b-inst,alphaedit,18707,axis-3-minus,3,-1,8495123723688931105,0.05,0.4147359539111024,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.0010827287333086133,2.1382584236562252e-05,7.809143198755919e-08,3.375956580953243e-08,1.4626474253986999e-08,1.385314050139641e-07,0.0001668840559432283,0.01495060883462429,1.0,0.37774012982845306,1.0,4.412849149107933
qwen2.5-7b-inst,alphaedit,18707,axis-3-plus,3,1,8495123723688931105,0.05,0.4147359539111024,True,,487d81039c33f1df684afed72abd02b9c14e64dc867aaaeaef8de2f8339b2b13,565.9734500725368,0.050000000000000044,0.0010413797572255135,-1.996639184653759e-05,7.809143198755919e-08,3.375956580953243e-08,1.4626474253986999e-08,1.412678471979234e-07,0.0001672973157837987,0.014922305010259151,1.0,0.3780457191169262,1.0,4.411938813328743
qwen2.5-7b-inst,alphaedit,14288,reference-duplicate-0,,0,,0.0,0.0,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,,,0.0020920843817293644,0.0,,,,,,0.07334992289543152,1.0,4.185455560684204,0.0,6.077386182546616
qwen2.5-7b-inst,alphaedit,14288,reference-duplicate-1,,0,,0.0,0.0,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,,,0.0020920843817293644,0.0,,,,,,0.07334992289543152,1.0,4.185455560684204,0.0,6.077386182546616
qwen2.5-7b-inst,alphaedit,14288,axis-0-minus,0,-1,2296362557656824439,0.05,0.39707877563358857,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.0020515923388302326,-4.0492042899131775e-05,3.5620509208911244e-08,3.348577237716199e-08,4.651063534311106e-09,1.360621126877959e-07,0.000519973982591182,0.07333097606897354,1.0,4.181642055511475,0.0,6.077810502052307
qwen2.5-7b-inst,alphaedit,14288,axis-0-plus,0,1,2296362557656824439,0.05,0.39707877563358857,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.0021343340631574392,4.224968142807484e-05,3.5620509208911244e-08,3.348577237716199e-08,4.651063534311106e-09,1.3578736002273217e-07,0.0005212384858168662,0.0733690857887268,1.0,4.189254879951477,0.0,6.0769642174243925
qwen2.5-7b-inst,alphaedit,14288,axis-1-minus,1,-1,1158243239428756706,0.05,0.39732773662057436,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.00209742970764637,5.345325917005539e-06,2.634308593485457e-08,3.538390913604417e-08,2.0151931678924484e-08,1.3443607826957304e-07,0.0002540338027756661,0.07336720079183578,1.0,4.183553218841553,0.0,6.076779335737228
qwen2.5-7b-inst,alphaedit,14288,axis-1-plus,1,1,1158243239428756706,0.05,0.39732773662057436,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.002088962122797966,-3.1222589313983917e-06,2.634308593485457e-08,3.538390913604417e-08,2.0151931678924484e-08,1.3850791447111988e-07,0.00025580680812709033,0.07333164662122726,1.0,4.1873393058776855,0.0,6.078002589941025
qwen2.5-7b-inst,alphaedit,14288,axis-2-minus,2,-1,3943563503644727772,0.05,0.3982063276910602,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.002101462334394455,9.377952665090561e-06,7.416986846919826e-08,3.1501187436333566e-08,1.985960906836226e-08,1.3730759462760034e-07,0.0002479811664670706,0.0732545405626297,1.0,4.181541681289673,0.0,6.0769564598798755
qwen2.5-7b-inst,alphaedit,14288,axis-2-plus,2,1,3943563503644727772,0.05,0.3982063276910602,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.0020857155323028564,-6.36884942650795e-06,7.416986846919826e-08,3.1501187436333566e-08,1.985960906836226e-08,1.3453292524445715e-07,0.00024807770387269557,0.07344496250152588,1.0,4.189378619194031,0.0,6.077817252278328
qwen2.5-7b-inst,alphaedit,14288,axis-3-minus,3,-1,4375694498711120933,0.05,0.39746413116605894,True,,77900def4c6fac958eae2649beb0faab6aac7485f23b747d3bac2a278f60c9ba,520.9508049229605,0.050000000000000044,0.002057763747870922,-3.4320633858442307e-05,2.691359668460791e-08,3.0111710458413654e-08,1.1205922412216296e-08,1.3523830943995563e-07,0.0011785882525146008,0.07329940795898438,1.0,4.187134861946106,0.0,6.077056550979615
