cell,arm,batch,request_sha256,metric,value
QM,NQFIX,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,16.443270492553712
QM,NQFIX,8,0653e6a920c1e089a373d4346ffbd762ca5ebcb913ab5b00e03db7d8d514a0e9,locality_target_true_nll_mean,14.902468395233154
QM,NQFIX,10,068a195ae8d0a3100e99a0cc1d80c402a484c940b1a7d9dc59d0de151d585ee5,locality_target_true_nll_mean,14.6090238571167
QM,NQFIX,6,645a974b82b3193f28e9ffdeea91ff2c29a756d6f174a370316ebb4e80c82e9d,locality_target_true_nll_mean,14.268294429779052
QM,NQFIX,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,13.590003967285156
QM,ORBFH,6,93f4fe9bbf7974bf98b743b2f1307fd839bc6b2960fafd843cfe3eda879379b4,rewrite_target_new_nll,4.2150812149047852
QM,ORBFH,3,007f14a1b3d01c68f5138bf26b4678b496444e46700959d7d702071a193bb801,rewrite_target_new_nll,4.1255559921264648
QM,ORBFH,8,af66ed3714a102e1ed4481ef7fb5d422bfb3471808413ad77b3edb92f8d9a40d,rewrite_target_new_nll,3.6658163070678711
QM,ORBFH,8,fa1e0b70b56befddc2bb8ea7679d2611523791d80e3ce7ec2faa7306f9829d8c,rewrite_target_new_nll,1.8521075248718262
QM,ORBFH,1,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,rewrite_target_new_nll,0.99254858493804932
QM,ORBFH,7,dc8dc3442dc25ddfb6e916e9f12e5d9f02b19d9b495ad127b72ac6b0413a86f7,rephrase_target_new_nll_mean,9.7249369621276855
QM,ORBFH,6,323012f7588f611d84150c0e9d3294b940666b7f2af01400a55ee442b626aff9,rephrase_target_new_nll_mean,9.6628873348236084
QM,ORBFH,1,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase_target_new_nll_mean,9.6606121063232422
QM,ORBFH,5,e5169c026fa64b6401357ac12888e22e15102e32c0293b522a6191a526c3992a,rephrase_target_new_nll_mean,9.6429562568664551
QM,ORBFH,7,b59e5e8d399733c55f93d240b89f1a78eda8b4b4795be6d8b5267fe4bdd1d30c,rephrase_target_new_nll_mean,9.3029756546020508
QM,ORBFH,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,16.457330989837647
QM,ORBFH,6,645a974b82b3193f28e9ffdeea91ff2c29a756d6f174a370316ebb4e80c82e9d,locality_target_true_nll_mean,13.490214252471924
QM,ORBFH,6,1cfe090c9861932226bef865ff03923d860fb91023a5ebe93c3bab1a657257cb,locality_target_true_nll_mean,13.091319465637207
QM,ORBFH,4,1800ea9155445e41b7a33c08bd3c4e7bbceaecdf5a90306119edc116a3405513,locality_target_true_nll_mean,12.977707004547119
QM,ORBFH,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.854171562194825
QM,JAC,1,f9f16bc7443ae596666c746ce23ea545748ddb3ef4434d0c407eb162fe7d8dbc,rewrite_target_new_nll,3.0482010841369629
QM,JAC,8,210cfb492dcd21ca2e60d85c4c7b148f080ff398d76e7b71729a385738e2bb4e,rewrite_target_new_nll,1.8822380304336548
QM,JAC,1,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,rewrite_target_new_nll,1.6958577632904053
QM,JAC,1,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,rewrite_target_new_nll,0.98452210426330566
QM,JAC,3,622dec49b2ac0410eac0b892e7afe984e6d800006e02d37d4a5fef4fc0a8957a,rewrite_target_new_nll,0.42050924897193909
QM,JAC,2,5026c8caf1aaf77a510a2e7112ea6dead0a567c357bbf597536dbb5c04efbe29,rephrase_target_new_nll_mean,14.025777816772461
QM,JAC,5,e5169c026fa64b6401357ac12888e22e15102e32c0293b522a6191a526c3992a,rephrase_target_new_nll_mean,10.994946002960205
QM,JAC,4,ea199e749bcc4a184f7467def4c7c2b0907c53713a7345e875b9227a4209120b,rephrase_target_new_nll_mean,9.8300368785858154
QM,JAC,9,582bea87b7f5186875bd522e7ee078cb8ee6f687bb15aea5751a14cc0328a71b,rephrase_target_new_nll_mean,9.7387418746948242
QM,JAC,7,4033a7b23fdb27ae9cf8e53767cc545184bf1a50475047a6392d7e476092ba12,rephrase_target_new_nll_mean,9.5507359504699707
QM,JAC,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,15.217399072647094
QM,JAC,6,645a974b82b3193f28e9ffdeea91ff2c29a756d6f174a370316ebb4e80c82e9d,locality_target_true_nll_mean,13.310541915893555
QM,JAC,6,323012f7588f611d84150c0e9d3294b940666b7f2af01400a55ee442b626aff9,locality_target_true_nll_mean,12.480388450622559
QM,JAC,6,1cfe090c9861932226bef865ff03923d860fb91023a5ebe93c3bab1a657257cb,locality_target_true_nll_mean,12.373560523986816
QM,JAC,6,0b2053b08db8fbee5048ded8f944756edee1bd4e1c0c195a6e8e353504763297,locality_target_true_nll_mean,12.211753416061402
QA,O,7,113ed4987d5219b69311a087fa4cddc51a62d7a12d5b7d34a926cb317926b64d,rewrite_target_new_nll,17.475143432617188
QA,O,7,f93fcba499b1494ac6c6a31742b9928c5290a617c2527787f7793d828369f1ba,rewrite_target_new_nll,16.149446487426758
QA,O,7,e8d6d86e72fbfe178ade2f2d2ce0e099a8af9787ab9e1a3dd3fb5b294c176607,rewrite_target_new_nll,15.804422378540039
QA,O,7,39afe7699b43997c6c07193d0472a06de2c74887e11e59c6a186c84aa3d1f43f,rewrite_target_new_nll,13.698460578918457
QA,O,9,93f5330df70c8aded8099a1f83c0c4850bc73f6a92d3c731fa60b9c9e63576e9,rewrite_target_new_nll,12.54946231842041
QA,O,10,e044281f02990726d5186ef51480367b3bf41df5686d0af9b57765b72e07f9f4,rephrase_target_new_nll_mean,15.888091087341309
QA,O,7,562b1e7cb0cdc97bf107129701fc7716b9e8e258e28a70c121cf09f221dbcd39,rephrase_target_new_nll_mean,15.499533653259277
QA,O,10,e60031fb57fdf875446599680ddd3b6bb2310109d6d5fab793d5b155e197f045,rephrase_target_new_nll_mean,15.133725643157959
QA,O,8,fa7642bb91d6bb41bcabac329744c829c9bf11d7bfa1d959cc4a78d9e3ada515,rephrase_target_new_nll_mean,14.298243045806885
QA,O,3,8b62da126c320ee8c8382166f83ac01b0a61b7cdc9dad5d1cfe059844c8ecd55,rephrase_target_new_nll_mean,13.874393463134766
QA,O,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,16.522177457809448
QA,O,10,068a195ae8d0a3100e99a0cc1d80c402a484c940b1a7d9dc59d0de151d585ee5,locality_target_true_nll_mean,16.35091848373413
QA,O,9,4b345bbbc012208f42196c3b2993d660335752d466a4f847009a2695fb857fc3,locality_target_true_nll_mean,16.212903404235838
QA,O,9,68b8a93d510436161ccf75f9907725073e18226cb7bbfcc3c1679c4aff546b14,locality_target_true_nll_mean,15.980023097991943
QA,O,10,804d9edd1be6e406ae028933c083e3940bbb2d7d5ec2c1451519383174c50367,locality_target_true_nll_mean,15.969482994079589
QA,QCL,8,19765d4e9e16f29233324fba65490a0a139b311a57735e4020449232551eabce,rewrite_target_new_nll,22.280363082885742
QA,QCL,8,ef0f4419eb6a5d9e42e2da793be664b2f060ff3496544db2c7c7a4dc125fa0f3,rewrite_target_new_nll,21.160844802856445
QA,QCL,8,c04c51e9bf6952eeb4ead8ec52b4240df1ddb095974c427b52c9676aeee0196e,rewrite_target_new_nll,20.402713775634766
QA,QCL,8,8c050e5c80fc223ee0390ca9d4f5310dd1e57b7e8d841b02e6a5cc04e64a1c82,rewrite_target_new_nll,19.582721710205078
QA,QCL,8,b6341dc2ab1679ccfa48889258b90aebe367a3308228eb7a17aac0b7cffa0003,rewrite_target_new_nll,18.330665588378906
QA,QCL,8,7949c7557ca2aaea00f9bc50cc6c55fcf3cc409ac6a160599d503a1a7c21a08b,rephrase_target_new_nll_mean,20.505325317382812
QA,QCL,8,07b5e6371bba8ecd387983eca602950e60e5df29bc863762556166f2ebb9a3b6,rephrase_target_new_nll_mean,19.890837669372559
QA,QCL,10,be3bfc64ce56c0316b495bfae1dc1dab428278ae680851a76e9b8be88b10fe97,rephrase_target_new_nll_mean,18.224454164505005
QA,QCL,8,389ac99b428bc5c3622a851b6c3a613085543480db94b3a5af750f643a5d3fd4,rephrase_target_new_nll_mean,16.943140029907227
QA,QCL,8,fa7642bb91d6bb41bcabac329744c829c9bf11d7bfa1d959cc4a78d9e3ada515,rephrase_target_new_nll_mean,16.903554439544678
QA,QCL,8,19765d4e9e16f29233324fba65490a0a139b311a57735e4020449232551eabce,locality_target_true_nll_mean,19.512348365783691
QA,QCL,8,6394ac8fb8a607937b7a948cb932e8154ac185e4b1b7837b35e061b7704dfba1,locality_target_true_nll_mean,18.694808769226075
QA,QCL,8,389ac99b428bc5c3622a851b6c3a613085543480db94b3a5af750f643a5d3fd4,locality_target_true_nll_mean,17.336150550842284
QA,QCL,8,14dbbab0e85cb733c55c1f6621a15e8e6b33644b9807182539515c25d8f2233b,locality_target_true_nll_mean,16.941061496734619
QA,QCL,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,16.852787017822266
QA,NQFIX,9,aa89f08a4d36995c1a2cfef448ea5c10feca42d8678a80e0ac501e2d9f576f10,rewrite_target_new_nll,27.409389495849609
QA,NQFIX,9,afbfe5b2f15d579c6b1520c6a4a99cfde6e47988b8b800730b7f7040064cb94c,rewrite_target_new_nll,26.139045715332031
QA,NQFIX,3,48b5da04fbfa578246363d588c717751c54eee0ffaabe2f444955e4722a1e873,rewrite_target_new_nll,25.819608688354492
QA,NQFIX,9,d849c992db86e1c6d1a284896c7277751fbd6df431052afb8f1db39b4d591848,rewrite_target_new_nll,25.313449859619141
QA,NQFIX,3,9b0f43d6e6e94962d72b7b962366b98dd2435d06419721c95b26d54fe7e8a8e0,rewrite_target_new_nll,24.640357971191406
QA,NQFIX,9,0e84ddac9689065884065c6264b4a5a5ddaffc4c593aca3f9c65a6681893020b,rephrase_target_new_nll_mean,27.488888740539551
QA,NQFIX,9,aa89f08a4d36995c1a2cfef448ea5c10feca42d8678a80e0ac501e2d9f576f10,rephrase_target_new_nll_mean,26.643177032470703
QA,NQFIX,3,48b5da04fbfa578246363d588c717751c54eee0ffaabe2f444955e4722a1e873,rephrase_target_new_nll_mean,26.029114723205566
QA,NQFIX,3,c588a2e73dbe2374e7b6ee0efd6801a1e31d730f5c9bb2ed19ffc7b8acb6ae9c,rephrase_target_new_nll_mean,24.356893539428711
QA,NQFIX,3,6dc34bc689d648798f79ae5f1acb789447a3d92990fe4601504489a656162c24,rephrase_target_new_nll_mean,24.225200653076172
QA,NQFIX,9,aa89f08a4d36995c1a2cfef448ea5c10feca42d8678a80e0ac501e2d9f576f10,locality_target_true_nll_mean,24.601558876037597
QA,NQFIX,4,95dae575abb63f2c022e3628d03ff0d0e89cb34b8afc34d0a52677e5ebf76ff4,locality_target_true_nll_mean,23.468918228149413
QA,NQFIX,10,804d9edd1be6e406ae028933c083e3940bbb2d7d5ec2c1451519383174c50367,locality_target_true_nll_mean,23.102097225189208
QA,NQFIX,3,a36d61a5a04b777e6d5fdfbb0188066e3ffa8655e414f1f64906b37709b462ca,locality_target_true_nll_mean,22.891605758666991
QA,NQFIX,4,4e3206764c4a35df6da37a2b39a4927657e5148e5a056d23fbff2947f3e4127b,locality_target_true_nll_mean,22.647169494628905
QA,ORBFH,8,0610d4ebad552343a6d9f08fb22413e6410a5341b864b186b4734c0af70eb9a0,rewrite_target_new_nll,19.729635238647461
QA,ORBFH,9,d7e0587339671d611177b3856bed237592f7542a66a19ac3cb767104ea67aa0e,rewrite_target_new_nll,16.822872161865234
QA,ORBFH,8,14dbbab0e85cb733c55c1f6621a15e8e6b33644b9807182539515c25d8f2233b,rewrite_target_new_nll,15.817920684814453
QA,ORBFH,9,186e6843ed50a0ba7a23a618881bce1e0759f74d104109c139d10e20ef91295b,rewrite_target_new_nll,15.608696937561035
QA,ORBFH,8,e4ddf0377d0a890cf2c1301f57710304b55df750159b68ed5242987c42d18e4d,rewrite_target_new_nll,15.25489616394043
QA,ORBFH,8,742d084ee7990cad60d933e73f3ca7ce640ff15dfdd523a7f5e54ccd8f9fdf50,rephrase_target_new_nll_mean,18.069047451019287
QA,ORBFH,8,dc28a22beda8db80eb8d90aa670eb23997183dab2f42d0e22f250294ece53579,rephrase_target_new_nll_mean,16.749927520751953
QA,ORBFH,8,7949c7557ca2aaea00f9bc50cc6c55fcf3cc409ac6a160599d503a1a7c21a08b,rephrase_target_new_nll_mean,16.503196239471436
QA,ORBFH,8,9d5f1d28e6bde878025ec79c906621dd53cbaead9d49040cd9bb81d1a37a91ce,rephrase_target_new_nll_mean,16.100404262542725
QA,ORBFH,8,d9fe5e1ad6734ef9207636faf4b46c227d9bf7c3093a525f24650f52fd39a08a,rephrase_target_new_nll_mean,15.906027317047119
QA,ORBFH,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,17.398002481460573
QA,ORBFH,8,89afcbb354a37bc78b87dfbc59c6aada577d45418fd3d5568c236c1b6236b493,locality_target_true_nll_mean,15.912135887145997
QA,ORBFH,8,0653e6a920c1e089a373d4346ffbd762ca5ebcb913ab5b00e03db7d8d514a0e9,locality_target_true_nll_mean,15.762634658813477
QA,ORBFH,8,6394ac8fb8a607937b7a948cb932e8154ac185e4b1b7837b35e061b7704dfba1,locality_target_true_nll_mean,15.671317195892334
QA,ORBFH,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,14.965056133270263
QA,JAC,8,fa1e0b70b56befddc2bb8ea7679d2611523791d80e3ce7ec2faa7306f9829d8c,rewrite_target_new_nll,17.5068359375
QA,JAC,8,6394ac8fb8a607937b7a948cb932e8154ac185e4b1b7837b35e061b7704dfba1,rewrite_target_new_nll,17.203630447387695
QA,JAC,8,c80027fdab05b48d16f61389e757aaca1e81dc72b06d7b0e9ff4dab1d03bf743,rewrite_target_new_nll,16.610546112060547
QA,JAC,8,bb5ae5b8b3ae041c99d534937d4d040ed5f2a5596b6b3c42b3839c44adbe1513,rewrite_target_new_nll,15.59541130065918
QA,JAC,8,d1d45908d58ddfdd46437b2ae286e2d8be044ed5f879218b8b13d531136dcfd9,rewrite_target_new_nll,15.390829086303711
QA,JAC,8,31ed46e93a121341a725a1e4896dca319b1c3b3f711d2b14343e4597cb01c616,rephrase_target_new_nll_mean,15.86661434173584
QA,JAC,8,d1d45908d58ddfdd46437b2ae286e2d8be044ed5f879218b8b13d531136dcfd9,rephrase_target_new_nll_mean,15.145961284637451
QA,JAC,8,6394ac8fb8a607937b7a948cb932e8154ac185e4b1b7837b35e061b7704dfba1,rephrase_target_new_nll_mean,14.426623344421387
QA,JAC,8,94f5c92f5e21545a09350460b795d76938ecd54bf474aec123c1a32fabbb03a1,rephrase_target_new_nll_mean,13.597409248352051
QA,JAC,8,8344325fc57132eb0786d68ffb727952e3f32c6ae87f172c44916cd8113a2023,rephrase_target_new_nll_mean,13.451160907745361
QA,JAC,3,369369471c50d1993d2c0d3490f0767f3581eb43cdb65a3f86f84824f3a3ecb1,locality_target_true_nll_mean,13.703172874450683
QA,JAC,10,47d740e9a802fd5de0a1db01014109c685045bd928dcd0d67e1077f33c7a647b,locality_target_true_nll_mean,13.052402496337891
QA,JAC,8,8852ab0f68fe6e7ffa8f807635668dd430dc593ab5c5b73985eaabb88fede7a0,locality_target_true_nll_mean,12.996856307983398
QA,JAC,6,645a974b82b3193f28e9ffdeea91ff2c29a756d6f174a370316ebb4e80c82e9d,locality_target_true_nll_mean,12.882525062561035
QA,JAC,6,323012f7588f611d84150c0e9d3294b940666b7f2af01400a55ee442b626aff9,locality_target_true_nll_mean,12.619504642486572
