comparison,panel,metric,identity,case_id,prompt_index,before_success,after_success,loss,recovery,new_nll_delta,true_nll_delta,desired_margin_delta
A0_to_A-OS,Current100,NS,e7e9d9cae6ca0b216a973d32d31713659bd3f24fda58d43edbf4fea338509ecc,821,7,True,True,False,False,-0.5709810256958008,-0.07565712928771973,-0.49532389640808105
A0_to_A-OS,Current100,NS,e31e9777c6bc39f9c414bf67fafc8b85710a85f57cf32cc50d24b55e17d60428,821,8,True,True,False,False,-0.38232898712158203,-0.6263523101806641,0.24402332305908203
A0_to_A-OS,Current100,NS,549d5d3bedf81f0061c65e88372146d555dac45dc4af3d06310bfe22536bc7a0,821,9,True,True,False,False,-1.6805191040039062,0.152554452419281,-1.8330735564231873
A0_to_A-OS,Current100,NS,b9d33f143b9652c27f8d1e27b1632816291000cc999a21f44d1814018e6b7472,13931,0,True,True,False,False,0.06117534637451172,-0.3830718994140625,0.4442472457885742
A0_to_A-OS,Current100,NS,7c5e674f9fc02fbf51714039b5dd5b518e0994345401f3f5506a7fd6b43d0d15,13931,1,True,True,False,False,0.03893089294433594,-0.09779644012451172,0.13672733306884766
A0_to_A-OS,Current100,NS,1707fe0d6b162d0723f3349729a785497e39bf63c0256effbdda470d919b7274,13931,2,True,True,False,False,0.18209552764892578,0.09561538696289062,0.08648014068603516
A0_to_A-OS,Current100,NS,1baacaea87349f305650793eef81bffab843f6919395aac0eee6058be769c4ee,13931,3,True,True,False,False,0.4079456329345703,0.07440567016601562,0.3335399627685547
A0_to_A-OS,Current100,NS,5121c2b321294a1bcefe5ccfa715210f51b96b4e00f43b073a9e5e3a23e18fdc,13931,4,True,True,False,False,0.2630805969238281,0.15556120872497559,0.10751938819885254
A0_to_A-OS,Current100,NS,5a8b179cbdf09bf42158a298cf6f5be71142173c65583a4b17d96f008e65626b,13931,5,True,True,False,False,0.2653493881225586,0.09826278686523438,0.16708660125732422
A0_to_A-OS,Current100,NS,fbc942096876e9700595adde7a498d412b8028c0795e1e78ae4e412cac85755d,13931,6,False,True,False,True,0.07402658462524414,-0.2957606315612793,0.36978721618652344
A0_to_A-OS,Current100,NS,e1b62c190f15db84cb5abf142830437fdeb65fbce06011d3ddccce9bbf7a351a,13931,7,True,True,False,False,0.18209552764892578,0.09561538696289062,0.08648014068603516
A0_to_A-OS,Current100,NS,53a806bd4cb2e2c225c631b6caa82f9ad6e05f4cc25ac1d289d2ccdd2c8d0a76,13931,8,True,True,False,False,0.2630805969238281,0.15556120872497559,0.10751938819885254
A0_to_A-OS,Current100,NS,59ca6387fe2467c6efc778770e82cf0df912095afdf7f4114dbfb2a35b95f5f4,13931,9,True,True,False,False,0.21681594848632812,-0.05457115173339844,0.27138710021972656
A0_to_A-OS,Current100,NS,fe2472388b60ab8cd9385ba9b9e8a0af3f59c52ea0dd47c943594e99376674bf,11695,0,True,True,False,False,-0.2986907958984375,0.3620076924562454,-0.6606984883546829
A0_to_A-OS,Current100,NS,3fc8136c3a1743d099281ce750fdac95875cdfd5efe002e1212f987ae072b17f,11695,1,True,True,False,False,-0.2827787399291992,-0.05408978462219238,-0.22868895530700684
A0_to_A-OS,Current100,NS,abf3a6e4d57030c8e8e5e013608f8b9ac4a8515b8d6efa5024176fffe27c8f96,11695,2,True,True,False,False,0.1625661849975586,0.06253767013549805,0.10002851486206055
A0_to_A-OS,Current100,NS,dbd6bfa8ef2c0d20f90006427efde2c6d5c4b6b1a631519a58d0d74755e2f4a6,11695,3,True,True,False,False,-0.18224143981933594,0.2592029571533203,-0.44144439697265625
A0_to_A-OS,Current100,NS,83643a0bb8ab49a210482c6669b9082817974cfcd6398ed6747059677386b51b,11695,4,True,True,False,False,-0.009705543518066406,0.11974024772644043,-0.12944579124450684
A0_to_A-OS,Current100,NS,7202a247ee71dcaf2db74ae3d9adbb1630853a5626189260836a418e63e40eb6,11695,5,True,True,False,False,0.18010616302490234,0.32491254806518555,-0.1448063850402832
A0_to_A-OS,Current100,NS,b160133cb2897bb7fcec450ae4f1bdc571c3e43b9b17dcb3ec0d79f342f9470d,11695,6,True,True,False,False,-1.8150177001953125,-0.05296671390533447,-1.762050986289978
A0_to_A-OS,Current100,NS,2181bad8f0c291b469e505063fb7de9661201855c2346ed0f45da040506357cb,11695,7,True,True,False,False,0.18693923950195312,-0.021301746368408203,0.20824098587036133
A0_to_A-OS,Current100,NS,53b1391bac23e0ad60ab7da1853234df86740a10c806d3625216de242aeebe86,11695,8,True,True,False,False,-0.13809490203857422,-0.14685773849487305,0.008762836456298828
A0_to_A-OS,Current100,NS,4557d9b51635c8e357781c5d47d658ce96f376f96a2c563635c5922ed58fa4ef,11695,9,True,True,False,False,-1.8024482727050781,0.6711053848266602,-2.4735536575317383
A0_to_A-OS,Current100,NS,e778fe3eff77dbaf61568a116fe0fc618019c9dcb794b1f0dcbce53b5018a64c,9277,0,True,True,False,False,-0.22434520721435547,-0.03247135877609253,-0.19187384843826294
A0_to_A-OS,Current100,NS,33f3973651f2be3c642c16efcfa3f5dbbe4108c98978df14b177dec4449b729c,9277,1,True,True,False,False,-0.5608634948730469,-0.029022276401519775,-0.5318412184715271
A0_to_A-OS,Current100,NS,8a94613bb557686f46e101b62a78a8c96c6640d4999cdf287dc34281ae922ef7,9277,2,True,True,False,False,-1.518366813659668,-1.9892396926879883,0.4708728790283203
A0_to_A-OS,Current100,NS,c605c7c55103081a86df6363c3023882a6968824ad8140ccd16fbc7c23fff5f8,9277,3,True,True,False,False,-0.8663158416748047,-0.13032174110412598,-0.7359941005706787
A0_to_A-OS,Current100,NS,b452404ed19143b7b95eae8c8fdec034fa584dbd711fece2287571444b73597b,9277,4,True,True,False,False,-0.6225128173828125,-0.11265796422958374,-0.5098548531532288
A0_to_A-OS,Current100,NS,641efc962df79aad0c15a68e23651587bf7ed4681485208821788b64c9ef5669,9277,5,True,True,False,False,-1.2128658294677734,-0.8846879005432129,-0.32817792892456055
A0_to_A-OS,Current100,NS,c55eda466d48e9d68293dca0b5f482669a662bc9deec0833b4fe67582b85bcfb,9277,6,True,True,False,False,-2.1555328369140625,-1.872171401977539,-0.28336143493652344
A0_to_A-OS,Current100,NS,7b822ee3a078724f6ab569b01385068a765294b74db73c65d5c3a34032f3666d,9277,7,True,True,False,False,-1.415623664855957,-0.6902341842651367,-0.7253894805908203
A0_to_A-OS,Current100,NS,199edab6cd1317c33028689fd7b75bf0490c5d47d8f4c983b6eebfe3b32d4227,9277,8,True,True,False,False,-1.3861455917358398,-0.8438611030578613,-0.5422844886779785
A0_to_A-OS,Current100,NS,1a967462e62b274ed20002121f2f1b42d3af5dd00bbe645e63179e9fba0dd3f6,9277,9,True,True,False,False,-1.0364761352539062,0.062114834785461426,-1.0985909700393677
A0_to_A-OS,Current100,NS,c43f2689dc9dfa4a9c299fefb3297181132298f0daae134ddee1e7cd0bac9566,19560,0,True,True,False,False,0.16833972930908203,0.23975467681884766,-0.07141494750976562
A0_to_A-OS,Current100,NS,6fe069ea6146fd0dd2b3509f3fe3266c68b15996a7ebfde0b7bab0e87424e5ed,19560,1,False,True,False,True,-0.6679439544677734,-0.8469152450561523,0.1789712905883789
A0_to_A-OS,Current100,NS,d889163768e82462ec0edf184b86dd8883a24646348b0138dec02b83b696ab8a,19560,2,True,True,False,False,0.3413867950439453,-0.3363780975341797,0.677764892578125
A0_to_A-OS,Current100,NS,96a8c1d9e88c4b59f87e4d52688d5f5f6e9cb15e422e8ec9b0a6be2dfb0570d3,19560,3,False,False,False,False,0.055301666259765625,-0.1729869842529297,0.2282886505126953
A0_to_A-OS,Current100,NS,6250b2fea321033a6710c8ef4da1d0dd0e12bf8a092006c7a5a87478a682b594,19560,4,True,True,False,False,0.016259193420410156,0.10057109594345093,-0.08431190252304077
A0_to_A-OS,Current100,NS,eb788dc3c79d2eaf51bd36b3b68823cde596edaa1a74a976535a3b5533b7aa4f,19560,5,False,False,False,False,0.01578521728515625,-0.13073348999023438,0.14651870727539062
A0_to_A-OS,Current100,NS,e98a6a8347bf691df5735241d439b0c975e177416281b79d1b62419c575db3d7,19560,6,False,False,False,False,0.8008003234863281,-0.21651554107666016,1.0173158645629883
A0_to_A-OS,Current100,NS,ff2244b8bbe596efc4471e443b5d25e501d2dfd32956379738e6794899aefcf4,19560,7,True,True,False,False,-1.5664920806884766,-0.03748035430908203,-1.5290117263793945
A0_to_A-OS,Current100,NS,852cab49f0d87ab410a05131517f2179ef45a7b3aba07e2351c9755151b49549,19560,8,True,True,False,False,-0.05904674530029297,0.7810275554656982,-0.8400743007659912
A0_to_A-OS,Current100,NS,c55bcf20f691e9c619e0aaec94dd8ac55ecf26cb1ef9c92aa5a36c237046403f,19560,9,True,True,False,False,0.1553936004638672,-0.10703182220458984,0.26242542266845703
A0_to_A-OS,Current100,NS,6a3e3c238a341a383136351e0cae5acef33b9d55b8ca84e335c9e707a0d110b8,3,0,True,True,False,False,0.14950799942016602,0.22280454635620117,-0.07329654693603516
A0_to_A-OS,Current100,NS,a9cf42ece6774fc14ea40d0c9fcebca2e2c16d6fbeb6b6eafbdc3d77acc8e7ab,3,1,False,False,False,False,-0.07420492172241211,0.2026205062866211,-0.2768254280090332
A0_to_A-OS,Current100,NS,82320a739e27450829cf5b5f540fa61388e67c0369ff6e934da855b7d07cf6cd,3,2,False,False,False,False,-0.2693815231323242,-0.0654916763305664,-0.2038898468017578
A0_to_A-OS,Current100,NS,22cf15688fdf02be00b69cb4eb28375305e9bd503f2ca9649bb0b17c79636be3,3,3,False,False,False,False,0.16518926620483398,0.051334381103515625,0.11385488510131836
A0_to_A-OS,Current100,NS,254f1d2e5b9d3cd1265890f98bc862b1cfb12c2de039a954688bb88e8d1cf7a9,3,4,True,True,False,False,-0.3759737014770508,-0.1551051139831543,-0.22086858749389648
A0_to_A-OS,Current100,NS,0ecbf6980bfbb666849cad98d1f005149ae3eebdb148152a687f7e515bb06e01,3,5,True,True,False,False,-0.19995689392089844,0.01073455810546875,-0.2106914520263672
A0_to_A-OS,Current100,NS,fbe0edcbe6ae29a874f21039522cf00582900209fa3bc1faa6092cb5e035c96d,3,6,True,True,False,False,-0.4102516174316406,0.011392831802368164,-0.4216444492340088
A0_to_A-OS,Current100,NS,e75f0f037437ced54edcb88ab616ad530fec383ec7d8c1c7457558ac1126583b,3,7,False,False,False,False,0.21776771545410156,0.29671573638916016,-0.0789480209350586
A0_to_A-OS,Current100,NS,46e4236d296c5521f5bbc7072daf367352b3f5a54f1dce464b8c73d74423e5d2,3,8,True,True,False,False,0.19111251831054688,0.0010738372802734375,0.19003868103027344
A0_to_A-OS,Current100,NS,d4cd1113b9dfed904885c5b5abbf11c595c563b7a4e134e843cd640483fb4505,3,9,False,False,False,False,-0.2463064193725586,-0.09325981140136719,-0.1530466079711914
A0_to_A-OS,Current100,NS,12221b46f8d50495587fdf88a6a737a4c98b4b38d593e8d974d69e1fc6a7b8e0,18963,0,True,True,False,False,-1.508681297302246,-1.287184715270996,-0.22149658203125
A0_to_A-OS,Current100,NS,24d433920bd965cbd67429224a5e6ae9c0c97d51474383e466cd057483819005,18963,1,True,True,False,False,-2.7116880416870117,-2.3367300033569336,-0.3749580383300781
A0_to_A-OS,Current100,NS,01b8843602e7e19f011f809f28e18eb766a0eccb6376edb634b92f60a1ea5715,18963,2,False,False,False,False,-0.17024898529052734,-0.10469341278076172,-0.06555557250976562
A0_to_A-OS,Current100,NS,6429ff411fcd2e2992e1e013d8415b246aee1cf8f73ddc6f3d2393e0bd5adc38,18963,3,False,False,False,False,-0.1537799835205078,-0.1370067596435547,-0.016773223876953125
A0_to_A-OS,Current100,NS,8a2519e525485980537e7cc0e45ac6bd5222583ebefb428736bf538a9e3909fe,18963,4,False,False,False,False,-0.011874198913574219,-0.12216567993164062,0.1102914810180664
A0_to_A-OS,Current100,NS,4f9aa13fb3978f3fd8cfd0619c5d9f622a51f32e1d3e4ac84ab582da9685314f,18963,5,False,False,False,False,-0.5600318908691406,-0.5408802032470703,-0.019151687622070312
A0_to_A-OS,Current100,NS,6784834923207df95029f831135fd71a02cd36c81d8b42f87951887be3dd5799,18963,6,True,True,False,False,-0.30553627014160156,-0.3172473907470703,0.01171112060546875
A0_to_A-OS,Current100,NS,7da4b884eea108dfd038632a34101642b9cec630e09676eb8954369d27e386fa,18963,7,False,False,False,False,-0.8606166839599609,-0.5759000778198242,-0.2847166061401367
A0_to_A-OS,Current100,NS,d264a1128d2f07ddd7ef2a87dbd5318e8ee4dbeae07512794511f03316ccc4ad,18963,8,False,False,False,False,-0.5492115020751953,-0.8646793365478516,0.31546783447265625
A0_to_A-OS,Current100,NS,d08ec73f3404ea04e2012e823aa378951421fa58e1a4f754a7b868b86bd982fd,18963,9,True,True,False,False,-0.5272455215454102,-0.534665584564209,0.007420063018798828
A0_to_A-OS,Current100,NS,b21db887ff2488973ee83a8e1e8f8473dc1240e6f393f678bb661aaf559c43f7,17689,0,False,False,False,False,0.3000168800354004,0.8000173568725586,-0.5000004768371582
A0_to_A-OS,Current100,NS,3a4eedd305335f3de24229e62f7cdb31781e92ffdae61af0ffcaf3ba0af59e4a,17689,1,False,False,False,False,0.7501869201660156,0.08237934112548828,0.6678075790405273
A0_to_A-OS,Current100,NS,6844b92b6e1c284aa0ea8fc223c1e2102f2b1ab2d1409ced000c3f58824f58e0,17689,2,False,False,False,False,0.07359611988067627,0.029745101928710938,0.04385101795196533
A0_to_A-OS,Current100,NS,0ad5c19268f3aa3741767b5cffa7e873144959073a1353d0c20b250ff2511ce1,17689,3,False,False,False,False,0.33575284481048584,-0.1416492462158203,0.47740209102630615
A0_to_A-OS,Current100,NS,bb8b5a61d10cfda0df432a8550576cdbcb6387de432cfeb683272f6cf5b0f1be,17689,4,False,False,False,False,0.2668476104736328,-0.06977272033691406,0.3366203308105469
A0_to_A-OS,Current100,NS,34bad2538ef2f247a71b3c36fe056c209567d8d4b2aec7fcecef83f013740e30,17689,5,False,False,False,False,1.0827512741088867,-1.0696964263916016,2.1524477005004883
A0_to_A-OS,Current100,NS,d44499867a9de3d6a2d0ac3d83b6fb86210d1e865ca92688beca724875e28ddb,17689,6,False,False,False,False,0.13527131080627441,0.3350410461425781,-0.1997697353363037
A0_to_A-OS,Current100,NS,f5fdbf315f21a23cc76fb882e05f74116dd253f4cd86e3ed36242dd5c9c8f0db,17689,7,False,False,False,False,-0.10820353031158447,0.22451400756835938,-0.33271753787994385
A0_to_A-OS,Current100,NS,d7ac5ebebee9186b159520a266b05dce46e622f59aaaf1e33d845885e097a9ea,17689,8,False,False,False,False,0.04247140884399414,0.09618949890136719,-0.05371809005737305
A0_to_A-OS,Current100,NS,8b8e2935da3756d5dfe7b4a1a0150b545daca66b56f6324ae48204034cfaa357,17689,9,False,False,False,False,0.5663126707077026,-0.05880928039550781,0.6251219511032104
A0_to_A-OS,Current100,NS,893192dc3933a0e9c73fc21ac09538f298da2241f66262ab06ac8bd2ae5930e3,7702,0,True,True,False,False,0.004996061325073242,0.0936332643032074,-0.08863720297813416
A0_to_A-OS,Current100,NS,a66252d7409385ca9902123e95dc834ce6e732fb9f24ab749c6d0b669ca8767e,7702,1,True,True,False,False,0.10823678970336914,0.1171727180480957,-0.008935928344726562
A0_to_A-OS,Current100,NS,86ebbbb9df9c9a39794d42f487b543cf5eca1fea6d591a09f16749dc4634eff5,7702,2,False,False,False,False,0.43044185638427734,0.2310028076171875,0.19943904876708984
A0_to_A-OS,Current100,NS,c9610ecda854bbafc4ce659c14542ec313a8ba1ba9115e56c79f8c12de131e96,7702,3,False,False,False,False,-0.011852502822875977,-0.09367513656616211,0.08182263374328613
A0_to_A-OS,Current100,NS,783b017779738f9499f263617acc47b35149a8254627aa7bbd4e3de8ea80459a,7702,4,False,False,False,False,-0.5413260459899902,-0.0379948616027832,-0.503331184387207
A0_to_A-OS,Current100,NS,2fe8b05c544abbcd3a36f802d909d3f575b3be469483858e633e5b6d7927e4bd,7702,5,False,False,False,False,0.11934041976928711,-0.1239619255065918,0.2433023452758789
A0_to_A-OS,Current100,NS,d66f738719425755f31f6e3715a880d9887017c833019669b33c421bd1c36ff7,7702,6,False,False,False,False,0.1687178611755371,0.30969905853271484,-0.14098119735717773
A0_to_A-OS,Current100,NS,d44e0d2a40ac2c26f7ffff6727f71706c1fa6581b44db06fe661311cd50f3824,7702,7,False,False,False,False,0.03254813328385353,-0.8708620071411133,0.9034101404249668
A0_to_A-OS,Current100,NS,a3cb213347dbc7908879c63f6e4f2a4cf4292e0cd2fa4edc845dfcbece2a31d6,7702,8,False,False,False,False,0.15090882778167725,-0.9223442077636719,1.0732530355453491
A0_to_A-OS,Current100,NS,757cff6be7a46f4f57864a331479b546ba0ca8c75210abd4fb25567f96561521,7702,9,False,False,False,False,0.15844783186912537,-0.6482973098754883,0.8067451417446136
A0_to_A-OS,Current100,NS,3c624da22ad7fc8aa8b3a24c7635179b6ccce969ae6ca3be8eeb36567655fd8d,18857,0,False,False,False,False,-0.19050836563110352,-0.5179858207702637,0.32747745513916016
A0_to_A-OS,Current100,NS,1ebe034148641495e23a7e6dcaa6350b5f4c0a32d5149285143d6c34a25fa123,18857,1,False,False,False,False,-0.21991610527038574,0.2107844352722168,-0.43070054054260254
A0_to_A-OS,Current100,NS,43bdada306e4f41937d0d9f7fb5fc00efbd3aa1457e325a3e0de601d1ee57b81,18857,2,True,True,False,False,-0.297574520111084,-0.2304368019104004,-0.0671377182006836
A0_to_A-OS,Current100,NS,98b82ae25752f7c486db4598c973b22bd6fa546a5f87551c46aee7ca207eb2f2,18857,3,True,True,False,False,0.009827136993408203,0.4030052423477173,-0.3931781053543091
A0_to_A-OS,Current100,NS,0f3d5da3ee01a01bf090db75d4921803ac1c2425709355daea768c91359c361b,18857,4,True,True,False,False,0.12611055374145508,-0.00587773323059082,0.1319882869720459
A0_to_A-OS,Current100,NS,8d93700a5003d42cb5f59556baf412f59150284807b271ad9c5f40d1478c7f53,18857,5,False,False,False,False,-0.15793442726135254,-0.5389747619628906,0.3810403347015381
A0_to_A-OS,Current100,NS,2433af0677dd8eff9f8156a8785f61a44e561495ee34949e4228196874cc3331,18857,6,True,True,False,False,-0.19037628173828125,0.2479238510131836,-0.43830013275146484
A0_to_A-OS,Current100,NS,6caf1ab18b2bc2a3443159d9cfbf855521d0866fd9389a4b62cf48ac2fbe38fd,18857,7,True,True,False,False,0.020102500915527344,0.032149314880371094,-0.01204681396484375
A0_to_A-OS,Current100,NS,f458e1f2a5a6d1efedaa394fc8dcc7cb4f30ed6c2c5f7240abb85f66f2d23b5d,18857,8,False,False,False,False,-0.18205785751342773,-0.48511600494384766,0.3030581474304199
A0_to_A-OS,Current100,NS,45af1b5bd5c9fd81e8d9fa9d0ab412ae13e5de04ca9281f0e5056399593b4a63,18857,9,True,True,False,False,0.16396427154541016,0.41702747344970703,-0.2530632019042969
A0_to_A-OS,Current100,NS,5951a054df68967434a11dd54c4f7d642dc9e8c85c483baf66af6c50164c0653,3236,0,False,False,False,False,0.04955101013183594,-0.1921234130859375,0.24167442321777344
A0_to_A-OS,Current100,NS,de02d72b38c2ead48618fd0e327c14d0e45707315a97592d1e0982b55a9bc7d2,3236,1,True,True,False,False,-0.2331075668334961,-0.5295805931091309,0.29647302627563477
A0_to_A-OS,Current100,NS,eda6731cb8e7527e6169e2c5e4dcc18f7fc0541315f474e01697a29ad874a232,3236,2,False,False,False,False,0.037243008613586426,-0.08722877502441406,0.12447178363800049
A0_to_A-OS,Current100,NS,83b59bc0e4307026df412b80852e770336f254bc05db78393d49f7844da10229,3236,3,False,False,False,False,0.028659582138061523,0.14099597930908203,-0.11233639717102051
A0_to_A-OS,Current100,NS,c3e4381b0323a38ef198b9a2a0f11dcff1920a557488d6d1c5f4e2820eab8547,3236,4,False,False,False,False,0.142258882522583,0.05130290985107422,0.09095597267150879
A0_to_A-OS,Current100,NS,54aba1d20df3d7d29bce74d787fd5c042087ef26eb394bafda36b85bd8f28f4c,3236,5,True,True,False,False,-0.29957103729248047,-0.6589889526367188,0.3594179153442383
A0_to_A-OS,Current100,NS,2b4a8d50147dec5eb2a0d9b1d87777c0fc80c2a0241852f641cb4695c3e103e5,3236,6,False,False,False,False,0.08370041847229004,-0.00028324127197265625,0.0839836597442627
A0_to_A-OS,Current100,NS,7d3acdd36440bf9819dbef99b404832c3b9e00f6c7f6da7a02a3c09f31a4b45a,3236,7,True,True,False,False,-0.22235774993896484,-0.31210947036743164,0.0897517204284668
A0_to_A-OS,Current100,NS,d2446931fdfbbf096e114b540f9983de03655476caf0a7009422b50053fb211f,3236,8,False,False,False,False,0.2843470573425293,-0.3049049377441406,0.5892519950866699
A0_to_A-OS,Current100,NS,966b61221a0480f63fb1320a1e587e6cb39d4266f72568a3e25837349c77a923,3236,9,False,False,False,False,0.2923095226287842,-0.22954559326171875,0.5218551158905029
A0_to_A-OS,Current100,NS,7dee170bd53177fa9729733bedbf93bb270823b4491696483023c76c336e83f2,5099,0,False,False,False,False,-0.09349727630615234,-0.44528770446777344,0.3517904281616211
A0_to_A-OS,Current100,NS,0d58c451f40bab228dbb04042cfb11b359d139589b9cb24a3d8154afb4c9b5ba,5099,1,False,False,False,False,0.14681386947631836,-0.5938825607299805,0.7406964302062988
A0_to_A-OS,Current100,NS,6fccde46e52813c8670a06748e75456295fed638796f954c978fda5f7a725c82,5099,2,False,False,False,False,0.24569225311279297,0.16039276123046875,0.08529949188232422
A0_to_A-OS,Current100,NS,468cebbf68ec50a8cbf61e83fef3990fd784e8f8e2026c3964c3a503afb810bf,5099,3,False,False,False,False,-0.1437993049621582,-0.21324825286865234,0.06944894790649414
A0_to_A-OS,Current100,NS,263918c51aa2ff8705414308891d04efda65fea96dd03534e4247913990aaf6f,5099,4,False,False,False,False,-0.15550994873046875,-0.06583595275878906,-0.08967399597167969
A0_to_A-OS,Current100,NS,88dc229e50e492ddb3e409ab0b466ce768c1cb1315ef308cec23614f9b2962f7,5099,5,True,True,False,False,-0.12784957885742188,-0.1912703514099121,0.06342077255249023
A0_to_A-OS,Current100,NS,3793c976381b2efbf197dcdb0a0f7b5aed5d9e1608dc60cde24a09f1f85ad50b,5099,6,True,True,False,False,-0.5302791595458984,0.41845130920410156,-0.94873046875
A0_to_A-OS,Current100,NS,77f015f0c4ef4dee94d24fd80cde4c3df9ab719971f97f27a2db356b2583500f,5099,7,True,True,False,False,0.19643783569335938,-0.1781749725341797,0.37461280822753906
A0_to_A-OS,Current100,NS,a104c360572385bdee53d4797e7bc9f99bc85ab21628508f05a905dbbb909cf3,5099,8,True,True,False,False,-0.4548654556274414,-0.2836933135986328,-0.1711721420288086
A0_to_A-OS,Current100,NS,8d03b48306c2a5931a94d55b17cc7acfcc69f7d0cf4033f5669af2d798dca188,5099,9,False,False,False,False,-0.16957759857177734,-0.444732666015625,0.27515506744384766
A0_to_A-OS,Current100,NS,f01362f804d122bfb33a82160d7ec373a47e6a47ef703c4e6f6728a5f330d562,10315,0,True,True,False,False,-0.6236896514892578,0.00021839141845703125,-0.6239080429077148
A0_to_A-OS,Current100,NS,4ba5c32f519252bc758e8b225929cbf902aeb5889c3c91060d5c4d69fd971e89,10315,1,True,True,False,False,1.7629776000976562,0.22055530548095703,1.5424222946166992
A0_to_A-OS,Current100,NS,722a712180bbaee8cfe99eb424986ad9fc17c1b33cd5892321538a75f861db3f,10315,2,False,False,False,False,0.1828479766845703,0.4962940216064453,-0.313446044921875
A0_to_A-OS,Current100,NS,008b83ffc357123ce37a5a5ca5e04b65f43633a167ce850f7592a94087bc4d9d,10315,3,True,True,False,False,0.44623279571533203,1.953913688659668,-1.507680892944336
A0_to_A-OS,Current100,NS,ba94215c3e91a0838e24ce6876e160a3e0cb93e3f7e37fc1995e6b511efc38a5,10315,4,True,True,False,False,-1.6412115097045898,-0.8779020309448242,-0.7633094787597656
A0_to_A-OS,Current100,NS,70b09e41f234ed9bd8e36646031c38429ae7b4a2173ea34c3758e064a232419d,10315,5,True,True,False,False,-0.844573974609375,-0.1530895233154297,-0.6914844512939453
A0_to_A-OS,Current100,NS,9287bef49c071b847061d4732971943a7dad889daf43cd1921e65ae5087a6af1,10315,6,True,True,False,False,0.9562950134277344,0.6533079147338867,0.30298709869384766
A0_to_A-OS,Current100,NS,64a39a31c185d53f34b11e960b97564ea5346ffbd123a7e3dc4f1c93e050b458,10315,7,True,True,False,False,-0.7798128128051758,0.2990093231201172,-1.078822135925293
A0_to_A-OS,Current100,NS,38dc22ff3d45f50e182d447fa6854b7816da83f531d3e8f19a2499a6809f2320,10315,8,True,True,False,False,-1.279806137084961,0.20449233055114746,-1.4842984676361084
A0_to_A-OS,Current100,NS,f5422e849f33806ace7f3e8dd469037dbad2ce18fc1864a1a2fa85372d79bc9c,10315,9,True,True,False,False,0.9896392822265625,0.3845944404602051,0.6050448417663574
A0_to_A-OS,Current100,NS,ad207e328d990d6e5b88262a7840f49f8652900fb7778aa48e56eb0bce7c7900,10098,0,True,True,False,False,-0.36956787109375,-0.31572580337524414,-0.05384206771850586
A0_to_A-OS,Current100,NS,59ba67d3a5ac84f910f7bfd1f30d3f622a5797bc1a7ec881e9833567bbd5dbc4,10098,1,True,True,False,False,0.14282989501953125,0.3494858741760254,-0.20665597915649414
A0_to_A-OS,Current100,NS,e1d919cbff6361d853ac34084b0f06208a0380fe99dc0e361ff129c7373cf2b9,10098,2,True,True,False,False,-0.7457551956176758,-0.6435836553573608,-0.10217154026031494
A0_to_A-OS,Current100,NS,e253f95be05ec50635092291235a462d1703c99d3476ac930039bd15051177a9,10098,3,True,True,False,False,-1.8311958312988281,-1.0289440155029297,-0.8022518157958984
A0_to_A-OS,Current100,NS,2a687678bb0bd3443b7bdce2f2de7273ad2c6a2e372998dede026bd1cdbfc635,10098,4,True,True,False,False,-2.697305679321289,-2.11435604095459,-0.5829496383666992
A0_to_A-OS,Current100,NS,18a64e1ee99fd1f818da69f15ccacc1dae4e7af4c9ea7eec482ad8e2e8102c21,10098,5,True,True,False,False,-0.5917682647705078,-0.49219465255737305,-0.09957361221313477
A0_to_A-OS,Current100,NS,f4544f4b2b9736d65d347cb045fa6e300145765853bed91f084648e5d783c616,10098,6,True,True,False,False,0.3566293716430664,0.2975010871887207,0.0591282844543457
A0_to_A-OS,Current100,NS,ea5d65a0454fbb43e570b6390100765fc834775de6069d52b2743688c2b4a9c6,10098,7,True,True,False,False,-0.19020843505859375,0.6072497367858887,-0.7974581718444824
A0_to_A-OS,Current100,NS,ecddfd42b00c881d59c63fab5b2d538b459fa106acbe95ab27249ab044088fbf,10098,8,True,True,False,False,0.06252670288085938,0.11625528335571289,-0.053728580474853516
A0_to_A-OS,Current100,NS,57fb88d234af38a5cc96fa8013b6823588450a2e0985c9ca946331d3e94b29cf,10098,9,True,True,False,False,-0.872593879699707,0.08298742771148682,-0.9555813074111938
A0_to_A-OS,Current100,NS,5cfe475abf84fd46a7404034cb47369cf6731576fc840ea43ddc0311d8e7872b,5617,0,False,False,False,False,-0.008899331092834473,-0.06770038604736328,0.05880105495452881
A0_to_A-OS,Current100,NS,a52c5abfd95a3d669a0ec6ae9cebfc816ed8caee7ff46cc24c85eff1769a104f,5617,1,False,False,False,False,-0.6745367050170898,0.8404855728149414,-1.5150222778320312
A0_to_A-OS,Current100,NS,aa9c8cda24b83f8aea6e9e13ef5369521dc1cbc018556940a2d996184042556d,5617,2,True,True,False,False,-0.01243448257446289,-0.2692735195159912,0.2568390369415283
A0_to_A-OS,Current100,NS,a45d4c74985c749a72ad687f9131c9060548fc8115240fc841dcd55cf4ceb709,5617,3,False,False,False,False,-0.1986682415008545,-0.23020243644714355,0.03153419494628906
