endpoint,panel,metric,atwrite_reference,final_endpoint,comparison,planned_requests,observed_requests,missing_atwrite_requests,planned_prompt_denominator,denominator,atwrite_numerator,final_numerator,atwrite_rate,final_rate,delta_pp,lost,gained,unchanged_success,unchanged_failure,atwrite_success_denominator,loss_rate_among_atwrite_success,status,paired_identity_root
Late-B100,entry_old,RS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,9000,9000,0,9000,9000,8995,8943,0.9994444444444445,0.9936666666666667,-0.5777777777777777,53,1,8942,4,8995,0.005892162312395775,OBSERVED_COMPLETE,e68328749b9e63ed5e99c4aed44823d94ae27b80159cea230f2da8db7655f7c3
Late-B100,entry_old,PS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,9000,9000,0,18000,18000,17478,17214,0.971,0.9563333333333334,-1.4666666666666666,413,149,17065,373,17478,0.023629705916008697,OBSERVED_COMPLETE,978394eb6857c265facaa9215acc53490e4219b5ec8fb2b48ac50c7e6eca5971
Late-B100,entry_old,NS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,9000,9000,0,90000,90000,65969,58808,0.7329888888888889,0.6534222222222222,-7.956666666666667,11325,4164,54644,19867,65969,0.1716715426942958,OBSERVED_COMPLETE,d6263422b30c125a2bcd33f573641ea17dd537a941b4059f208f7e93f9d43f9e
Late-B100,entry_old,RS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,9000,9000,0,9000,9000,8995,8943,0.9994444444444445,0.9936666666666667,-0.5777777777777777,53,1,8942,4,8995,0.005892162312395775,OBSERVED_COMPLETE,e68328749b9e63ed5e99c4aed44823d94ae27b80159cea230f2da8db7655f7c3
Late-B100,entry_old,PS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,9000,9000,0,18000,18000,17478,17220,0.971,0.9566666666666667,-1.4333333333333333,408,150,17070,372,17478,0.02334363199450738,OBSERVED_COMPLETE,978394eb6857c265facaa9215acc53490e4219b5ec8fb2b48ac50c7e6eca5971
Late-B100,entry_old,NS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,9000,9000,0,90000,90000,65969,58780,0.7329888888888889,0.6531111111111111,-7.987777777777778,11370,4181,54599,19850,65969,0.17235368127453804,OBSERVED_COMPLETE,d6263422b30c125a2bcd33f573641ea17dd537a941b4059f208f7e93f9d43f9e
Late-B100,new_window1000,RS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,1000,1000,0,1000,1000,998,996,0.998,0.996,-0.2,2,0,996,2,998,0.002004008016032064,OBSERVED_COMPLETE,6eaa663b980c1991c7ed6342a2e4a2f1e029f116bcf2ba4af427b4d5bce83e59
Late-B100,new_window1000,PS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,1000,1000,0,2000,2000,1925,1922,0.9625,0.961,-0.15,10,7,1915,68,1925,0.005194805194805195,OBSERVED_COMPLETE,2d9c79f57751d104f14ed5b3f2f41519e52279ecb40aa9680bd82cf6ea4d477b
Late-B100,new_window1000,NS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,1000,1000,0,10000,10000,6536,6540,0.6536,0.654,0.04,222,226,6314,3238,6536,0.03396572827417381,OBSERVED_COMPLETE,bd1844f652c1da21421fb0d0f918def886ecadfe4e353a7143f540ad4762b871
Late-B100,new_window1000,RS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,1000,1000,0,1000,1000,998,996,0.998,0.996,-0.2,2,0,996,2,998,0.002004008016032064,OBSERVED_COMPLETE,6eaa663b980c1991c7ed6342a2e4a2f1e029f116bcf2ba4af427b4d5bce83e59
Late-B100,new_window1000,PS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,1000,1000,0,2000,2000,1925,1926,0.9625,0.963,0.05,12,13,1913,62,1925,0.006233766233766234,OBSERVED_COMPLETE,2d9c79f57751d104f14ed5b3f2f41519e52279ecb40aa9680bd82cf6ea4d477b
Late-B100,new_window1000,NS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,1000,1000,0,10000,10000,6536,6535,0.6536,0.6535,-0.01,233,232,6303,3232,6536,0.03564871481028152,OBSERVED_COMPLETE,bd1844f652c1da21421fb0d0f918def886ecadfe4e353a7143f540ad4762b871
Late-B100,Current100,RS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,100,100,0,100,100,100,100,1.0,1.0,0.0,0,0,100,0,100,0.0,OBSERVED_COMPLETE,e1c52ba094bd3babebdc49d69338342f80d11a6933c3f19fe86901ce35e233d7
Late-B100,Current100,PS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,100,100,0,200,200,194,194,0.97,0.97,0.0,0,0,194,6,194,0.0,OBSERVED_COMPLETE,288f103f719a4a75bd24cdd2948d9f3c41ff03cd458daded0180901eaeaecaf7
Late-B100,Current100,NS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,100,100,0,1000,1000,655,655,0.655,0.655,0.0,0,0,655,345,655,0.0,OBSERVED_COMPLETE,e5fdaf3995c4d3f0fbbd45b96da211e58accae7f87b6d0fc216c9eb262ba6cd1
Late-B100,Current100,RS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,100,100,0,100,100,100,100,1.0,1.0,0.0,0,0,100,0,100,0.0,OBSERVED_COMPLETE,e1c52ba094bd3babebdc49d69338342f80d11a6933c3f19fe86901ce35e233d7
Late-B100,Current100,PS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,100,100,0,200,200,194,193,0.97,0.965,-0.5,2,1,192,5,194,0.010309278350515464,OBSERVED_COMPLETE,288f103f719a4a75bd24cdd2948d9f3c41ff03cd458daded0180901eaeaecaf7
Late-B100,Current100,NS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,100,100,0,1000,1000,655,653,0.655,0.653,-0.2,11,9,644,336,655,0.016793893129770993,OBSERVED_COMPLETE,e5fdaf3995c4d3f0fbbd45b96da211e58accae7f87b6d0fc216c9eb262ba6cd1
Late-B100,active,RS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,9783,9783,0,9783,9783,9778,9743,0.9994889093325156,0.9959112746601247,-0.3577634672390882,36,1,9742,4,9778,0.0036817345060339538,OBSERVED_COMPLETE,ebb8784a53f573d07845fd7a68ca2476477129afc73a8ce0dd20c7a743d1567f
Late-B100,active,PS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,9783,9783,0,19566,19566,19030,18816,0.9726055402228355,0.9616681999386691,-1.093734028416641,355,141,18675,395,19030,0.018654755648975303,OBSERVED_COMPLETE,f0e636b0c19e421641fc915761bca2934170841833891f614eb59fe63a8a0c7d
Late-B100,active,NS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,9783,9783,0,97830,97830,71080,64024,0.7265664928958397,0.6544413779004395,-7.212511499540018,11254,4198,59826,22552,71080,0.15832864378165448,OBSERVED_COMPLETE,d4f4d296992b96ea5435c3fe19e65adc58ddad9485ce39420c3e54a3c5ce6f1a
Late-B100,active,RS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,9783,9783,0,9783,9783,9778,9743,0.9994889093325156,0.9959112746601247,-0.3577634672390882,36,1,9742,4,9778,0.0036817345060339538,OBSERVED_COMPLETE,ebb8784a53f573d07845fd7a68ca2476477129afc73a8ce0dd20c7a743d1567f
Late-B100,active,PS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,9783,9783,0,19566,19566,19030,18825,0.9726055402228355,0.962128181539405,-1.047735868343044,353,148,18677,388,19030,0.018549658434051496,OBSERVED_COMPLETE,f0e636b0c19e421641fc915761bca2934170841833891f614eb59fe63a8a0c7d
Late-B100,active,NS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,9783,9783,0,97830,97830,71080,63999,0.7265664928958397,0.6541858325666974,-7.238066032914239,11310,4229,59770,22521,71080,0.15911648846370288,OBSERVED_COMPLETE,d4f4d296992b96ea5435c3fe19e65adc58ddad9485ce39420c3e54a3c5ce6f1a
Late-B100,superseded_conflicting_target,RS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,212,212,0,212,212,210,191,0.9905660377358491,0.9009433962264151,-8.962264150943396,19,0,191,2,210,0.09047619047619047,OBSERVED_COMPLETE,077bbc617004a669a673c90fcbacb049df216af8f41bc6943fa66c14e84bef7d
Late-B100,superseded_conflicting_target,PS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,212,212,0,424,424,363,310,0.8561320754716981,0.7311320754716981,-12.5,68,15,295,46,363,0.18732782369146006,OBSERVED_COMPLETE,c83aca2b00e794c9c828d8857807cf20d00bd95c8bdfb02fa369fdbb465d77a7
Late-B100,superseded_conflicting_target,NS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,212,212,0,2120,2120,1382,1295,0.6518867924528302,0.6108490566037735,-4.10377358490566,276,189,1106,549,1382,0.19971056439942114,OBSERVED_COMPLETE,e7a70d8f892f8523e24f201023a964b4d914dc4397666ebcb28b326df58b66c1
Late-B100,superseded_conflicting_target,RS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,212,212,0,212,212,210,191,0.9905660377358491,0.9009433962264151,-8.962264150943396,19,0,191,2,210,0.09047619047619047,OBSERVED_COMPLETE,077bbc617004a669a673c90fcbacb049df216af8f41bc6943fa66c14e84bef7d
Late-B100,superseded_conflicting_target,PS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,212,212,0,424,424,363,311,0.8561320754716981,0.7334905660377359,-12.264150943396226,67,15,296,46,363,0.18457300275482094,OBSERVED_COMPLETE,c83aca2b00e794c9c828d8857807cf20d00bd95c8bdfb02fa369fdbb465d77a7
Late-B100,superseded_conflicting_target,NS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,212,212,0,2120,2120,1382,1287,0.6518867924528302,0.6070754716981132,-4.481132075471698,276,181,1106,557,1382,0.19971056439942114,OBSERVED_COMPLETE,e7a70d8f892f8523e24f201023a964b4d914dc4397666ebcb28b326df58b66c1
Late-B100,superseded_same_target,RS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,5,5,0,5,5,5,5,1.0,1.0,0.0,0,0,5,0,5,0.0,OBSERVED_COMPLETE,388537db19e1432c72a5cbe1be8e888bf98c48e0bc2723fa8e8929183e53d666
Late-B100,superseded_same_target,PS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,5,5,0,10,10,10,10,1.0,1.0,0.0,0,0,10,0,10,0.0,OBSERVED_COMPLETE,a20c5b1121615d7709352385d8477a6ebe066a83415c8b9fa21dc0ecd66a48d5
Late-B100,superseded_same_target,NS,ORIGINAL_OWN_ATWRITE,original_final,SAME_ORIGINAL_TRAJECTORY_ATWRITE_TO_FINAL,5,5,0,50,50,43,29,0.86,0.58,-28.0,17,3,26,4,43,0.3953488372093023,OBSERVED_COMPLETE,41ff0d58534855cc91b6ef339ccbad1d845a56f7b3c4860a01812e680d6f71c2
Late-B100,superseded_same_target,RS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,5,5,0,5,5,5,5,1.0,1.0,0.0,0,0,5,0,5,0.0,OBSERVED_COMPLETE,388537db19e1432c72a5cbe1be8e888bf98c48e0bc2723fa8e8929183e53d666
Late-B100,superseded_same_target,PS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,5,5,0,10,10,10,10,1.0,1.0,0.0,0,0,10,0,10,0.0,OBSERVED_COMPLETE,a20c5b1121615d7709352385d8477a6ebe066a83415c8b9fa21dc0ecd66a48d5
Late-B100,superseded_same_target,NS,ORIGINAL_OWN_ATWRITE,replay_final,FIXED_ORIGINAL_ATWRITE_REFERENCE_TO_REPLAY_FINAL_NOT_REPLAY_OWN_RETENTION,5,5,0,50,50,43,29,0.86,0.58,-28.0,17,3,26,4,43,0.3953488372093023,OBSERVED_COMPLETE,41ff0d58534855cc91b6ef339ccbad1d845a56f7b3c4860a01812e680d6f71c2
Late-B100,fullseen,RS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,10000,200,9800,10000,200,200,200,1.0,1.0,0.0,0,0,200,0,200,0.0,OBSERVED_PARTIAL,0a21d3e11e582472363d3d6c841f190cad3abe9264fb56f5e61f00dede5e78f5
Late-B100,fullseen,PS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,10000,200,9800,20000,400,386,386,0.965,0.965,0.0,1,1,385,13,386,0.0025906735751295338,OBSERVED_PARTIAL,fdbe84074dea5086411b9a132cbff26cbdf8febdc3325695dececdd6a6ba68de
Late-B100,fullseen,NS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,10000,200,9800,100000,2000,1279,1287,0.6395,0.6435,0.4,31,39,1248,682,1279,0.024237685691946835,OBSERVED_PARTIAL,fe97e6c4b21fdd7f6a4282c6202e3fecc65a964fe4d086e41610887c0dc30db2
Late-B100,entry_old,RS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,9000,0,9000,9000,0,0,0,,,,0,0,0,0,0,,NOT_MEASURED_OR_EMPTY_METADATA_SUBSET,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
Late-B100,entry_old,PS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,9000,0,9000,18000,0,0,0,,,,0,0,0,0,0,,NOT_MEASURED_OR_EMPTY_METADATA_SUBSET,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
Late-B100,entry_old,NS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,9000,0,9000,90000,0,0,0,,,,0,0,0,0,0,,NOT_MEASURED_OR_EMPTY_METADATA_SUBSET,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
Late-B100,new_window1000,RS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,1000,200,800,1000,200,200,200,1.0,1.0,0.0,0,0,200,0,200,0.0,OBSERVED_PARTIAL,0a21d3e11e582472363d3d6c841f190cad3abe9264fb56f5e61f00dede5e78f5
Late-B100,new_window1000,PS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,1000,200,800,2000,400,386,386,0.965,0.965,0.0,1,1,385,13,386,0.0025906735751295338,OBSERVED_PARTIAL,fdbe84074dea5086411b9a132cbff26cbdf8febdc3325695dececdd6a6ba68de
Late-B100,new_window1000,NS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,1000,200,800,10000,2000,1279,1287,0.6395,0.6435,0.4,31,39,1248,682,1279,0.024237685691946835,OBSERVED_PARTIAL,fe97e6c4b21fdd7f6a4282c6202e3fecc65a964fe4d086e41610887c0dc30db2
Late-B100,Current100,RS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,100,100,0,100,100,100,100,1.0,1.0,0.0,0,0,100,0,100,0.0,OBSERVED_COMPLETE,e1c52ba094bd3babebdc49d69338342f80d11a6933c3f19fe86901ce35e233d7
Late-B100,Current100,PS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,100,100,0,200,200,193,193,0.965,0.965,0.0,0,0,193,7,193,0.0,OBSERVED_COMPLETE,288f103f719a4a75bd24cdd2948d9f3c41ff03cd458daded0180901eaeaecaf7
Late-B100,Current100,NS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,100,100,0,1000,1000,653,653,0.653,0.653,0.0,0,0,653,347,653,0.0,OBSERVED_COMPLETE,e5fdaf3995c4d3f0fbbd45b96da211e58accae7f87b6d0fc216c9eb262ba6cd1
Late-B100,active,RS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,9783,199,9584,9783,199,199,199,1.0,1.0,0.0,0,0,199,0,199,0.0,OBSERVED_PARTIAL,7a828169bcd2d952eebdab7777eaa22bd47b5fb9fdd23d66e5333bf397b8c2b0
Late-B100,active,PS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,9783,199,9584,19566,398,385,385,0.9673366834170855,0.9673366834170855,0.0,1,1,384,12,385,0.0025974025974025974,OBSERVED_PARTIAL,2c2ab81339f7849218080c9b7e7d4d98c90a9b1de722708c8664c3e6b81f5bdb
Late-B100,active,NS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,9783,199,9584,97830,1990,1272,1281,0.6391959798994975,0.6437185929648241,0.45226130653266333,30,39,1242,679,1272,0.02358490566037736,OBSERVED_PARTIAL,e5e4c1e4654e05c49def632b3fad0199529ca1716bc0a52e4e372117b427dd00
Late-B100,superseded_conflicting_target,RS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,212,1,211,212,1,1,1,1.0,1.0,0.0,0,0,1,0,1,0.0,OBSERVED_PARTIAL,850f8ce5d6a65a398f36f9824b0fdbe1ab4e6e695c31bb06950219218a6f5b16
Late-B100,superseded_conflicting_target,PS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,212,1,211,424,2,1,1,0.5,0.5,0.0,0,0,1,1,1,0.0,OBSERVED_PARTIAL,7177bb13687ea5349d55858f1f712431d4af8cce86d9236bbce1f2d2098860e5
Late-B100,superseded_conflicting_target,NS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,212,1,211,2120,10,7,6,0.7,0.6,-10.0,1,0,6,3,7,0.14285714285714285,OBSERVED_PARTIAL,e3302ea3a7a29b008fd5a87e7fd153f12c2cf5fd94e09c3104ca27b34f78b1ab
Late-B100,superseded_same_target,RS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,5,0,5,5,0,0,0,,,,0,0,0,0,0,,NOT_MEASURED_OR_EMPTY_METADATA_SUBSET,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
Late-B100,superseded_same_target,PS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,5,0,5,10,0,0,0,,,,0,0,0,0,0,,NOT_MEASURED_OR_EMPTY_METADATA_SUBSET,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
Late-B100,superseded_same_target,NS,REPLAY_OWN_RECORDED_ATWRITE,replay_final,REPLAY_OWN_OBSERVED_ATWRITE_TO_REPLAY_FINAL_PARTIAL,5,0,5,50,0,0,0,,,,0,0,0,0,0,,NOT_MEASURED_OR_EMPTY_METADATA_SUBSET,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
