model,batch_index,alphaedit_minus_memit_debt_native_mean,alphaedit_minus_memit_debt_native_p90,alphaedit_minus_memit_debt_native_max,alphaedit_minus_memit_rs_current_rate,alphaedit_minus_memit_nll_advantage_mean,alphaedit_minus_memit_target_new_strict_rate,alphaedit_minus_memit_frobenius_action_sq_sum_layers
qwen2.5-7b-inst,86,-7.7043828022949556,-13.676400639700365,-169.35037089963828,0.43999999999999995,8.9751082041068013,0.71999999999999997,-52666.79900920979
qwen2.5-7b-inst,87,-8.414574309264621,-22.684033682328611,-382.2214647279045,0.48999999999999999,9.8400991216761753,0.76000000000000001,-74691.357401822577
qwen2.5-7b-inst,88,-5.9440400045142763,-11.336487036893404,-209.07990861852716,0.45999999999999996,9.6206245631068317,0.77000000000000002,-39914.946055296248
qwen2.5-7b-inst,89,-5.3290106667775285,-15.192407366477351,-90.048114125365572,0.44999999999999996,10.175396651220726,0.70999999999999996,4991.268832466536
qwen2.5-7b-inst,90,-9.7347058866735523,-18.464948788741651,-706.83216636011662,0.40999999999999992,8.985015987507067,0.71999999999999997,-69914.001722703018
qwen2.5-7b-inst,91,-7.0069022603615254,-14.383180879762049,-345.39550087692106,0.45999999999999996,9.893678519825917,0.71999999999999997,-58433.080470734305
qwen2.5-7b-inst,92,-7.5480623296144502,-13.651799088549989,-237.39652453831201,0.33999999999999997,8.7375625775504151,0.70999999999999996,-59496.373686523162
qwen2.5-7b-inst,93,-9.0916372783348791,-16.449123489316847,-758.23089138853129,0.40000000000000002,8.9871028483516771,0.68999999999999995,-57412.614493645146
qwen2.5-7b-inst,94,-8.4427065048466261,-18.506160726778713,-680.7761806326198,0.45999999999999996,9.0412411808974866,0.70999999999999996,-35087.741841260256
qwen2.5-7b-inst,95,-6.57561580695985,-10.65478428466991,-309.19796952839016,0.48999999999999999,9.329114730903239,0.67000000000000004,-43516.702105410965
qwen2.5-7b-inst,96,-9.5537748350313496,-24.19614234041093,-335.28743123753088,0.40000000000000002,8.2207566080335539,0.57999999999999996,-13691.688956758866
qwen2.5-7b-inst,97,-10.626734654693285,-20.775053671444155,-394.72302586337071,0.3899999999999999,7.6490550939197419,0.60999999999999999,-45937.449146744577
qwen2.5-7b-inst,98,-7.6348983653476035,-12.872797503516734,-416.15823638989042,0.35999999999999999,7.9077213763212786,0.60999999999999999,-32370.106714805501
qwen2.5-7b-inst,99,-12.703347499354571,-31.345144156760242,-965.81477063065699,0.47999999999999998,8.1678035547281613,0.56000000000000005,-93132.241485190592
qwen2.5-7b-inst,100,-11.248032806762716,-23.320057865816345,-539.30041039459968,0.40999999999999992,8.7728049493918654,0.64000000000000001,-14476.769027488437
