model,method,metric,rank_descending,value,batch_index,request_sha256,case_identity_sha256,recurrence_closure_relative_error,identity_valid,nonfinite
llama3-8b-inst,memit,terminal_sentinel_d_perp,1,0.470280893241372,100,0117b22aa950684060f3ec604cfe04ca575347e44d79ffc7b4a75b938ca13812,59da97d3ba436014094b69285bb844e423a3f72aeeb30e8607981781b6d5bdc9,7.860357187804801e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,2,0.4479367700871335,100,e1dc4880ab03ec7423540fb3e7f358c4fd98414f807c904e86dc2e83a18d5b11,2f703c2f25323ccd709478de4c625cc53684cea3aede701be4714fa1f736b1bb,2.0331948189345892e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,3,0.4453448178002825,100,de4774412994b7bce0f32671de39affe2ded40f5074882527293df2e4f9c3e75,4345029f97135241946db6f8343410d1474582d3794fb531c3e16324de252ff2,1.60697354015457e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,4,0.4381783325033354,100,0c476f48be60b5e0da3d67e8382934353cdaa872fb960cb069a50c10c749c9f2,e783503836c455fbb832f3034558cda02451e9efa77f04d84bd5c8b1f6e595ab,8.301516953175962e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,5,0.4317347821904884,100,d5058436e3e5abc15addf68d8cdc8e5c0122a165d533ee7c6a1eda192e655549,051d3512a3cce75ce39acb724858bfc3b7441eb82e5da56e1dba998d6f6b454b,1.6916975171867435e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,6,0.4314640529979742,100,be3d4c6f8949cbc57581fa268bb085cbc1c907bebb5792b4fb998f5e7d4f77d2,9446f871ef5a0fd0feec3de43fda125d2654bbee3ce7fe848d52f5a2d72d6252,1.662235620804731e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,7,0.4271776977180582,100,6b0205634dd17cde897260681026947e23997d4fc0ef76c173c778c0942ffc04,8ac217403cf1be7d4c440bb677e3e9ef06d7290fc3056e155ffe4206d9452f03,1.0530722851180897e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,8,0.4242395192212097,100,7ed03327aea6f69a137f5d41ca5e7cea88759f64b8f741312bf64a7828a88660,879b1d946dba2e708c08d6396efeef2097d39390d98fb34233d81f45ad49742a,8.171209298802703e-18,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,9,0.4221016217571868,100,433e0fc5c66d897beba1e14843719bc20efaa030504eb49b1449a934c49e4f28,fb1f36165a0ba83aade15bf5203c28a8a9ab5c8c07d332300629574ea1238781,2.0158718909932486e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_d_perp,10,0.42090751356194156,100,09f86bdd52071465c460aa1497314f770c55270103d893d4f9eab8855476a563,14e8518fe699df44de9ede7429ebe5f7d9924a5bdd8cce3469d5bf02fa268202,1.8113798723935087e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,1,2.2788491394601156e-17,100,aab746360def8be4469d3c7cf41498cfa56ee2814112798e36b73859f0ad7eb7,d094cfdf693dde30094153ce291481eefbabafe4a31d2a455f66ac9385cf2f21,2.2788491394601156e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,2,2.272929852287884e-17,100,4829b425f7e0f7f4ef7d4f0feb8a6ef84581fb853bcfcb5d05afa0f2e8568681,7eac61158326fe669efbd52ec0cda6353e82703b0e41455c1c0fa6937f1ea032,2.272929852287884e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,3,2.0904975248672394e-17,100,f3c57d0b8a08224f263689a22cebb296165a24975d8cea9914a04452abd4fca7,52cdcfc696a3147e0d1bb626b86c34e3ce15519a76d8c95c9e6429188993f169,2.0904975248672394e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,4,2.0331948189345892e-17,100,e1dc4880ab03ec7423540fb3e7f358c4fd98414f807c904e86dc2e83a18d5b11,2f703c2f25323ccd709478de4c625cc53684cea3aede701be4714fa1f736b1bb,2.0331948189345892e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,5,2.0158718909932486e-17,100,433e0fc5c66d897beba1e14843719bc20efaa030504eb49b1449a934c49e4f28,fb1f36165a0ba83aade15bf5203c28a8a9ab5c8c07d332300629574ea1238781,2.0158718909932486e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,6,1.9995399739929034e-17,100,6de880783e56e93938e9de5ededc53ed3ab9ed112a6c2cef26390543ed438dca,b4c7528b405897e8a876d6de8fb040e39297fdba74ca707fb4fa99d6b2d6f073,1.9995399739929034e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,7,1.9304176746313602e-17,100,70eacda2cde8814d517f0980481b9a233382bc4cd4bd098a4c68d1a808dc5f0a,b510e83a547484635afd3e648879e3d82deaf609f637cef013db1e180fedf766,1.9304176746313602e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,8,1.858889662510793e-17,100,c77b24d706ca6465317b0d8de894c793b89d1b299ab2d920de96d8b53db2cb4b,7ac07813b37ccd2a03990988f8cbede7163b4766a9dc5f5d43f9c7bc55316a4b,1.858889662510793e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,9,1.8113798723935087e-17,100,09f86bdd52071465c460aa1497314f770c55270103d893d4f9eab8855476a563,14e8518fe699df44de9ede7429ebe5f7d9924a5bdd8cce3469d5bf02fa268202,1.8113798723935087e-17,1,0
llama3-8b-inst,memit,terminal_sentinel_recurrence_closure_relative_error,10,1.8062908549554694e-17,100,bf71195df8d9cf4504f7bdf79691f042a2c41bea9a7ca2ee2192d24feac2ce82,feee73ff9ff345e4f2bba55882bbcf03bfb414699fb8594628af0b1e9de86048,1.8062908549554694e-17,1,0
llama3-8b-inst,alphaedit,q_pre_L8,1,9439.487109909407,27,2f186fa443857e7d28756222ce2a209ccfce3d16a8cc6afab642f83c483128eb,18541b429f157979902a19f9f420a7443ed4f61d148b6a4f3622177c39273537,8.033202859474865e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,2,8165.785461843974,14,34ff368b1908ad4a6dc9f8fdcdb62dde32eac47fc6303d56c8bed0795e2165ea,5fed2b71cfa1c8a1edb24be78f9ac185c2dfbeee8636b520aa9bf3dd0e659ceb,8.520242739884454e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,3,6549.616252437386,25,c670fa4e64b94182acd7d4fe35bcdbba39f5f5926ce1831af649af524b711857,8107901792a05f8b5e301be942ceb3b11f6e994410f7c605ee9ab40d98f47471,4.986380661453457e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,4,5296.827866984166,37,5fb006694da2de5bb5e11037809a94cd5df192d98fda266f6c4ac09d5cf0f436,829ed56630fee9609cd41e9c654fbce19f79c2d09cb012db79f314ba2494a9ec,8.569780008972214e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,5,5123.142705774906,36,eae910b0a176b73a6c0d9a5d832010403304646b49c8ea0dad392b2bfb875320,fee8a7aca8d43cffb510b8e2a2be5b27b3ddbe593895534d1e05eb8787eab0cc,5.2551042941330145e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,6,5108.810861944906,42,d2c3e0bd3cb098d4450a90e689884b2fba172400e7f5dae16652cd862d921e29,fb7771b5f3cd3ac8f8746aa81bfdc717076c31c17ea8d8109aac6a60aeaf384d,4.477682287468994e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,7,4880.259371317812,30,516ddc20700da54c91646f778a6479d9695e195facd583e603281a4b55d265ef,42063a5fd708af3956edd19e271515be898635d7acc6f2be84810c236365125b,5.195121488588822e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,8,4802.619647196797,29,29a7cc9cc15ef258fdf1aea61bfe50c08830a70c2f6d0de0bef7f96ecce21568,f59eeaed50bde4a6d509a5a06cb550cd88623de9e7ed9c3d726aa222141931a1,3.4039944620717245e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,9,4545.022278299968,36,9c29cbb2e21228eee6b596c6e54450e3a11d4c78fac46b2326c5f84681050a74,e28a00ba97a06fc626c809cfe1d8f64d99a7e55359e3a6b91f29f838993cf995,7.007832049828768e-14,1,0
llama3-8b-inst,alphaedit,q_pre_L8,10,4441.1435072404165,23,b0f18494179bacbe632a6e1a301411f2fe00d06d56d5561ba9fd342335e57ae7,3d3d4b3a23354f37798fc99ac5949f6447c7a6bd6e6d39d4cbd6e1d70bcfb3e3,4.6051005025603035e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,1,8009.102134082297,14,34ff368b1908ad4a6dc9f8fdcdb62dde32eac47fc6303d56c8bed0795e2165ea,5fed2b71cfa1c8a1edb24be78f9ac185c2dfbeee8636b520aa9bf3dd0e659ceb,8.520242739884454e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,2,7747.396973610381,27,2f186fa443857e7d28756222ce2a209ccfce3d16a8cc6afab642f83c483128eb,18541b429f157979902a19f9f420a7443ed4f61d148b6a4f3622177c39273537,8.033202859474865e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,3,5266.215446727561,23,b0f18494179bacbe632a6e1a301411f2fe00d06d56d5561ba9fd342335e57ae7,3d3d4b3a23354f37798fc99ac5949f6447c7a6bd6e6d39d4cbd6e1d70bcfb3e3,4.6051005025603035e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,4,4786.762601467277,30,516ddc20700da54c91646f778a6479d9695e195facd583e603281a4b55d265ef,42063a5fd708af3956edd19e271515be898635d7acc6f2be84810c236365125b,5.195121488588822e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,5,4719.731609661693,25,c670fa4e64b94182acd7d4fe35bcdbba39f5f5926ce1831af649af524b711857,8107901792a05f8b5e301be942ceb3b11f6e994410f7c605ee9ab40d98f47471,4.986380661453457e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,6,4264.2576313983445,42,d2c3e0bd3cb098d4450a90e689884b2fba172400e7f5dae16652cd862d921e29,fb7771b5f3cd3ac8f8746aa81bfdc717076c31c17ea8d8109aac6a60aeaf384d,4.477682287468994e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,7,4152.759840933095,36,9c29cbb2e21228eee6b596c6e54450e3a11d4c78fac46b2326c5f84681050a74,e28a00ba97a06fc626c809cfe1d8f64d99a7e55359e3a6b91f29f838993cf995,7.007832049828768e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,8,3927.8923945448228,37,5fb006694da2de5bb5e11037809a94cd5df192d98fda266f6c4ac09d5cf0f436,829ed56630fee9609cd41e9c654fbce19f79c2d09cb012db79f314ba2494a9ec,8.569780008972214e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,9,3921.017551203982,36,eae910b0a176b73a6c0d9a5d832010403304646b49c8ea0dad392b2bfb875320,fee8a7aca8d43cffb510b8e2a2be5b27b3ddbe593895534d1e05eb8787eab0cc,5.2551042941330145e-14,1,0
llama3-8b-inst,alphaedit,q_post_L8,10,3534.2547097396423,29,29a7cc9cc15ef258fdf1aea61bfe50c08830a70c2f6d0de0bef7f96ecce21568,f59eeaed50bde4a6d509a5a06cb550cd88623de9e7ed9c3d726aa222141931a1,3.4039944620717245e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,1,336.8067231043933,37,5fb006694da2de5bb5e11037809a94cd5df192d98fda266f6c4ac09d5cf0f436,829ed56630fee9609cd41e9c654fbce19f79c2d09cb012db79f314ba2494a9ec,8.569780008972214e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,2,223.0503795383954,25,c670fa4e64b94182acd7d4fe35bcdbba39f5f5926ce1831af649af524b711857,8107901792a05f8b5e301be942ceb3b11f6e994410f7c605ee9ab40d98f47471,4.986380661453457e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,3,221.85447997308844,17,0f329f4b5dafc180ac2f01663847ee9f54a88cf60b18f669a52785523334b5d5,5919e9144f64ae429ece09bab8d692a851118d9df8fca939ae9924dc28cb7cb9,4.326067409952552e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,4,132.13538616599877,29,29a7cc9cc15ef258fdf1aea61bfe50c08830a70c2f6d0de0bef7f96ecce21568,f59eeaed50bde4a6d509a5a06cb550cd88623de9e7ed9c3d726aa222141931a1,3.4039944620717245e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,5,99.66380476406766,36,9c29cbb2e21228eee6b596c6e54450e3a11d4c78fac46b2326c5f84681050a74,e28a00ba97a06fc626c809cfe1d8f64d99a7e55359e3a6b91f29f838993cf995,7.007832049828768e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,6,65.37352648278994,30,19b3baea2ead84dcbb75d9bdf7e48badf1520fa2a6beeb4d8bc1fa31622bff41,886b92941a8f0fc6c2cb07035f60f4ef410799b30d215bb9506150fd187b19e3,7.974923726793366e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,7,61.36128669924891,42,d2c3e0bd3cb098d4450a90e689884b2fba172400e7f5dae16652cd862d921e29,fb7771b5f3cd3ac8f8746aa81bfdc717076c31c17ea8d8109aac6a60aeaf384d,4.477682287468994e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,8,45.82574489181663,36,eae910b0a176b73a6c0d9a5d832010403304646b49c8ea0dad392b2bfb875320,fee8a7aca8d43cffb510b8e2a2be5b27b3ddbe593895534d1e05eb8787eab0cc,5.2551042941330145e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,9,41.01528600800085,36,e075af7a3c4d6bd12de12c8aa16dc7c9df03265a2be71c80b74455e5dfb36fca,257c939968f540477a09bbaff2e200110b8a1311e1e4192641938f458a91e7f1,7.475103912616287e-14,1,0
llama3-8b-inst,alphaedit,d_parallel,10,29.04738803863493,23,b0f18494179bacbe632a6e1a301411f2fe00d06d56d5561ba9fd342335e57ae7,3d3d4b3a23354f37798fc99ac5949f6447c7a6bd6e6d39d4cbd6e1d70bcfb3e3,4.6051005025603035e-14,1,0
llama3-8b-inst,alphaedit,d_perp,1,9438.697701426834,27,2f186fa443857e7d28756222ce2a209ccfce3d16a8cc6afab642f83c483128eb,18541b429f157979902a19f9f420a7443ed4f61d148b6a4f3622177c39273537,8.033202859474865e-14,1,0
llama3-8b-inst,alphaedit,d_perp,2,8165.751728823188,14,34ff368b1908ad4a6dc9f8fdcdb62dde32eac47fc6303d56c8bed0795e2165ea,5fed2b71cfa1c8a1edb24be78f9ac185c2dfbeee8636b520aa9bf3dd0e659ceb,8.520242739884454e-14,1,0
llama3-8b-inst,alphaedit,d_perp,3,6545.810287674699,25,c670fa4e64b94182acd7d4fe35bcdbba39f5f5926ce1831af649af524b711857,8107901792a05f8b5e301be942ceb3b11f6e994410f7c605ee9ab40d98f47471,4.986380661453457e-14,1,0
llama3-8b-inst,alphaedit,d_perp,4,5286.096094571349,37,5fb006694da2de5bb5e11037809a94cd5df192d98fda266f6c4ac09d5cf0f436,829ed56630fee9609cd41e9c654fbce19f79c2d09cb012db79f314ba2494a9ec,8.569780008972214e-14,1,0
llama3-8b-inst,alphaedit,d_perp,5,5122.935956513783,36,eae910b0a176b73a6c0d9a5d832010403304646b49c8ea0dad392b2bfb875320,fee8a7aca8d43cffb510b8e2a2be5b27b3ddbe593895534d1e05eb8787eab0cc,5.2551042941330145e-14,1,0
llama3-8b-inst,alphaedit,d_perp,6,5108.439941029568,42,d2c3e0bd3cb098d4450a90e689884b2fba172400e7f5dae16652cd862d921e29,fb7771b5f3cd3ac8f8746aa81bfdc717076c31c17ea8d8109aac6a60aeaf384d,4.477682287468994e-14,1,0
llama3-8b-inst,alphaedit,d_perp,7,4848.661431367157,30,516ddc20700da54c91646f778a6479d9695e195facd583e603281a4b55d265ef,42063a5fd708af3956edd19e271515be898635d7acc6f2be84810c236365125b,5.195121488588822e-14,1,0
llama3-8b-inst,alphaedit,d_perp,8,4800.796061197454,29,29a7cc9cc15ef258fdf1aea61bfe50c08830a70c2f6d0de0bef7f96ecce21568,f59eeaed50bde4a6d509a5a06cb550cd88623de9e7ed9c3d726aa222141931a1,3.4039944620717245e-14,1,0
llama3-8b-inst,alphaedit,d_perp,9,4543.925035774806,36,9c29cbb2e21228eee6b596c6e54450e3a11d4c78fac46b2326c5f84681050a74,e28a00ba97a06fc626c809cfe1d8f64d99a7e55359e3a6b91f29f838993cf995,7.007832049828768e-14,1,0
llama3-8b-inst,alphaedit,d_perp,10,4441.047201077313,23,b0f18494179bacbe632a6e1a301411f2fe00d06d56d5561ba9fd342335e57ae7,3d3d4b3a23354f37798fc99ac5949f6447c7a6bd6e6d39d4cbd6e1d70bcfb3e3,4.6051005025603035e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,1,8.569780008972214e-14,37,5fb006694da2de5bb5e11037809a94cd5df192d98fda266f6c4ac09d5cf0f436,829ed56630fee9609cd41e9c654fbce19f79c2d09cb012db79f314ba2494a9ec,8.569780008972214e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,2,8.520242739884454e-14,14,34ff368b1908ad4a6dc9f8fdcdb62dde32eac47fc6303d56c8bed0795e2165ea,5fed2b71cfa1c8a1edb24be78f9ac185c2dfbeee8636b520aa9bf3dd0e659ceb,8.520242739884454e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,3,8.033202859474865e-14,27,2f186fa443857e7d28756222ce2a209ccfce3d16a8cc6afab642f83c483128eb,18541b429f157979902a19f9f420a7443ed4f61d148b6a4f3622177c39273537,8.033202859474865e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,4,7.974923726793366e-14,30,19b3baea2ead84dcbb75d9bdf7e48badf1520fa2a6beeb4d8bc1fa31622bff41,886b92941a8f0fc6c2cb07035f60f4ef410799b30d215bb9506150fd187b19e3,7.974923726793366e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,5,7.475103912616287e-14,36,e075af7a3c4d6bd12de12c8aa16dc7c9df03265a2be71c80b74455e5dfb36fca,257c939968f540477a09bbaff2e200110b8a1311e1e4192641938f458a91e7f1,7.475103912616287e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,6,7.007832049828768e-14,36,9c29cbb2e21228eee6b596c6e54450e3a11d4c78fac46b2326c5f84681050a74,e28a00ba97a06fc626c809cfe1d8f64d99a7e55359e3a6b91f29f838993cf995,7.007832049828768e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,7,5.77579575655083e-14,34,8c5c393a717b8112b8cd7ff013af82434ba44a12654419e11fa8c5041b40efe2,20adbb0e76c78b5cd2950439c77029d1389718b4e8802ca6ceb5fbfa94a01c44,5.77579575655083e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,8,5.2551042941330145e-14,36,eae910b0a176b73a6c0d9a5d832010403304646b49c8ea0dad392b2bfb875320,fee8a7aca8d43cffb510b8e2a2be5b27b3ddbe593895534d1e05eb8787eab0cc,5.2551042941330145e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,9,5.195121488588822e-14,30,516ddc20700da54c91646f778a6479d9695e195facd583e603281a4b55d265ef,42063a5fd708af3956edd19e271515be898635d7acc6f2be84810c236365125b,5.195121488588822e-14,1,0
llama3-8b-inst,alphaedit,recurrence_closure_relative_error,10,4.986380661453457e-14,25,c670fa4e64b94182acd7d4fe35bcdbba39f5f5926ce1831af649af524b711857,8107901792a05f8b5e301be942ceb3b11f6e994410f7c605ee9ab40d98f47471,4.986380661453457e-14,1,0
llama3-8b-inst,alphaedit,target_new_nll,1,16.02873420715332,73,7f18f7ae844967e3c5edcf7c197225919e134b1006e3b17fa6ad5ab3de107746,06a3cb72686be4040d67144c3fdc915496146461a9bdab037822be87141ec675,7.49987322462114e-17,1,0
llama3-8b-inst,alphaedit,target_new_nll,2,10.814386367797852,92,9c8e1805b78ea1dc5d28b2e19b5bbed6f40aaf997ce363a2576446c51e349262,c259d1f642907a9b10a0b20a94b952bb765964f8bef659fa5b5d5372804aba09,9.99828754453768e-18,1,0
llama3-8b-inst,alphaedit,target_new_nll,3,9.80512523651123,93,392b909849b5a96c5e8d160e7ad7d4631c1ebf7bc1a38ddb29a6ea145dc22cde,e68a694ff60fab46ff76b8d84cf92f0b1c3baec91a80dc53e01ad12ec378b9ec,7.991266934323421e-18,1,0
llama3-8b-inst,alphaedit,target_new_nll,4,9.75662899017334,65,53e4ff8082c89e3cefb1300f4891661879f8adeb39b2d5f3afa82f2bc3ef4840,702c2aefd12b564ca5f0731d7c88c7a369939c53a30b9c6b41eaa9203fb597c0,2.370128228593211e-17,1,0
llama3-8b-inst,alphaedit,target_new_nll,5,9.221471786499023,84,8776760bdf2f5801f485cc49b4729bdb976964354934095b7cdd3d35559d8757,77f0deede5c2eec145da32b188a7e75f05ac6a98188f32e269e940fa62fb7513,1.1063340252260958e-17,1,0
llama3-8b-inst,alphaedit,target_new_nll,6,8.99769115447998,73,e18e5fc4f8ab264712fa497e9805c056a71f45390bdd3ba0ea2031932afcfa92,446a25df1d160004d1dc21026d793b0312dba0210c5e38fdcad9bde1806113e5,6.418581377207258e-17,1,0
llama3-8b-inst,alphaedit,target_new_nll,7,8.258255004882812,92,28b54a667bdab57002e328d7ff97a66282f215f227752601c6f9ede549afbace,1f28233b8bebfb5059f489137324d0688a1e2770ec924f19ae7db2f392411b50,2.387335916580028e-17,1,0
llama3-8b-inst,alphaedit,target_new_nll,8,7.851565361022949,56,447554d7a85a3a5c62488af395b2fac6963bbcbd0a5c182c2ca20e63567e1133,20452bf885b764784e59ee8259eec902654cea017463d7ca4e5055decaf8176f,1.4250581124013666e-17,1,0
llama3-8b-inst,alphaedit,target_new_nll,9,6.847784042358398,67,0b11a7511afb07c5312591f66c63b272e8cdf6bff938ef53a874bc6de4582764,c9c3d65a5c9e5eec569028c148cbc3ac61a2f8010f0da6d9cc72f785a1a2bbe3,3.522120144142605e-17,1,0
llama3-8b-inst,alphaedit,target_new_nll,10,6.469557285308838,74,8eca99251e16fd303d4bb300b0c37d9524715bdba3be8849dcb7059e18fa6603,e4f86cf8c7b7affccc5525712aee4fae39b560a8390a502f6ca7f2ff74bda756,1.6033274213265242e-17,1,0
llama3-8b-inst,alphaedit,target_true_nll,1,30.85051918029785,69,edcd2894f69a6e6ecdec4477a5c5a16a6822a09bee1cc64c0d4c83bf1585ebdd,4319c286a69bd66a4e7e7fb201293516caf907b3945b44f5941aa3b6b23e6a48,1.4911675116752645e-17,1,0
llama3-8b-inst,alphaedit,target_true_nll,2,30.644330978393555,21,e7353b522297d6cb0ea0ba81e92144f62acedfaf58d1aaf0eca737f1fcc3fb3b,6498bf84fa6cc05e51920d374afdfeb40c479eacb4341bd22bd81162bb0cec63,8.146804298117882e-18,1,0
llama3-8b-inst,alphaedit,target_true_nll,3,30.4070987701416,65,30c3e66be6b5ee02efabe0dfedcd4886a0062e282b3461f1ac3490dcdc19cf84,1d0dbf4f28091f8510c3b09b034e6be3d2f711782c8e6e2d4f876992e86a3507,6.6747039015958644e-18,1,0
llama3-8b-inst,alphaedit,target_true_nll,4,30.166271209716797,34,c3846d675dfe531ccf184ba5ff829c8e2d826da928f970c7e18c56a41b7ddac4,a5758fed78841b17df10bef3f4f48031b4cbffc1c3d03f38f331b68bd40a8f72,8.439261083784333e-18,1,0
llama3-8b-inst,alphaedit,target_true_nll,5,29.92364501953125,16,51f971a594df922d69ce5904017a5a5bf6545b9aa8c40306e353d5ee2b78c43f,3c1c3f7fbc4a6bb1e3f9fd0e799157ff28b80d0e407be72725ee65a4f818549e,7.188478509592745e-18,1,0
llama3-8b-inst,alphaedit,target_true_nll,6,29.057031631469727,34,dadcdc0952bc34d75e8988dbb64dd315ceedfe04e62edb9f66da16121af3cded,dea4dd410e17a346927726e180d0e835e0cf0cb8113ba92cfcfa935d4d3ff79b,1.0181665978822906e-17,1,0
llama3-8b-inst,alphaedit,target_true_nll,7,28.877044677734375,63,01c079a710fdbfed2a858064a5d23a12a6547eccccaffe392d00a252fa1e2b6e,330f04316365ccc4f08e6fe40dcb9da4fc2d8cc39e00feba56f6a4066beef9f1,1.4516281771195258e-17,1,0
llama3-8b-inst,alphaedit,target_true_nll,8,28.78835105895996,93,d459d38df8d59ea666e167a9217d5e204d7431064f1b166a87cf57e15f650b30,9144ae66b1c05228b7b1c6fdd33804c949b60a210771a6c2702db9eed6316e9b,1.1981780811783862e-17,1,0
llama3-8b-inst,alphaedit,target_true_nll,9,28.553943634033203,12,273a2c7ad033975b3600c5b2bd119225a6101eebbfb97847eade563728ade558,421968434aa8bc88287f28d6e890f9bbb07363b385b2164aeeed01109f4ff88e,8.691307807039265e-18,1,0
llama3-8b-inst,alphaedit,target_true_nll,10,28.51559829711914,97,acfb58e3ef68df01151c8c0dd059829d472e7d08f281abb9356b86ff6ed91c93,f22f9b8e525e83944660e9c529bab6fdcf4a1743d2965c45c52cd417f01eee78,4.602961064132574e-18,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,1,0.70656659163392,100,a2504ec4d20467287c8ffe7efb9af95148999619a5259f45d962d45740dae6a2,b4ab5fca7e0ea1d4673b3ed6d93d9550f1ff0677f1d47522930e0460f4748776,6.40751309949696e-17,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,2,0.5927073488682112,100,df087133692c40217f8d97826a6564dfe1b763d39e209caeefff14280905d8bc,fae76f18d1bd63ad4b5c82a7918b38df08415aa9d0b87574fd21e3c13019ebd7,4.886565871227758e-18,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,3,0.5769391240459145,100,be3d4c6f8949cbc57581fa268bb085cbc1c907bebb5792b4fb998f5e7d4f77d2,9446f871ef5a0fd0feec3de43fda125d2654bbee3ce7fe848d52f5a2d72d6252,1.6853488714626302e-17,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,4,0.48416764586280103,100,c148005ef63432dd44defc8d0d41501c374b8653c8079ef0244622cab214fded,99e0a15e9094f37a6c2b7f238e95e10c3c17aa79e1e2768feafd8a076b50395e,7.96779634038806e-18,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,5,0.4599182693330502,100,93ad994356fe678654023901f37f9e27d5f12b5ef412912e01a36c992f7fda44,caf60761b04d771991f1ed5a77542ae7189f001a7ab0d326bebfeeb601633c6a,9.411422885850103e-18,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,6,0.45684784617248814,100,ead62836412311b2f74ba9fc4057a5d48b10044224008d426b8908ce9468cf24,4b460a320cddebb785e78e5b2d10cdd9fd02d69b41365fc8236477113b5c2092,2.5622161679444783e-17,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,7,0.45671204637127893,100,e1dc4880ab03ec7423540fb3e7f358c4fd98414f807c904e86dc2e83a18d5b11,2f703c2f25323ccd709478de4c625cc53684cea3aede701be4714fa1f736b1bb,7.96862453292755e-18,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,8,0.45341592195948904,100,e38522a3d345bfcc781888157404a7cb7dc4b187b3ee6bf5b3e8d2a4566adad6,0fce038557eaeea15d3cdd6f2b8ba99151271a77a01f21543ee88a5d54132636,7.712930193705269e-18,1,0
llama3-8b-inst,alphaedit,terminal_sentinel_q_pre_L8,9,0.4464934843506199,100,c5ea6b0e90bc4a2f75eb3e3a0715761ccb0270c7e1cea6775dc4e12865ee7af2,9f44ce5548199099581b7a0eafc8237ffd0b71bfa7f9d0bae809338bdc90ac18,9.339611038577297e-18,1,0
