request_index,request_sha256,prompt,prompt_index,endpoint,PDZ-T1-PRC†,PDZ-T2-PRC,PDZ-T3-PRC,PDZ-T5-PRC,PDZ-T2-PRC_minus_PDZ-T1-PRC†,PDZ-T3-PRC_minus_PDZ-T2-PRC,PDZ-T5-PRC_minus_PDZ-T3-PRC,PDZ-T5-PRC_minus_PDZ-T1-PRC
0,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,rephrase,0,accepted_z,0.6095454692840576,0.08736113458871841,0.12414243072271347,0.03480835258960724,-0.5221843346953392,0.036781296133995056,-0.08933407813310623,-0.5747371166944504
0,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,rephrase,1,accepted_z,9.49116039276123,9.405943870544434,8.819602012634277,8.701693534851074,-0.08521652221679688,-0.5863418579101562,-0.11790847778320312,-0.7894668579101562
1,6abbaf2496b409f11036390da3b47c9272a243b8a164ca3d9f9a65fafbec985d,rephrase,0,accepted_z,0.02006775513291359,0.01124520506709814,0.007095613982528448,0.004202819894999266,-0.008822550065815449,-0.004149591084569693,-0.0028927940875291824,-0.015864935237914324
1,6abbaf2496b409f11036390da3b47c9272a243b8a164ca3d9f9a65fafbec985d,rephrase,1,accepted_z,0.025438619777560234,0.01788172870874405,0.010741864331066608,0.00786789320409298,-0.007556891068816185,-0.007139864377677441,-0.002873971126973629,-0.017570726573467255
2,9e6706cd1a722d31b1dbfa3eba84ea86ef6cdb2c3c17d63b21f5cc7e76ef6e7d,rephrase,0,accepted_z,0.19928443431854248,0.1072789654135704,0.08489195257425308,0.0678301453590393,-0.09200546890497208,-0.022387012839317322,-0.017061807215213776,-0.13145428895950317
2,9e6706cd1a722d31b1dbfa3eba84ea86ef6cdb2c3c17d63b21f5cc7e76ef6e7d,rephrase,1,accepted_z,3.4733710289001465,3.377528190612793,3.1134660243988037,3.20320987701416,-0.09584283828735352,-0.26406216621398926,0.08974385261535645,-0.27016115188598633
3,90537afae22e47988418137733b2bba6fe78ac3f2cf3e8a710430cb784b35dc9,rephrase,0,accepted_z,5.387010097503662,5.7468791007995605,6.1208109855651855,5.789370536804199,0.35986900329589844,0.373931884765625,-0.33144044876098633,0.4023604393005371
3,90537afae22e47988418137733b2bba6fe78ac3f2cf3e8a710430cb784b35dc9,rephrase,1,accepted_z,0.026743095368146896,0.0308684092015028,0.023188840597867966,0.021725287660956383,0.004125313833355904,-0.007679568603634834,-0.001463552936911583,-0.005017807707190514
4,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,rephrase,0,accepted_z,0.07378894835710526,0.027464982122182846,0.01520166452974081,0.008729510940611362,-0.04632396623492241,-0.012263317592442036,-0.006472153589129448,-0.06505943741649389
4,a77982960263f0dfb48efd2b8425a460b3d20430fb61ce562f7e2ffbbd3561fd,rephrase,1,accepted_z,0.0393216535449028,0.012279034592211246,0.006052025128155947,0.0032910730224102736,-0.027042618952691555,-0.0062270094640553,-0.002760952105745673,-0.03603058052249253
5,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,rephrase,0,accepted_z,0.925128161907196,0.5605006814002991,0.4201739430427551,0.3052634596824646,-0.364627480506897,-0.14032673835754395,-0.11491048336029053,-0.6198647022247314
5,cc987485b7f9961ef45a3aeb9301abf629d197b349e59b58ed6f5592212f16a5,rephrase,1,accepted_z,3.0569581985473633,3.0425896644592285,3.0672943592071533,3.0429189205169678,-0.014368534088134766,0.024704694747924805,-0.024375438690185547,-0.014039278030395508
6,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,rephrase,0,accepted_z,4.130527496337891,3.656917095184326,2.877711296081543,2.8245253562927246,-0.47361040115356445,-0.7792057991027832,-0.05318593978881836,-1.306002140045166
6,042d6957cbf51889a68f9ec05692ae02395bbfb258ab0b145b56d98b06844fc8,rephrase,1,accepted_z,0.06379397958517075,0.02762502059340477,0.012965071946382523,0.009771963581442833,-0.036168958991765976,-0.014659948647022247,-0.0031931083649396896,-0.05402201600372791
7,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,rephrase,0,accepted_z,0.7514216899871826,0.605544924736023,0.49951744079589844,0.4006650447845459,-0.14587676525115967,-0.10602748394012451,-0.09885239601135254,-0.3507566452026367
7,05dcb1cec09134d2efacd122ce09e701a8db7624e92b7aacd3194a7f4fdb415c,rephrase,1,accepted_z,0.031741853803396225,0.02323612943291664,0.01874295435845852,0.013789154589176178,-0.008505724370479584,-0.004493175074458122,-0.004953799769282341,-0.017952699214220047
8,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,rephrase,0,accepted_z,0.28270748257637024,0.17275714874267578,0.14565367996692657,0.1284041851758957,-0.10995033383369446,-0.027103468775749207,-0.017249494791030884,-0.15430329740047455
8,db99bc188dd5a31df5e5c30a1acc5379a51ae45dff15346ebc2be90a1d016ffb,rephrase,1,accepted_z,0.2841637432575226,0.21143558621406555,0.2285979688167572,0.23692864179611206,-0.07272815704345703,0.01716238260269165,0.008330672979354858,-0.04723510146141052
9,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,rephrase,0,accepted_z,6.930344581604004,6.315965175628662,6.159090042114258,5.926368236541748,-0.6143794059753418,-0.1568751335144043,-0.23272180557250977,-1.0039763450622559
9,4042d278f9a0433f41f891fcbc391eee910a5adfea1cc73f3792d75698ffdd46,rephrase,1,accepted_z,0.08480248600244522,0.03790392354130745,0.02577001042664051,0.014280622825026512,-0.04689856246113777,-0.012133913114666939,-0.011489387601613998,-0.07052186317741871
10,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,rephrase,0,accepted_z,0.2914842367172241,0.1636815369129181,0.11957613378763199,0.16434617340564728,-0.12780269980430603,-0.0441054031252861,0.04477003961801529,-0.12713806331157684
10,77f07216c6ca6c39ab0274107bf776c38abd63ae8c1ca02ea59fcdab0f36e4e4,rephrase,1,accepted_z,0.42824414372444153,0.20622311532497406,0.14969316124916077,0.16326983273029327,-0.22202102839946747,-0.05652995407581329,0.013576671481132507,-0.26497431099414825
11,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,rephrase,0,accepted_z,0.4549294710159302,0.23877674341201782,0.17543695867061615,0.12640154361724854,-0.21615272760391235,-0.06333978474140167,-0.049035415053367615,-0.32852792739868164
11,8d67adfeef800f3ba3b181a61828d73e1a8c5712ee92223ca71ce23e8fee6253,rephrase,1,accepted_z,1.7147974967956543,1.3608407974243164,1.4016141891479492,1.4726638793945312,-0.3539566993713379,0.04077339172363281,0.07104969024658203,-0.24213361740112305
12,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,rephrase,0,accepted_z,0.9478973150253296,0.39715901017189026,0.270063579082489,0.20005612075328827,-0.5507383048534393,-0.12709543108940125,-0.07000745832920074,-0.7478411942720413
12,6346c3ea243517cbad25c3a69368e9e4e406b1dc74740054f1cb5fffd458cc0c,rephrase,1,accepted_z,8.22335147857666,7.7290263175964355,7.477527618408203,7.317957878112793,-0.4943251609802246,-0.2514986991882324,-0.15956974029541016,-0.9053936004638672
13,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,rephrase,0,accepted_z,1.409271240234375,1.2099597454071045,1.1894395351409912,1.1438794136047363,-0.1993114948272705,-0.02052021026611328,-0.04556012153625488,-0.26539182662963867
13,2089e9a0a34cd6b112042624259e5a1dfb017b6f95b70d028c2452eef4371262,rephrase,1,accepted_z,4.200706481933594,4.136469841003418,4.143949508666992,4.251566410064697,-0.06423664093017578,0.007479667663574219,0.10761690139770508,0.050859928131103516
14,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,rephrase,0,accepted_z,0.054393574595451355,0.02965957671403885,0.019632896408438683,0.014826701954007149,-0.024733997881412506,-0.010026680305600166,-0.004806194454431534,-0.039566872641444206
14,3a77016737e2b0f4dfa9685598e7703e88fe37b911c923d52a9dd4187d20f892,rephrase,1,accepted_z,0.9388716816902161,0.32014644145965576,0.21413367986679077,0.15907621383666992,-0.6187252402305603,-0.10601276159286499,-0.05505746603012085,-0.7797954678535461
15,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,rephrase,0,accepted_z,0.0811191201210022,0.0372004471719265,0.03912438824772835,0.02886793203651905,-0.0439186729490757,0.0019239410758018494,-0.010256456211209297,-0.05225118808448315
15,0cbdcd102101aa2847555821e9cb9856e3e26f89510271de286f5bf4667c4094,rephrase,1,accepted_z,0.12363342195749283,0.12327823787927628,0.1370585411787033,0.08014089614152908,-0.00035518407821655273,0.013780303299427032,-0.056917645037174225,-0.043492525815963745
16,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,rephrase,0,accepted_z,4.050389289855957,3.9622058868408203,3.656053304672241,3.4727284908294678,-0.08818340301513672,-0.3061525821685791,-0.18332481384277344,-0.5776607990264893
16,28380ae63c22bfe558c51b74c37ea0f21b0d2a56d51d9668b669a7da0368ae22,rephrase,1,accepted_z,0.09337681531906128,0.05487700179219246,0.0399320125579834,0.02582240290939808,-0.03849981352686882,-0.01494498923420906,-0.01410960964858532,-0.0675544124096632
17,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,rephrase,0,accepted_z,1.1856237649917603,0.9432671070098877,1.3759572505950928,1.311621904373169,-0.24235665798187256,0.4326901435852051,-0.06433534622192383,0.1259981393814087
17,5fb850b2455f7b7e5f6079f0dce941715ca198eff1276c7a4d63f6aaeb20d520,rephrase,1,accepted_z,0.2485181987285614,0.18732251226902008,0.10113327950239182,0.04729309305548668,-0.06119568645954132,-0.08618923276662827,-0.053840186446905136,-0.20122510567307472
18,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,rephrase,0,accepted_z,0.9944084286689758,0.5119602084159851,0.3542897403240204,0.24743907153606415,-0.4824482202529907,-0.15767046809196472,-0.10685066878795624,-0.7469693571329117
18,85a4eedb16a30908dfc36bf358b5d34dc472310148a017735bbdad65a96f977c,rephrase,1,accepted_z,3.2417995929718018,2.5860297679901123,2.0321710109710693,1.556580901145935,-0.6557698249816895,-0.553858757019043,-0.4755901098251343,-1.6852186918258667
19,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,rephrase,0,accepted_z,1.1654856204986572,1.0372296571731567,1.0167241096496582,0.9916752576828003,-0.1282559633255005,-0.020505547523498535,-0.02504885196685791,-0.17381036281585693
19,cf6f2bb990d5607be73e905f76a5a18c2756098f9d34cb16b4de12fe91ac1d3d,rephrase,1,accepted_z,0.24581335484981537,0.16437822580337524,0.13425403833389282,0.1355847269296646,-0.08143512904644012,-0.030124187469482422,0.0013306885957717896,-0.11022862792015076
20,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,rephrase,0,accepted_z,1.328497290611267,0.7958866953849792,0.5249675512313843,0.34063223004341125,-0.5326105952262878,-0.27091914415359497,-0.18433532118797302,-0.9878650605678558
20,d62d3daaa98597827218b56a25f7ae3bb2b223eaaf78b7acf4945a97a6ef323f,rephrase,1,accepted_z,4.681556701660156,4.285488605499268,3.964149236679077,3.691647529602051,-0.39606809616088867,-0.32133936882019043,-0.27250170707702637,-0.9899091720581055
21,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,rephrase,0,accepted_z,10.723981857299805,10.745341300964355,10.976600646972656,11.008419036865234,0.02135944366455078,0.23125934600830078,0.031818389892578125,0.2844371795654297
21,c4c0883e808830f850159906afcefc21c16dcd760fd4acf68e0181ad9745b79a,rephrase,1,accepted_z,0.018117064610123634,0.012101209722459316,0.011355767026543617,0.011023690924048424,-0.006015854887664318,-0.000745442695915699,-0.0003320761024951935,-0.007093373686075211
22,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,rephrase,0,accepted_z,0.1285252869129181,0.0623798593878746,0.0398346446454525,0.03051534667611122,-0.06614542752504349,-0.022545214742422104,-0.009319297969341278,-0.09800994023680687
22,2d7a05de733521918b9b3c10f95568ee42e8fa4bbeb9911964758f2e95f6e9e4,rephrase,1,accepted_z,0.2693982720375061,0.2093149870634079,0.15823183953762054,0.13023467361927032,-0.060083284974098206,-0.051083147525787354,-0.02799716591835022,-0.13916359841823578
23,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,rephrase,0,accepted_z,5.2399468421936035,4.828014850616455,4.666660785675049,4.476696491241455,-0.41193199157714844,-0.16135406494140625,-0.18996429443359375,-0.7632503509521484
23,7ad81b264c5bf8e0448ecd9bcdb6f342989288fde3543b7704f2c1ec659b7185,rephrase,1,accepted_z,3.293987512588501,3.0264270305633545,2.9284017086029053,2.8579177856445312,-0.2675604820251465,-0.09802532196044922,-0.07048392295837402,-0.4360697269439697
24,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,rephrase,0,accepted_z,0.06509263068437576,0.021525800228118896,0.01214737631380558,0.006568744778633118,-0.043566830456256866,-0.009378423914313316,-0.0055786315351724625,-0.058523885905742645
24,b11185489a6e191b8145c5e43c46e1ac11afecedbb8858886ba16fb0915c52d5,rephrase,1,accepted_z,0.04674864932894707,0.010620973072946072,0.006178682669997215,0.0033358661457896233,-0.036127676256000996,-0.004442290402948856,-0.002842816524207592,-0.043412783183157444
25,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,rephrase,0,accepted_z,0.190485417842865,0.04258987680077553,0.026149718090891838,0.022993139922618866,-0.14789554104208946,-0.01644015870988369,-0.003156578168272972,-0.16749227792024612
25,472026d0a81e0abea282876d5064eede5f410d0102c44d94d070ebf92420c771,rephrase,1,accepted_z,1.5204129219055176,1.7255427837371826,1.4678269624710083,1.2584893703460693,0.20512986183166504,-0.2577158212661743,-0.20933759212493896,-0.26192355155944824
26,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,rephrase,0,accepted_z,1.7841554880142212,1.6483819484710693,1.479744791984558,1.701379418373108,-0.13577353954315186,-0.16863715648651123,0.2216346263885498,-0.08277606964111328
26,34da1f2e8dc9670ec41d7784fa8d025678bc1009ebfcc9577823787902857e92,rephrase,1,accepted_z,4.351645469665527,4.986304759979248,5.0290727615356445,4.985637187957764,0.6346592903137207,0.042768001556396484,-0.04343557357788086,0.6339917182922363
27,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,rephrase,0,accepted_z,2.0223565101623535,1.945306658744812,1.9271608591079712,1.8942312002182007,-0.0770498514175415,-0.01814579963684082,-0.03292965888977051,-0.12812530994415283
27,9a6dd76f564eabe6d772c906c071d9d837193dc7543a04dc4a666f2c4bfaf5fc,rephrase,1,accepted_z,10.129196166992188,10.115507125854492,10.1185941696167,10.106935501098633,-0.013689041137695312,0.0030870437622070312,-0.011658668518066406,-0.022260665893554688
28,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,rephrase,0,accepted_z,0.07644105702638626,0.049871500581502914,0.038858626037836075,0.028054796159267426,-0.026569556444883347,-0.01101287454366684,-0.01080382987856865,-0.048386260867118835
28,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,rephrase,1,accepted_z,0.10244634002447128,0.06171402335166931,0.04637042433023453,0.03189335763454437,-0.04073231667280197,-0.015343599021434784,-0.014477066695690155,-0.07055298238992691
29,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,rephrase,0,accepted_z,0.09945981949567795,0.11302327364683151,0.09056679159402847,0.14004746079444885,0.013563454151153564,-0.02245648205280304,0.04948066920042038,0.040587641298770905
29,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,rephrase,1,accepted_z,0.027444684877991676,0.027959397062659264,0.019917136058211327,0.019068734720349312,0.0005147121846675873,-0.008042261004447937,-0.0008484013378620148,-0.008375950157642365
30,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,rephrase,0,accepted_z,0.045210618525743484,0.024131974205374718,0.019193638116121292,0.013737066648900509,-0.021078644320368767,-0.004938336089253426,-0.005456571467220783,-0.031473551876842976
30,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,rephrase,1,accepted_z,0.20235739648342133,0.05665823072195053,0.0316682867705822,0.016884740442037582,-0.1456991657614708,-0.024989943951368332,-0.014783546328544617,-0.18547265604138374
31,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,rephrase,0,accepted_z,0.06130744516849518,0.04219807684421539,0.03498448431491852,0.03301668539643288,-0.019109368324279785,-0.007213592529296875,-0.0019677989184856415,-0.0282907597720623
31,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,rephrase,1,accepted_z,0.41403818130493164,0.18860816955566406,0.12590987980365753,0.07187570631504059,-0.22543001174926758,-0.06269828975200653,-0.05403417348861694,-0.34216247498989105
32,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,rephrase,0,accepted_z,0.01724334992468357,0.009251345880329609,0.00641145883128047,0.004583211150020361,-0.007992004044353962,-0.002839887049049139,-0.001828247681260109,-0.01266013877466321
32,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,rephrase,1,accepted_z,0.031057603657245636,0.01618039235472679,0.011592173017561436,0.00829229224473238,-0.014877211302518845,-0.004588219337165356,-0.003299880772829056,-0.022765311412513256
33,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,rephrase,0,accepted_z,0.12091623991727829,0.04856336861848831,0.028887737542390823,0.0165668074041605,-0.07235287129878998,-0.01967563107609749,-0.012320930138230324,-0.10434943251311779
33,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,rephrase,1,accepted_z,0.07653570175170898,0.03552259877324104,0.02263297513127327,0.015812132507562637,-0.04101310297846794,-0.012889623641967773,-0.006820842623710632,-0.06072356924414635
34,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,rephrase,0,accepted_z,3.978898286819458,4.0189619064331055,4.292896270751953,4.814207077026367,0.04006361961364746,0.27393436431884766,0.5213108062744141,0.8353087902069092
34,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,rephrase,1,accepted_z,1.6460505723953247,1.4452108144760132,1.441732406616211,1.4817043542861938,-0.20083975791931152,-0.003478407859802246,0.03997194766998291,-0.16434621810913086
35,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,rephrase,0,accepted_z,0.1551814079284668,0.12785381078720093,0.11218756437301636,0.09666534513235092,-0.02732759714126587,-0.01566624641418457,-0.015522219240665436,-0.058516062796115875
35,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,rephrase,1,accepted_z,2.0489768981933594,1.2339897155761719,0.8106052875518799,0.4663535952568054,-0.8149871826171875,-0.423384428024292,-0.34425169229507446,-1.582623302936554
36,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rephrase,0,accepted_z,10.907889366149902,11.120743751525879,11.480417251586914,11.650294303894043,0.21285438537597656,0.35967350006103516,0.1698770523071289,0.7424049377441406
36,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,rephrase,1,accepted_z,12.987313270568848,13.834291458129883,12.622480392456055,13.118552207946777,0.8469781875610352,-1.2118110656738281,0.49607181549072266,0.1312389373779297
37,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase,0,accepted_z,5.214696407318115,2.686906337738037,3.616497755050659,3.6312143802642822,-2.527790069580078,0.9295914173126221,0.014716625213623047,-1.583482027053833
37,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,rephrase,1,accepted_z,1.552546739578247,0.6549897193908691,0.2707710266113281,0.11909845471382141,-0.8975570201873779,-0.384218692779541,-0.1516725718975067,-1.4334482848644257
38,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,rephrase,0,accepted_z,0.05153203010559082,0.05012448504567146,0.04458398371934891,0.04211818799376488,-0.0014075450599193573,-0.0055405013263225555,-0.00246579572558403,-0.009413842111825943
38,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,rephrase,1,accepted_z,1.1708852052688599,0.9143872857093811,0.7609947919845581,0.691478431224823,-0.25649791955947876,-0.153392493724823,-0.06951636075973511,-0.47940677404403687
39,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,rephrase,0,accepted_z,0.035597607493400574,0.019107213243842125,0.013020730577409267,0.008240390568971634,-0.01649039424955845,-0.0060864826664328575,-0.0047803400084376335,-0.02735721692442894
39,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,rephrase,1,accepted_z,0.014879554510116577,0.008725374937057495,0.006523859221488237,0.00454440712928772,-0.006154179573059082,-0.0022015157155692577,-0.0019794520922005177,-0.010335147380828857
40,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,rephrase,0,accepted_z,0.032290488481521606,0.009756498970091343,0.00499714445322752,0.003112711710855365,-0.022533989511430264,-0.004759354516863823,-0.0018844327423721552,-0.02917777677066624
40,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,rephrase,1,accepted_z,0.021382052451372147,0.00656116520985961,0.005023239646106958,0.00319268717430532,-0.014820887241512537,-0.0015379255637526512,-0.0018305524718016386,-0.018189365277066827
41,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,rephrase,0,accepted_z,4.219620704650879,4.194879531860352,3.912414789199829,3.734065055847168,-0.024741172790527344,-0.28246474266052246,-0.17834973335266113,-0.48555564880371094
41,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,rephrase,1,accepted_z,0.4023495316505432,0.22564904391765594,0.11278081685304642,0.0677756741642952,-0.17670048773288727,-0.11286822706460953,-0.04500514268875122,-0.334573857486248
42,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,rephrase,0,accepted_z,0.42051324248313904,0.33702322840690613,0.28965336084365845,0.23198676109313965,-0.08349001407623291,-0.04736986756324768,-0.0576665997505188,-0.1885264813899994
42,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,rephrase,1,accepted_z,0.245941162109375,0.16439411044120789,0.12182384729385376,0.0966872051358223,-0.08154705166816711,-0.042570263147354126,-0.025136642158031464,-0.1492539569735527
43,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,rephrase,0,accepted_z,0.050528496503829956,0.010060436092317104,0.004899994004517794,0.0026487763971090317,-0.04046806041151285,-0.005160442087799311,-0.002251217607408762,-0.047879720106720924
43,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,rephrase,1,accepted_z,0.048706669360399246,0.016977686434984207,0.008600221015512943,0.0035006452817469835,-0.03172898292541504,-0.008377465419471264,-0.00509957573376596,-0.04520602407865226
44,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,rephrase,0,accepted_z,0.20998689532279968,0.15920807421207428,0.15637435019016266,0.13983313739299774,-0.0507788211107254,-0.002833724021911621,-0.016541212797164917,-0.07015375792980194
44,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,rephrase,1,accepted_z,0.022292032837867737,0.014628183096647263,0.011853968724608421,0.008841768838465214,-0.007663849741220474,-0.0027742143720388412,-0.0030121998861432076,-0.013450263999402523
45,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,rephrase,0,accepted_z,0.0244008619338274,0.022871391847729683,0.022920675575733185,0.022512231022119522,-0.0015294700860977173,4.928372800350189e-05,-0.0004084445536136627,-0.0018886309117078781
45,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,rephrase,1,accepted_z,2.9783401489257812,2.8258492946624756,2.8292460441589355,2.6506705284118652,-0.15249085426330566,0.003396749496459961,-0.1785755157470703,-0.327669620513916
46,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,rephrase,0,accepted_z,0.47091972827911377,0.3387361764907837,0.2522084712982178,0.18959417939186096,-0.13218355178833008,-0.08652770519256592,-0.06261429190635681,-0.2813255488872528
46,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,rephrase,1,accepted_z,3.3343279361724854,2.890718936920166,2.861743211746216,2.778432607650757,-0.44360899925231934,-0.028975725173950195,-0.08331060409545898,-0.5558953285217285
47,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,rephrase,0,accepted_z,6.5132246017456055,2.636385679244995,1.7179406881332397,0.24172480404376984,-3.8768389225006104,-0.9184449911117554,-1.47621588408947,-6.271499797701836
47,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,rephrase,1,accepted_z,6.629993438720703,0.09448005259037018,0.4169453978538513,0.22005240619182587,-6.535513386130333,0.32246534526348114,-0.19689299166202545,-6.409941032528877
48,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,rephrase,0,accepted_z,0.45896977186203003,0.26522573828697205,0.17292892932891846,0.13762174546718597,-0.19374403357505798,-0.09229680895805359,-0.03530718386173248,-0.32134802639484406
48,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,rephrase,1,accepted_z,0.3085426688194275,0.1357550024986267,0.10449738055467606,0.08549296855926514,-0.17278766632080078,-0.03125762194395065,-0.01900441199541092,-0.22304970026016235
49,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,rephrase,0,accepted_z,0.40958595275878906,0.3947257697582245,0.3641223907470703,0.40156397223472595,-0.014860183000564575,-0.030603379011154175,0.03744158148765564,-0.00802198052406311
49,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,rephrase,1,accepted_z,0.03579212352633476,0.013648640364408493,0.006236496847122908,0.0061022634617984295,-0.02214348316192627,-0.007412143517285585,-0.00013423338532447815,-0.029689860064536333
50,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,rephrase,0,accepted_z,3.9233510494232178,5.254183769226074,5.384939670562744,5.34028434753418,1.3308327198028564,0.13075590133666992,-0.04465532302856445,1.416933298110962
50,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,rephrase,1,accepted_z,0.2250014841556549,0.12614455819129944,0.10107725113630295,0.09842170029878616,-0.09885692596435547,-0.02506730705499649,-0.0026555508375167847,-0.12657978385686874
51,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,rephrase,0,accepted_z,0.04394850879907608,0.017417099326848984,0.010556099005043507,0.006616115104407072,-0.026531409472227097,-0.006861000321805477,-0.0039399839006364346,-0.03733239369466901
