model,candidate,case_id,request_sha256,metric,prompt_count,success_n,strict_success,strict_teacher_forced,target_new_nll_mean,target_true_nll_mean,target_new_nll_max,nll_advantage_mean
llama3-8b-inst,JV-LAM-001,17856,aff9b19707e9eeadc80bbd937db8ba00689fd3f97f30814ce9b092e89bdecc97,RS,1,1,1,1,0.000301673193462193,15.594663619995117,0.000301673193462193,15.594361946801655
llama3-8b-inst,JV-LAM-001,6029,5d6620e7a15d0df773ac7ce109c1adaf6f7af5f567d5c4c9359d3c60437702a9,RS,1,1,1,1,0.001954313600435853,14.00351619720459,0.001954313600435853,14.001561883604154
llama3-8b-inst,JV-LAM-001,15108,28c8f4bfd308290cd45de350f0b2f3a9556b7b38442bed67b2afd51c277fade1,RS,1,1,1,1,0.0014772227732464671,10.168554306030273,0.0014772227732464671,10.167077083257027
llama3-8b-inst,JV-LAM-001,2481,72df945e22ce0a9f2a1743dc993709c3cd635a202ee56289a2a71e64ea5862c5,RS,1,1,1,1,0.0013898485340178013,8.01262378692627,0.0013898485340178013,8.011233938392252
llama3-8b-inst,JV-LAM-001,2418,cdda3067d049421eb3c225c77c307ad3183454b979e65fcfbb0c07974968058f,RS,1,1,1,1,0.0017803546506911516,15.590689659118652,0.0017803546506911516,15.588909304467961
llama3-8b-inst,JV-LAM-001,5160,18d5201817fbd68a8a7d74f747565affd76e1d9eb7f52e6aa2e614d3bd2d494d,RS,1,1,1,1,0.0003234816831536591,14.568835258483887,0.0003234816831536591,14.568511776800733
llama3-8b-inst,JV-LAM-001,20551,ad147f5cb0d8580ac6a1e5ef4a63c2dd0ac417d5d2290d6e7cf0e5b7ef070dc8,RS,1,1,1,1,0.0039901891723275185,13.872659683227539,0.0039901891723275185,13.868669494055212
llama3-8b-inst,JV-LAM-001,11216,c3b8cbb7a6e6b2e678958cd682e28350b2d72aa988160dea942cc86aa0ccad1b,RS,1,1,1,1,0.004243655130267143,10.600202560424805,0.004243655130267143,10.595958905294538
llama3-8b-inst,JV-LAM-001,9185,382bcc843d8fc7d38d7858fa801113444dc0ff69b643a8ba15a13a290b208f64,RS,1,1,1,1,0.014269810169935226,8.831717491149902,0.014269810169935226,8.817447680979967
llama3-8b-inst,JV-LAM-001,19647,f8499f294fa0fd7880dc389b86e19238744b4d185ea930b588414968287f8a98,RS,1,1,1,1,0.0015240018256008625,7.498380661010742,0.0015240018256008625,7.496856659185141
llama3-8b-inst,JV-LAM-001,20750,d507b42705b4823965c65d7d1bd6d0eefecc1f83df35ab32f98f1767e94ff695,RS,1,1,1,1,0.007131005171686411,16.35961151123047,0.007131005171686411,16.352480506058782
llama3-8b-inst,JV-LAM-001,11599,a8ff0abadce780f302b02e6a1719e6e7df99f9fd4721a6f8dc8f94b84169b242,RS,1,1,1,1,0.0029478687793016434,11.971745491027832,0.0029478687793016434,11.96879762224853
llama3-8b-inst,JV-LAM-001,21721,6f3e95c347d198345649855e15894600d0ebd484432d943ed736a9397ae8d897,RS,1,1,1,1,0.0012711548479273915,15.98997974395752,0.0012711548479273915,15.988708589109592
llama3-8b-inst,JV-LAM-001,15811,76f1e9732afd98c5089953b3cb80eff3069bce8b6e03db4ac3f15bd552a4cc16,RS,1,1,1,1,0.0010288427583873272,19.162878036499023,0.0010288427583873272,19.161849193740636
llama3-8b-inst,JV-LAM-001,3592,6513919a4878eed21297d2e315c6d3daaecda68eceab2a7cdbbdcf2d9559a719,RS,1,1,1,1,0.0012174582807347178,14.359649658203125,0.0012174582807347178,14.35843219992239
llama3-8b-inst,JV-LAM-001,3154,b14c1100dcb663be742327aaf58566fd5d95dd2ad252ff46a5ec015f6ed597bd,RS,1,1,1,1,0.004813867621123791,13.54878044128418,0.004813867621123791,13.543966573663056
llama3-8b-inst,JV-LAM-001,2728,df625d87714d29a475b0a9673a4ba1b9220a42d56346c7e73e9775e8ab35f290,RS,1,1,1,1,0.0011152203660458326,17.996036529541016,0.0011152203660458326,17.99492130917497
llama3-8b-inst,JV-LAM-001,8900,4accc3880965b76b6ccd52fac3f36163d33c4d2e0abcfced0c6974a59a3b2b34,RS,1,1,1,1,0.003565385239198804,6.589436054229736,0.003565385239198804,6.5858706689905375
llama3-8b-inst,JV-LAM-001,21835,2a4d049c43b85cef82bb2e0e00b30b054d8654e93dfc3d88568a963fda2028f2,RS,1,1,1,1,0.00020096666412428021,14.344661712646484,0.00020096666412428021,14.34446074598236
llama3-8b-inst,JV-LAM-001,5618,8b593385e371bc7e94c75fab4434a10e0ffa9aba296344c171e77c63f9203b52,RS,1,1,1,1,0.001209481037221849,8.210301399230957,0.001209481037221849,8.209091918193735
llama3-8b-inst,JV-LAM-001,6154,d4028449bdfe56e055da9afa5c7157cb8df5ee9d828ea421ece05f6a20accacb,RS,1,1,1,1,0.00020394629973452538,20.10602378845215,0.00020394629973452538,20.105819842152414
llama3-8b-inst,JV-LAM-001,9592,ed3ed2a5e1ee02368ff979364213db79de8116169304fc116edc59e0acd4054d,RS,1,1,1,1,0.0006725909770466387,16.823572158813477,0.0006725909770466387,16.82289956783643
llama3-8b-inst,JV-LAM-001,20502,0a236d10a80a4edc1304d8b4aea68ea233692a1f80f0e0a606f6dac936842f0f,RS,1,1,1,1,0.0002885640424210578,20.255510330200195,0.0002885640424210578,20.255221766157774
llama3-8b-inst,JV-LAM-001,14475,c2f7b5ea74bed01a760da1b94fb129d994588ea96d4f89c183c379803f0dc47c,RS,1,1,1,1,0.0009735850035212934,17.48460578918457,0.0009735850035212934,17.48363220418105
llama3-8b-inst,JV-LAM-001,9475,d6f0fdd84c80975821ea90d0d2ccac48798c6fb143257a351b77a2752de5931b,RS,1,1,1,1,0.0008076743106357753,9.454964637756348,0.0008076743106357753,9.454156963445712
llama3-8b-inst,JV-LAM-001,2617,578237172a40576eea42b6b569d04cefbf63f59629ad30d9f62fd3ab2c58b179,RS,1,1,1,1,0.010758105665445328,11.586400032043457,0.010758105665445328,11.575641926378012
llama3-8b-inst,JV-LAM-001,14787,55c8128d1c4808d58dfc072421b0c4ad8d823ea5cda52f2bba34fb66ac43e912,RS,1,1,1,1,0.008595375344157219,13.886541366577148,0.008595375344157219,13.877945991232991
llama3-8b-inst,JV-LAM-001,12466,9d7382f7cc9557743c9556b09ba96a4fc00a0f2aafcbd41ec61c9521622c308e,RS,1,1,1,1,0.0003579214389901608,11.847846984863281,0.0003579214389901608,11.847489063424291
llama3-8b-inst,JV-LAM-001,16072,ebe2362801b3a16ed4d087ca44db6113f984c3658916c6cd448444cb5f19e529,RS,1,1,1,1,0.0003864018653985113,19.54533576965332,0.0003864018653985113,19.544949367787922
llama3-8b-inst,JV-LAM-001,13455,cf84ba3c6d45d80c6b1b55dadae6eca9076000c4ab30c69726e631ab0a6b98d3,RS,1,1,1,1,0.0004919749335385859,12.051396369934082,0.0004919749335385859,12.050904395000543
llama3-8b-inst,JV-LAM-001,6810,7bbde3e7af855836bdf7ee82ea286755885883f57e0f15f8228d15803270c1ac,RS,1,1,1,1,0.0010146714048460126,14.981477737426758,0.0010146714048460126,14.980463066021912
llama3-8b-inst,JV-LAM-001,10173,aa0dd394207e77de9364ceababd2c520a0bdc7974ba733a3288c3809f86a7cff,RS,1,1,1,1,0.0005530973430722952,11.425090789794922,0.0005530973430722952,11.42453769245185
llama3-8b-inst,JV-LAM-001,19281,cae1a53a41736f1b88f95f55b0acdf8593768f99f6691aaa6f65910a3795d5e0,RS,1,1,1,1,0.0014187756460160017,14.793990135192871,0.0014187756460160017,14.792571359546855
llama3-8b-inst,JV-LAM-001,2138,ae121a6e521a53e036b3d7d63bb50827cbb03ac5c3e6472163da9a73daf452dc,RS,1,1,1,1,0.0028802361339330673,10.998088836669922,0.0028802361339330673,10.995208600535989
llama3-8b-inst,JV-LAM-001,20900,e0b03343fb825e39e77b418a6b9a3d280645b2dd6b8924fe7d09a73febd95e02,RS,1,1,1,1,0.0005812147865071893,19.19158935546875,0.0005812147865071893,19.191008140682243
llama3-8b-inst,JV-LAM-001,11250,c2ac190ea1b3d3454956141f6face9828e6271cc619a7f642f64937cc9f928d0,RS,1,1,1,1,0.0026047846768051386,12.418487548828125,0.0026047846768051386,12.41588276415132
llama3-8b-inst,JV-LAM-001,16090,f6c831476cadeaa0038e6bb551ae076812efc83498a850a668a7495d61d60c7b,RS,1,1,1,1,0.004947087727487087,5.087146282196045,0.004947087727487087,5.082199194468558
llama3-8b-inst,JV-LAM-001,20530,4dfc916bb178a81f3d78f01fa92e9c9b3c2688e5c216c19dcc0baea9fd224bd0,RS,1,1,1,1,0.002555915853008628,13.165249824523926,0.002555915853008628,13.162693908670917
llama3-8b-inst,JV-LAM-001,5862,aec857a610dad0e126e9d08bcbb39760d34d6fb9e95c0ecb6ae6dbce7272001f,RS,1,1,1,1,0.0003237200144212693,17.178892135620117,0.0003237200144212693,17.178568415605696
llama3-8b-inst,JV-LAM-001,5993,5158a282a14de70e66c35d6a663ad57357d56f592912ba7a5b73f4664fc5bc0e,RS,1,1,1,1,0.0008068405441008508,14.187278747558594,0.0008068405441008508,14.186471907014493
llama3-8b-inst,JV-LAM-001,19775,4a9e29cde6f4e0518ff71c4b32d9b5073e05c56fa700beed4b2c2ef7f2e26c59,RS,1,1,1,1,0.000760429073125124,9.374641418457031,0.000760429073125124,9.373880989383906
llama3-8b-inst,JV-LAM-001,4254,22ae75f2262a3012a55809e3d0181ddca3353ca38572f94ae86f5030b9b38b36,RS,1,1,1,1,0.0011848341673612595,12.270463943481445,0.0011848341673612595,12.269279109314084
llama3-8b-inst,JV-LAM-001,6295,64a9bc2e8ea12ddf146ef0c66adf963f28e1563f2b55709e2367abcc0801eab8,RS,1,1,1,1,1.847726889536716e-05,17.653995513916016,1.847726889536716e-05,17.65397703664712
llama3-8b-inst,JV-LAM-001,9765,001152e4ff5995964cf56fefb30b1c6bc1bf5a07a116056ccd8fb2793dd36ee8,RS,1,1,1,1,0.001022650278173387,17.957759857177734,0.001022650278173387,17.95673720689956
llama3-8b-inst,JV-LAM-001,5599,73e5311dd634f1c19548e49718ad04b9ab28bab0d087e03645b07b3b0b604cd1,RS,1,1,1,1,0.002442355267703533,11.717347145080566,0.002442355267703533,11.714904789812863
llama3-8b-inst,JV-LAM-001,16635,1fd32bec4b5ad3151157a8a6598a79463efd8730cfef77fba0fd5c9248fdb174,RS,1,1,1,1,0.0019016055157408118,13.894876480102539,0.0019016055157408118,13.892974874586798
llama3-8b-inst,JV-LAM-001,2603,2e1ddd44d1b0450365b794f0c04383d5b42cc3c44abac81d7a0049fef2715840,RS,1,1,1,1,0.0016046992968767881,8.855528831481934,0.0016046992968767881,8.853924132185057
llama3-8b-inst,JV-LAM-001,9210,3566844443b27f96a87a6220b479d05b63d5c847258f06b02623050e796605d5,RS,1,1,1,1,0.0030896568205207586,15.8045015335083,0.0030896568205207586,15.80141187668778
llama3-8b-inst,JV-LAM-001,11318,11a44c8198b7d361e09ada9c9ef94aeb0fad216080fafe2887ea15d8134fadcc,RS,1,1,1,1,0.0013675870141014457,14.020231246948242,0.0013675870141014457,14.01886365993414
llama3-8b-inst,JV-LAM-001,7684,8d288e04759fd3c63f71c6d0cc3b9cc904f9cc66fb60e6a64b0212d17485d9d1,RS,1,1,1,1,0.00018737945356406271,16.940685272216797,0.00018737945356406271,16.940497892763233
llama3-8b-inst,JV-LAM-001,1649,b67fa681f4fd7ba6855f291206715edbb86d72e2efd0cd325a7a99b5a14a3b98,RS,1,1,1,1,0.0009819215629249811,12.260004043579102,0.0009819215629249811,12.259022122016177
llama3-8b-inst,JV-LAM-001,7677,8f26ac32cc148b8edfe6c6fade39622d110142f5de5fdc95e4b4428a2135184a,RS,1,1,1,1,0.0007364421617239714,18.23655128479004,0.0007364421617239714,18.235814842628315
llama3-8b-inst,JV-LAM-001,2680,dfdda88adf60864dac8831f522cd84c935b571c564227ea3a099d4c3e490a06a,RS,1,1,1,1,0.0016611122991889715,10.649127960205078,0.0016611122991889715,10.64746684790589
llama3-8b-inst,JV-LAM-001,1012,3066030234cd80ef5eb5601a6fc41e0a19302920706ef660bd4f78b821b8da26,RS,1,1,1,1,0.000444551813416183,18.548582077026367,0.000444551813416183,18.54813752521295
llama3-8b-inst,JV-LAM-001,3838,2165f5a66544b3b37297d2dd19dc72c82155a34763f469e4673be669ccdca5a7,RS,1,1,1,1,0.0010519453790038824,7.831610679626465,0.0010519453790038824,7.830558734247461
llama3-8b-inst,JV-LAM-001,4649,7d4b50473f9c03ff800c74455cfda9103112c0b54fcf9a7326981b2d60578ed3,RS,1,1,1,1,0.0008370947907678783,22.203407287597656,0.0008370947907678783,22.20257019280689
llama3-8b-inst,JV-LAM-001,3158,d90850c9442327660e5b7ecdf01b497624f0949c2937f0b3ed7d56452d675f6a,RS,1,1,1,1,0.004158896394073963,6.754132270812988,0.004158896394073963,6.749973374418914
llama3-8b-inst,JV-LAM-001,2540,51a51835035485215360f15d005a4bad842e7bfbe16d7a229add522603b42bfc,RS,1,1,1,1,0.0026638756971806288,11.440608024597168,0.0026638756971806288,11.437944148899987
llama3-8b-inst,JV-LAM-001,1477,ee3452c6c4fee471fa14e795b7406d771b8ad05c50129775dfff425ac12e62c8,RS,1,1,1,1,0.0006567466771230102,13.131871223449707,0.0006567466771230102,13.131214476772584
llama3-8b-inst,JV-LAM-001,19387,5a25ac69ae0e48637096f1375004a0fe089d694f5e2dd1cd3d9f8ed82eb5deb9,RS,1,1,1,1,0.0011385156540200114,10.200950622558594,0.0011385156540200114,10.199812106904574
llama3-8b-inst,JV-LAM-001,17785,38a2663e541fe2e94905984252e70eb0f8f195fc8edd29c42f6088d73dc5cfbe,RS,1,1,1,1,0.004227392375469208,7.178028583526611,0.004227392375469208,7.173801191151142
llama3-8b-inst,JV-LAM-001,17870,82588d070c5312c851ebab0f3390bc37842152bf306c87f6bba82d2d8ffff609,RS,1,1,1,1,9.822363062994555e-05,17.250545501708984,9.822363062994555e-05,17.250447278078354
llama3-8b-inst,JV-LAM-001,11818,0d9227a163cd1dceaff07385dc89c034ee73a48f78259547207072a01b0e4dda,RS,1,1,1,1,0.0013652060879394412,9.164395332336426,0.0013652060879394412,9.163030126248486
llama3-8b-inst,JV-LAM-001,12444,67426c85175fc541eddf0b238b5e15d2bfb4bb73d59703d756ea893861c366d0,RS,1,1,1,1,0.06522531807422638,12.047016143798828,0.06522531807422638,11.981790825724602
llama3-8b-inst,JV-LAM-001,13177,eb338759b38d191c9820068978ca3d1a5cdc96c28d6ad79faeae87314ed9e948,RS,1,1,1,1,0.0002320735511602834,18.365358352661133,0.0002320735511602834,18.365126279109973
llama3-8b-inst,JV-LAM-001,2366,b1a953facde29eb46395cfd0fc270e23ff870e43b7aadbd51a9ee15667ff5c8c,RS,1,1,1,1,0.001258534612134099,19.409549713134766,0.001258534612134099,19.40829117852263
llama3-8b-inst,JV-LAM-001,3351,521fe611bf49ed13a21286b8815b08b286d29a6f9cccaea81a0a1958bc1d8fc5,RS,1,1,1,1,0.006084135267883539,11.260505676269531,0.006084135267883539,11.254421541001648
llama3-8b-inst,JV-LAM-001,21910,a8f78b21dd34faac535b2322d504b6212b8c47e395c7817d80003c0b78e9b733,RS,1,1,1,1,0.00280344532802701,9.053845405578613,0.00280344532802701,9.051041960250586
llama3-8b-inst,JV-LAM-001,12850,1e67a08c1834567f5f610aadf7efd0ab3f0cddda2e8d18b55944dffe998d76af,RS,1,1,1,1,0.0015234065940603614,12.538551330566406,0.0015234065940603614,12.537027923972346
llama3-8b-inst,JV-LAM-001,8935,95432ce74635807e7fb64dd1f1eac31f9cc0fd8000f0e9e6444d65ba7ea02346,RS,1,1,1,1,0.0008952185744419694,14.803057670593262,0.0008952185744419694,14.80216245201882
llama3-8b-inst,JV-LAM-001,18568,a865e04062ff67faad8dbafc59acdbfbe9fe3fbde5ac3ec7c6f05682c07f1414,RS,1,1,1,1,0.004961203783750534,15.040756225585938,0.004961203783750534,15.035795021802187
llama3-8b-inst,JV-LAM-001,21775,9111fdbd440456de5844078fd258291cec4266e94fb05ee32d3f0e98d4eee41a,RS,1,1,1,1,0.000945121340919286,10.51957893371582,0.000945121340919286,10.518633812374901
llama3-8b-inst,JV-LAM-001,17626,cf6c4c981c8caf2ce36f1f704bad1f5e7706012052890365d7bdc5e8b1ca46dd,RS,1,1,1,1,0.002586236223578453,11.770282745361328,0.002586236223578453,11.76769650913775
llama3-8b-inst,JV-LAM-001,18788,68aa6384545eb925241d3ba9daa6b89ee832c645d9a5a5dc9301544e2534608a,RS,1,1,1,1,0.0019487215904518962,8.536385536193848,0.0019487215904518962,8.534436814603396
llama3-8b-inst,JV-LAM-001,10337,149927c035f6d17454e60260dd1d902d94b9e3aad3b97803b7ae7fe9df23620d,RS,1,1,1,1,0.002814976265653968,12.710302352905273,0.002814976265653968,12.70748737663962
llama3-8b-inst,JV-LAM-001,12391,1d5e98860b1dc494a252f59cbbe610492101eb00c89c08d0406d683fd9e1dcda,RS,1,1,1,1,0.0006181474891491234,14.032500267028809,0.0006181474891491234,14.03188211953966
llama3-8b-inst,JV-LAM-001,3231,b5e7d324474bd3e2bb12800cf0d92ac3952f183f5f960779d6ff9c1e0a4c1b69,RS,1,1,1,1,0.0002053765201708302,17.251846313476562,0.0002053765201708302,17.25164093695639
llama3-8b-inst,JV-LAM-001,11590,fdfe274d71afa95eabef0760b0044a589744f26534a7c48f5482a46577b28958,RS,1,1,1,1,0.0004396664153318852,17.651765823364258,0.0004396664153318852,17.651326156948926
llama3-8b-inst,JV-LAM-001,5190,e018528ac38bdcdccd779312450228d07682ee50609f5c1fba748f5ef388df7c,RS,1,1,1,1,0.0010415849974378943,14.428892135620117,0.0010415849974378943,14.42785055062268
llama3-8b-inst,JV-LAM-001,17317,dbe5cdf638795125ea44b01c0e7a12c5a270b02feaa51d771f5704106aaf697b,RS,1,1,1,1,0.0024845702573657036,13.63333511352539,0.0024845702573657036,13.630850543268025
llama3-8b-inst,JV-LAM-001,20240,40f6c6ab603b5280800848ddfdd93cc241dcbbf85edbe5c34daf7eb2b282987c,RS,1,1,1,1,0.0008833082392811775,6.596834182739258,0.0008833082392811775,6.595950874499977
llama3-8b-inst,JV-LAM-001,9407,02d13cc3ba1b9857de2d9af6adb4247f2dc69a8beb4712613a94334d3e3c315e,RS,1,1,1,1,0.00030119650182314217,14.094983100891113,0.00030119650182314217,14.09468190438929
llama3-8b-inst,JV-LAM-001,8215,0403b26a9d7bbdcd333cf775d9f92c79dff5cc10a8e74c8215b6c27d41bc1c2f,PS,2,2,1,0,3.62547105550766,8.315400123596191,6.687795639038086,4.6899290680885315
llama3-8b-inst,JV-LAM-001,21618,6604774017b5c6eb380457103d52f5e7efd563005bb69f3aef4c02cbc7e446b6,PS,2,2,1,0,1.0865440517663956,3.235809803009033,1.780651569366455,2.1492657512426376
llama3-8b-inst,JV-LAM-001,18193,c25fccd16947f9896b9362f2fc3645c30a991b4c1298446ca35f3c15872dff7f,PS,2,2,1,0,5.191257834434509,8.1383718252182,8.322187423706055,2.9471139907836914
llama3-8b-inst,JV-LAM-001,1905,e2f1cf625b2585402c593f90cc775d62c2e4a7bce663c796e74f7fe26e355b29,PS,2,2,1,1,0.19624563679099083,5.342458724975586,0.2951612174510956,5.146213088184595
llama3-8b-inst,JV-LAM-001,18032,263e0a837d0fc67cd0549e4b89f1de6d301f3d7de450243f0b59c848dc28f77e,PS,2,1,0,0,4.350069399923086,4.6818015575408936,8.635133743286133,0.3317321576178074
llama3-8b-inst,JV-LAM-001,8597,57a57fb08af33302fbd083d836b2893ce0e7d03d27dc3247b5aa91d9acde086b,PS,2,2,1,0,3.837298482656479,9.197683811187744,7.152722358703613,5.360385328531265
llama3-8b-inst,JV-LAM-001,5379,39224f0d5c48b9fed23284c9407179934beea5c96c1add706be581eadb20fd7b,PS,2,1,0,0,1.1545495241880417,4.848797261714935,1.9541243314743042,3.6942477375268936
llama3-8b-inst,JV-LAM-001,371,2d11372e873f5cebb31294c2ffd99d260948fe5eaa3651aaf3a2f538bba4c006,PS,2,2,1,0,2.228004425764084,4.457762241363525,4.135645866394043,2.2297578155994415
llama3-8b-inst,JV-LAM-001,14488,aa99fa19546af974313677835121470b7147f178d89dca23a7d178f861781745,PS,2,1,0,0,7.248322486877441,8.262401223182678,8.889561653137207,1.0140787363052368
llama3-8b-inst,JV-LAM-001,12143,0a23ff52a1afe49174bc0fbcd4fcd5e93f3e3d318d37a318865205acbde5ab36,PS,2,2,1,1,0.595800322946161,6.252277135848999,1.186739206314087,5.656476812902838
llama3-8b-inst,JV-LAM-001,12706,a42445b909f63039d8593c51556c0fbf79ac00c321d802437337480b9e632139,PS,2,2,1,1,0.09005142375826836,3.9296125173568726,0.14034484326839447,3.839561093598604
llama3-8b-inst,JV-LAM-001,20568,d5b44ff7b92a709492e8787e2f197530401f4156e2bae02b2d21246c2edf1ec3,PS,2,1,0,0,3.951296955347061,4.5252262353897095,7.75494909286499,0.5739292800426483
llama3-8b-inst,JV-LAM-001,13448,03488e90ee9c38df4496c340cce674d0a71d5a03cf0f657eff20ec971237eda7,PS,2,2,1,1,0.06087262276560068,12.230422496795654,0.10370942950248718,12.169549874030054
llama3-8b-inst,JV-LAM-001,18674,47e3699f62610b1b73a26f17c33fcf57a86346b044a9f48bcdd0463fedf85426,PS,2,2,1,0,2.378947615623474,11.462746858596802,4.250847339630127,9.083799242973328
llama3-8b-inst,JV-LAM-001,14479,f8078a7cedab211a6809d9e7808d9e680d419b96561688549aa955e965f53313,PS,2,2,1,0,4.573516130447388,6.961389780044556,6.630871772766113,2.387873649597168
llama3-8b-inst,JV-LAM-001,4745,5af25d47a023c0e1d51f37eeedb94fbfd299c3a0cd288e33170d3f34a6df9109,PS,2,2,1,0,5.044250965118408,6.0408406257629395,8.602070808410645,0.9965896606445312
llama3-8b-inst,JV-LAM-001,16968,00c19deb7192aa90cacfa5359f708025920094cc12b9c24b33071a400418a43c,PS,2,2,1,1,0.4163534324616194,6.770670413970947,0.7816697359085083,6.354316981509328
llama3-8b-inst,JV-LAM-001,8251,d8a6df34c78ccde5b0e3d21f0f09f7ebfc4e2830202ff578433b078936d92c61,PS,2,2,1,0,4.14868438243866,9.058199405670166,4.6037917137146,4.909515023231506
llama3-8b-inst,JV-LAM-001,17856,aff9b19707e9eeadc80bbd937db8ba00689fd3f97f30814ce9b092e89bdecc97,PS,2,2,1,1,0.3787026032805443,9.157318115234375,0.7190297842025757,8.77861551195383
llama3-8b-inst,JV-LAM-001,6029,5d6620e7a15d0df773ac7ce109c1adaf6f7af5f567d5c4c9359d3c60437702a9,PS,2,2,1,0,4.384830355644226,14.206547737121582,5.359617710113525,9.821717381477356
llama3-8b-inst,JV-LAM-001,15108,28c8f4bfd308290cd45de350f0b2f3a9556b7b38442bed67b2afd51c277fade1,PS,2,2,1,0,3.309129059314728,4.50543999671936,5.627457141876221,1.1963109374046326
llama3-8b-inst,JV-LAM-001,2481,72df945e22ce0a9f2a1743dc993709c3cd635a202ee56289a2a71e64ea5862c5,PS,2,2,1,0,1.2172745019197464,2.7997854351997375,2.1833577156066895,1.5825109332799911
llama3-8b-inst,JV-LAM-001,2418,cdda3067d049421eb3c225c77c307ad3183454b979e65fcfbb0c07974968058f,PS,2,2,1,1,0.004117082222364843,14.922152519226074,0.005636157002300024,14.91803543700371
llama3-8b-inst,JV-LAM-001,5160,18d5201817fbd68a8a7d74f747565affd76e1d9eb7f52e6aa2e614d3bd2d494d,PS,2,2,1,0,2.041247844696045,8.299011707305908,2.626145124435425,6.257763862609863
llama3-8b-inst,JV-LAM-001,20551,ad147f5cb0d8580ac6a1e5ef4a63c2dd0ac417d5d2290d6e7cf0e5b7ef070dc8,PS,2,2,1,0,1.37391094584018,10.070638179779053,2.7312211990356445,8.696727233938873
llama3-8b-inst,JV-LAM-001,11216,c3b8cbb7a6e6b2e678958cd682e28350b2d72aa988160dea942cc86aa0ccad1b,PS,2,2,1,1,0.011450254591181874,10.476534366607666,0.01804998330771923,10.465084112016484
llama3-8b-inst,JV-LAM-001,9185,382bcc843d8fc7d38d7858fa801113444dc0ff69b643a8ba15a13a290b208f64,PS,2,1,0,0,7.45850133895874,8.677112102508545,10.994270324707031,1.2186107635498047
llama3-8b-inst,JV-LAM-001,19647,f8499f294fa0fd7880dc389b86e19238744b4d185ea930b588414968287f8a98,PS,2,1,0,0,4.909526348114014,6.783604621887207,5.452506065368652,1.8740782737731934
llama3-8b-inst,JV-LAM-001,20750,d507b42705b4823965c65d7d1bd6d0eefecc1f83df35ab32f98f1767e94ff695,PS,2,1,0,0,4.107746124267578,5.281800746917725,5.7065253257751465,1.1740546226501465
llama3-8b-inst,JV-LAM-001,11599,a8ff0abadce780f302b02e6a1719e6e7df99f9fd4721a6f8dc8f94b84169b242,PS,2,2,1,0,2.2381061911582947,7.716965198516846,3.86184024810791,5.478859007358551
llama3-8b-inst,JV-LAM-001,21721,6f3e95c347d198345649855e15894600d0ebd484432d943ed736a9397ae8d897,PS,2,2,1,1,0.4493406340479851,7.262667179107666,0.6779739856719971,6.813326545059681
llama3-8b-inst,JV-LAM-001,15811,76f1e9732afd98c5089953b3cb80eff3069bce8b6e03db4ac3f15bd552a4cc16,PS,2,2,1,1,0.023074005730450153,14.316591262817383,0.029118992388248444,14.293517257086933
llama3-8b-inst,JV-LAM-001,3592,6513919a4878eed21297d2e315c6d3daaecda68eceab2a7cdbbdcf2d9559a719,PS,2,2,1,0,4.305621147155762,11.54619550704956,4.96294641494751,7.240574359893799
llama3-8b-inst,JV-LAM-001,3154,b14c1100dcb663be742327aaf58566fd5d95dd2ad252ff46a5ec015f6ed597bd,PS,2,2,1,0,1.9958572387695312,7.677516222000122,3.6401174068450928,5.681658983230591
llama3-8b-inst,JV-LAM-001,2728,df625d87714d29a475b0a9673a4ba1b9220a42d56346c7e73e9775e8ab35f290,PS,2,2,1,0,4.410909533500671,9.549559354782104,5.351836204528809,5.138649821281433
llama3-8b-inst,JV-LAM-001,8900,4accc3880965b76b6ccd52fac3f36163d33c4d2e0abcfced0c6974a59a3b2b34,PS,2,2,1,1,0.32676585018634796,2.4708173274993896,0.5503790974617004,2.1440514773130417
llama3-8b-inst,JV-LAM-001,21835,2a4d049c43b85cef82bb2e0e00b30b054d8654e93dfc3d88568a963fda2028f2,PS,2,2,1,0,3.161806106567383,9.92271614074707,3.6786749362945557,6.7609100341796875
llama3-8b-inst,JV-LAM-001,5618,8b593385e371bc7e94c75fab4434a10e0ffa9aba296344c171e77c63f9203b52,PS,2,2,1,1,0.045526158064603806,5.649254560470581,0.059174545109272,5.603728402405977
llama3-8b-inst,JV-LAM-001,6154,d4028449bdfe56e055da9afa5c7157cb8df5ee9d828ea421ece05f6a20accacb,PS,2,2,1,0,3.8023941218852997,15.027166366577148,6.983692169189453,11.224772244691849
llama3-8b-inst,JV-LAM-001,9592,ed3ed2a5e1ee02368ff979364213db79de8116169304fc116edc59e0acd4054d,PS,2,1,0,0,3.247778534889221,3.3194199800491333,5.189528465270996,0.07164144515991211
llama3-8b-inst,JV-LAM-001,20502,0a236d10a80a4edc1304d8b4aea68ea233692a1f80f0e0a606f6dac936842f0f,PS,2,2,1,0,1.0689103426411748,11.59417200088501,2.1144728660583496,10.525261658243835
llama3-8b-inst,JV-LAM-001,14475,c2f7b5ea74bed01a760da1b94fb129d994588ea96d4f89c183c379803f0dc47c,PS,2,2,1,0,5.0713194608688354,6.451673746109009,6.944784641265869,1.3803542852401733
llama3-8b-inst,JV-LAM-001,9475,d6f0fdd84c80975821ea90d0d2ccac48798c6fb143257a351b77a2752de5931b,PS,2,2,1,0,3.5946158468723297,7.686013698577881,6.37692403793335,4.091397851705551
