arm,batch,path,panel,seconds,forwards,backwards,input_tokens,scored_tokens,teacher_reads,teacher_read_seconds
C4,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B006/episode/scores/002.json,past,0.6837518950924277,8,0,1143,129,0,0
C4,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B006/episode/scores/002.json,training,6.613882393576205,100,0,10915,624,0,0
C4,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B006/episode/scores/003.json,current,1.0807272614911199,14,0,1800,206,0,0
C4,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B006/episode/scores/003.json,generic,8.457139475271106,64,0,16448,8192,64,1.39149524923414
C4,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B006/episode/scores/003.json,past,0.6842096112668514,8,0,1143,129,0,0
C4,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B006/episode/scores/003.json,training,6.605080294422805,100,0,10915,624,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/000.json,current,1.0912399403750896,14,0,1828,202,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/000.json,generic,8.398635916411877,64,0,16448,8192,64,1.3328789826482534
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/000.json,past,0.683851626701653,8,0,1155,129,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/000.json,training,6.58384083211422,100,0,10971,606,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/001.json,current,1.0907900482416153,14,0,1828,202,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/001.json,generic,8.396080174483359,64,0,16448,8192,64,1.3313231728971004
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/001.json,past,0.684963833540678,8,0,1155,129,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/001.json,training,6.573362206108868,100,0,10971,606,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/002.json,current,1.091855918057263,14,0,1828,202,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/002.json,generic,8.390845987014472,64,0,16448,8192,64,1.3209376968443394
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/002.json,past,0.6874192478135228,8,0,1155,129,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/002.json,training,6.575946197845042,100,0,10971,606,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/003.json,current,1.0902995616197586,14,0,1828,202,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/003.json,generic,8.403708348050714,64,0,16448,8192,64,1.3283615186810493
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/003.json,past,0.686293757520616,8,0,1155,129,0,0
C4,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B007/episode/scores/003.json,training,6.578518127091229,100,0,10971,606,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/000.json,current,1.1421052925288677,14,0,1808,202,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/000.json,generic,8.399168802425265,64,0,16448,8192,64,1.3366134203970432
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/000.json,past,0.687308075837791,8,0,1157,129,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/000.json,training,6.6128097884356976,100,0,10917,612,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/001.json,current,1.1418629372492433,14,0,1808,202,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/001.json,generic,8.414841869845986,64,0,16448,8192,64,1.348815961740911
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/001.json,past,0.6827841429039836,8,0,1157,129,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/001.json,training,6.605196283198893,100,0,10917,612,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/002.json,current,1.1429933086037636,14,0,1808,202,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/002.json,generic,8.40385458059609,64,0,16448,8192,64,1.3360255938023329
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/002.json,past,0.6812778757885098,8,0,1157,129,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/002.json,training,6.607135322876275,100,0,10917,612,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/003.json,current,1.142750264145434,14,0,1808,202,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/003.json,generic,8.400409216992557,64,0,16448,8192,64,1.330591483041644
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/003.json,past,0.6832967735826969,8,0,1157,129,0,0
C4,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B008/episode/scores/003.json,training,6.605806656181812,100,0,10917,612,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/000.json,current,1.0661313822492957,14,0,1721,201,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/000.json,generic,8.3587262686342,64,0,16448,8192,64,1.2983230408281088
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/000.json,past,0.6673153163865209,8,0,1176,130,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/000.json,training,6.3508626045659184,100,0,10586,600,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/001.json,current,1.0643973052501678,14,0,1721,201,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/001.json,generic,8.29558253660798,64,0,16448,8192,64,1.2351971957832575
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/001.json,past,0.6677300222218037,8,0,1176,130,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/001.json,training,6.361130495555699,100,0,10586,600,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/002.json,current,1.0718936081975698,14,0,1721,201,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/002.json,generic,8.341099124401808,64,0,16448,8192,64,1.27472725789994
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/002.json,past,0.6714240070432425,8,0,1176,130,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/002.json,training,6.3770051673054695,100,0,10586,600,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/003.json,current,1.0745862666517496,14,0,1721,201,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/003.json,generic,8.28766205534339,64,0,16448,8192,64,1.220257648266852
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/003.json,past,0.6709802532568574,8,0,1176,130,0,0
C4,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B009/episode/scores/003.json,training,6.389366734772921,100,0,10586,600,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/000.json,current,1.146503258496523,14,0,1781,201,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/000.json,generic,8.262093728408217,64,0,16448,8192,64,1.2038738783448935
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/000.json,past,0.6725483825430274,8,0,1180,130,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/000.json,training,6.471286689862609,100,0,10826,606,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/001.json,current,1.1442907098680735,14,0,1781,201,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/001.json,generic,8.282861749641597,64,0,16448,8192,64,1.2233108952641487
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/001.json,past,0.6749836150556803,8,0,1180,130,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/001.json,training,6.468500026501715,100,0,10826,606,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/002.json,current,1.1451176088303328,14,0,1781,201,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/002.json,generic,8.295566361397505,64,0,16448,8192,64,1.2292120466008782
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/002.json,past,0.6733491299673915,8,0,1180,130,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/002.json,training,6.469452088698745,100,0,10826,606,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/003.json,current,1.1447442388162017,14,0,1781,201,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/003.json,generic,8.278995772823691,64,0,16448,8192,64,1.2176213692873716
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/003.json,past,0.6738192429766059,8,0,1180,130,0,0
C4,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C4/attempt-v1/output/B010/episode/scores/003.json,training,6.464503890834749,100,0,10826,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/000.json,current,1.237300724722445,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/000.json,generic,10.462692327797413,64,0,16448,8192,64,3.3849450517445803
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/000.json,training,6.381338292732835,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/001.json,current,1.224167632870376,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/001.json,generic,9.2163848830387,64,0,16448,8192,64,2.146458721719682
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/001.json,training,6.3763037491589785,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/002.json,current,1.229540009982884,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/002.json,generic,9.231057045049965,64,0,16448,8192,64,2.159250875003636
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/002.json,training,6.385694197379053,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/003.json,current,1.2259924486279488,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/003.json,generic,9.187702644616365,64,0,16448,8192,64,2.1178382700309157
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/003.json,training,6.380120399408042,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/004.json,current,1.2247025612741709,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/004.json,generic,9.218739385716617,64,0,16448,8192,64,2.1472609248012304
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/004.json,training,6.379924746230245,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/005.json,current,1.2306455792859197,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/005.json,generic,9.218372171744704,64,0,16448,8192,64,2.1456578001379967
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/005.json,training,6.377053332515061,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/006.json,current,1.2248610919341445,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/006.json,generic,9.214197189547122,64,0,16448,8192,64,2.1425973186269403
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/006.json,training,6.385569577105343,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/007.json,current,1.2263256581500173,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/007.json,generic,9.149085340090096,64,0,16448,8192,64,2.0774278035387397
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/007.json,training,6.391381973400712,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/008.json,current,1.2272278610616922,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/008.json,generic,9.165777193382382,64,0,16448,8192,64,2.092809413559735
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/008.json,training,6.395814082585275,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/009.json,current,1.2253739489242435,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/009.json,generic,9.22652217745781,64,0,16448,8192,64,2.156511500477791
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/009.json,training,6.3781944857910275,100,0,10651,606,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/010.json,current,1.2266310034319758,14,0,1732,204,0,0
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/010.json,generic,9.17291749920696,64,0,16448,8192,64,2.099184204824269
C48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B001/episode/scores/010.json,training,6.392292913980782,100,0,10651,606,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/000.json,current,1.0863011935725808,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/000.json,generic,9.155638689175248,64,0,16448,8192,64,2.0820756033062935
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/000.json,past,0.7423989120870829,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/000.json,training,6.69897089432925,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/001.json,current,1.091275479644537,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/001.json,generic,9.156044318340719,64,0,16448,8192,64,2.083859662525356
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/001.json,past,0.7422230904921889,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/001.json,training,6.699826045893133,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/002.json,current,1.083012985996902,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/002.json,generic,9.183243319392204,64,0,16448,8192,64,2.1102917371317744
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/002.json,past,0.7410213630646467,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/002.json,training,6.697337934747338,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/003.json,current,1.0812209220603108,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/003.json,generic,9.18864731118083,64,0,16448,8192,64,2.1173911411315203
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/003.json,past,0.7410518610849977,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/003.json,training,6.688557466492057,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/004.json,current,1.0811214093118906,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/004.json,generic,9.144298761151731,64,0,16448,8192,64,2.071819117292762
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/004.json,past,0.7411853801459074,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/004.json,training,6.704793436452746,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/005.json,current,1.0822317460551858,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/005.json,generic,9.184115900658071,64,0,16448,8192,64,2.104327816516161
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/005.json,past,0.7414700808003545,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/005.json,training,6.6955593368038535,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/006.json,current,1.0826032115146518,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/006.json,generic,9.20805807132274,64,0,16448,8192,64,2.1359495306387544
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/006.json,past,0.7404131731018424,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/006.json,training,6.6999931978061795,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/007.json,current,1.0718820039182901,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/007.json,generic,9.134225117973983,64,0,16448,8192,64,2.0625737430527806
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/007.json,past,0.7401785459369421,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/007.json,training,6.695967144332826,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/008.json,current,1.079882476478815,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/008.json,generic,9.035494852811098,64,0,16448,8192,64,1.9644560180604458
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/008.json,past,0.7400901922956109,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/008.json,training,6.696958165615797,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/009.json,current,1.0771930739283562,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/009.json,generic,9.040073704905808,64,0,16448,8192,64,1.972315457649529
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/009.json,past,0.7377980267629027,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/009.json,training,6.696464882232249,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/010.json,current,1.0787105429917574,14,0,1829,203,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/010.json,generic,8.993824239820242,64,0,16448,8192,64,1.9258153084665537
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/010.json,past,0.7396003268659115,8,0,1126,132,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/010.json,training,6.700514393858612,100,0,10990,612,0,0
C48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/C48/attempt-v1/output/B002/episode/scores/011.json,current,1.080533823929727,14,0,1829,203,0,0
