arm,batch,metric,numerator,denominator,rate,request_denominator,pair_strict_num,ties,bit_order_sha256,new_nll_prompt_n,new_nll_prompt_mean,new_nll_prompt_median,new_nll_prompt_q25,new_nll_prompt_q75,new_nll_prompt_p90,new_nll_prompt_max,new_nll_request_n,new_nll_request_mean,new_nll_request_median,new_nll_request_q25,new_nll_request_q75,new_nll_request_p90,new_nll_request_max,new_strict_num,new_strict_den,new_token_correct,new_token_den,true_nll_prompt_n,true_nll_prompt_mean,true_nll_prompt_median,true_nll_prompt_q25,true_nll_prompt_q75,true_nll_prompt_p90,true_nll_prompt_max,true_nll_request_n,true_nll_request_mean,true_nll_request_median,true_nll_request_q25,true_nll_request_q75,true_nll_request_p90,true_nll_request_max,true_strict_num,true_strict_den,true_token_correct,true_token_den,margin_prompt_n,margin_prompt_mean,margin_prompt_median,margin_prompt_q25,margin_prompt_q75,margin_prompt_p90,margin_prompt_max,margin_request_n,margin_request_mean,margin_request_median,margin_request_q25,margin_request_q75,margin_request_p90,margin_request_max,new_nll_prompt_p99,new_nll_request_p99,true_nll_prompt_p99,true_nll_request_p99,margin_prompt_p99,margin_request_p99,atwrite_denominator,atwrite_before_num,atwrite_after_num,atwrite_retained,atwrite_lost,atwrite_gained,atwrite_both_failed,atwrite_conditional_loss_den,atwrite_conditional_loss_rate,atwrite_paired_rate_delta
BASE_MEMIT,47,RS,2801,4700,0.5959574468085106,4700,2801,0,da7f20406517460aeba675c143bee0c0b6d0d1dda4cbf8ea48f64a0e32aa4bf6,4700,11.309591854187818,11.78481388092041,9.675795555114746,13.577912330627441,15.147654819488526,24.813772201538086,4700,11.309591854187818,11.78481388092041,9.675795555114746,13.577912330627441,15.147654819488526,24.813772201538086,139,4700,154,4763,4700,12.132820924812174,12.313665390014648,10.658801078796387,13.916229009628296,15.434761619567876,26.107877731323242,4700,12.132820924812174,12.313665390014648,10.658801078796387,13.916229009628296,15.434761619567876,26.107877731323242,28,4700,33,4754,4700,0.8232290706243565,0.6553435325622559,-1.1383240222930908,2.485088586807251,4.550637549906969,22.937390143051744,4700,0.8232290706243565,0.6553435325622559,-1.1383240222930908,2.485088586807251,4.550637549906969,22.937390143051744,18.664247055053714,18.664247055053714,19.29705591201783,19.29705591201783,9.340475261211399,9.340475261211399,4700,4319,2801,2771,1548,30,351,4319,0.3584163000694605,-0.3229787234042554
BASE_MEMIT,48,RS,2907,4800,0.605625,4800,2907,0,25e5a986b9cac5d0c0e9872d93b0d0f2d04f579bdcb9286922abfe94150bcc78,4800,11.18890031455526,11.768657207489014,9.45538854598999,13.546791553497314,15.094629478454591,26.96700668334961,4800,11.18890031455526,11.768657207489014,9.45538854598999,13.546791553497314,15.094629478454591,26.96700668334961,172,4800,191,4865,4800,12.063837654379507,12.289883136749268,10.599192142486572,13.951054573059082,15.442036533355713,27.490705490112305,4800,12.063837654379507,12.289883136749268,10.599192142486572,13.951054573059082,15.442036533355713,27.490705490112305,30,4800,34,4855,4800,0.874937339824246,0.6942014694213867,-1.0915393829345703,2.54409658908844,4.568576908111573,23.84977151826024,4800,0.874937339824246,0.6942014694213867,-1.0915393829345703,2.54409658908844,4.568576908111573,23.84977151826024,18.333433685302733,18.333433685302733,18.66376832962036,18.66376832962036,9.690136129856114,9.690136129856114,4800,4402,2907,2871,1531,36,362,4402,0.3477964561562926,-0.3114583333333334
BASE_MEMIT,49,RS,2990,4900,0.610204081632653,4900,2990,0,bdd65f9f197441903e8b567be4787cbd8d6e6a88840df63632c05e8fbb08e121,4900,10.682934561113397,11.354943752288818,8.819308280944824,13.324154615402222,14.83232698440552,24.86703109741211,4900,10.682934561113397,11.354943752288818,8.819308280944824,13.324154615402222,14.83232698440552,24.86703109741211,263,4900,281,4965,4900,11.709867839247597,12.041942119598389,10.196064472198486,13.792901039123535,15.20913257598877,25.655414581298828,4900,11.709867839247597,12.041942119598389,10.196064472198486,13.792901039123535,15.20913257598877,25.655414581298828,59,4900,62,4955,4900,1.0269332781341995,0.7632846832275391,-1.0758419036865234,2.7569220066070557,5.096217083930973,20.306740019004792,4900,1.0269332781341995,0.7632846832275391,-1.0758419036865234,2.7569220066070557,5.096217083930973,20.306740019004792,18.005071144104004,18.005071144104004,18.436364879608163,18.436364879608163,10.7662423348427,10.7662423348427,4900,4484,2990,2932,1552,58,358,4484,0.34611953612845675,-0.30489795918367346
BASE_MEMIT,50,RS,3053,5000,0.6106,5000,3053,0,a3eea919e0e32c2c2fbe745740903caf09aea8c7042b7e7a227cdd09912552ba,5000,10.507112501343252,11.167356967926025,8.663307666778564,13.028454542160034,14.564884757995607,25.32837677001953,5000,10.507112501343252,11.167356967926025,8.663307666778564,13.028454542160034,14.564884757995607,25.32837677001953,278,5000,297,5069,5000,11.488818934085964,11.765710353851318,10.001579284667969,13.548661231994629,14.922966003417969,26.282394409179688,5000,11.488818934085964,11.765710353851318,10.001579284667969,13.548661231994629,14.922966003417969,26.282394409179688,64,5000,69,5056,5000,0.9817064327427127,0.7790369987487793,-1.0636768341064453,2.684023857116699,4.8971451282501235,20.89340544026345,5000,0.9817064327427127,0.7790369987487793,-1.0636768341064453,2.684023857116699,4.8971451282501235,20.89340544026345,17.578846683502203,17.578846683502203,17.8027734375,17.8027734375,10.861942609325059,10.861942609325059,5000,4568,3053,2999,1569,54,378,4568,0.34347635726795095,-0.30299999999999994
BASE_MEMIT,51,RS,3149,5100,0.6174509803921568,5100,3149,0,7b32c2f166598a2d53524233cbdb903184dc497969a73778ccb77de48b57eccf,5100,10.490461391008555,11.22330379486084,8.51098918914795,13.1960768699646,14.82805871963501,25.03019142150879,5100,10.490461391008555,11.22330379486084,8.51098918914795,13.1960768699646,14.82805871963501,25.03019142150879,300,5100,316,5170,5100,11.585885792484179,11.909460544586182,9.96320915222168,13.769964694976807,15.243661594390868,28.598365783691406,5100,11.585885792484179,11.909460544586182,9.96320915222168,13.769964694976807,15.243661594390868,28.598365783691406,58,5100,59,5159,5100,1.0954244014756227,0.8612122535705566,-1.0119550228118896,2.7874343395233154,5.293114373087884,20.576285540126264,5100,1.0954244014756227,0.8612122535705566,-1.0119550228118896,2.7874343395233154,5.293114373087884,20.576285540126264,18.15064996719363,18.15064996719363,18.981166534423846,18.981166534423846,11.309438505172734,11.309438505172734,5100,4649,3149,3079,1570,70,381,4649,0.3377070337707034,-0.2941176470588236
BASE_MEMIT,52,RS,3191,5200,0.6136538461538461,5200,3191,0,603479b1c32ffc4bdd8800ec4af939c19d8ef0102097341f767be79bc8bd03c1,5200,10.425186472484034,11.109352588653564,8.245995283126831,13.149065256118774,14.85732822418213,28.041120529174805,5200,10.425186472484034,11.109352588653564,8.245995283126831,13.149065256118774,14.85732822418213,28.041120529174805,280,5200,303,5272,5200,11.508428542346406,11.880380153656006,9.761243343353271,13.704903602600098,15.205935287475587,27.89272689819336,5200,11.508428542346406,11.880380153656006,9.761243343353271,13.704903602600098,15.205935287475587,27.89272689819336,80,5200,89,5261,5200,1.0832420698623733,0.7975678443908691,-1.0790512561798096,2.85683536529541,5.467156600952152,19.478515464812517,5200,1.0832420698623733,0.7975678443908691,-1.0790512561798096,2.85683536529541,5.467156600952152,19.478515464812517,18.582138881683367,18.582138881683367,19.189564876556418,19.189564876556418,11.355538293123246,11.355538293123246,5200,4732,3191,3128,1604,63,405,4732,0.3389687235841082,-0.2963461538461539
BASE_MEMIT,53,RS,3256,5300,0.6143396226415094,5300,3256,0,1e5770cce8a01a0fd5658652f4288299e7131a03a352a362a00b141a9e083da5,5300,10.845460906840975,11.536353588104248,8.553770780563354,13.7359459400177,15.463634204864503,28.601863861083984,5300,10.845460906840975,11.536353588104248,8.553770780563354,13.7359459400177,15.463634204864503,28.601863861083984,289,5300,312,5374,5300,11.960555316139505,12.309099674224854,10.115092039108276,14.255128622055054,15.849894714355472,28.062274932861328,5300,11.960555316139505,12.309099674224854,10.115092039108276,14.255128622055054,15.849894714355472,28.062274932861328,65,5300,72,5361,5300,1.1150944092985295,0.8363566398620605,-1.0686042308807373,2.8951683044433594,5.467449760437018,18.165760334581137,5300,1.1150944092985295,0.8363566398620605,-1.0686042308807373,2.8951683044433594,5.467449760437018,18.165760334581137,19.149520950317413,19.149520950317413,19.721769981384284,19.721769981384284,11.278266563266516,11.278266563266516,5300,4815,3256,3192,1623,64,421,4815,0.3370716510903427,-0.2941509433962264
BASE_MEMIT,54,RS,3354,5400,0.6211111111111111,5400,3354,0,b79056b39c2ced5b3197148ce6f9f9e5e9d5f999678822302b132bb9e6384d23,5400,10.558610828427158,11.260733604431152,8.17126989364624,13.490713357925415,15.220437812805176,25.489215850830078,5400,10.558610828427158,11.260733604431152,8.17126989364624,13.490713357925415,15.220437812805176,25.489215850830078,341,5400,362,5475,5400,11.720436093936916,12.07778787612915,9.776484727859497,14.056769847869873,15.636793041229248,24.781824111938477,5400,11.720436093936916,12.07778787612915,9.776484727859497,14.056769847869873,15.636793041229248,24.781824111938477,74,5400,79,5462,5400,1.1618252655097576,0.8735623359680176,-1.0598886013031006,2.9609813690185547,5.565674018859864,18.587734659668058,5400,1.1618252655097576,0.8735623359680176,-1.0598886013031006,2.9609813690185547,5.565674018859864,18.587734659668058,18.360195903778077,18.360195903778077,18.863232631683353,18.863232631683353,11.51588067650797,11.51588067650797,5400,4905,3354,3282,1623,72,423,4905,0.3308868501529052,-0.28722222222222227
BASE_MEMIT,55,RS,3412,5500,0.6203636363636363,5500,3412,0,3424d3da22a282b47f8df3f57031cca426cc36d181f6dab3bb923b4e02007a4c,5500,10.924392511470751,11.614821910858154,8.39528489112854,13.942899465560913,15.729307651519775,23.98468017578125,5500,10.924392511470751,11.614821910858154,8.39528489112854,13.942899465560913,15.729307651519775,23.98468017578125,277,5500,297,5576,5500,12.03789899965037,12.4512619972229,9.959532022476196,14.554466009140015,16.081977081298827,24.54499626159668,5500,12.03789899965037,12.4512619972229,9.959532022476196,14.554466009140015,16.081977081298827,24.54499626159668,79,5500,82,5562,5500,1.1135064881796186,0.859896183013916,-1.0264003276824951,2.953982353210449,5.406200551986696,17.220146153122187,5500,1.1135064881796186,0.859896183013916,-1.0264003276824951,2.953982353210449,5.406200551986696,17.220146153122187,18.572494258880624,18.572494258880624,19.00908483505249,19.00908483505249,11.194589764010178,11.194589764010178,5500,4993,3412,3338,1655,74,433,4993,0.33146404966953735,-0.2874545454545455
BASE_MEMIT,56,RS,3430,5600,0.6125,5600,3430,0,383efb54041a5d8368863eaf281a4cf39ee62aa01ea2594d9c43cb5bc2e6256f,5600,11.185740615044155,11.813220024108887,8.70102071762085,14.13382363319397,15.993254661560059,24.72772789001465,5600,11.185740615044155,11.813220024108887,8.70102071762085,14.13382363319397,15.993254661560059,24.72772789001465,234,5600,256,5681,5600,12.246092472890657,12.59882402420044,10.146709680557251,14.728813171386719,16.353664779663088,27.950634002685547,5600,12.246092472890657,12.59882402420044,10.146709680557251,14.728813171386719,16.353664779663088,27.950634002685547,87,5600,87,5666,5600,1.060351857846503,0.8614778518676758,-1.0581660270690918,2.910619020462036,5.307596273068339,16.48527282476425,5600,1.060351857846503,0.8614778518676758,-1.0581660270690918,2.910619020462036,5.307596273068339,16.48527282476425,19.034100093841552,19.034100093841552,19.721361637115482,19.721361637115482,10.267410963140435,10.267410963140435,5600,5078,3430,3357,1721,73,449,5078,0.3389129578574242,-0.29428571428571426
BASE_MEMIT,57,RS,3478,5700,0.6101754385964913,5700,3478,0,fa23df523838c7aecfcfec044efd42d065ec885a4b767a776fdac83d8f0495c1,5700,10.761654723077653,11.326472282409668,8.57585096359253,13.367246389389038,15.090168190002442,23.335676193237305,5700,10.761654723077653,11.326472282409668,8.57585096359253,13.367246389389038,15.090168190002442,23.335676193237305,225,5700,241,5781,5700,11.784184645226127,12.092774391174316,9.984737396240234,13.918623447418213,15.456517505645753,26.20716667175293,5700,11.784184645226127,12.092774391174316,9.984737396240234,13.918623447418213,15.456517505645753,26.20716667175293,86,5700,86,5767,5700,1.0225299221484743,0.8230066299438477,-1.106839656829834,2.874478816986084,5.312875986099243,18.17430028319359,5700,1.0225299221484743,0.8230066299438477,-1.106839656829834,2.874478816986084,5.312875986099243,18.17430028319359,18.16222204208374,18.16222204208374,18.509010543823248,18.509010543823248,10.269107267856599,10.269107267856599,5700,5167,3478,3399,1768,79,454,5167,0.3421714728082059,-0.2963157894736842
BASE_MEMIT,58,RS,3564,5800,0.6144827586206897,5800,3564,0,3fff640b2e2a7385cdfe15d25b3c77c13b035160aeba63adf010cf8835ff55be,5800,10.471086106606245,11.066880226135254,8.252130031585693,13.065133333206177,14.705341529846192,23.65387535095215,5800,10.471086106606245,11.066880226135254,8.252130031585693,13.065133333206177,14.705341529846192,23.65387535095215,250,5800,256,5882,5800,11.548320732770552,11.906790733337402,9.773243427276611,13.671150207519531,15.151796245574955,26.532686233520508,5800,11.548320732770552,11.906790733337402,9.773243427276611,13.671150207519531,15.151796245574955,26.532686233520508,103,5800,103,5871,5800,1.0772346261643067,0.8768587112426758,-1.1198978424072266,3.029928207397461,5.551226520538335,17.66327537316829,5800,1.0772346261643067,0.8768587112426758,-1.1198978424072266,3.029928207397461,5.551226520538335,17.66327537316829,17.51809106826783,17.51809106826783,17.985495395660408,17.985495395660408,10.51331583738327,10.51331583738327,5800,5256,3564,3477,1779,87,457,5256,0.3384703196347032,-0.29172413793103447
BASE_MEMIT,59,RS,3620,5900,0.6135593220338983,5900,3620,0,99c23af46c244679e4dadbe78f2e2cbe35e56797b558038636c5e929cab143f3,5900,10.336469838381152,10.932056427001953,8.110808610916138,13.010995149612427,14.71971664428711,24.05255889892578,5900,10.336469838381152,10.932056427001953,8.110808610916138,13.010995149612427,14.71971664428711,24.05255889892578,278,5900,290,5985,5900,11.466997058576572,11.839174747467041,9.686306715011597,13.635053873062134,15.152278995513917,26.16801643371582,5900,11.466997058576572,11.839174747467041,9.686306715011597,13.635053873062134,15.152278995513917,26.16801643371582,100,5900,100,5972,5900,1.1305272201954197,0.9026765823364258,-1.1385338306427002,3.092444658279419,5.732923555374146,16.675519302487373,5900,1.1305272201954197,0.9026765823364258,-1.1385338306427002,3.092444658279419,5.732923555374146,16.675519302487373,17.84117122650147,17.84117122650147,18.064506111145022,18.064506111145022,11.206687971353542,11.206687971353542,5900,5350,3620,3528,1822,92,458,5350,0.3405607476635514,-0.2932203389830509
BASE_MEMIT,60,RS,3640,6000,0.6066666666666667,6000,3640,0,15a537c70ccae7624ae2f4bd8e1653d431a7dd28f256364c30d42575ee4360b7,6000,10.557027068689854,11.126965999603271,8.277292728424072,13.225764274597168,14.965369415283204,24.20197105407715,6000,10.557027068689854,11.126965999603271,8.277292728424072,13.225764274597168,14.965369415283204,24.20197105407715,222,6000,229,6085,6000,11.633181423173596,12.018280982971191,9.848929166793823,13.807129859924316,15.399976348876955,28.563566207885742,6000,11.633181423173596,12.018280982971191,9.848929166793823,13.807129859924316,15.399976348876955,28.563566207885742,95,6000,95,6073,6000,1.0761543544837429,0.9162116050720215,-1.2048842906951904,3.0762951374053955,5.596716308593761,17.578203201293945,6000,1.0761543544837429,0.9162116050720215,-1.2048842906951904,3.0762951374053955,5.596716308593761,17.578203201293945,18.436682586669924,18.436682586669924,18.651734352111816,18.651734352111816,10.80261474799365,10.80261474799365,6000,5438,3640,3562,1876,78,484,5438,0.3449797719749908,-0.29966666666666664
BASE_MEMIT,61,RS,3720,6100,0.6098360655737705,6100,3720,0,5c171024520a09d4f1db546b36fde6bcfbc2acaef366f8644bcf5d499d2bbbe6,6100,10.435972734008702,10.979257106781006,8.091891765594482,13.109225034713745,14.846623229980471,23.858152389526367,6100,10.435972734008702,10.979257106781006,8.091891765594482,13.109225034713745,14.846623229980471,23.858152389526367,258,6100,262,6187,6100,11.494546949293037,11.877759456634521,9.697563886642456,13.66740870475769,15.180870628356935,27.86941909790039,6100,11.494546949293037,11.877759456634521,9.697563886642456,13.66740870475769,15.180870628356935,27.86941909790039,100,6100,100,6173,6100,1.058574215284335,0.873591423034668,-1.1878169775009155,3.0676398277282715,5.565551662445069,16.33855402469635,6100,1.058574215284335,0.873591423034668,-1.1878169775009155,3.0676398277282715,5.565551662445069,16.33855402469635,18.269478912353527,18.269478912353527,18.53406129837036,18.53406129837036,10.489324867725376,10.489324867725376,6100,5524,3720,3642,1882,78,498,5524,0.3406951484431571,-0.29573770491803286
BASE_MEMIT,62,RS,3725,6200,0.6008064516129032,6200,3725,0,16d675763d21f99d133bb0b2e7a5bc29448b52ecf8c6764ad27c4a7719282ff7,6200,10.552493742148602,11.150676727294922,8.191688299179077,13.296987771987915,15.013797760009767,23.609128952026367,6200,10.552493742148602,11.150676727294922,8.191688299179077,13.296987771987915,15.013797760009767,23.609128952026367,261,6200,269,6291,6200,11.5912426479305,11.97402286529541,9.727720975875854,13.844128131866455,15.409241104125977,27.449729919433594,6200,11.5912426479305,11.97402286529541,9.727720975875854,13.844128131866455,15.409241104125977,27.449729919433594,64,6200,64,6274,6200,1.0387489057818968,0.8509416580200195,-1.212167501449585,3.0364155769348145,5.432147884368897,16.900101989507675,6200,1.0387489057818968,0.8509416580200195,-1.212167501449585,3.0364155769348145,5.432147884368897,16.900101989507675,18.483152198791508,18.483152198791508,18.550111522674563,18.550111522674563,10.602448946386582,10.602448946386582,6200,5612,3725,3652,1960,73,515,5612,0.34925160370634356,-0.3043548387096774
BASE_MEMIT,63,RS,3797,6300,0.6026984126984127,6300,3797,0,3bbde63989e372169d227c408fdc97cdab8f63fa8c3a82226c1be5b0b6b713d6,6300,10.675057615647166,11.243294715881348,8.293689727783203,13.48322606086731,15.22422304153443,23.785167694091797,6300,10.675057615647166,11.243294715881348,8.293689727783203,13.48322606086731,15.22422304153443,23.785167694091797,240,6300,245,6395,6300,11.689369309142469,12.101773262023926,9.67696762084961,14.08312702178955,15.608730697631836,27.645479202270508,6300,11.689369309142469,12.101773262023926,9.67696762084961,14.08312702178955,15.608730697631836,27.645479202270508,93,6300,93,6377,6300,1.014311693495302,0.8334894180297852,-1.2589337825775146,3.02384614944458,5.541891765594483,16.683445513248444,6300,1.014311693495302,0.8334894180297852,-1.2589337825775146,3.02384614944458,5.541891765594483,16.683445513248444,18.457316284179697,18.457316284179697,18.852330875396735,18.852330875396735,10.730968217849735,10.730968217849735,6300,5699,3797,3723,1976,74,527,5699,0.3467274960519389,-0.3019047619047619
BASE_MEMIT,64,RS,3860,6400,0.603125,6400,3860,0,d68a487342d06c2f11d5a6322468333eb466d1ab3e7d523b9afece5fe3f5e1c0,6400,10.355776799317683,10.947028636932373,7.8921366930007935,13.196257829666138,14.962941551208496,23.38123893737793,6400,10.355776799317683,10.947028636932373,7.8921366930007935,13.196257829666138,14.962941551208496,23.38123893737793,337,6400,340,6497,6400,11.428745615831577,11.904868125915527,9.426440000534058,13.779634714126587,15.326752185821533,25.265850067138672,6400,11.428745615831577,11.904868125915527,9.426440000534058,13.779634714126587,15.326752185821533,25.265850067138672,120,6400,120,6477,6400,1.0729688165138942,0.8735184669494629,-1.248901128768921,3.105517268180847,5.720622968673706,17.36910381913185,6400,1.0729688165138942,0.8735184669494629,-1.248901128768921,3.105517268180847,5.720622968673706,17.36910381913185,18.064128932952887,18.064128932952887,18.439140720367433,18.439140720367433,11.35867399454119,11.35867399454119,6400,5790,3860,3774,2016,86,524,5790,0.34818652849740933,-0.30156249999999996
BASE_MEMIT,65,RS,3924,6500,0.6036923076923076,6500,3924,0,af531f01377ad5bcde90e93157ca3f2aff96a78e427e90f6d83525c3be945940,6500,10.497035456638066,11.079503536224365,8.022597074508667,13.378000736236572,15.195464611053467,24.750185012817383,6500,10.497035456638066,11.079503536224365,8.022597074508667,13.378000736236572,15.195464611053467,24.750185012817383,321,6500,325,6600,6500,11.5622277987714,11.957744598388672,9.424728870391846,13.988154411315918,15.587256717681889,27.228708267211914,6500,11.5622277987714,11.957744598388672,9.424728870391846,13.988154411315918,15.587256717681889,27.228708267211914,124,6500,124,6578,6500,1.065192342133333,0.8522114753723145,-1.2269092202186584,3.0499305725097656,5.729621505737306,17.449254291132092,6500,1.065192342133333,0.8522114753723145,-1.2269092202186584,3.0499305725097656,5.729621505737306,17.449254291132092,18.63762063980103,18.63762063980103,19.022803497314463,19.022803497314463,11.329150695800783,11.329150695800783,6500,5878,3924,3835,2043,89,533,5878,0.3475671997277986,-0.3006153846153846
BASE_MEMIT,66,RS,4017,6600,0.6086363636363636,6600,4017,0,e23ef2d3645f0b2bc62be8055d3d2dd31b53ed9acf757b02a32e642219c03b13,6600,10.414398830412308,10.996671676635742,7.869055390357971,13.339864492416382,15.140629196166994,24.989938735961914,6600,10.414398830412308,10.996671676635742,7.869055390357971,13.339864492416382,15.140629196166994,24.989938735961914,403,6600,409,6703,6600,11.57036115999136,11.999027252197266,9.476701498031616,13.972955703735352,15.645361995697021,27.759754180908203,6600,11.57036115999136,11.999027252197266,9.476701498031616,13.972955703735352,15.645361995697021,27.759754180908203,116,6600,116,6679,6600,1.1559623295790515,0.9109914302825928,-1.1943275928497314,3.169240951538086,5.896447191387416,18.554810751229525,6600,1.1559623295790515,0.9109914302825928,-1.1943275928497314,3.169240951538086,5.896447191387416,18.554810751229525,18.30118295669556,18.30118295669556,18.693272228240968,18.693272228240968,11.886039660573012,11.886039660573012,6600,5968,4017,3933,2035,84,548,5968,0.340985254691689,-0.29560606060606065
BASE_MEMIT,67,RS,4141,6700,0.6180597014925373,6700,4141,0,08ff2148e3c27c4b647e09fc0828215debf390de95e67dfec2bea40231990069,6700,10.200521690227342,10.779767990112305,7.635751485824585,13.132707357406616,15.054526138305665,24.546232223510742,6700,10.200521690227342,10.779767990112305,7.635751485824585,13.132707357406616,15.054526138305665,24.546232223510742,445,6700,451,6804,6700,11.456433477046996,11.849929332733154,9.375164031982422,13.82548713684082,15.474682140350343,26.628307342529297,6700,11.456433477046996,11.849929332733154,9.375164031982422,13.82548713684082,15.474682140350343,26.628307342529297,122,6700,122,6781,6700,1.2559117868196552,0.9715404510498047,-1.2186181545257568,3.2863555550575256,6.2648588895797745,19.822073135524988,6700,1.2559117868196552,0.9715404510498047,-1.2186181545257568,3.2863555550575256,6.2648588895797745,19.822073135524988,18.339436378479004,18.339436378479004,18.804225502014166,18.804225502014166,11.99129912436009,11.99129912436009,6700,6059,4141,4039,2020,102,539,6059,0.33338834791219674,-0.2862686567164179
BASE_MEMIT,68,RS,4229,6800,0.6219117647058824,6800,4229,0,f836c35b0a70d75a0a9491d8a8cbe39088750e018b83dd103d81747059ad7ca8,6800,10.26100710693062,10.83530569076538,7.669094085693359,13.21356463432312,15.09849672317505,25.108861923217773,6800,10.26100710693062,10.83530569076538,7.669094085693359,13.21356463432312,15.09849672317505,25.108861923217773,405,6800,409,6904,6800,11.5763512059082,11.923933506011963,9.515628099441528,13.896066427230835,15.568735504150391,25.023536682128906,6800,11.5763512059082,11.923933506011963,9.515628099441528,13.896066427230835,15.568735504150391,25.023536682128906,101,6800,101,6884,6800,1.3153440989775802,1.0527477264404297,-1.1373769044876099,3.295334815979004,6.360460126399996,18.60056310892105,6800,1.3153440989775802,1.0527477264404297,-1.1373769044876099,3.295334815979004,6.360460126399996,18.60056310892105,18.550740776062025,18.550740776062025,18.86552171707154,18.86552171707154,12.207015872150675,12.207015872150675,6800,6148,4229,4121,2027,108,544,6148,0.3297007156798959,-0.2822058823529412
BASE_MEMIT,69,RS,4266,6900,0.6182608695652174,6900,4266,0,a3b2be9249dc0597ffe51672123cda6c59e33c60fb9db84b3ed4e061c8b94451,6900,10.201007853214211,10.812708377838135,7.738659977912903,13.081090211868286,14.91491575241089,23.496292114257812,6900,10.201007853214211,10.812708377838135,7.738659977912903,13.081090211868286,14.91491575241089,23.496292114257812,411,6900,414,7004,6900,11.448824176378007,11.818689346313477,9.50575590133667,13.761681318283081,15.344560146331787,23.96962547302246,6900,11.448824176378007,11.818689346313477,9.50575590133667,13.761681318283081,15.344560146331787,23.96962547302246,124,6900,124,6987,6900,1.2478163231637978,1.0137481689453125,-1.1310694217681885,3.305535912513733,6.211454391479493,17.826900757849216,6900,1.2478163231637978,1.0137481689453125,-1.1310694217681885,3.305535912513733,6.211454391479493,17.826900757849216,17.862786350250264,17.862786350250264,18.052198638916025,18.052198638916025,11.778444184064867,11.778444184064867,6900,6238,4266,4159,2079,107,555,6238,0.3332798974030138,-0.2857971014492753
BASE_MEMIT,70,RS,4380,7000,0.6257142857142857,7000,4380,0,308479796f81bddb5bf2d606212a9bd97d891efb740f88d9ae2237fec92e0587,7000,10.099162173469974,10.675559520721436,7.509031057357788,13.108340740203857,15.018506240844731,25.188539505004883,7000,10.099162173469974,10.675559520721436,7.509031057357788,13.108340740203857,15.018506240844731,25.188539505004883,457,7000,461,7106,7000,11.461178361508463,11.799184322357178,9.341484069824219,13.780625104904175,15.456166553497315,22.992183685302734,7000,11.461178361508463,11.799184322357178,9.341484069824219,13.780625104904175,15.456166553497315,22.992183685302734,103,7000,103,7090,7000,1.3620161880384882,1.0857799053192139,-1.0732264518737793,3.433499813079834,6.339129209518434,22.127846762537956,7000,1.3620161880384882,1.0857799053192139,-1.0732264518737793,3.433499813079834,6.339129209518434,22.127846762537956,18.24427469253541,18.24427469253541,18.52405818939209,18.52405818939209,11.919719933271411,11.919719933271411,7000,6331,4380,4264,2067,116,553,6331,0.3264887063655031,-0.2787142857142858
BASE_MEMIT,71,RS,4500,7100,0.6338028169014085,7100,4500,0,97a9ee1ef99fb8196df501858837c5074b6b1ef50812000d4ddbe1d8b24c2487,7100,9.892749971663834,10.479434490203857,7.31601870059967,12.87570309638977,14.76298418045044,24.706573486328125,7100,9.892749971663834,10.479434490203857,7.31601870059967,12.87570309638977,14.76298418045044,24.706573486328125,511,7100,515,7208,7100,11.278330202825682,11.61159610748291,9.18733024597168,13.620824098587036,15.223265743255615,22.624061584472656,7100,11.278330202825682,11.61159610748291,9.18733024597168,13.620824098587036,15.223265743255615,22.624061584472656,112,7100,112,7190,7100,1.3855802311618488,1.1141619682312012,-1.0542256832122803,3.4511048197746277,6.4371013164520265,19.240357303991914,7100,1.3855802311618488,1.1141619682312012,-1.0542256832122803,3.4511048197746277,6.4371013164520265,19.240357303991914,17.784050025939944,17.784050025939944,18.045004882812503,18.045004882812503,12.101720026135453,12.101720026135453,7100,6421,4500,4374,2047,126,553,6421,0.31879769506307426,-0.27056338028169014
BASE_MEMIT,72,RS,4600,7200,0.6388888888888888,7200,4600,0,4106dd287f401a7fb41a4e6d78f265d7d700eaaeb1f978b372078013cb489456,7200,9.915043019030936,10.510897636413574,7.446432113647461,12.818651914596558,14.680987739562989,24.392732620239258,7200,9.915043019030936,10.510897636413574,7.446432113647461,12.818651914596558,14.680987739562989,24.392732620239258,542,7200,550,7311,7200,11.364964588147899,11.667107582092285,9.349210739135742,13.610530853271484,15.181765651702882,22.544584274291992,7200,11.364964588147899,11.667107582092285,9.349210739135742,13.610530853271484,15.181765651702882,22.544584274291992,109,7200,109,7292,7200,1.4499215691169633,1.1420888900756836,-1.0161268711090088,3.506408929824829,6.529630208015448,18.652363655157387,7200,1.4499215691169633,1.1420888900756836,-1.0161268711090088,3.506408929824829,6.529630208015448,18.652363655157387,17.66105255126953,17.66105255126953,17.847939395904557,17.847939395904557,12.261326343119153,12.261326343119153,7200,6516,4600,4467,2049,133,551,6516,0.31445672191528545,-0.2661111111111112
