cell,arm,node,layer,Neff,absolute_residual,column,gain_by_request,negative_gain,pi,positive_gain,response_energy_by_request,s_median,s_min,top1,top5,g_i_native_whitened,r_i_native_whitened,conversion,V,aw,coefficients,dissipation_residual,gain,nu,policy,primary_influence_count,qN,response_sq,shat,speed_bound,speed_excess,status,velocity_mismatch
0,ORB_RAY_N,2,,,,,,,,,,,,,,,,,0.15015082048179607,0.31622776601683794,"[0.0, 0.0023018545866234086, 0.004344268111224112, 0.014847769501808307, 0.42462534206634156]",-3.469446951953614e-18,0.2751278599467642,"[3.374774553310487e-05, 5.0788010044188736e-05, 4.5016919616376895e-05, 5.018366874935517e-05, 4.3360200529836976e-05, 4.5278977227457066e-05, 4.429384750193292e-05, 4.398240807046024e-05, 4.299894938671486e-05, 4.476100934200152e-05]",NRMS,0,0.18055130858409654,0.25707272908835455,"[4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452]",0.7507541024089803,-0.5702027938248838,SHADOW_ONLY,0.0843720934813065
0,ORB_RAY_N,3,4,4.993753004008216,"[1.559283466949375, 1.2033687238521595, 1.838073647816066, 1.62782807798811, 1.788559382514545, 1.7574273911824274, 1.667284527517254, 1.195151344446106, 2.121470535163293, 1.6254786067419045]",0,"[-0.0007745855289372708, 6.331673713979694e-05, 0.0011507427080028993, -1.2719494392998045e-05, 0.00216132544858856, 0.00035481972457267923, -3.733292070558594e-05, -0.0003520530124399643, -0.0004516911718117929, 0.00045965550252495725]",5,"[0.09361313428495256, 0.09432577012003633, 0.035432976578346306, 0.04432089807672964, 0.3945091402888821, 0.056732716446312476, 0.05001328339908266, 0.06989126936972462, 0.07218396997684552, 0.08897684145908778]",5,"[0.006896698253000253, 0.0069491997994593985, 0.0026104301445845314, 0.003265224080701642, 0.029064409811779053, 0.004179631730011787, 0.0036845954029839987, 0.00514905305803472, 0.005317961666773879, 0.0065551317316272055]",4.354259967803955,3.317538261413574,0.3945091402888821,0.7436088561298043,"[-0.004534819943674251, 0.0003706885703685595, 0.006737036501893999, -7.44664271303364e-05, 0.012653504852430369, 0.0020772961839460053, -0.00021856601633595842, -0.0020610984357450355, -0.002644431192929754, 0.002691058459263566]","[0.23638644136920137, 0.23818594792706158, 0.08947329137573688, 0.1119165537471942, 0.9961915330881299, 0.14325815551832707, 0.12629063404619767, 0.17648536794842815, 0.18227476215878133, 0.2246791444111088]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,ORB_RAY_N,3,5,6.2649536800791585,"[1.559283466949375, 1.2033687238521595, 1.838073647816066, 1.62782807798811, 1.788559382514545, 1.7574273911824274, 1.667284527517254, 1.195151344446106, 2.121470535163293, 1.6254786067419045]",1,"[0.00027490240023558674, 0.000182012343711463, 0.001578414056097419, 9.90084543776438e-05, 0.002054419776149754, 0.0001561837268563315, -0.0002533573244069376, -1.4275448847746181e-05, -9.639159776360094e-05, -0.00021004233063116326]",4,"[0.08300376523094216, 0.05584709183540691, 0.05442330706638394, 0.05695420053358401, 0.32418727068195585, 0.08041504676747867, 0.06601744912112986, 0.06168110308330354, 0.11262795613993654, 0.10484280953987851]",6,"[0.0034522156684411043, 0.002322740479719713, 0.0022635237432929584, 0.0023687863185305243, 0.013483296477497663, 0.003344548089556141, 0.002745736553183721, 0.002565383268077734, 0.004684317558474365, 0.004360524957029673]",4.354259967803955,3.317538261413574,0.32418727068195585,0.7050768483601917,"[0.0016050560086814803, 0.0010627044568469518, 0.009215790632440282, 0.0005780746711302509, 0.011995016424874274, 0.0009119004746200481, -0.0014792620782296691, -8.334919931606329e-05, -0.0005627957887755393, -0.0012263614452551024]","[0.11768503459164281, 0.07918155177908083, 0.07716287034544557, 0.0807512411188255, 0.45964168081081147, 0.11401467793886827, 0.0936013656953475, 0.08745317432061833, 0.15968703199711473, 0.14864903577634453]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,ORB_RAY_N,3,6,6.791978236788617,"[1.559283466949375, 1.2033687238521595, 1.838073647816066, 1.62782807798811, 1.788559382514545, 1.7574273911824274, 1.667284527517254, 1.195151344446106, 2.121470535163293, 1.6254786067419045]",2,"[0.0007449661855088109, 0.0008330628633533353, 0.002488409802312167, 0.0008468775894197548, 0.0011602102905818167, 0.0010885309858198627, -0.00034825537012757286, 0.0008771804900458214, -0.0009896474942606215, -0.0008360238987407872]",3,"[0.08965232770925165, 0.040136493301375545, 0.05099527928378574, 0.05539627584872521, 0.272104460117684, 0.07432463068013491, 0.06987166555439865, 0.06154610378653531, 0.18033336527149527, 0.10563939844661364]",7,"[0.002819540396197637, 0.0012622813831666528, 0.0016037871367078483, 0.0017421972362048337, 0.008557608451344057, 0.002337488651881205, 0.0021974441558187, 0.001935607588656073, 0.005671433426850944, 0.003322329257486842]",4.354259967803955,3.317538261413574,0.272104460117684,0.7220541822251795,"[0.004343519610627594, 0.004857166612722708, 0.014508654199168343, 0.004937713266721451, 0.006764597169134811, 0.0063466715344336145, -0.0020305002550180763, 0.00511439409558125, -0.0057701320980006136, -0.004874430906758249]","[0.09584926213185752, 0.04291080182517216, 0.05452016714402008, 0.059225368717394915, 0.2909128228064517, 0.0794620863834927, 0.07470132408644561, 0.06580028411712248, 0.19279834044112454, 0.11294138871662915]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,ORB_RAY_N,3,7,6.236400931039022,"[1.559283466949375, 1.2033687238521595, 1.838073647816066, 1.62782807798811, 1.788559382514545, 1.7574273911824274, 1.667284527517254, 1.195151344446106, 2.121470535163293, 1.6254786067419045]",3,"[0.0032587943550548212, 0.002228095137645254, 0.0040175586764723045, 0.0028132528661664103, -0.002088879210355053, 0.0023509706333626956, 0.002035825095831168, 0.002217441522414879, -0.0010931656230722627, 0.0023342716509997604]",2,"[0.08960375339671131, 0.041344406200510574, 0.045263779839685214, 0.05908418744656669, 0.2805285917249001, 0.08267583014567072, 0.06060607220103187, 0.040403303066849486, 0.21764942344999574, 0.08284065252807818]",8,"[0.003198301546468084, 0.0014757403934124802, 0.0016156378675267573, 0.002108941209700486, 0.010013141132268593, 0.0029510174003507346, 0.0021632631122909065, 0.0014421488138895995, 0.007768742504859816, 0.0029569005431942315]",4.354259967803955,3.317538261413574,0.2805285917249001,0.753298251245356,"[0.018889480132784752, 0.012915070498763127, 0.023287629268108248, 0.016306915482875325, -0.012108110560147663, 0.013627313734228546, 0.011800584360862666, 0.012853317214784237, -0.006336493828411396, 0.013530518704774447]","[0.10745967151022584, 0.04958337280160493, 0.05428378531587582, 0.07085827472367577, 0.3364313343272341, 0.09915117629006688, 0.07268343527322538, 0.04845472997396891, 0.2610218284581928, 0.09934884389214402]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,ORB_RAY_N,3,8,8.909580141834606,"[1.559283466949375, 1.2033687238521595, 1.838073647816066, 1.62782807798811, 1.788559382514545, 1.7574273911824274, 1.667284527517254, 1.195151344446106, 2.121470535163293, 1.6254786067419045]",4,"[0.00993428852257578, 0.0035732307958651717, 0.007085698503639675, 0.006065032459134928, 0.011082524650842111, 0.008075233364557328, 0.00829748525550556, 0.005526498789775014, 0.01316499003630458, 0.008062030333878848]",0,"[0.10292963984234439, 0.05074676215557874, 0.0669412748471081, 0.07787361050433601, 0.16062157339435332, 0.09623949369454794, 0.10802843240253791, 0.0687478329886418, 0.15831069249435226, 0.10956068767619939]",10,"[0.004476860322006787, 0.0022071986874976275, 0.002911568890424511, 0.0033870639937365215, 0.006986134896506824, 0.004185876598723856, 0.004698629116086285, 0.002990144007131597, 0.006885624576778278, 0.004765273601079602]",4.354259967803955,3.317538261413574,0.16062157339435332,0.6394510258097873,"[0.05742327852922249, 0.020654385744270688, 0.04095754193407485, 0.0350577746356192, 0.0640604406028742, 0.04667736130550951, 0.04796204638472418, 0.031944882472004006, 0.07609773845114233, 0.04660104368031095]","[0.14958084264265478, 0.0737469154292628, 0.09728133037811973, 0.11316857123668296, 0.23342071663435793, 0.13985849541864148, 0.15699058087531578, 0.09990668192416091, 0.23006246615569673, 0.15921730619300842]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
0,ORB_RAY_N,3,,,,,,,,,,,,,,,,,0.07648283040456745,0.31622776601683794,"[0.0, 0.0005811792772950387, 0.003530122677796333, 0.01112682686229226, 0.29854536588129876]",-1.3704315460216776e-16,0.14085023230057536,"[3.374774553310487e-05, 5.0788010044188736e-05, 4.5016919616376895e-05, 5.018366874935517e-05, 4.3360200529836976e-05, 4.5278977227457066e-05, 4.429384750193292e-05, 4.398240807046024e-05, 4.299894938671486e-05, 4.476100934200152e-05]",NNUM,0,0.08926594130069462,0.13192363817050604,"[3.317538261413574, 4.992664813995361, 4.4253411293029785, 4.9332594871521, 4.262485504150391, 4.451103210449219, 4.354259967803955, 3.736332893371582, 4.2269744873046875, 4.400183200836182]",0.38241415202283724,-0.2931482107221426,SHADOW_ONLY,0.05646976517119711
0,ORB_RAY_N,3,,,,,,,,,,,,,,,,,0.07326806711109202,0.31622776601683794,"[0.0, 0.000774249111245991, 0.0037207042061045553, 0.010922364571038085, 0.29498502667984094]",-4.85722573273506e-17,0.1348095706226466,"[3.374774553310487e-05, 5.0788010044188736e-05, 4.5016919616376895e-05, 5.018366874935517e-05, 4.3360200529836976e-05, 4.5278977227457066e-05, 4.429384750193292e-05, 4.398240807046024e-05, 4.299894938671486e-05, 4.476100934200152e-05]",NRMS,0,0.08714990711460473,0.12609457991118617,"[4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452, 4.335703480138452]",0.3663403355554601,-0.27919042844085534,SHADOW_ONLY,0.05487779959215774
1,JV_NATIVE,0,4,5.763374435965858,"[3.3166036868864315, 5.136288754193527, 4.516596759384728, 5.036448271556987, 4.448331441897096, 4.555084642929455, 4.405785436763159, 3.9549057045831266, 4.29595907297132, 4.425361682357727]",0,"[0.02846480325936206, 0.05216771795144535, 0.04066296063268741, 0.034576529303892725, 0.057174516784413786, 0.03294105909974538, 0.036636346422215575, 0.0438935272331786, 0.031026694446946043, 0.035101012457856566]",0,"[0.07586574251131427, 0.12588066663485192, 0.04771753074085808, 0.0587292228307234, 0.34635971735628296, 0.05412862786592498, 0.061639241433110614, 0.08908916808746932, 0.041417704511613807, 0.09917237802785052]",10,"[0.14987529228954505, 0.24868143487408123, 0.09426756570734, 0.11602152890522087, 0.6842451171997083, 0.10693290086006411, 0.12177036723677419, 0.17599860839628081, 0.08182204990235707, 0.19591832429184594]",4.425361633300781,3.316603660583496,0.34635971735628296,0.736367672617769,"[0.05643315163405109, 0.10342557827404088, 0.08061671821038004, 0.06855000905527144, 0.1133518523173778, 0.06530759289723023, 0.07263371800339127, 0.08702150707079342, 0.0615122520424235, 0.0695898278478855]","[0.589090854363594, 0.9774523652058705, 0.3705224521866501, 0.45602727803397064, 2.689452907998844, 0.42030406056213526, 0.4786233179321972, 0.6917695972640387, 0.3216048525839807, 0.770064840438134]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,0,5,7.648162412929707,"[3.3166036868864315, 5.136288754193527, 4.516596759384728, 5.036448271556987, 4.448331441897096, 4.555084642929455, 4.405785436763159, 3.9549057045831266, 4.29595907297132, 4.425361682357727]",1,"[0.037414228753249776, 0.06026948786343656, 0.055169510041515164, 0.05201332732125328, 0.06997479398764839, 0.046870795653981896, 0.048276622071201605, 0.06193658704908916, 0.04036388787029329, 0.042866010998238925]",0,"[0.0678794270174751, 0.11231950655608086, 0.07645108136287566, 0.07870153921247025, 0.25960796353866855, 0.0697772746321394, 0.08512880691330472, 0.10258199147950608, 0.0569331807765179, 0.09061922851096163]",10,"[0.10243294586205237, 0.16949491826661306, 0.11536793727387738, 0.11876397399959998, 0.39175947180090465, 0.10529687872815165, 0.128462994650894, 0.15480059336588992, 0.08591459416317897, 0.1367482746390095]",4.425361633300781,3.316603660583496,0.25960796353866855,0.6502574969985219,"[0.08193705220161597, 0.1319900032097314, 0.12082106660601853, 0.1139090356240763, 0.1532445954071754, 0.1026469062227565, 0.10572566198954848, 0.13564094557983766, 0.0883967970929008, 0.09387643946910626]","[0.49127734734796674, 0.8129124192827709, 0.5533146949541561, 0.5696023834519186, 1.878912614345589, 0.5050130192999842, 0.6161197328978462, 0.742437154732454, 0.412053891096772, 0.6558566587505712]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,0,6,9.345773270687086,"[3.3166036868864315, 5.136288754193527, 4.516596759384728, 5.036448271556987, 4.448331441897096, 4.555084642929455, 4.405785436763159, 3.9549057045831266, 4.29595907297132, 4.425361682357727]",2,"[0.049161442494045006, 0.07466312854879693, 0.06698527425994827, 0.06419174681408871, 0.07443921579967036, 0.060442926989337106, 0.06024033520212086, 0.07674035701550293, 0.05200616179223524, 0.060312190573300554]",0,"[0.07924689853226033, 0.11454583665094087, 0.09131271379405281, 0.09486399627028039, 0.16825489363061683, 0.07921381661992527, 0.0899431777786439, 0.10452054798789015, 0.0690003111361473, 0.10909780759924222]",10,"[0.09625521326927558, 0.13913016332690334, 0.11091064638781871, 0.11522412058630198, 0.20436649219049713, 0.0962150311727375, 0.10924717458406763, 0.1269532035187518, 0.08380945862950723, 0.13251285453651596]",4.425361633300781,3.316603660583496,0.16825489363061683,0.5912830821389704,"[0.11879223867124956, 0.18041374981186192, 0.1618612124392153, 0.15511101630484775, 0.17987269374461975, 0.1460524802496588, 0.14556294351682714, 0.18543310252555706, 0.1256661332658652, 0.1457365726857439]","[0.5620192088794405, 0.812359369102482, 0.6475900018506953, 0.6727757063358285, 1.1932641397931627, 0.5617845918717956, 0.6378772488954654, 0.7412599960348774, 0.4893503846259188, 0.7737219330097441]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,0,7,9.870941269289636,"[3.3166036868864315, 5.136288754193527, 4.516596759384728, 5.036448271556987, 4.448331441897096, 4.555084642929455, 4.405785436763159, 3.9549057045831266, 4.29595907297132, 4.425361682357727]",3,"[0.06915992085429983, 0.08341542275134772, 0.07555070626070634, 0.07507414169943442, 0.0813836149052674, 0.07401998468053624, 0.07018459965189001, 0.079593717576914, 0.06404020061748593, 0.07259463395036217]",0,"[0.09609422783572015, 0.10320063855617878, 0.08925568980065487, 0.0939051290340123, 0.12715169956453054, 0.08948478038320984, 0.09137411863476638, 0.0924763818958196, 0.10693135368793312, 0.11012598060717435]",10,"[0.10050877016182895, 0.10794164743099444, 0.09335607157535042, 0.0982191047648757, 0.1329930135768966, 0.09359568651608985, 0.09557182044588516, 0.09672472137717132, 0.1118437505870528, 0.11518513778595647]",4.425361633300781,3.316603660583496,0.12715169956453054,0.5435039002515369,"[0.16128683976806124, 0.19453188721579137, 0.17619069693132558, 0.1750793076890659, 0.18979353785878983, 0.17262092352527258, 0.16367647820314316, 0.18561934448156495, 0.14934721509393953, 0.16929688393715353]","[0.5466292270196069, 0.5870538382215316, 0.507728401816635, 0.5341766019993734, 0.7232987538649255, 0.5090315769487936, 0.5197790227765754, 0.5260492153566303, 0.6082759030076453, 0.6264484455506402]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,0,8,9.97898384907624,"[3.3166036868864315, 5.136288754193527, 4.516596759384728, 5.036448271556987, 4.448331441897096, 4.555084642929455, 4.405785436763159, 3.9549057045831266, 4.29595907297132, 4.425361682357727]",4,"[0.09422427484022589, 0.09534453996340769, 0.09262297432267673, 0.09539333978605251, 0.09972503100944644, 0.09345923435691263, 0.09413508493247175, 0.0985054566497331, 0.09765121323393224, 0.09573636701675169]",0,"[0.09701932331243292, 0.09922129260328306, 0.09363890858129463, 0.09931545695556741, 0.10867732054963058, 0.09532511237774975, 0.09672138401787653, 0.10593206827676112, 0.10413421947472638, 0.10001491385067761]",10,"[0.08891202613122696, 0.09092999064019132, 0.08581409148637838, 0.09101628626734154, 0.0995958375576736, 0.08735938979288367, 0.08863898375741232, 0.09707998882271442, 0.09543237498447171, 0.09165729393068539]",4.425361633300781,3.316603660583496,0.10867732054963058,0.5180739791073631,"[0.2209003810762248, 0.22352674241502937, 0.2171462752988763, 0.22364114923256098, 0.2337964117015458, 0.21910681211971966, 0.22069128331830148, 0.23093722874398745, 0.22893453149423681, 0.22444534588049975]","[0.48868367332702667, 0.4997749323140707, 0.47165661694505584, 0.5002492355765517, 0.5474046859974996, 0.48014997926810626, 0.48718296126347815, 0.53357692551524, 0.5245212103580067, 0.5037723807930526]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,0,,,,,,,,,,,,,,,,,0.5000000042518167,0.31622776601683794,"[0.0, 0.0, 0.0011815946941866051, 0.011325140421292361, 0.42726696834752753]",-2.42861286636753e-16,0.9799154773371674,"[3.3738222113602455e-05, 5.224903634539097e-05, 4.594519557378699e-05, 5.123340549087354e-05, 4.525074689799428e-05, 4.633671342260435e-05, 4.481796211953439e-05, 4.48629459713494e-05, 4.3700762314139525e-05, 4.501710978563342e-05]",NNUM,0,0.1826867172124704,0.9616468056159206,"[3.316603660583496, 5.1362833976745605, 4.516598701477051, 5.036447525024414, 4.448329925537109, 4.555084228515625, 4.40578556060791, 3.9549076557159424, 4.295961856842041, 4.425361633300781]",2.5000000212590834,-2.317313304046613,SHADOW_ONLY,0.04261290233273328
1,JV_NATIVE,0,,,,,,,,,,,,,,,,,0.5000000570020333,0.31622776601683794,"[0.0, 0.0, 0.0011765885505090057, 0.011556869258520215, 0.42724941082244877]",5.238864897449957e-16,0.9799895149430277,"[3.3738222113602455e-05, 5.224903634539097e-05, 4.594519557378699e-05, 5.123340549087354e-05, 4.525074689799428e-05, 4.633671342260435e-05, 4.481796211953439e-05, 4.48629459713494e-05, 4.3700762314139525e-05, 4.501710978563342e-05]",NRMS,0,0.18267700463580536,0.9617218144794466,"[4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246]",2.5000002850101666,-2.317323280374361,SHADOW_ONLY,0.04174803704916048
1,JV_NATIVE,1,4,6.0709606999982,"[1.7201961753859814, 2.621689553469409, 2.3742628812118722, 2.571183432019852, 2.172411624335062, 2.3735937823422275, 2.2816573344777407, 1.9621864806993508, 2.1581154509813496, 2.259535873722525]",0,"[0.0063941474450601036, 0.01414902613492451, 0.009780309777877682, 0.008893485634367291, 0.015072118640606532, 0.00999566697897623, 0.007907294591365898, 0.00855417180290843, 0.007648445664704889, 0.00993471652322356]",0,"[0.07865108127176151, 0.13108882606583463, 0.049862126877759615, 0.060810300318368406, 0.32912637826367375, 0.05980599913250153, 0.06331656598448403, 0.0831554189500761, 0.04090652328089771, 0.10327677985464277]",10,"[0.03921048231064842, 0.0653526437585485, 0.024858120350007906, 0.030316191034930957, 0.16408171158238075, 0.029815509629840916, 0.031565657462829834, 0.04145606177377721, 0.020393419665187065, 0.051487306774574824]",4.425361633300781,3.316603660583496,0.32912637826367375,0.7252984844059888,"[0.024805455764893392, 0.05488973235631906, 0.03794173400701408, 0.0345013884015837, 0.05847077744690264, 0.03877719073856449, 0.03067555884368003, 0.0331850543149852, 0.02967138031084993, 0.038540739538930203]","[0.5901077429307375, 0.9835405950219707, 0.3741083615607589, 0.4562509311705613, 2.4693878466217147, 0.448715803916979, 0.47505508174931876, 0.6239031402446512, 0.30691575670811594, 0.7748708151461751]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,1,5,7.9892641607232235,"[1.7201961753859814, 2.621689553469409, 2.3742628812118722, 2.571183432019852, 2.172411624335062, 2.3735937823422275, 2.2816573344777407, 1.9621864806993508, 2.1581154509813496, 2.259535873722525]",1,"[0.009589125906712575, 0.015304299089813183, 0.014206315329310175, 0.013669897030636018, 0.016600430839584325, 0.012451253388147163, 0.012374934713758353, 0.013243900523663385, 0.010261875404339085, 0.011235306121623408]",0,"[0.0714077983182739, 0.11478641640848866, 0.08030347808108133, 0.08197857799764172, 0.2438779174565003, 0.07462215928695153, 0.08916770668698906, 0.09368706171506178, 0.05670722224681828, 0.09346166180219345]",10,"[0.027191165618240313, 0.04370918208927295, 0.03057852536625015, 0.03121638173951741, 0.0928655553086031, 0.028415152682882153, 0.033953908920674895, 0.035674820837160975, 0.021593376468365393, 0.03558899146690337]",4.425361633300781,3.316603660583496,0.2438779174565003,0.6349807640692333,"[0.04107948958210277, 0.06556309731852289, 0.06085937219386609, 0.05856137442781227, 0.07111568169688465, 0.05334074646829483, 0.05301379986023326, 0.05673641986569266, 0.04396152557244963, 0.04813166969179921]","[0.49902219328920144, 0.8021668588725116, 0.5611882554081971, 0.5728944283196592, 1.704302557005197, 0.5214852505236971, 0.6231345260524911, 0.6547173294923821, 0.3962895242171849, 0.6531421575708868]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,1,6,9.524682743737571,"[1.7201961753859814, 2.621689553469409, 2.3742628812118722, 2.571183432019852, 2.172411624335062, 2.3735937823422275, 2.2816573344777407, 1.9621864806993508, 2.1581154509813496, 2.259535873722525]",2,"[0.013101275993327758, 0.01835449356759908, 0.01722815906243179, 0.017402296087238582, 0.017184922571739262, 0.016797410307601488, 0.01556368152543655, 0.017368136813252118, 0.012858704273572061, 0.013489449324931036]",0,"[0.08395834166168342, 0.11297756140685845, 0.09385506784551502, 0.10204036003029725, 0.15735592428694486, 0.08738072061440998, 0.09388827993966097, 0.09490615443543027, 0.06861218226821755, 0.10502540751098215]",10,"[0.025722963232137235, 0.03461380490143041, 0.028755099392842407, 0.03126289034900351, 0.048210345448489345, 0.02677150380863128, 0.02876527483770792, 0.029077128879979378, 0.021021242283153864, 0.03217744231694553]",4.425361633300781,3.316603660583496,0.15735592428694486,0.572305407670513,"[0.06185171708409365, 0.08665239507534386, 0.08133491888515144, 0.08215702766277745, 0.08113079745519415, 0.07930133451278512, 0.07347684507894436, 0.08199576018383228, 0.06070652501344554, 0.0636843009559351]","[0.5733203100861586, 0.7714817760403508, 0.6409013748410572, 0.6967956929117396, 1.0745251218707366, 0.59669046394551, 0.6411281678879125, 0.6480788545021715, 0.4685270913545791, 0.7171794726931977]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,1,7,9.855319253740594,"[1.7201961753859814, 2.621689553469409, 2.3742628812118722, 2.571183432019852, 2.172411624335062, 2.3735937823422275, 2.2816573344777407, 1.9621864806993508, 2.1581154509813496, 2.259535873722525]",3,"[0.018018136710766866, 0.021587963329967753, 0.019802662331210356, 0.021058688029190985, 0.020394561233829128, 0.02021195376090352, 0.019709866343124154, 0.017669349039603835, 0.014940745894888068, 0.017767642053839003]",0,"[0.09704583029913949, 0.10306711997171528, 0.08804437269825116, 0.10453570607346593, 0.12655232938185804, 0.09550113792028245, 0.10029329471748401, 0.07722425710236064, 0.10137856177509849, 0.10635739006034446]",10,"[0.026268275577591038, 0.027898112696446892, 0.023831769360566763, 0.02829562822402076, 0.03425506745567197, 0.025850159673328627, 0.027147296242430997, 0.020902990479721193, 0.02744105532570973, 0.028788719960524088]",4.425361633300781,3.316603660583496,0.12655232938185804,0.5418911072624821,"[0.08213704269393524, 0.09841036807369202, 0.09027193807338926, 0.09599762647479133, 0.09297015411066908, 0.09213772409636246, 0.08984892052403813, 0.08054706764283481, 0.06810852327001957, 0.08099514380278121]","[0.5458708870870628, 0.5797399026320436, 0.4952387926371783, 0.5880005192464337, 0.7118413237299239, 0.5371821820028343, 0.5641374759488526, 0.434376970130151, 0.5702419699764711, 0.598247268136566]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,1,8,9.999776357827619,"[1.7201961753859814, 2.621689553469409, 2.3742628812118722, 2.571183432019852, 2.172411624335062, 2.3735937823422275, 2.2816573344777407, 1.9621864806993508, 2.1581154509813496, 2.259535873722525]",4,"[0.025326690401296082, 0.02482486698643796, 0.02558513669081323, 0.02486638236276062, 0.02374644585857951, 0.025375739155241387, 0.025251658346723854, 0.024235792307132516, 0.024613282426031394, 0.024954837401767096]",0,"[0.10035839071978608, 0.09944034928085653, 0.09958692470618632, 0.09973337832187137, 0.09952774118375268, 0.09968467667538612, 0.09995247818066086, 0.10034094018989684, 0.1009762352187848, 0.10039888552281843]",10,"[0.023878501884854866, 0.023660070181510184, 0.023694945208350575, 0.023729791252743052, 0.02368086353723321, 0.023718203558390313, 0.023781922184233212, 0.023874349840288755, 0.024025507042351672, 0.02388813690613809]",4.425361633300781,3.316603660583496,0.1009762352187848,0.502026929831947,"[0.11605332131935264, 0.11375383910958377, 0.11723758779104265, 0.11394407309719634, 0.10881223988418595, 0.11627807515460453, 0.11570950540813212, 0.11105454946868262, 0.11278430497045991, 0.11434939652878096]","[0.5013780779209697, 0.4967916567079445, 0.4975239293609357, 0.49825559346804327, 0.49722825582024266, 0.49801228608007864, 0.49935018919924967, 0.5012908972371044, 0.5044647524395652, 0.5015803849365021]","g_raw/sqrt(q_l), r_raw/q_l from same recorded node",,,,,,,,,,,,,,,
1,JV_NATIVE,1,,,,,,,,,,,,,,,,,0.13019765043116563,0.31622776601683794,"[0.0, 0.0, 0.0005152060195776215, 0.005767598592721959, 0.21905247677287681]",-2.992397996059992e-16,0.25512837375928404,"[3.3738222113602455e-05, 5.224903634539097e-05, 4.594519557378699e-05, 5.123340549087354e-05, 4.525074689799428e-05, 4.633671342260435e-05, 4.481796211953439e-05, 4.48629459713494e-05, 4.3700762314139525e-05, 4.501710978563342e-05]",NNUM,0,0.04801751821110111,0.25032662193817423,"[3.316603660583496, 5.1362833976745605, 4.516598701477051, 5.036447525024414, 4.448329925537109, 4.555084228515625, 4.40578556060791, 3.9549076557159424, 4.295961856842041, 4.425361633300781]",0.6509882521558281,-0.602970733944727,SHADOW_ONLY,0.021567922522517286
1,JV_NATIVE,1,,,,,,,,,,,,,,,,,0.13023246001581773,0.31622776601683794,"[0.0, 0.0, 0.0005108061780850354, 0.005904139539081652, 0.21899171455432745]",-3.165870343657673e-16,0.2552190798453448,"[3.3738222113602455e-05, 5.224903634539097e-05, 4.594519557378699e-05, 5.123340549087354e-05, 4.525074689799428e-05, 4.633671342260435e-05, 4.481796211953439e-05, 4.48629459713494e-05, 4.3700762314139525e-05, 4.501710978563342e-05]",NRMS,0,0.04799249083009255,0.25041983076233587,"[4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246, 4.435927420198246]",0.6511623000790886,-0.6031698092489961,SHADOW_ONLY,0.021132702223843666
