branch,head,tree,owner,task_id,original_base_reflog,comparison_merge_base,status,integration_reason,worktree,worktree_tracked_dirty,changed_files,remaining_files
codex/p1r52-joint-pc-fullfp32-independent-10xb100-v1,05685e71d7ec0d2803ecda71ec8b969b157bbf0d,2139882a04f62aa64a035f7647a12edadc9d0602,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,0d63ad4ec4978be6d04aabb640e17917bd1348d7 branch: Created from origin/main,0d63ad4ec4978be6d04aabb640e17917bd1348d7,ALREADY_IN_MAIN,patch-equivalent cherry-picks,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-joint-pc-fullfp32-independent-10xb100-v1,,local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/analysis-manifest.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/analysis-summary.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/job-facts.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/layer-aggregates.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/method-aggregates.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/overhead-aggregates.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/p1r52-joint-pc-full-fp32-independent-b100x10-factual-ko.md;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/paired-overhead.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/paired-performance.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/per-case.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/per-layer.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/pilot-case01-consistency.json;local/odebf/reports/p1r52-joint-pc-full-fp32-independent-b100x10-final-v2/rooted-analysis-receipt.json;project/run_scripts/ode_bf/p1_runtime.py;project/run_scripts/ode_bf/p1r52_accepted_z_observation.py;project/run_scripts/ode_bf/p1r52_joint_pc_independent_fp32_analysis.py;project/run_scripts/ode_bf/p1r52_joint_pc_independent_fp32_runtime.py;project/run_scripts/ode_bf/p1r52_sequential_runtime.py;project/run_scripts/ode_bf/tests/test_p1r52_accepted_z_observation.py;project/run_scripts/ode_bf/tests/test_p1r52_joint_pc_independent_fp32_runtime.py;project/run_scripts/session05_ode_bf_p1r52_joint_pc_independent_fp32.py;project/run_scripts/session05_ode_bf_p1r52_joint_pc_independent_fp32.sbatch;project/run_scripts/session05_ode_bf_p1r52_joint_pc_independent_fp32_dry_plan.py;project/run_scripts/session05_ode_bf_submit_p1r52_joint_pc_independent_fp32.py,
codex/p1r52-llama-seq-10xb100-fourarm-r1-v1,2f6bd2f371ecdd6936500bb0bb87bc52a172fc05,cf3d6b1114068323113c861745e8a1cb3c27ac0f,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,329ef063b969e01635f7602e40923936a405c1bd branch: Created from 329ef063b969e01635f7602e40923936a405c1bd,2f6bd2f371ecdd6936500bb0bb87bc52a172fc05,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-llama-seq-10xb100-fourarm-r1-v1,,,
codex/p1r52-llama-seq-10xb100-fourarm-v1,329ef063b969e01635f7602e40923936a405c1bd,34d5c147bd23cde3549d88cbd6f844f61d07b618,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,329ef063b969e01635f7602e40923936a405c1bd branch: Created from 329ef063b969e01635f7602e40923936a405c1bd,329ef063b969e01635f7602e40923936a405c1bd,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-llama-seq-10xb100-fourarm-v1,"M project/run_scripts/ode_bf/p1_backend.py
 M project/run_scripts/ode_bf/p1_runtime.py
 M project/run_scripts/ode_bf/p1_scalable_batched_experiment.py
 M project/run_scripts/ode_bf/p1_state.py
 M project/run_scripts/ode_bf/p1r52_sequential_contract.py
 M project/run_scripts/ode_bf/p1r52_sequential_runtime.py",,
codex/p1r52-llama-soft-seq-hist-10xb10-v1,237f3b65bff69b835a7253f5154bba19feaf1fef,abe87eec97d5ff90f6eb2f76656f2c0ff922f012,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,8205bcc93230c02754ebf7134491f044ff61abe0 branch: Created from 8205bcc93230c02754ebf7134491f044ff61abe0,237f3b65bff69b835a7253f5154bba19feaf1fef,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-llama-soft-seq-hist-10xb10-v1,,,
codex/p1r52-llama-soft-seq-nohistorical-v1,5f295e74304d53ee5f7f22d7635c9cf56220eb54,d7f0c9b2d742c4560ed77c13d0807f718f627894,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,237f3b65bff69b835a7253f5154bba19feaf1fef branch: Created from 237f3b65bff69b835a7253f5154bba19feaf1fef,5f295e74304d53ee5f7f22d7635c9cf56220eb54,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-llama-soft-seq-nohistorical-v1,,,
codex/p1r52-native-alphaedit-sequential-cache-on-corrected-v1,9ccf0b42dfdb54e593f57daba46e6004470fa2e9,d68811ed93c02ac57490afdb48d69bbea3f55360,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,5f295e74304d53ee5f7f22d7635c9cf56220eb54 branch: Created from 5f295e74304d53ee5f7f22d7635c9cf56220eb54,9ccf0b42dfdb54e593f57daba46e6004470fa2e9,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-native-alphaedit-sequential-cache-on-corrected-v1,,,
codex/p1r52-pir-atomic-b10x10-v1,6d5097be2b6cdf3e4685bd2dc66a4f5458e9f326,c70d8e2c05bf91ed5141ecf18733b1421a882de5,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,14b0250429bcff993b05fe69783ef808e09a16be branch: Created from 14b0250429bcff993b05fe69783ef808e09a16be,14b0250429bcff993b05fe69783ef808e09a16be,ALREADY_IN_MAIN,patch-equivalent cherry-picks,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-pir-atomic-b10x10-v1,,local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/analysis-manifest-layer-norm-v2.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/analysis-manifest.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/analysis-receipt-layer-norm-v2.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/analysis-receipt.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/build_layer_norm_v2.py;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/build_report.py;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/independent-review-layer-norm-v2.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/independent-review.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/independent_review.py;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-aggregate-summary.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-compute-ledger.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-final-cumulative-bf16-layer-norm-v2.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-paired-case-deltas.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-per-case.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-per-layer.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-per-request.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-per-step.json;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-sequential-writer-atomic-b10x10-analysis-ko-v2.md;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-sequential-writer-atomic-b10x10-analysis-ko.md;local/odebf/reports/p1r52-pir-sequential-writer-atomic-b10x10-v1/p1r52-pir-typed-failures.json;project/run_scripts/ode_bf/locks/numerical_lock_s05_p1r52_pir_atomic_b10x10.json;project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_pir_atomic_b10x10.json;project/run_scripts/ode_bf/p1_scalable_batched_experiment.py;project/run_scripts/ode_bf/p1r36_independent_b10x10_runtime.py;project/run_scripts/ode_bf/p1r52_frozen_pi_quota_writer.py;project/run_scripts/ode_bf/p1r52_independent_runtime.py;project/run_scripts/ode_bf/p1r52_pir_panel.py;project/run_scripts/ode_bf/p1r52_pir_writer.py;project/run_scripts/ode_bf/tests/test_p1r52_pir_execution_contract.py;project/run_scripts/ode_bf/tests/test_p1r52_pir_writer.py;project/run_scripts/session05_ode_bf_p1r52_pir_atomic_b10x10.py;project/run_scripts/session05_ode_bf_p1r52_pir_atomic_b10x10.sbatch;project/run_scripts/session05_ode_bf_p1r52_pir_atomic_b10x10_dry_plan.py;project/run_scripts/session05_ode_bf_submit_p1r52_pir_atomic_b10x10.py,
codex/p1r52-piru-cache-continuity-a1-tech-r1,e4a5b8ff95717548af6d164f29fbc62ffb0c26c2,59ea4bc470656769e7590665d125b30106c86145,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,413e841cff4a35b3c0ab5e796a73003ca5f6147b branch: Created from 413e841cff4a35b3c0ab5e796a73003ca5f6147b,e4a5b8ff95717548af6d164f29fbc62ffb0c26c2,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-piru-cache-continuity-a1-tech-r1,,,
codex/p1r52-piru-cache-continuity-a1-v1,bb4a0997a9592efc86d212c60804b4d1b7c1419b,10c75b97183fbb62c9c51aaa8ace20b52166b09c,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,4f25efdc8ccd9e9017a7e44aa99f92dccd01c31e branch: Created from origin/main,bb4a0997a9592efc86d212c60804b4d1b7c1419b,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-piru-cache-continuity-a1-v1,,,
codex/p1r52-piru-seq-10xb100-hon-v1,1d083eded42e7367ca9abf40e0e7640e0ca4f1da,f677ddaa20d8e63b88d90bbb8f51831ab2eed7df,SH1,ODEEDIT-S05-P1R52-PIR-U-SEQUENTIAL-10XB100-STRUCTURALH-ON-V1-B4-DIAG-C2,1d1ba7554a50deb7a92276d32c567542771e1551 branch: Created from 1d1ba7554a50deb7a92276d32c567542771e1551,3f873f70a341b4d49f1552b55d132c43508c0609,CONFLICT_REQUIRES_DECISION,3 runtime/router files conflict with newer main; original worktree additionally has3 dirty files. Old observer changes not blindly restored; choose later scoped reconciliation or retain archive.,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-piru-seq-10xb100-hon-v1,"M project/run_scripts/ode_bf/p1_runtime.py
 M project/run_scripts/ode_bf/p1r52_piru_h_diagnostic.py
 M project/run_scripts/ode_bf/p1r52_sequential_runtime.py",project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_b4_diag_c1.json;project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_b4_diag_c2.json;project/run_scripts/ode_bf/p1_runtime.py;project/run_scripts/ode_bf/p1r52_piru_h_diagnostic.py;project/run_scripts/ode_bf/p1r52_sequential_contract.py;project/run_scripts/ode_bf/p1r52_sequential_runtime.py;project/run_scripts/ode_bf/tests/test_p1r52_piru_h_diagnostic.py;project/run_scripts/session05_ode_bf_p1r52_piru_b4_diag_c1.py;project/run_scripts/session05_ode_bf_p1r52_piru_b4_diag_c1.sbatch;project/run_scripts/session05_ode_bf_submit_p1r52_piru_b4_diag_c1.py,project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_b4_diag_c1.json;project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_b4_diag_c2.json;project/run_scripts/ode_bf/p1_runtime.py;project/run_scripts/ode_bf/p1r52_piru_h_diagnostic.py;project/run_scripts/ode_bf/p1r52_sequential_contract.py;project/run_scripts/ode_bf/p1r52_sequential_runtime.py;project/run_scripts/ode_bf/tests/test_p1r52_piru_h_diagnostic.py;project/run_scripts/session05_ode_bf_p1r52_piru_b4_diag_c1.py;project/run_scripts/session05_ode_bf_p1r52_piru_b4_diag_c1.sbatch;project/run_scripts/session05_ode_bf_submit_p1r52_piru_b4_diag_c1.py
codex/p1r52-piru-seq-postenergy-warn-r1-v1,af5df22f08d5c3f89f0f94af9fca7ae6402c848b,a8f072ae2c6a73d8a34695a67dc9bd261dbba6bb,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,3f873f70a341b4d49f1552b55d132c43508c0609 branch: Created from 3f873f70a341b4d49f1552b55d132c43508c0609,af5df22f08d5c3f89f0f94af9fca7ae6402c848b,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-piru-seq-postenergy-warn-r1-v1,,,
codex/p1r52-residual-reserve-pcsoft-writer-v1,6caafd1148498497602876a9693f6760e6b39e85,9e2c8aac6d21b3dedc7770d4de894e1b73d3c097,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,db30255a39ec48dcd190fecd61cb5fd8c3ce3555 branch: Created from db30255a39ec48dcd190fecd61cb5fd8c3ce3555,6caafd1148498497602876a9693f6760e6b39e85,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-residual-reserve-pcsoft-writer-v1,,,
codex/p1r52-rsa-r42safekdc-m1-v1,34f0b505fe5f32078aa4b8cffd109a7490d8aaa5,253a177dcd72d2235d0ece500558b357b578f84b,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,e9e31260f452ec30ef42393d33eaf37f32f5e1dd branch: Created from refs/remotes/origin/main,34f0b505fe5f32078aa4b8cffd109a7490d8aaa5,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-rsa-r42safekdc-m1-v1,,,
codex/p1r52-target-official-alphaedit-writer-a1-phase-b-v1,7ef609c7c1d3267ddbda624afd52bce8241acc4b,ccffb6ec4c53a10762885ebc6f7752cde7026370,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,1e5bee6a555c1a7cc1a1c5b034ecf004d18d475c branch: Created from 1e5bee6a555c1a7cc1a1c5b034ecf004d18d475c,7ef609c7c1d3267ddbda624afd52bce8241acc4b,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-target-official-alphaedit-writer-a1-phase-b-v1,,,
codex/p1r52-target-official-alphaedit-writer-a1-v1,1e5bee6a555c1a7cc1a1c5b034ecf004d18d475c,345b7f7401399408114d402d0381bdd9db15a18e,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,4f25efdc8ccd9e9017a7e44aa99f92dccd01c31e branch: Created from origin/main,1e5bee6a555c1a7cc1a1c5b034ecf004d18d475c,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r52-target-official-alphaedit-writer-a1-v1,,,
codex/p1r54-pdz-ablation-v1,c0dc8e3fcd1ea2c941441dd2dc5cfa91a28aa296,ccd9015d13adecc8dcf5e2d97baff5b12d3ddca8,SH1,ODEEDIT-S05-P1R54-PDZ-PRC-TIME-SWEEP-T2-T3-T5-DIRECT-V1,6b7364f4caf3b3fbead83a3f5bcb8c39a79b38f5 branch: Created from origin/main,6b7364f4caf3b3fbead83a3f5bcb8c39a79b38f5,INTEGRATED,verified SH1 scope integrated; original source/report blobs preserved except documented additive dispatch composition or existing repaired E01 successor,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-p1r54-pdz-ablation-v1,,project/run_scripts/ode_bf/locks/numerical_lock_s05_p1r54_pdz_ablation_llama_b100_v1.json;project/run_scripts/ode_bf/p1_runtime.py;project/run_scripts/ode_bf/p1_scalable_batched_experiment.py;project/run_scripts/ode_bf/p1r52_joint_pc_fp32_runtime.py;project/run_scripts/ode_bf/p1r52_sequential_runtime.py;project/run_scripts/ode_bf/p1r52_target_timescale.py;project/run_scripts/ode_bf/p1r52_target_timescale_b100.py;project/run_scripts/ode_bf/p1r54_pdz_ablation.py;project/run_scripts/ode_bf/p1r54_pdz_ablation_analysis.py;project/run_scripts/ode_bf/p1r54_pdz_ablation_b100.py;project/run_scripts/ode_bf/tests/test_p1r54_pdz_ablation.py;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100.py;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100.sbatch;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100_dry_plan.py;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100_preflight.py,
codex/p1r54-pdz-time-sweep-analysis-v1,3aaf6712c1ca1e2135fd68736314275a72699587,a2f29c49e64edee8a1276e5cad99c564a5240c9d,SH1,ODEEDIT-S05-P1R54-PDZ-PRC-TIME-SWEEP-T2-T3-T5-DIRECT-V1,c0dc8e3fcd1ea2c941441dd2dc5cfa91a28aa296 branch: Created from c0dc8e3fcd1ea2c941441dd2dc5cfa91a28aa296,6b7364f4caf3b3fbead83a3f5bcb8c39a79b38f5,INTEGRATED,verified SH1 scope integrated; original source/report blobs preserved except documented additive dispatch composition or existing repaired E01 successor,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-p1r54-pdz-time-sweep-analysis-v1,,experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/aggregates.json;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/analysis-manifest.json;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/compute.csv;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/microstep-summary.csv;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/microstep-trajectory.csv;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/outer-writer-summary.csv;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/outer-writer.csv;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/p1r54-pdz-target-time-sweep-llama-b100-factual-ko.md;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/paired-target-time-gains.csv;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/source-receipt.json;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/terminal-z-w-nll.csv;experiment-reports/servers/server1/p1r54-pdz-target-time-sweep-llama-b100-2026-08-24-v4/writer-transfer.csv;project/run_scripts/ode_bf/locks/numerical_lock_s05_p1r54_pdz_ablation_llama_b100_v1.json;project/run_scripts/ode_bf/p1_runtime.py;project/run_scripts/ode_bf/p1_scalable_batched_experiment.py;project/run_scripts/ode_bf/p1r52_joint_pc_fp32_runtime.py;project/run_scripts/ode_bf/p1r52_sequential_runtime.py;project/run_scripts/ode_bf/p1r52_target_timescale.py;project/run_scripts/ode_bf/p1r52_target_timescale_b100.py;project/run_scripts/ode_bf/p1r54_pdz_ablation.py;project/run_scripts/ode_bf/p1r54_pdz_ablation_analysis.py;project/run_scripts/ode_bf/p1r54_pdz_ablation_b100.py;project/run_scripts/ode_bf/p1r54_pdz_time_sweep_factual_analysis.py;project/run_scripts/ode_bf/tests/test_p1r54_pdz_ablation.py;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100.py;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100.sbatch;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100_dry_plan.py;project/run_scripts/session05_ode_bf_p1r54_pdz_ablation_b100_preflight.py,
codex/p1r55-rms-pdz-floored-rate-v1,5f74fde1aa07a7705500e783578a619dcf18cfed,23afe25753263799770bc5da493258cb72ace4bb,SH1,ODEEDIT-S05-P1R55-REQUEST-LOCAL-RMS-PDZ-FLOORED-RATE-V1,cf0d55b9ecd1016bba149e49e25c859ebce41020 branch: Created from refs/remotes/origin/main,cf0d55b9ecd1016bba149e49e25c859ebce41020,INTEGRATED,verified SH1 scope integrated; original source/report blobs preserved except documented additive dispatch composition or existing repaired E01 successor,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s05-p1r55-rms-pdz-floored-rate-v1,,project/run_scripts/ode_bf/locks/numerical_lock_s05_p1r55_rms_pdz_floored_rate_v1.json;project/run_scripts/ode_bf/p1_runtime.py;project/run_scripts/ode_bf/p1_scalable_batched_experiment.py;project/run_scripts/ode_bf/p1r52_c_writer_kstep_cache_sequential.py;project/run_scripts/ode_bf/p1r52_joint_pc_fp32_runtime.py;project/run_scripts/ode_bf/p1r52_sequential_runtime.py;project/run_scripts/ode_bf/p1r52_target_timescale_b100.py;project/run_scripts/ode_bf/p1r55_objective_risk.py;project/run_scripts/ode_bf/p1r55_pdz_floored_rate.py;project/run_scripts/ode_bf/p1r55_rms_pdz_rate_experiment.py;project/run_scripts/ode_bf/tests/test_p1r55_rms_pdz_floored_rate.py;project/run_scripts/session05_ode_bf_p1r55_rms_pdz_rate.py;project/run_scripts/session05_ode_bf_p1r55_rms_pdz_rate.sbatch;project/run_scripts/session05_ode_bf_p1r55_rms_pdz_rate_dry_plan.py;project/run_scripts/session05_ode_bf_p1r55_rms_pdz_rate_preflight.py,
codex/phase123-results-main-v1,8d39bd253d196a016cc65518af3df75644b561d8,33d27e97a8f75bef867b774182a5f1cb06f637d9,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,efcd41d16c55dea989f6786867485d5f6ea8c7c5 branch: Created from origin/main,8d39bd253d196a016cc65518af3df75644b561d8,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-phase123-results-main-v1,,,
codex/publish-p1r52-piru-postenergy-warn-r1,370ef61a9ac892a79cea19ca1a510db110469e60,0b621c01a20b31af0925f1e18ab1f4932f1656b6,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,d4e3b57d6e5fb0e082d1b51bfe15064458422143 branch: Created from HEAD,d4e3b57d6e5fb0e082d1b51bfe15064458422143,ALREADY_IN_MAIN,patch-equivalent cherry-picks,,NO_LOCAL_WORKTREE,local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/analysis-manifest.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/build_report.py;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/independent-rawfree-rehash-review.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-compute-integrity.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-core-comparison.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-hard-cohorts.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-per-batch.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-per-h-decision.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-per-layer.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-per-z-w-request.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/p1r52-piru-postenergy-warn-r1-10xb100-factual-ko.md;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/rooted-analysis-receipt.json;local/odebf/reports/p1r52-piru-postenergy-warn-r1-10xb100-v1/verify_report.py;project/run_scripts/ode_bf/locks/numerical_lock_s05_p1r52_piru_postenergy_warn_r1_10xb100.json;project/run_scripts/ode_bf/locks/numerical_lock_s05_p1r52_piru_sequential_10xb100.json;project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_postenergy_warn_r1_10xb100.json;project/run_scripts/ode_bf/locks/source_manifest_s05_p1r52_piru_sequential_10xb100.json;project/run_scripts/ode_bf/p1_runtime.py;project/run_scripts/ode_bf/p1r52_piru_postenergy_warn.py;project/run_scripts/ode_bf/p1r52_piru_postenergy_warn_panel.py;project/run_scripts/ode_bf/p1r52_piru_sequential_adapter.py;project/run_scripts/ode_bf/p1r52_piru_sequential_panel.py;project/run_scripts/ode_bf/p1r52_sequential_contract.py;project/run_scripts/ode_bf/p1r52_sequential_runtime.py;project/run_scripts/ode_bf/tests/test_p1r52_piru_postenergy_warn.py;project/run_scripts/ode_bf/tests/test_p1r52_piru_sequential.py;project/run_scripts/session05_ode_bf_p1r52_piru_postenergy_warn_b100x10.py;project/run_scripts/session05_ode_bf_p1r52_piru_postenergy_warn_b100x10.sbatch;project/run_scripts/session05_ode_bf_p1r52_piru_postenergy_warn_b100x10_dry_plan.py;project/run_scripts/session05_ode_bf_p1r52_piru_sequential_b100x10.py;project/run_scripts/session05_ode_bf_p1r52_piru_sequential_b100x10.sbatch;project/run_scripts/session05_ode_bf_p1r52_piru_sequential_b100x10_dry_plan.py;project/run_scripts/session05_ode_bf_submit_p1r52_piru_postenergy_warn_b100x10.py;project/run_scripts/session05_ode_bf_submit_p1r52_piru_sequential_b100x10.py,
codex/publish-p1r52-piru-postenergy-warn-r1-merge,4f25efdc8ccd9e9017a7e44aa99f92dccd01c31e,0b621c01a20b31af0925f1e18ab1f4932f1656b6,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,d4e3b57d6e5fb0e082d1b51bfe15064458422143 branch: Created from HEAD,4f25efdc8ccd9e9017a7e44aa99f92dccd01c31e,ALREADY_IN_MAIN,ancestor proof,,NO_LOCAL_WORKTREE,,
codex/realization-debt-phase-a-lifelong-v6-v1,bf9290c76b7b684ce3d6823e70d60e0b79a8820c,6d273c2fbaeb7114f2cb1d2f09618e535442abd0,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,21da9f0512cde81fa09ccd37b8306051872e3a89 branch: Created from origin/main,bf9290c76b7b684ce3d6823e70d60e0b79a8820c,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-s06-realization-debt-phase-a-lifelong-v6-v1,,,
codex/server1-all-experiment-integration-v1,0746f18e2d370d60efefaa467f9c333bd396ace8,37bbfc4d9c252565dbf8ab41193d99a19cecf2bd,SH1,HISTORICAL_TASK_ID_NOT_EXTRACTED; source/ref evidence retained,f4fbfb5de132de9b986e4b291c5b41784c182743 branch: Created from origin/main,0746f18e2d370d60efefaa467f9c333bd396ace8,ALREADY_IN_MAIN,ancestor proof,/mnt/raid5/janghj/.codex/worktrees/odeeditsh1-all-experiment-integration-v1,,,
