cell,arm,batch,stage,age,start_ordinal,end_ordinal_exclusive,category,target,unit,prompt_den,strict_num,correct_token_num,target_token_den,nll_n,nll_mean,nll_median,nll_q25,nll_q75,nll_p90,nll_max,margin_true_minus_new_n,margin_true_minus_new_mean,margin_true_minus_new_median,margin_true_minus_new_q25,margin_true_minus_new_q75,margin_true_minus_new_p90,margin_true_minus_new_max
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,rewrite,new,request_cluster,60,60,61,61,60,0.013107428925043981,0.00097959893173538148,0.00047332764370366931,0.0021883387817069888,0.0052230119239538931,0.62052351236343384,60,13.922289194686407,13.206038746226113,11.647380222319043,16.758909528351069,19.449699869599137,24.978387595983804
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,rewrite,true,prompt,60,0,3,63,60,13.935396623611449,13.206972122192383,11.648097991943359,16.759364604949951,19.452205848693847,24.978446960449219,60,13.922289194686407,13.206038746226113,11.647380222319043,16.758909528351069,19.449699869599137,24.978387595983804
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,rewrite,true,request_cluster,60,0,3,63,60,13.935396623611449,13.206972122192383,11.648097991943359,16.759364604949951,19.452205848693847,24.978446960449219,60,13.922289194686407,13.206038746226113,11.647380222319043,16.758909528351069,19.449699869599137,24.978387595983804
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,rephrase,new,prompt,120,75,76,122,120,1.8131889087106476,0.46422797441482544,0.017018525861203671,2.546722412109375,5.2583302021026679,15.46135139465332,120,7.3828631451084528,7.577167279087007,3.5541536724194884,11.120922610163689,14.434355861408411,27.211455465123436
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,rephrase,new,request_cluster,120,75,76,122,60,1.8131889087106476,1.2851095921359956,0.16688977024750784,2.4948863699100912,3.7314381789416085,11.002618789672852,60,7.3828631451084528,7.7621618249104358,4.3701104670763016,10.525972974486649,13.651890743250261,23.649499854569513
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,rephrase,true,prompt,120,5,10,126,120,9.1960520538191002,9.2487273216247559,5.9074742794036865,12.226566314697266,15.62070188522339,27.211494445800781,120,7.3828631451084528,7.577167279087007,3.5541536724194884,11.120922610163689,14.434355861408411,27.211455465123436
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,rephrase,true,request_cluster,120,5,10,126,60,9.1960520538191002,9.7727465629577637,6.0902381539344788,11.849315524101257,14.218431949615479,23.65099048614502,60,7.3828631451084528,7.7621618249104358,4.3701104670763016,10.525972974486649,13.651890743250261,23.649499854569513
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,locality,new,prompt,600,13,23,610,600,9.3088559479949371,9.4527010917663574,6.0759208202362061,12.286186456680298,14.41354684829712,22.749608993530273,600,-4.608949260340693,-4.7598057324066758,-7.9570952653884888,-1.1706934124231339,1.7721634864807132,18.698946908116341
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,locality,new,request_cluster,600,13,23,610,60,9.3088559479949389,9.1414978861808773,6.7611598663032053,11.580886769294739,13.711022157669067,16.524185180664062,60,-4.608949260340693,-4.3901510760188103,-7.1718485932797194,-2.1792657524347305,-0.57515103198587891,7.0110170129686598
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,locality,true,prompt,600,128,158,630,600,4.6999066876542441,3.9629349708557129,1.6557853817939758,6.5973047018051147,9.5656653404235854,19.563148498535156,600,-4.608949260340693,-4.7598057324066758,-7.9570952653884888,-1.1706934124231339,1.7721634864807132,18.698946908116341
LM,NQFIX,3,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,240,300,locality,true,request_cluster,600,128,158,630,60,4.6999066876542441,3.7655636072158813,2.8754999752156434,6.5066375941038128,7.9758137607574469,12.919452476501466,60,-4.608949260340693,-4.3901510760188103,-7.1718485932797194,-2.1792657524347305,-0.57515103198587891,7.0110170129686598
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rewrite,new,prompt,80,76,77,81,80,0.28933616807626095,0.0019503200892359018,0.0006925745983608067,0.013732330175116658,0.17779020518064517,11.205023765563965,80,12.901157808993593,12.724093804426957,9.8165874377882574,16.11050798503129,18.231151878461244,23.608601102489047
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rewrite,new,request_cluster,80,76,77,81,80,0.28933616807626095,0.0019503200892359018,0.0006925745983608067,0.013732330175116658,0.17779020518064517,11.205023765563965,80,12.901157808993593,12.724093804426957,9.8165874377882574,16.11050798503129,18.231151878461244,23.608601102489047
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rewrite,true,prompt,80,0,1,81,80,13.190493977069854,13.003793239593506,10.227816581726074,16.110947847366333,18.234747886657715,23.609701156616211,80,12.901157808993593,12.724093804426957,9.8165874377882574,16.11050798503129,18.231151878461244,23.608601102489047
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rewrite,true,request_cluster,80,0,1,81,80,13.190493977069854,13.003793239593506,10.227816581726074,16.110947847366333,18.234747886657715,23.609701156616211,80,12.901157808993593,12.724093804426957,9.8165874377882574,16.11050798503129,18.231151878461244,23.608601102489047
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rephrase,new,prompt,160,99,101,162,160,1.8789293386393182,0.25449175387620926,0.0100907979067415,2.5057235360145569,5.8172171592712401,15.124467849731445,160,8.1896186218711584,8.0298515558242798,5.0347265601158142,11.577543468214571,16.768919086526147,24.038910649018362
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rephrase,new,request_cluster,160,99,101,162,80,1.8789293386393182,0.69876973738428205,0.032150665589142591,2.713754590600729,4.877453302592043,13.98739767074585,80,8.1896186218711584,8.1036608470603824,5.5724837351590395,11.190651533863274,15.916373506851965,21.540544850169681
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rephrase,true,prompt,160,3,5,162,160,10.068547960510477,10.034590244293213,7.2745070457458496,12.528887510299683,16.774439239501952,24.041965484619141,160,8.1896186218711584,8.0298515558242798,5.0347265601158142,11.577543468214571,16.768919086526147,24.038910649018362
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,rephrase,true,request_cluster,160,3,5,162,80,10.068547960510477,9.9750173091888428,7.7975618839263916,12.047115445137024,16.125067281723027,21.544705390930176,80,8.1896186218711584,8.1036608470603824,5.5724837351590395,11.190651533863274,15.916373506851965,21.540544850169681
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,locality,new,prompt,800,15,25,810,800,9.4504497022833682,9.3663167953491211,6.6750249862670898,12.003228902816772,14.672616386413575,21.608057022094727,800,-5.1914717172084783,-4.9401878118515015,-8.4718168899416924,-1.662757396697998,0.98758325576782258,13.030863523483276
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,locality,new,request_cluster,800,15,25,810,80,9.4504497022833682,9.64507349729538,7.0366241633892059,11.033302044868469,13.839607229232788,17.340957164764404,80,-5.1914717172084783,-4.9958375461399553,-7.4090480167418722,-2.3955829560756685,-0.70775222096591794,4.2075536489486698
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,locality,true,prompt,800,178,188,810,800,4.258977985074889,3.4971821308135986,1.4926420748233795,6.5601423978805542,9.2021224975585962,17.201053619384766,800,-5.1914717172084783,-4.9401878118515015,-8.4718168899416924,-1.662757396697998,0.98758325576782258,13.030863523483276
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,80,locality,true,request_cluster,800,178,188,810,80,4.258977985074889,3.9231013089418409,2.4933510630158708,5.1227224934758855,7.2587431335449253,11.765420532226562,80,-5.1914717172084783,-4.9958375461399553,-7.4090480167418722,-2.3955829560756685,-0.70775222096591794,4.2075536489486698
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rewrite,new,prompt,240,240,244,244,240,0.0098061343840981866,0.00087109985179267824,0.00037076155422255397,0.0029519390664063394,0.0094250135123729699,0.59181433916091919,240,14.241864781497695,13.499988758354448,11.384759802938788,17.197234896619193,20.133034476859031,26.582003382151015
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rewrite,new,request_cluster,240,240,244,244,240,0.0098061343840981866,0.00087109985179267824,0.00037076155422255397,0.0029519390664063394,0.0094250135123729699,0.59181433916091919,240,14.241864781497695,13.499988758354448,11.384759802938788,17.197234896619193,20.133034476859031,26.582003382151015
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rewrite,true,prompt,240,0,4,245,240,14.251670915881792,13.506766796112061,11.427574634552002,17.198067188262939,20.135699272155762,26.582544326782227,240,14.241864781497695,13.499988758354448,11.384759802938788,17.197234896619193,20.133034476859031,26.582003382151015
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rewrite,true,request_cluster,240,0,4,245,240,14.251670915881792,13.506766796112061,11.427574634552002,17.198067188262939,20.135699272155762,26.582544326782227,240,14.241864781497695,13.499988758354448,11.384759802938788,17.197234896619193,20.133034476859031,26.582003382151015
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rephrase,new,prompt,480,342,350,488,480,1.4625162596662675,0.1560412123799324,0.010915060294792056,1.8382411003112793,5.0009956836700509,15.363436698913574,480,8.4566227475643316,8.7796935141086578,5.2866324244532734,11.981794584542513,15.610024872003125,27.711242080218653
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rephrase,new,request_cluster,480,342,350,488,240,1.4625162596662675,0.4137948751449585,0.026130022830329835,2.1534120254218578,4.1862502953968939,12.438047409057617,240,8.4566227475643316,8.883140460588038,5.3946024638134986,11.579501818952849,14.103931386489421,24.140351407297203
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rephrase,true,prompt,480,10,19,490,480,9.9191390072305996,9.7642693519592285,6.9515895843505859,12.785038471221924,15.952155494689942,27.711273193359375,480,8.4566227475643316,8.7796935141086578,5.2866324244532734,11.981794584542513,15.610024872003125,27.711242080218653
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,rephrase,true,request_cluster,480,10,19,490,240,9.9191390072305996,10.201410531997681,7.0868284702301025,12.378337502479553,14.85062484741211,24.141339302062988,240,8.4566227475643316,8.883140460588038,5.3946024638134986,11.579501818952849,14.103931386489421,24.140351407297203
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,locality,new,prompt,2400,63,93,2440,2400,9.2634885995633045,9.3453383445739746,6.7396546602249146,11.832372426986694,14.166956996917724,23.621150970458984,2400,-4.9399586259880017,-5.1113705635070801,-8.2597954273223877,-1.8287578038871288,1.2119850158691405,19.189324237406254
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,locality,new,request_cluster,2400,63,93,2440,240,9.2634885995633063,9.1280040264129632,7.4331379890441891,11.095981740951538,13.330695905685424,17.530553150177003,240,-4.9399586259880017,-4.9903685949742798,-7.0403297960758211,-2.7239382997155186,-0.97569219946861352,7.5326158112846313
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,locality,true,prompt,2400,589,635,2450,2400,4.3235299735753019,3.6258505582809448,1.3219952583312988,6.4989316463470459,9.3970563888549794,20.312108993530273,2400,-4.9399586259880017,-5.1113705635070801,-8.2597954273223877,-1.8287578038871288,1.2119850158691405,19.189324237406254
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,80,320,locality,true,request_cluster,2400,589,635,2450,240,4.3235299735753019,3.7863593854010107,2.7533700715750453,5.5917038397863505,7.320364131927489,13.283888387680054,240,-4.9399586259880017,-4.9903685949742798,-7.0403297960758211,-2.7239382997155186,-0.97569219946861352,7.5326158112846313
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rewrite,new,prompt,80,80,81,81,80,0.0015932415472434513,0.00076890192576684058,0.00041223001608159393,0.0015277783968485892,0.0036088283872231877,0.013344615697860718,80,14.4922737206472,13.805352353119815,11.503202147927368,17.697718963143416,20.09999825685809,24.227302823273931
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rewrite,new,request_cluster,80,80,81,81,80,0.0015932415472434513,0.00076890192576684058,0.00041223001608159393,0.0015277783968485892,0.0036088283872231877,0.013344615697860718,80,14.4922737206472,13.805352353119815,11.503202147927368,17.697718963143416,20.09999825685809,24.227302823273931
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rewrite,true,prompt,80,0,2,82,80,14.493866962194442,13.805789947509766,11.504573106765747,17.698325157165527,20.101751708984377,24.227561950683594,80,14.4922737206472,13.805352353119815,11.503202147927368,17.697718963143416,20.09999825685809,24.227302823273931
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rewrite,true,request_cluster,80,0,2,82,80,14.493866962194442,13.805789947509766,11.504573106765747,17.698325157165527,20.101751708984377,24.227561950683594,80,14.4922737206472,13.805352353119815,11.503202147927368,17.697718963143416,20.09999825685809,24.227302823273931
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rephrase,new,prompt,160,123,125,162,160,1.1717679266339474,0.15027830004692078,0.01872005220502615,1.3254213333129883,4.1567993164062473,10.251667976379395,160,8.7396313447052307,8.4569191229529679,5.3173394203186035,11.990112905856222,15.257735882699489,23.92954349599313
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rephrase,new,request_cluster,160,123,125,162,80,1.1717679266339474,0.30395590467378497,0.055856706574559212,2.4725471436977386,3.261946514993908,7.0618199110031128,80,8.7396313447052307,8.1284298268146813,5.5757883111946285,11.880143606307684,14.44444774538279,21.149902941135224
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rephrase,true,prompt,160,0,3,164,160,9.9113992713391781,9.5336689949035645,6.9794943332672119,12.459779262542725,15.965109252929688,23.930835723876953,160,8.7396313447052307,8.4569191229529679,5.3173394203186035,11.990112905856222,15.257735882699489,23.92954349599313
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,rephrase,true,request_cluster,160,0,3,164,80,9.9113992713391781,9.5819261074066162,7.4783480167388916,12.086879372596741,15.162518167495737,21.164605140686035,80,8.7396313447052307,8.1284298268146813,5.5757883111946285,11.880143606307684,14.44444774538279,21.149902941135224
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,locality,new,prompt,800,23,33,810,800,9.582526584425942,9.5927176475524902,6.8050051927566528,12.231338739395142,14.844549274444581,21.625581741333008,800,-4.9097734645297892,-4.6504416465759277,-8.3272849917411804,-1.2267383933067322,1.7270751953125003,7.8882187604904175
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,locality,new,request_cluster,800,23,33,810,80,9.5825265844259402,9.6657323360443108,7.4554766416549683,11.664127302169799,14.011606702804565,16.477543163299561,80,-4.9097734645297892,-4.6448677688837048,-7.1154833769425752,-2.1746354460716248,0.33677479267120564,2.4542379379272461
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,locality,true,prompt,800,181,201,820,800,4.6727531198961518,4.2300405502319336,1.5390545129776001,7.336153507232666,9.8136809349060066,16.950677871704102,800,-4.9097734645297892,-4.6504416465759277,-8.3272849917411804,-1.2267383933067322,1.7270751953125003,7.8882187604904175
LM,NQFIX,4,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,320,400,locality,true,request_cluster,800,181,201,820,80,4.6727531198961518,4.3308574184775352,3.2566774435341359,6.4125446394085888,7.3055018460750585,10.400508975982666,80,-4.9097734645297892,-4.6448677688837048,-7.1154833769425752,-2.1746354460716248,0.33677479267120564,2.4542379379272461
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rewrite,new,prompt,100,89,90,101,100,0.63556379581881628,0.011581184808164835,0.00093714168178848922,0.1317090168595314,1.110940849781042,15.643028259277344,100,11.613622046466116,11.564743617316708,8.6267107862513512,14.566638200340094,18.439668809121212,23.21154227713123
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rewrite,new,request_cluster,100,89,90,101,100,0.63556379581881628,0.011581184808164835,0.00093714168178848922,0.1317090168595314,1.110940849781042,15.643028259277344,100,11.613622046466116,11.564743617316708,8.6267107862513512,14.566638200340094,18.439668809121212,23.21154227713123
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rewrite,true,prompt,100,1,2,101,100,12.249185842284932,12.059428215026855,9.5273149013519287,14.79594612121582,18.439926910400391,23.21302604675293,100,11.613622046466116,11.564743617316708,8.6267107862513512,14.566638200340094,18.439668809121212,23.21154227713123
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rewrite,true,request_cluster,100,1,2,101,100,12.249185842284932,12.059428215026855,9.5273149013519287,14.79594612121582,18.439926910400391,23.21302604675293,100,11.613622046466116,11.564743617316708,8.6267107862513512,14.566638200340094,18.439668809121212,23.21154227713123
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rephrase,new,prompt,200,125,127,202,200,1.9114200315870402,0.35837046802043915,0.015109571861103177,2.2987313866615295,5.9521859169006337,15.243279457092285,200,7.8207477489612938,7.9295004135929048,4.9867497682571411,10.90682656224817,15.096133819175883,24.729655096773058
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rephrase,new,request_cluster,200,125,127,202,100,1.9114200315870402,0.89608412608504295,0.037920608650892973,2.6248149424791336,4.6433982133865372,14.395095348358154,100,7.8207477489612938,7.7124360483139753,5.0543827041983604,10.953826437704265,14.060316656681247,22.374118525302038
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rephrase,true,prompt,200,4,6,202,200,9.732167780548334,9.8956737518310547,7.1132886409759521,11.922620534896851,15.341809654235838,24.733091354370117,200,7.8207477489612938,7.9295004135929048,4.9867497682571411,10.90682656224817,15.096133819175883,24.729655096773058
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,rephrase,true,request_cluster,200,4,6,202,100,9.732167780548334,9.7200343608856201,7.2926987409591675,11.9378662109375,14.340861988067628,22.378068923950195,100,7.8207477489612938,7.7124360483139753,5.0543827041983604,10.953826437704265,14.060316656681247,22.374118525302038
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,locality,new,prompt,1000,23,33,1010,1000,8.6566606390904628,8.3698339462280273,6.1137648820877075,11.300790071487427,13.858675956726074,20.984886169433594,1000,-4.3940362604538681,-4.3961444497108459,-7.3761638402938843,-1.2596147060394287,1.770945477485657,12.205355644226074
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,locality,new,request_cluster,1000,23,33,1010,100,8.6566606390904628,8.5735736131668094,6.369875046610832,10.194353806972503,13.254506950378419,16.93944435119629,100,-4.3940362604538681,-4.1735858634114269,-6.5169576769694686,-2.3366245150566103,0.27425708152353795,4.1094733715057377
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,locality,true,prompt,1000,232,242,1010,1000,4.2626243786365956,3.5285879373550415,1.5145189166069031,6.5453634262084961,9.1789981842041026,16.919567108154297,1000,-4.3940362604538681,-4.3961444497108459,-7.3761638402938843,-1.2596147060394287,1.770945477485657,12.205355644226074
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,early,0,100,locality,true,request_cluster,1000,232,242,1010,100,4.2626243786365956,3.7148184758611023,2.6446542628109455,5.1541255459189417,7.5202181649208084,11.573056650161742,100,-4.3940362604538681,-4.1735858634114269,-6.5169576769694686,-2.3366245150566103,0.27425708152353795,4.1094733715057377
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rewrite,new,prompt,300,293,298,305,300,0.18218897395842457,0.0014624029863625765,0.00059506470279302448,0.0069075109204277396,0.031321019306778913,12.070148468017578,300,13.256822279147674,12.960245660273358,10.415892939083278,16.611015654838411,19.367410386132541,26.77859975300089
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rewrite,new,request_cluster,300,293,298,305,300,0.18218897395842457,0.0014624029863625765,0.00059506470279302448,0.0069075109204277396,0.031321019306778913,12.070148468017578,300,13.256822279147674,12.960245660273358,10.415892939083278,16.611015654838411,19.367410386132541,26.77859975300089
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rewrite,true,prompt,300,1,7,307,300,13.439011253106097,12.991441249847412,10.477077960968018,16.611657619476318,19.367698860168456,26.778766632080078,300,13.256822279147674,12.960245660273358,10.415892939083278,16.611015654838411,19.367410386132541,26.77859975300089
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rewrite,true,request_cluster,300,1,7,307,300,13.439011253106097,12.991441249847412,10.477077960968018,16.611657619476318,19.367698860168456,26.778766632080078,300,13.256822279147674,12.960245660273358,10.415892939083278,16.611015654838411,19.367410386132541,26.77859975300089
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rephrase,new,prompt,600,432,442,610,600,1.4669157864847027,0.16210544109344482,0.014671678422018886,1.4684150218963623,5.0994121074676526,14.11579704284668,600,8.2459730519685159,8.3581253439188004,4.9926856071688235,11.77871353761293,14.973193017346784,26.5947008162766
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rephrase,new,request_cluster,600,432,442,610,300,1.4669157864847027,0.39099950180388987,0.029549629776738584,2.3218761035241187,3.8045763445086793,12.966377258300781,300,8.2459730519685159,8.3902497366070747,5.4106182049727067,11.556303464492885,13.833041874114134,23.378319964140246
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rephrase,true,prompt,600,8,20,614,600,9.7128888384532175,9.53497314453125,6.6546148061752319,12.462006807327271,15.36128511428833,26.594778060913086,600,8.2459730519685159,8.3581253439188004,4.9926856071688235,11.77871353761293,14.973193017346784,26.5947008162766
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,rephrase,true,request_cluster,600,8,20,614,300,9.7128888384532175,9.7902493476867676,7.1246654987335205,12.003395318984985,14.199068498611455,23.38007926940918,300,8.2459730519685159,8.3902497366070747,5.4106182049727067,11.556303464492885,13.833041874114134,23.378319964140246
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,locality,new,prompt,3000,96,136,3050,3000,8.8863333486458682,8.9539690017700195,6.3073925971984863,11.385639190673828,13.862546730041503,23.043760299682617,3000,-4.5223667136065488,-4.6105961799621582,-7.9006979838013649,-1.1360597610473633,1.689526057243345,19.251356968656182
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,locality,new,request_cluster,3000,96,136,3050,300,8.8863333486458682,8.766383242607116,6.8634175896644596,10.632825887203216,12.952758769989016,16.972873401641845,300,-4.5223667136065497,-4.5307699993252761,-6.8827867113053802,-1.918826262652874,0.083633052110674191,6.8276566793210804
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,locality,true,prompt,3000,691,756,3070,3000,4.3639666350393185,3.5697871446609497,1.4150084853172302,6.7078627347946167,9.4251826286315925,20.00361442565918,3000,-4.5223667136065488,-4.6105961799621582,-7.9006979838013649,-1.1360597610473633,1.689526057243345,19.251356968656182
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,middle,100,400,locality,true,request_cluster,3000,691,756,3070,300,4.3639666350393194,3.8521772310137745,2.8029027353972196,5.4779534310102465,7.5058105111122142,13.248912239074707,300,-4.5223667136065497,-4.5307699993252761,-6.8827867113053802,-1.918826262652874,0.083633052110674191,6.8276566793210804
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,400,500,rewrite,new,prompt,100,100,101,101,100,0.0026076554367682548,0.0010832638945430517,0.00041786044312175363,0.0019835515995509923,0.004247832158580424,0.068463869392871857,100,14.327954835980163,13.666641435898782,10.848526821180712,17.459162894489054,19.934820655715885,24.444849030012847
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,400,500,rewrite,new,request_cluster,100,100,101,101,100,0.0026076554367682548,0.0010832638945430517,0.00041786044312175363,0.0019835515995509923,0.004247832158580424,0.068463869392871857,100,14.327954835980163,13.666641435898782,10.848526821180712,17.459162894489054,19.934820655715885,24.444849030012847
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,400,500,rewrite,true,prompt,100,0,0,100,100,14.330562491416931,13.667653560638428,10.853149652481079,17.459245204925537,19.935207366943363,24.445026397705078,100,14.327954835980163,13.666641435898782,10.848526821180712,17.459162894489054,19.934820655715885,24.444849030012847
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,400,500,rewrite,true,request_cluster,100,0,0,100,100,14.330562491416931,13.667653560638428,10.853149652481079,17.459245204925537,19.935207366943363,24.445026397705078,100,14.327954835980163,13.666641435898782,10.848526821180712,17.459162894489054,19.934820655715885,24.444849030012847
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,400,500,rephrase,new,prompt,200,149,151,202,200,1.2648886212115757,0.1211535781621933,0.011159790679812431,1.3247879445552826,4.4981013774871821,13.057744979858398,200,8.5753966501945982,8.5443010199815035,5.1484974108170718,12.249399627558887,14.772342821513302,24.236319516901858
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,400,500,rephrase,new,request_cluster,200,149,151,202,100,1.2648886212115757,0.3501388281583786,0.029087389237247407,1.8622217141091824,3.9285768926143678,8.2014124393463135,100,8.5753966501945982,8.7715979889035225,5.1249399373773485,12.450868801766774,14.175198766204996,23.370773543341784
LM,NQFIX,5,CHECKPOINT_W_ON_ALL_SEEN_REQUESTS,recent,400,500,rephrase,true,prompt,200,1,1,200,200,9.8402852714061737,9.8804483413696289,6.6494045257568359,13.174299001693726,14.925471591949462,24.236753463745117,200,8.5753966501945982,8.5443010199815035,5.1484974108170718,12.249399627558887,14.772342821513302,24.236319516901858
