alias,case_index,eff_margin_delta_il3_minus_il1,eff_nll_delta_il3_minus_il1,gen_margin_delta_il3_minus_il1,gen_max_nll_delta_il3_minus_il1,gen_nll_delta_il3_minus_il1,request_index,request_sha256,terminal_nll_delta_il3_minus_il1
qwen2.5-7b-inst,3,4.1231689453125,-0.0919189453125,0.6838035583496094,-1.1328125,-0.5666160583496094,8,c36d70eb53ba78389390e289afb5dd9f925d5772a413bd1a75bd67a4b4a12428,-0.02283654105849564
qwen2.5-7b-inst,3,1.1406707763671875,-0.0156707763671875,0.14288330078125,-0.28125,-0.14288330078125,9,63e9e046e3468bc2aaa15480bfe629a10c7ed43491d17ef3a0eceed9d49c6365,-0.06563143245875835
qwen2.5-7b-inst,4,3.634490966796875,-0.134490966796875,0.2822265625,-0.11328125,-0.0634765625,0,94bd4b37a5d07ad36fd1f8d54bbc8b2908a74560edcbbcfa2e8cd869eebaf856,-0.07020295946858823
qwen2.5-7b-inst,4,3.191009521484375,-0.097259521484375,0.91015625,-0.53125,-0.17578125,1,53a3ee42de862f325a85838efdb208f2f0d6da19694bc8ccc8241fd530598eea,-0.039478537859395146
qwen2.5-7b-inst,4,3.7967529296875,-0.3280029296875,2.0186614990234375,-0.2322998046875,-0.1280364990234375,2,569f1a97c3971140f8e826932006d0d697bae8da7872d2105db2e6eab60839d6,-0.12497106427326798
qwen2.5-7b-inst,4,3.927825927734375,-0.052825927734375,1.23333740234375,-0.6171875,-0.35833740234375,3,93140396d3eb2d8f451a94d46170ab2af2e1f02d91529583cd73ad449bfb207e,-0.08483432792127132
qwen2.5-7b-inst,4,3.808013916015625,-0.120513916015625,-0.21875,0.34375,0.171875,4,e558da6313163140b0e184e8308f584bc1635823d3d2f9b3340fe9126e729a14,-0.10902643110603094
qwen2.5-7b-inst,4,2.4207763671875,-0.1707763671875,0.908203125,-1.90625,-0.978515625,5,7412f9b677bdd6da6ceaf7b352a8013e66884fca96673ccdef4c91ded318ed24,-0.0975056029856205
qwen2.5-7b-inst,4,7.070587158203125,-1.320587158203125,4.65234375,-1.0,-2.55859375,6,23c1238dd9069718d334ae7f722280560776c5e930ea2fdbe0f4b20ca542081e,-1.5282096902374178
qwen2.5-7b-inst,4,7.67608642578125,-3.67608642578125,0.484375,-0.625,-0.390625,7,35bf1daae2dea57e75a545d92be2a5b950f31eba85989d792f9f262e54660b84,-3.1118323504924774
qwen2.5-7b-inst,4,1.887939453125,-0.200439453125,-0.2470703125,-0.09375,-0.0185546875,8,82e5ab0c97a6d3bf7b7c62e0fd42a5e8a875b906ce593c077f599ad5435d28ea,-0.06132365809753537
qwen2.5-7b-inst,4,1.86492919921875,-0.05242919921875,0.8385009765625,-0.21240234375,-0.1353759765625,9,eca5f60936dfc2d99bd2d8d8059966c1e2abd050a28822126da716e6255c6720,-0.04931617481634021
qwen2.5-7b-inst,5,1.71484375,-0.08984375,-0.652587890625,1.40625,0.652587890625,0,c26d9f7b75c14056267c2567ba556e5b76ebfdac6a2231a6d3f1fc8bfa91ec2d,-0.07092047785408795
qwen2.5-7b-inst,5,1.869781494140625,-0.026031494140625,0.15234375,-0.4375,-0.15234375,1,a61a8732e7087bac9df081e4cfb0319a07f61ccb3987494c7f24ded194e18d42,-0.010652296710759401
qwen2.5-7b-inst,5,2.2587127685546875,-0.0087127685546875,0.529296875,-0.5,-0.318359375,2,c95165b3bb5e2754faaa370e60fd0e96d24767b8eda1af67c1f801d7f4671c79,-0.012009501457214355
qwen2.5-7b-inst,5,1.265838623046875,-0.015838623046875,0.11754608154296875,-0.0126953125,-0.00817108154296875,3,b60dce4b4fb7c58f26743b14e89bf6f65fd42fa8a116dc3a52707814fd0496fe,-0.009429841535165906
qwen2.5-7b-inst,5,0.334228515625,-0.021728515625,1.0428466796875,-0.08349609375,-0.0584716796875,4,6a691cf16b423bb1d5a6ce4bf3417dd2d707fdac2436c48131dec1cd89b48a6b,-0.012109923176467419
qwen2.5-7b-inst,5,0.75213623046875,-0.03338623046875,0.1260986328125,-0.046875,-0.0323486328125,5,2a8f1b4955bc1a289af449ade95dfac602e09ca669c961f5c2f949575e94e148,-0.013137646485120058
qwen2.5-7b-inst,5,3.4150390625,-0.3525390625,0.223388671875,0.8671875,0.284423828125,6,fc11f308500869e6b6107573e91176f8fb98c2b06cc9eb7d8107d0fb1af68f64,-0.17154918517917395
qwen2.5-7b-inst,5,1.637420654296875,-0.012420654296875,0.5546875,-1.34375,-0.5546875,7,409ab50440c393003452ca14f7a848b9b9c4c26eaf347918e74bd2328b526d48,-0.03643871331587434
qwen2.5-7b-inst,5,6.239501953125,-1.052001953125,2.6484375,-1.203125,-2.0078125,8,55b3125b46809bfd09b46805671031439ad32c9f96657b2e9a2e1d248c8bbb80,-0.6856742640957236
qwen2.5-7b-inst,5,0.76458740234375,-0.01458740234375,-0.122802734375,0.01953125,0.029052734375,9,81c8c31e8abdcc2afdc5f07178b0a29d0dd009dcb1c5ad3746b934b567eccdeb,-0.01140028890222311
qwen2.5-7b-inst,6,0.87628173828125,-0.03253173828125,0.3046875,-0.1875,-0.1640625,0,65fe8c1ae82c41f795ca50b2a0707d66874e1ae73ea6a6a34e23cc47f17c9e67,-0.07168814912438393
qwen2.5-7b-inst,6,2.6895751953125,-0.1270751953125,0.793701171875,-0.095703125,-0.121826171875,1,2f7b6e27f3bba670acf943b4dec2a696193b1ce72e53248761d42a7b1a19ccf6,-0.0998078528791666
qwen2.5-7b-inst,6,3.3212890625,-0.1025390625,0.46484375,-0.09375,-0.4296875,2,97e557fa2d1959dfc82a211736e5b608f395a1f440583abd5d70d65a2fbf5cfe,-0.06205036956816912
qwen2.5-7b-inst,6,9.8515625,-7.703125,3.1142578125,-2.875,-2.71875,3,322b5d3c47aa80d2c94addc9a85c94282e44d92f9ccc5a0cf4cab593ea40cb3b,-5.120279312133789
qwen2.5-7b-inst,6,5.7745361328125,-0.2745361328125,0.01513671875,-0.125,0.01611328125,4,2cb95a1a83adc4008a17e6b41b7af19fb47a468500652815384202b87b26ccb4,-0.1506600445136428
qwen2.5-7b-inst,6,5.492431640625,-0.304931640625,1.140625,-0.0625,-0.328125,5,39cb134a7460153810c2e46692d13f26ce9cef48815e15c399b48c97a18eb027,-0.0987610463052988
qwen2.5-7b-inst,6,0.000152587890625,-0.000152587890625,-0.13304901123046875,0.015625,0.00804901123046875,6,50d6505f4bf83bb005d91ac06d26b044492e5bbdd5ebf7ac3ad402fb8cc9e12c,-7.165875285863876e-05
qwen2.5-7b-inst,6,1.7613525390625,-0.0738525390625,0.5625,-0.3125,-0.734375,7,48f8e5c9758bc1ecd0a5d87381377f2e938e3fbd115904598f843ea205a1cb29,-0.04718342889100313
qwen2.5-7b-inst,6,0.7620849609375,-0.0120849609375,1.0172119140625,-0.47265625,-0.2672119140625,8,5222c50191326e7119d973b8926c803a0ac65079d8f3f3217e939a2eed376d81,-0.03416239330545068
qwen2.5-7b-inst,6,4.048370361328125,-0.142120361328125,0.8359375,-1.15625,-0.984375,9,f296600e034a8a300da559a46de195efdd639d61128b9c3cc6a0887b1ef0d697,-0.11422129161655903
qwen2.5-7b-inst,7,-0.042083740234375,-0.020416259765625,-0.468017578125,0.75,0.374267578125,0,1f15ad772a9fa6b37e334f9e0a833b6b234fbcc3e02b033e20f4c8f7f264ec9f,-0.015542626846581697
qwen2.5-7b-inst,7,0.7640838623046875,-0.01446533203125,0.310546875,-0.625,-0.36328125,1,c416911d0d03300f77dc8d76e3ad6eab8c96026a867011c7a7728857b99e3e0c,-0.01748046511784196
qwen2.5-7b-inst,7,0.5238037109375,-0.0238037109375,0.5831451416015625,-0.034912109375,-0.0206451416015625,2,72a75cd16bd699577bf429e669049d3300002c7fd1905e4f2deb4e9e9cf79a10,-0.014677607454359531
qwen2.5-7b-inst,7,0.78564453125,-0.03564453125,0.15625,0.03125,0.0,3,7e171f0683f1329a0b503c23931df0906725a579a73788155f049006f9ad9234,-0.01825125003233552
qwen2.5-7b-inst,7,1.73162841796875,-0.04412841796875,0.4189453125,-0.126953125,-0.1064453125,4,50b6d7182bbb50024151c35a1af67f6f578882edaea4f98b765ec14cd313defc,-0.028471853584051132
qwen2.5-7b-inst,7,2.77337646484375,-0.02337646484375,0.65478515625,-0.09375,-0.15869140625,5,93b075f0e328c3fcb2abafea111d73fd635b70813aa17f11fff9e5c8b5f55ff7,-0.01008132053539157
qwen2.5-7b-inst,7,1.888702392578125,-0.013702392578125,0.2265625,-0.40625,-0.2890625,6,4a7d0d23ef3616b440f41d94b1e628cc6114d354cc49b0d25337f302b7cbf3ec,-0.010293314699083567
qwen2.5-7b-inst,7,0.0,0.0,0.0,0.0,0.0,7,f9f16bc7443ae596666c746ce23ea545748ddb3ef4434d0c407eb162fe7d8dbc,0.0
qwen2.5-7b-inst,7,2.449951171875,-0.012451171875,0.08203125,-0.06640625,-0.09765625,8,586d683ae8d67dfbb02210b31897583d20fe567bc9eaac6aaeb7fc136b111f58,-0.01278370269574225
qwen2.5-7b-inst,7,1.531005859375,-0.031005859375,0.791015625,-0.09228515625,-0.072265625,9,917e1683ed6303e6329abda3892afc6a827a129a43cdc31f1361ee9a99cabca9,-0.012665191199630499
qwen2.5-7b-inst,8,0.0,0.0,0.0,0.0,0.0,0,d97bda6d6a887cafe4132a43d6d106a50a3a151b295c299fbaa9079c4004d670,0.0
qwen2.5-7b-inst,8,1.49163818359375,-0.02288818359375,0.34765625,-0.140625,-0.12890625,1,7a3cc6340e797e103f5ab68ea59b5e176a2d12639a688d3976372b570f83f3d3,-0.016562041360884905
qwen2.5-7b-inst,8,1.85992431640625,-0.04742431640625,-0.75,0.90625,1.0,2,a0e3b3665e3acf91cc0f8e3266db11b483ea3b8269b38dbde27b268007d89343,-0.044097107369452715
qwen2.5-7b-inst,8,1.8638916015625,-0.0513916015625,0.375,0.6875,0.203125,3,0f87867b9b690190efe9e3d65b533309c8a7791ed39a0a0b7c231d0b7d6a89a0,-0.03438118286430836
qwen2.5-7b-inst,8,-0.3653106689453125,-0.0096893310546875,-0.00439453125,-0.1875,-0.08935546875,4,44ab2dfa36200c934db39cfa054a5522dc88440bf69af322dc936c4ba1de5509,-0.022367302561178803
qwen2.5-7b-inst,8,2.50103759765625,-0.03228759765625,0.3203125,0.109375,0.0703125,5,cb7c55a4e2dd79332d59c67a80558cdd018be66887291ba61bda4f4cd96f0c0d,-0.020695374347269535
qwen2.5-7b-inst,8,1.9383544921875,-0.0633544921875,0.3203125,0.34375,0.0546875,6,bc8ea88677fa3c48a9f530c375644aa2795c663a9f9bd749229249c49602f1d7,-0.011942807585000992
qwen2.5-7b-inst,8,2.04278564453125,-0.04278564453125,1.34375,-0.6875,-0.6875,7,b413834a331862a731306abda170f203ac59c4af3e39d4bd2b6671b13fa2651c,-0.04454975388944149
qwen2.5-7b-inst,8,1.57855224609375,-0.01605224609375,-0.2578125,0.0,0.1796875,8,62319418a997482ab3699f64675fd274c3b8fd81156833171d0938833ebbde03,-0.022699554450809956
qwen2.5-7b-inst,8,4.17529296875,-0.17529296875,2.4609375,-0.96875,-2.5546875,9,f861df3f9c6e6a756af53dd86b9a6637d28dfec0707b093be1f1b66e0835538e,-0.12605663482099771
qwen2.5-7b-inst,9,2.49951171875,-0.12451171875,2.58282470703125,-0.05908203125,-0.05938720703125,0,c5da7945932414925468ad5192bc538d69616b204b0c19a08458be414ffd783d,-0.061476637609303
qwen2.5-7b-inst,9,2.860107421875,-0.110107421875,1.15020751953125,-0.47265625,-0.24395751953125,1,589228d3143b3e0e5da484e7298376b1b8067cb8a493d947f96663047fd97310,-0.027190641034394503
qwen2.5-7b-inst,9,2.8218994140625,-0.1343994140625,1.45672607421875,-0.041015625,-0.05047607421875,2,2a475a8db1c123494579a717b4a26faaf206a116fa5e2625a04fd4d22e6f1fe6,-0.059416668489575386
qwen2.5-7b-inst,9,3.0912017822265625,-0.0287017822265625,0.5396728515625,0.03515625,0.0072021484375,3,c5bb0823d9465b1daec7a2e191874ebc0e80430ac73333d7510aee66649f2711,-0.0307865459471941
qwen2.5-7b-inst,9,1.739013671875,-0.051513671875,0.4091796875,-0.21875,-0.1435546875,4,3cdee578c9ea2f065dc37a81eef836ce67d8d7925897fa1b78b87f8ebf769bde,-0.016829635482281446
qwen2.5-7b-inst,9,2.37567138671875,-0.06317138671875,0.91748046875,-0.150390625,-0.08935546875,5,c2a511b461d586287863e69ded39d72e773ee7ff59c54b951a1fc191530a9230,-0.018734175246208906
qwen2.5-7b-inst,9,1.642730712890625,-0.017730712890625,0.11038970947265625,-0.65625,-0.32913970947265625,6,3e85fe2dc398bc4391de8657ba293c4c2da08fa360ff4e648e41a041f0e4caa8,-0.019915381679311395
qwen2.5-7b-inst,9,4.013343811035156,-0.01334381103515625,0.60894775390625,-0.0234375,-0.01519775390625,7,0d37408f349a9e1575f9996b4666d8be3c1a4b030ef6385556f20138f0e45d77,-0.011881155427545309
qwen2.5-7b-inst,9,0.8736572265625,-0.0611572265625,0.685546875,-0.578125,-0.451171875,8,cad93aa25aedcacddc439835622bc76cd6fca8de2ba3a8c308395f1f1077074d,-0.019432432949543
qwen2.5-7b-inst,9,1.75238037109375,-0.03363037109375,0.34375,-0.3125,-0.25,9,93d42cde8e8fd31026407a218569f7f6e8f3966169613fa62ecac7505fffc82b,-0.024262133054435253
qwen2.5-7b-inst,10,0.0,0.0,0.0,0.0,0.0,0,ff1c1d9405055ee8e382e7231c176b6bfdaa8fe6d7949fc5d436643c5ad7ca6c,0.0
qwen2.5-7b-inst,10,1.57855224609375,-0.01605224609375,-0.078125,0.5625,0.421875,1,33d7d08444cf56ef400978ca49e87be35361a5b7e9d51181355ebe6914d6ed92,-0.01086744898930192
qwen2.5-7b-inst,10,0.0,0.0,0.0,0.0,0.0,2,719bc0576defaa23049b37c5031acb62bc8db10d464ac03f6da1299e2cd3a5b7,0.0
qwen2.5-7b-inst,10,0.0,0.0,0.0,0.0,0.0,3,9ca8ef6d615cff61f4b47ea671a3b6ee00e045b5353a561638eae765a2c6c5ff,0.0
qwen2.5-7b-inst,10,0.0,0.0,0.0,0.0,0.0,4,5be41b224968c5352077e3540871e2fe58f711f7d4c62e7adf253619a971f328,0.0
qwen2.5-7b-inst,10,1.1231689453125,-0.0294189453125,0.37890625,0.0390625,-0.00390625,5,dbf463ad5bb621bfe8a9a2c2319e02df1ad94daa27c797d0294c20d6f80a83f2,-0.01597771653905511
qwen2.5-7b-inst,10,3.546417236328125,-0.046417236328125,-0.703125,0.0625,0.09375,6,c6d164c926536dfcf140503cf8c1f3ba3f16534a36f08de1199bc1f118a10e43,-0.03404110670089722
qwen2.5-7b-inst,10,1.789794921875,-0.039794921875,0.44140625,-0.0859375,-0.12890625,7,bec2d64187af6c88f13d2db08996689e9e0dd634593dcaa26ba2380288b964d1,-0.014575768262147903
qwen2.5-7b-inst,10,0.263671875,-0.013671875,-0.012939453125,-0.03125,-0.018310546875,8,c7f5868b37621703d985c03ffc002fca966f236b80fa46fa2649ad61e8f5f82f,-0.003882527817040682
qwen2.5-7b-inst,10,0.0,0.0,0.0,0.0,0.0,9,d9adf170517c84e347c8b92c76d199c5006909274e4ea6d0c61da2f5ed455049,0.0
