arm,batch,population,metric,group,prompt_denominator,request_denominator,numerator,rate,ties,request_all_success_numerator,order_sha256,bit_order_sha256,new_strict_numerator,new_strict_rate,new_request_all_strict_numerator,new_request_all_strict_rate,new_token_correct,new_token_denominator,new_token_accuracy,true_strict_numerator,true_strict_rate,true_request_all_strict_numerator,true_request_all_strict_rate,true_token_correct,true_token_denominator,true_token_accuracy
S75,51,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0
S75,51,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0
S75,51,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0
S75,51,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,51,historical,PS,ALL,256,128,250,0.9765625,0,122,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,86dc807c5d5bdba253543a6ddabcad34fd0500081de7b4724e510f7459f0ee65,175,0.68359375,63,0.4921875,175,256,0.68359375,0,0.0,0,0.0,0,256,0.0
S75,51,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,175,0.7056451612903226,63,0.5080645161290323,175,248,0.7056451612903226,0,0.0,0,0.0,0,248,0.0
S75,51,historical,PS,SUPERSEDED,8,4,5,0.625,0,1,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,c7dc7e8fc447c86c76c7d67edb645c1538021107b3dcdc6054196bcc608154bc,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0
S75,51,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,51,historical,NS,ALL,1280,128,883,0.68984375,0,34,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,f0177a13c1bb30bf45a08c04c33d4807eedaf5db71552e4ceb9bb9c7fca9f6f9,75,0.05859375,0,0.0,75,1280,0.05859375,161,0.12578125,0,0.0,161,1280,0.12578125
S75,51,historical,NS,ACTIVE_TARGET,1240,124,858,0.6919354838709677,0,33,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,783c16edf75de68a64274e53cc6cb049bc087aaacd238ccb991732806f3fde5f,75,0.06048387096774194,0,0.0,75,1240,0.06048387096774194,161,0.12983870967741937,0,0.0,161,1240,0.12983870967741937
S75,51,historical,NS,SUPERSEDED,40,4,25,0.625,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,a2879f0737a1b7d991d75149281809215417fc40b0ef2279ff1112a0464299e0,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0
S75,51,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,52,current,RS,ALL,100,100,100,1.0,0,100,9ce14fa299ca8dcee036469556c46b98b8058b19a957abba146d23cab698a66d,903db6e08ea7635d3148674c9c9d994d8abec61200636dd219b1fd97a1a0b7f2,100,1.0,100,1.0,102,102,1.0,0,0.0,0,0.0,2,102,0.0196078431372549
S75,52,current,PS,ALL,200,100,192,0.96,0,94,a2d3501b7b4add5e26f73ee940339835c6ead2601d4bdaaab4a530aa82132d15,f46198a56b21125ccece3e45b429df304aa6f803e90486b7ad7d3cb6583bc783,134,0.67,49,0.49,138,204,0.6764705882352942,0,0.0,0,0.0,4,204,0.0196078431372549
S75,52,current,NS,ALL,1000,100,739,0.739,0,30,88ba3c689f3d6a35ab80cc7b9300205f6a6d1206dd54418e5ec38a0336879278,00a8b4c629139c426deaa4d178ff69657c9f7c591777117965eede80c9992af4,41,0.041,0,0.0,61,1020,0.059803921568627454,138,0.138,0,0.0,158,1020,0.15490196078431373
S75,52,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0
S75,52,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0
S75,52,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0
S75,52,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,52,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,174,0.6796875,62,0.484375,174,256,0.6796875,0,0.0,0,0.0,0,256,0.0
S75,52,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,174,0.7016129032258065,62,0.5,174,248,0.7016129032258065,0,0.0,0,0.0,0,248,0.0
S75,52,historical,PS,SUPERSEDED,8,4,6,0.75,0,2,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,b8a294f00f58945c4b2e7c769967b5694a66c8fb997582bf04d993c4a7d85ff2,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0
S75,52,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,52,historical,NS,ALL,1280,128,887,0.69296875,0,37,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,225fd135cdc1a20aaf4e277e308e70240f6baa13e0da29f9e545110bf8c83180,77,0.06015625,0,0.0,77,1280,0.06015625,163,0.12734375,0,0.0,163,1280,0.12734375
S75,52,historical,NS,ACTIVE_TARGET,1240,124,863,0.6959677419354838,0,36,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,a80f47d8123bb33a8f748e0eeeb9afd40554ca8dfc7a293093e45b3cb04cc682,77,0.062096774193548386,0,0.0,77,1240,0.062096774193548386,163,0.1314516129032258,0,0.0,163,1240,0.1314516129032258
S75,52,historical,NS,SUPERSEDED,40,4,24,0.6,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,cbfa484b295460cc285a9c2437b52cddd8b4c9ac9348f439234458ff14ef5130,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0
S75,52,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,53,current,RS,ALL,100,100,99,0.99,0,99,7f26d60f9749d58c9df819bebcead3a696752da99a6280a5167af62ca9c29732,b893acd9c5a4914c7fd83b60a2b43947e5e3f0d6d3ffe027f3e8f1ba47cd5613,98,0.98,98,0.98,100,102,0.9803921568627451,0,0.0,0,0.0,0,100,0.0
S75,53,current,PS,ALL,200,100,188,0.94,0,92,69838fdc175506fda322d95cb3d281ee33e41fb39d7329c3cd2b2fbc7427e8cd,70831f185253e5a76b3e331328160eefd8966003930a9b6d18a923c2cfaa400b,124,0.62,42,0.42,128,204,0.6274509803921569,2,0.01,1,0.01,2,200,0.01
S75,53,current,NS,ALL,1000,100,694,0.694,0,31,446c7e39555f018d2da9397935e3c5b66c799af6006d56a66d76733a1136b493,ef1f3c0bdc854b7b21a599ed3951171b08dcbce9e367f84896bfd8d512574c99,50,0.05,0,0.0,70,1020,0.06862745098039216,104,0.104,0,0.0,104,1000,0.104
S75,53,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0
S75,53,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0
S75,53,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0
S75,53,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,53,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,176,0.6875,63,0.4921875,176,256,0.6875,0,0.0,0,0.0,0,256,0.0
S75,53,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,176,0.7096774193548387,63,0.5080645161290323,176,248,0.7096774193548387,0,0.0,0,0.0,0,248,0.0
S75,53,historical,PS,SUPERSEDED,8,4,6,0.75,0,2,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,b8a294f00f58945c4b2e7c769967b5694a66c8fb997582bf04d993c4a7d85ff2,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0
S75,53,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,53,historical,NS,ALL,1280,128,881,0.68828125,0,37,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,476c445f3718ef0d990a30cf6e46d3afd96a8562e565dc06c3f6dd636b0cab1e,76,0.059375,0,0.0,76,1280,0.059375,158,0.1234375,0,0.0,158,1280,0.1234375
S75,53,historical,NS,ACTIVE_TARGET,1240,124,857,0.6911290322580645,0,36,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,6a2b26177e55b2ac2063976f22ec465ad126256d80644a58e0b83134760bf026,76,0.06129032258064516,0,0.0,76,1240,0.06129032258064516,158,0.12741935483870967,0,0.0,158,1240,0.12741935483870967
S75,53,historical,NS,SUPERSEDED,40,4,24,0.6,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,cbfa484b295460cc285a9c2437b52cddd8b4c9ac9348f439234458ff14ef5130,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0
S75,53,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,54,current,RS,ALL,100,100,100,1.0,0,100,63dab5bd43b876c52366c45fba83139caadc18cb67f8a5561bb5d2186cda56ef,961c42f3a1ba74011412b357bd80a7dc35b0f1fd7c4b16d90bc505b615a5e6c2,98,0.98,98,0.98,99,101,0.9801980198019802,0,0.0,0,0.0,1,101,0.009900990099009901
S75,54,current,PS,ALL,200,100,193,0.965,0,94,50ceaacb80c9191f982151d07b6f98987df5582543964d9d49363130a24514aa,4ba9d283468ec52b4d5dae1ea1121bd313c431daf20a9da8246bc61aef004ebc,137,0.685,53,0.53,139,202,0.6881188118811881,1,0.005,0,0.0,3,202,0.01485148514851485
S75,54,current,NS,ALL,1000,100,747,0.747,0,32,04f0fc6cc56c4906f43c0907eb00c1ee21d7fec182833d05ca03557c7a373e11,9ff920eb743663d9032180e79db4195c1d8b1c28e36d329fb1e8656bf5dbb688,55,0.055,0,0.0,65,1010,0.06435643564356436,102,0.102,0,0.0,112,1010,0.11089108910891089
S75,54,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0
S75,54,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0
S75,54,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0
S75,54,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,54,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,176,0.6875,63,0.4921875,176,256,0.6875,0,0.0,0,0.0,0,256,0.0
S75,54,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,176,0.7096774193548387,63,0.5080645161290323,176,248,0.7096774193548387,0,0.0,0,0.0,0,248,0.0
S75,54,historical,PS,SUPERSEDED,8,4,6,0.75,0,2,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,b8a294f00f58945c4b2e7c769967b5694a66c8fb997582bf04d993c4a7d85ff2,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0
S75,54,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,54,historical,NS,ALL,1280,128,880,0.6875,0,39,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,8db492906852023bc859b2ef35cbf128b8fedd60e9d461210bd6004cc57ae003,74,0.0578125,0,0.0,74,1280,0.0578125,155,0.12109375,0,0.0,155,1280,0.12109375
S75,54,historical,NS,ACTIVE_TARGET,1240,124,856,0.6903225806451613,0,38,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,114815a3cf66fdb15e57fc01114e4bfe51cac239e2d84dac5182894e61e253d9,74,0.05967741935483871,0,0.0,74,1240,0.05967741935483871,155,0.125,0,0.0,155,1240,0.125
S75,54,historical,NS,SUPERSEDED,40,4,24,0.6,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,cbfa484b295460cc285a9c2437b52cddd8b4c9ac9348f439234458ff14ef5130,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0
S75,54,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,55,current,RS,ALL,100,100,100,1.0,0,100,cb5d11414d0e7099be33952159a14f5c17d54a39802c5f7c4acbd60a3bb2cbd6,e836680b194cf99fd70ecfacb3cbe6269a4e34298506833e713bee992449dadc,99,0.99,99,0.99,100,101,0.9900990099009901,0,0.0,0,0.0,0,100,0.0
S75,55,current,PS,ALL,200,100,187,0.935,0,90,2ec5397f58ffbcdd16165d21bc9bf38110374bf9a5111fa28592f24012d40ada,d1f2ca1f8ce991b272211a3bf72e9e5144483314ed2fe628006ea3567a277e7a,133,0.665,53,0.53,135,202,0.6683168316831684,0,0.0,0,0.0,0,200,0.0
S75,55,current,NS,ALL,1000,100,758,0.758,0,28,e43c12463676a0d861f7236688276f03651f8453e917aad17e8af4c022aa6571,5334d74cd63b18e98b61058a5cc9380d8e5957fdba7dbb65a008479ed6795320,21,0.021,0,0.0,31,1010,0.030693069306930693,121,0.121,0,0.0,121,1000,0.121
S75,55,historical,RS,ALL,128,128,128,1.0,0,128,49c3aa0410faa279cb4105f46dcb5a374a2ad1820e8bd1fae9da17f1739f4d01,4a46b72e59faaabc3052c4ef7c4ce238f9c15c4d2314ff222f161101c7e47ed4,125,0.9765625,125,0.9765625,125,128,0.9765625,0,0.0,0,0.0,0,128,0.0
S75,55,historical,RS,ACTIVE_TARGET,124,124,124,1.0,0,124,42205eaaa54bc134286058569563a5fd3947a246e604d53104f8ec1fa2e7c8c4,150786e9b79536f282a59aac9dbf153d0b81113f16bba40d37a26a340e9fc75e,123,0.9919354838709677,123,0.9919354838709677,123,124,0.9919354838709677,0,0.0,0,0.0,0,124,0.0
S75,55,historical,RS,SUPERSEDED,4,4,4,1.0,0,4,fdb2ce97a1f4c2950b450f0cb6b4295a515aa3c7d6060bbcbe0710517968f895,d595541fc3518759793416c68e211d8383688498b8a6ce23a74c78cc703a317e,2,0.5,2,0.5,2,4,0.5,0,0.0,0,0.0,0,4,0.0
S75,55,historical,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,55,historical,PS,ALL,256,128,251,0.98046875,0,123,ad04e4c9165dc2968762f1be57e56ecd3200a794a6f9119060043ed6ae660483,6a841b456ba8899a78744763a635c058cf7341b8976a422557f7e26b608b8b3f,178,0.6953125,65,0.5078125,178,256,0.6953125,0,0.0,0,0.0,0,256,0.0
S75,55,historical,PS,ACTIVE_TARGET,248,124,245,0.9879032258064516,0,121,3791f82e104a2ada4b398dc1db2a2264fb0af62a4e4bf6aef0a086422f32f1f0,e8bde470c5f54137d8a527bed7e9c2833ee52eb0574aabbcc0b457ff2570b13c,178,0.717741935483871,65,0.5241935483870968,178,248,0.717741935483871,0,0.0,0,0.0,0,248,0.0
S75,55,historical,PS,SUPERSEDED,8,4,6,0.75,0,2,62062e6cb49887f32a1c76fdf17b099924e6047363e07cb4722f9c3296834b1c,b8a294f00f58945c4b2e7c769967b5694a66c8fb997582bf04d993c4a7d85ff2,0,0.0,0,0.0,0,8,0.0,0,0.0,0,0.0,0,8,0.0
S75,55,historical,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,55,historical,NS,ALL,1280,128,878,0.6859375,0,38,44ffffbda00cae6fb736e66766f9335f3770a75bc0424d960da4e3f3546df901,639df9655536d484969f94f0054ffcd03ce2d07e1cdfe0c56100c62ea3380d0e,75,0.05859375,0,0.0,75,1280,0.05859375,149,0.11640625,0,0.0,149,1280,0.11640625
S75,55,historical,NS,ACTIVE_TARGET,1240,124,854,0.6887096774193548,0,37,a5877f0728f82ce6c3766b9a09a6887ba7c195abf4b87c8d0f6257a5d1f4382a,e19eff0af83827d6ed249866151f8c290e17fe1fd3335bd36faeb9bded4bc7d7,75,0.06048387096774194,0,0.0,75,1240,0.06048387096774194,149,0.12016129032258065,0,0.0,149,1240,0.12016129032258065
S75,55,historical,NS,SUPERSEDED,40,4,24,0.6,0,1,c783b8eee87ee1f8bdc0657262a67cfe71155effba81fc0256ecd9a309a7cf8c,cbfa484b295460cc285a9c2437b52cddd8b4c9ac9348f439234458ff14ef5130,0,0.0,0,0.0,0,40,0.0,0,0.0,0,0.0,0,40,0.0
S75,55,historical,NS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,55,suffix,RS,ALL,500,500,499,0.998,0,499,cd51ffcc82e26a0ea707888f7a025fe3a874c189e773a3e8cb4a59ee03191b4a,1e16f928ea749b7193f975a6bb5da7adc460b170038beb575ef294ece2ee05d1,491,0.982,491,0.982,498,507,0.9822485207100592,0,0.0,0,0.0,6,506,0.011857707509881422
S75,55,suffix,RS,ACTIVE_TARGET,499,499,498,0.9979959919839679,0,498,206f964aa828308f19dab42b2c31f1fa0888a8a2a24864cf863bb03a39c42b28,98a8fc0ee1e37d601db8d9b952b87a6cf40c2d94833df23a0036e41c7aa24a9c,491,0.9839679358717435,491,0.9839679358717435,498,506,0.9841897233201581,0,0.0,0,0.0,6,505,0.011881188118811881
S75,55,suffix,RS,SUPERSEDED,1,1,1,1.0,0,1,baaeb6932533c19e691c4188f2bfbe14635231ca0fce58c73249c980058d53cf,a0493637452e1c3d788cc5d45030e6446b00707dc300fec61b9de39d29ff984a,0,0.0,0,0.0,0,1,0.0,0,0.0,0,0.0,0,1,0.0
S75,55,suffix,RS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,55,suffix,PS,ALL,1000,500,951,0.951,0,464,1fa60daba09234d0046a195f933eb30fbe00efb6f5cce0b08eb081ab593377bb,7bb70169e20dc4ab71a5b23eef9f0e97b1ec66b61fb36da80f5889059198959a,667,0.667,255,0.51,680,1014,0.6706114398422091,4,0.004,1,0.002,16,1012,0.015810276679841896
S75,55,suffix,PS,ACTIVE_TARGET,998,499,950,0.9519038076152304,0,464,0639803159111e6c0158c8d8ffb80d7b1adc735bbacabe85399ff4e3e2b1cf25,28811323ce1366abb0c7b28b89cdaf80563ad6aaa00caaa29ad8e9ac7cdcb537,667,0.6683366733466933,255,0.5110220440881763,680,1012,0.6719367588932806,4,0.004008016032064128,1,0.002004008016032064,16,1010,0.015841584158415842
S75,55,suffix,PS,SUPERSEDED,2,1,1,0.5,0,0,d6be93e1a1a3f61a3433c7b16bcc1becc85ea0f4cf05ec23f332b224214a02d4,c3f1d4039cf4765638dccbf53eee05908e1c370b5ef9b58211d2174bdd9937dc,0,0.0,0,0.0,0,2,0.0,0,0.0,0,0.0,0,2,0.0
S75,55,suffix,PS,UNKNOWN_RELATION,0,0,0,,0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,0,,0,,0,0,,0,,0,,0,0,
S75,55,suffix,NS,ALL,5000,500,3644,0.7288,0,154,3888cf778c56fc9e67dbb8321aff30a83076c58fd78e90e9d007d7e043109456,d9bad7e55661238af402d0f2fe70abf4083d4a04a62ddb916e253038009c5bf7,213,0.0426,0,0.0,282,5070,0.05562130177514793,572,0.1144,0,0.0,632,5060,0.12490118577075099
S75,55,suffix,NS,ACTIVE_TARGET,4990,499,3635,0.7284569138276553,0,154,14c29f67ddea9384cef0334864f7906d4ffb3138d769f5a1eae5b7db4cd66cd3,16b27ce569778508f8d1e9e600ad40fc62ae2da7490849e118c4cd7881c42a0d,213,0.042685370741482966,0,0.0,282,5060,0.055731225296442685,572,0.11462925851703407,0,0.0,632,5050,0.12514851485148515
S75,55,suffix,NS,SUPERSEDED,10,1,9,0.9,0,0,4c92c36935f7e06b2d99740b10544efaf8efd1872aac68c301ffdad0d86cc14d,1a701ffdd806ed90c3fbcb2663ccc0ddb58f086f237aa3803ba058bcb35bf716,0,0.0,0,0.0,0,10,0.0,0,0.0,0,0.0,0,10,0.0
